dates,nzd0330-0000,nzd0330-0001,nzd0330-0002,nzd0330-0003,nzd0330-0004,nzd0330-0005,nzd0330-0006,nzd0330-0007,nzd0330-0008,nzd0330-0009,nzd0330-0010,nzd0330-0011,nzd0330-0012,nzd0330-0013,nzd0330-0014,nzd0330-0015,nzd0330-0016,nzd0330-0017,nzd0330-0018,nzd0330-0019,nzd0330-0020,nzd0330-0021,nzd0330-0022,nzd0330-0023,nzd0330-0024,nzd0330-0025,nzd0330-0026,nzd0330-0027,nzd0330-0028,nzd0330-0029,nzd0330-0030,nzd0330-0031,nzd0330-0032,nzd0330-0033,nzd0330-0034,nzd0330-0035,nzd0330-0036,nzd0330-0037,nzd0330-0038,nzd0330-0039,nzd0330-0040,nzd0330-0041,nzd0330-0042,nzd0330-0043,nzd0330-0044,nzd0330-0045,nzd0330-0046,nzd0330-0047,nzd0330-0048,nzd0330-0049,nzd0330-0050,nzd0330-0051,nzd0330-0052,nzd0330-0053,nzd0330-0054,nzd0330-0055,nzd0330-0056,nzd0330-0057,nzd0330-0058,nzd0330-0059,nzd0330-0060,nzd0330-0061,nzd0330-0062,satname
2000-06-20 21:46:40+00:00,,334.88,337.63,,345.71,355.56,348.60,,341.73,344.72,345.25,340.61,326.62,321.50,322.52,317.75,329.35,339.96,346.36,344.56,342.58,340.32,335.61,321.18,328.89,334.19,336.96,340.53,329.37,319.66,319.42,324.26,331.52,329.85,328.27,325.29,326.71,338.02,346.09,333.74,331.50,329.81,342.59,328.31,338.55,331.71,338.78,325.81,334.34,357.29,349.14,356.84,350.20,371.78,373.06,353.24,349.71,338.87,348.08,363.17,361.82,356.09,358.03,L7
2000-07-13 21:52:07+00:00,339.86,342.03,344.50,,348.39,351.76,349.92,335.67,338.68,340.75,341.47,334.25,332.77,324.75,323.72,332.34,342.14,342.94,346.20,352.79,350.43,329.14,326.70,324.36,335.76,349.69,368.73,,338.28,314.02,308.37,325.75,342.45,341.09,339.15,333.98,329.53,341.91,347.06,,,328.45,336.49,322.90,330.36,322.51,326.63,318.60,325.00,352.20,340.74,343.22,342.23,361.92,363.06,350.75,349.14,343.00,355.00,352.05,358.73,346.93,347.33,L7
2000-07-29 21:51:50+00:00,335.49,340.00,338.73,344.03,339.93,341.79,342.44,339.12,339.41,333.94,335.38,329.66,326.14,322.34,324.93,334.48,336.88,351.03,349.28,349.71,348.56,346.68,340.34,337.00,336.72,341.25,353.54,365.97,349.85,330.59,323.42,335.43,341.26,345.82,341.01,333.98,339.01,352.79,352.37,348.04,346.27,339.21,349.83,333.07,339.69,330.60,335.87,333.62,335.10,373.63,355.24,356.27,359.89,380.41,382.26,370.03,372.22,356.12,364.12,374.74,373.98,365.38,375.29,L7
2000-08-07 21:45:32+00:00,352.23,347.66,346.63,,351.67,357.52,361.12,,350.50,343.87,339.12,334.89,326.88,332.59,326.47,338.39,351.55,348.57,351.55,357.94,362.75,352.06,338.35,329.36,333.86,341.14,345.46,352.34,344.61,345.00,337.37,334.85,344.82,351.67,346.53,332.93,334.15,340.44,346.24,344.52,342.87,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-14 21:51:44+00:00,335.29,336.70,339.95,339.03,341.33,338.07,337.31,,344.01,341.63,338.58,331.15,333.55,328.99,325.80,330.75,332.90,332.85,345.47,350.38,344.55,342.46,327.98,322.23,326.96,336.20,343.78,347.48,332.48,334.20,329.84,328.24,330.76,330.21,331.48,323.56,329.48,338.17,337.42,334.44,330.55,324.66,332.84,318.53,326.34,320.11,318.40,312.94,317.85,352.20,341.90,343.22,340.44,363.56,364.18,352.27,344.58,336.14,345.43,351.25,349.95,344.26,347.89,L7
2000-09-15 21:51:13+00:00,334.63,330.91,337.05,338.43,338.12,337.92,339.12,,332.12,334.33,326.72,326.08,319.05,315.01,329.60,337.38,328.48,325.77,336.75,332.55,335.68,333.34,323.99,319.22,324.42,332.57,340.19,338.55,336.42,323.65,323.64,329.96,326.48,327.99,326.65,325.02,328.48,336.24,339.05,336.56,332.72,326.00,335.12,322.95,328.37,323.95,323.17,314.98,321.04,341.40,342.85,341.91,340.69,365.09,364.74,351.38,346.04,340.00,344.63,352.45,350.53,343.48,342.95,L7
2000-10-26 21:45:10+00:00,,,,,,,,,,,,,,,334.71,335.87,334.27,344.02,345.33,348.67,349.62,352.47,344.69,332.87,331.64,338.81,338.47,342.90,340.78,338.70,331.74,332.92,332.42,341.53,341.17,328.40,331.11,345.25,342.94,337.96,330.37,331.47,342.52,330.64,338.18,331.59,344.10,324.16,337.36,,348.41,350.97,350.08,381.67,385.56,367.09,361.83,347.77,358.39,370.39,365.81,358.93,366.87,L7
2000-12-04 21:50:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.96,325.16,328.24,352.88,343.74,351.01,350.40,368.81,372.06,353.76,353.09,338.58,346.06,358.52,356.94,346.74,349.53,L7
2001-01-05 21:51:04+00:00,354.33,354.99,354.95,358.26,351.39,351.64,349.63,352.65,354.49,353.74,350.71,348.70,343.89,333.13,332.88,339.91,344.28,354.77,354.63,354.81,352.75,353.58,354.79,343.79,341.29,340.23,346.13,352.47,347.28,343.65,343.66,341.32,346.52,337.73,333.35,325.66,326.86,342.15,348.47,347.70,340.56,338.80,349.31,334.64,345.96,336.23,339.91,328.69,340.50,368.39,355.63,354.66,354.32,376.76,386.07,367.29,358.51,347.53,362.53,367.08,364.53,354.46,355.25,L7
2001-02-06 21:51:02+00:00,338.99,346.84,357.53,358.17,349.72,347.30,341.45,341.62,344.76,345.74,349.61,348.26,343.91,340.86,335.13,338.23,337.32,340.82,342.43,338.02,338.41,337.42,335.68,334.16,329.81,329.92,334.09,342.50,343.55,336.16,333.19,337.08,335.57,334.44,331.13,327.07,327.28,340.85,340.46,339.20,333.84,334.98,344.04,335.53,339.97,336.44,342.06,329.85,346.16,360.16,361.92,355.92,,391.74,380.77,370.40,376.93,351.05,365.61,375.22,369.07,365.58,374.06,L7
2001-04-04 21:44:54+00:00,,,,,,,,,,,,,,,,331.92,328.27,325.59,327.73,329.02,333.95,335.22,335.35,339.08,334.61,335.90,345.50,350.67,341.34,328.15,320.47,327.71,329.92,325.31,334.07,326.08,327.70,339.58,342.60,341.86,334.94,333.39,345.23,324.51,331.32,322.94,330.08,319.86,327.49,348.32,340.31,349.71,338.90,366.83,371.28,362.39,350.98,340.48,351.97,353.81,357.57,349.23,350.98,L7
2001-04-27 21:50:43+00:00,358.02,360.01,352.64,348.63,357.54,365.66,364.68,356.12,351.30,348.43,348.96,349.77,340.38,338.40,336.36,340.02,346.49,346.17,344.78,341.03,341.81,337.25,335.60,338.21,331.54,333.53,342.03,343.94,343.00,336.06,329.02,333.46,334.81,331.27,331.02,325.19,330.29,337.39,339.84,339.55,334.44,331.43,341.23,333.45,341.91,331.76,334.59,323.49,329.48,350.32,343.06,353.22,349.10,372.92,380.46,365.55,355.67,344.19,351.25,362.09,356.48,351.03,356.17,L7
2001-05-13 21:50:33+00:00,,353.46,347.72,348.14,345.59,355.49,353.86,344.48,339.14,335.25,336.74,337.25,328.82,328.02,322.96,320.12,333.03,336.30,336.94,335.61,335.23,333.00,327.88,324.99,324.73,323.74,330.06,333.28,326.62,318.33,320.61,329.17,329.08,319.05,321.94,323.30,315.87,328.28,329.79,325.08,326.51,328.21,332.37,326.76,333.22,325.21,328.05,318.59,322.20,342.32,338.36,341.91,334.15,362.03,368.77,352.08,348.04,335.35,344.62,350.99,351.83,339.55,344.48,L7
2001-05-22 21:44:42+00:00,,345.22,349.73,343.72,340.75,349.41,338.26,,341.95,342.77,337.31,330.32,335.72,329.64,325.21,330.70,334.33,335.71,333.10,336.77,337.83,336.33,329.58,330.05,325.58,325.19,333.35,343.18,337.04,319.07,310.93,327.65,336.62,319.98,338.04,321.61,319.22,333.78,333.21,336.05,328.71,321.99,329.88,318.41,324.40,316.82,322.19,313.90,321.79,336.98,336.14,342.79,338.82,359.07,360.78,347.82,338.52,329.05,334.53,347.43,346.33,345.83,341.64,L7
2001-07-25 21:43:42+00:00,,,,,,334.46,350.60,342.81,336.65,338.16,,,,,,,,,,,,,,,320.03,325.36,330.20,325.56,325.82,314.71,312.00,315.90,321.36,314.82,310.45,317.63,319.32,330.48,335.27,328.37,325.67,321.96,335.40,322.04,327.09,310.63,316.12,305.43,,,,,,,,,,,,,,,,L7
2001-09-11 21:43:02+00:00,358.06,362.70,367.80,362.38,358.39,358.95,357.07,347.66,341.72,345.18,345.86,347.33,347.53,341.06,337.98,339.48,335.25,358.51,354.26,357.81,358.39,364.04,355.72,347.67,345.39,344.87,345.78,350.28,351.60,343.87,339.27,341.63,335.06,335.48,336.05,335.01,338.05,350.62,353.98,357.91,352.65,348.65,353.82,346.00,355.34,345.37,330.91,318.87,327.59,350.37,348.39,,,,,,,,,,,,,L7
2001-09-18 21:49:05+00:00,350.86,350.03,355.52,352.17,346.95,347.78,347.25,,339.85,344.56,339.41,331.21,336.06,340.08,334.86,332.02,331.27,342.26,344.52,349.58,347.30,346.99,343.00,346.73,341.37,335.62,336.09,337.39,338.75,336.46,328.14,327.09,324.25,321.33,326.38,327.59,333.16,339.69,339.49,341.21,339.47,331.32,343.11,326.70,334.95,326.75,329.31,320.42,323.89,350.71,347.39,345.96,343.96,367.11,371.30,357.01,348.95,336.21,349.25,352.95,355.10,346.74,347.61,L7
2002-02-18 21:43:18+00:00,,,,,,,,,,,,,,,,327.17,339.56,341.87,341.76,335.50,337.10,335.91,331.95,326.41,320.12,320.40,329.51,333.14,330.58,326.21,331.21,331.48,330.63,333.78,331.40,329.96,333.17,336.63,,,,,,,,,,,,,,,,,383.16,,,,,,,,,L7
2002-03-06 21:43:47+00:00,,,,,,,,,,,,,,,329.78,325.65,339.19,349.21,344.31,341.52,334.31,325.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.07,L7
2002-03-22 21:43:16+00:00,,,,,,,,,,,,,,,,329.35,341.56,341.52,349.28,343.47,342.33,337.61,340.20,336.89,330.69,335.56,339.28,345.58,340.11,329.15,330.30,328.26,332.65,324.16,323.38,323.54,333.66,345.25,347.32,345.70,337.82,329.72,331.56,320.54,325.44,321.21,321.73,315.73,,,,,,,,,,,,,,,,L7
2002-05-09 21:43:40+00:00,344.46,341.01,341.54,341.83,334.89,327.78,325.26,328.16,330.96,336.70,335.78,328.31,335.24,333.75,334.55,336.64,333.83,332.32,330.12,333.78,336.21,336.23,337.52,337.39,328.98,332.60,321.10,332.81,340.08,330.06,320.75,331.66,329.34,329.52,324.78,319.21,317.05,330.36,332.59,319.92,326.80,326.35,342.01,327.22,337.26,,,,,,,,,,,,,,,,,,,L7
2002-06-10 21:43:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,323.05,326.07,321.33,313.87,313.54,318.44,315.85,317.68,312.97,304.87,313.94,331.11,326.93,,324.20,321.02,337.76,324.00,332.17,326.84,331.06,322.27,318.68,345.81,343.27,343.44,343.51,366.01,366.82,352.88,,,,,,,,L7
2002-07-19 21:48:57+00:00,,,,,,,,,,,,,,,,,,354.11,350.72,340.18,341.63,345.72,337.03,325.47,324.93,330.40,331.22,334.81,327.44,319.47,317.22,319.59,317.18,324.28,320.59,312.54,316.60,334.15,332.85,323.57,327.58,333.43,346.01,331.94,337.67,329.53,334.81,325.12,333.82,360.43,349.22,349.82,346.56,373.51,375.28,367.95,358.36,348.47,361.45,,,,,L7
2002-08-20 21:48:46+00:00,340.29,332.36,334.51,341.30,339.85,335.80,329.61,335.09,341.77,341.71,336.74,324.27,326.78,328.76,330.73,335.27,340.05,336.57,338.73,338.52,337.80,335.24,338.25,337.48,329.23,324.80,329.32,334.95,324.21,307.72,311.19,314.80,321.48,325.53,316.76,301.73,308.51,328.44,330.59,322.54,329.06,332.83,342.11,324.66,331.20,324.56,330.01,319.83,329.35,,344.46,345.42,342.61,366.20,370.87,361.19,364.24,345.99,357.26,364.19,359.61,354.80,360.89,L7
2002-09-05 21:48:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,335.57,331.61,330.79,335.38,325.72,323.66,317.27,324.10,324.27,321.95,318.18,309.73,313.72,342.11,349.98,329.55,338.19,340.32,,339.30,346.66,342.35,343.21,336.95,344.54,384.99,367.76,370.49,,396.71,394.85,386.97,387.70,359.51,371.54,381.70,385.91,377.23,386.08,L7
2002-09-14 21:42:42+00:00,,,,,,,,,,,,,,332.78,332.32,338.12,339.69,343.53,341.65,338.59,334.40,337.49,341.71,335.95,326.87,326.40,326.19,328.79,316.59,314.92,316.02,317.35,323.41,320.99,316.73,308.31,313.74,333.42,335.12,323.08,324.92,324.92,339.29,327.36,337.19,330.09,332.73,323.26,332.21,354.58,353.24,346.99,341.00,368.45,370.79,357.30,346.43,339.64,348.35,361.37,364.02,349.46,356.13,L7
2002-09-30 21:42:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.90,361.01,359.04,355.88,355.04,L7
2002-10-16 21:42:36+00:00,343.84,342.53,337.34,342.34,344.27,337.68,341.85,,339.30,345.35,338.60,332.65,330.94,330.59,334.35,335.43,330.88,337.86,339.14,339.01,329.96,325.54,330.70,328.59,317.21,308.56,307.92,317.68,313.88,309.64,307.47,315.25,316.91,314.34,305.48,293.78,301.70,323.93,322.32,314.86,321.71,326.42,337.04,325.15,331.39,324.65,330.85,314.84,319.79,340.76,337.84,336.03,335.52,359.23,371.90,354.47,346.31,339.23,347.80,353.40,353.97,338.05,340.69,L7
2002-10-23 21:48:27+00:00,358.83,354.29,347.03,351.99,354.49,366.03,358.78,353.67,355.23,350.00,348.63,348.75,345.81,330.60,340.21,341.81,331.57,343.32,345.83,341.32,339.11,342.82,340.22,339.10,330.63,320.19,322.52,325.70,322.91,320.50,321.15,318.96,328.48,319.73,315.95,307.21,316.45,333.82,332.68,325.29,328.23,335.14,344.88,332.64,343.05,332.02,335.53,325.93,332.69,351.55,348.70,351.22,351.27,377.45,375.89,362.49,357.22,339.53,350.60,358.87,359.40,353.70,352.72,L7
2002-12-10 21:48:53+00:00,351.08,346.02,343.89,353.81,360.35,360.03,360.97,353.99,353.19,351.68,345.85,341.73,340.51,332.05,333.56,330.75,335.86,338.49,339.74,338.75,336.21,331.32,322.69,318.49,318.78,328.60,329.02,326.53,326.53,324.38,323.36,320.74,319.04,315.31,307.63,308.93,314.08,328.75,329.26,325.02,327.18,332.17,335.69,332.57,340.54,333.49,333.44,323.42,332.18,347.94,343.60,344.35,338.40,370.92,377.61,360.26,359.41,343.85,352.16,357.94,357.29,350.17,353.68,L7
2002-12-26 21:48:59+00:00,340.52,332.90,340.28,349.62,348.14,343.62,347.10,333.37,336.55,341.86,344.29,340.33,326.31,328.10,329.41,326.91,335.75,329.26,329.18,338.08,339.67,332.36,327.77,322.72,330.00,326.35,325.49,320.71,322.91,318.35,324.09,321.00,321.03,317.61,317.27,311.74,316.38,331.25,330.89,323.07,326.68,328.83,341.18,336.23,337.98,333.85,333.67,327.32,337.93,352.57,347.84,351.56,343.67,371.61,374.77,360.73,354.93,344.77,352.67,358.88,357.82,351.14,359.65,L7
2003-01-11 21:49:02+00:00,,,,358.52,363.78,363.46,355.66,351.45,351.59,350.27,342.16,335.42,336.55,332.32,333.14,335.05,339.98,345.11,345.48,342.61,,,,,,,,,,,,,,,,,,,,,,329.21,336.05,333.24,337.40,330.79,338.41,325.16,333.15,351.93,349.17,349.51,,,,,,,,,,,,L7
2003-01-20 21:42:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.09,356.58,357.19,,,,,,,,,,,L7
2003-01-27 21:49:09+00:00,353.66,352.83,352.74,354.35,352.20,352.35,348.94,348.92,354.01,355.30,349.06,344.05,339.29,336.71,332.65,327.04,333.52,338.67,335.63,335.47,336.17,330.95,325.25,319.88,315.32,313.44,316.33,323.73,312.32,311.35,316.97,322.51,325.43,318.05,313.09,303.82,310.64,330.25,330.36,325.14,328.24,331.64,340.72,330.52,337.75,325.06,331.39,320.31,324.44,351.97,347.36,349.69,344.63,371.44,375.35,358.25,351.20,335.52,349.68,357.43,358.29,351.57,348.62,L7
2003-03-09 21:43:12+00:00,373.34,374.97,370.80,375.65,382.82,389.65,384.86,373.11,369.00,363.81,365.31,362.42,354.43,356.04,351.45,345.15,349.85,359.09,362.40,367.10,364.85,356.36,347.33,336.90,336.89,335.43,334.90,339.44,332.40,336.18,346.44,347.34,347.16,342.63,341.83,336.81,336.92,367.34,364.04,359.95,360.43,359.98,,,,,,,,,,,,,,,,,,,,,,L7
2003-03-16 21:49:22+00:00,346.35,350.90,349.98,348.25,355.23,355.85,351.91,349.44,348.16,347.71,344.14,340.59,334.82,334.86,332.76,338.15,335.89,334.45,343.71,343.93,341.78,332.99,325.51,323.96,319.76,316.98,323.99,330.79,318.31,308.88,308.69,322.80,327.41,334.41,332.29,325.37,324.89,341.83,339.74,334.02,340.96,337.17,340.21,331.95,340.45,338.18,339.55,320.31,338.88,,346.07,351.88,349.04,377.32,373.80,366.76,360.28,347.47,356.48,368.20,364.80,358.09,361.49,L7
2003-05-03 21:49:25+00:00,356.84,359.61,363.05,357.78,350.82,356.98,358.01,357.53,359.42,359.30,358.49,357.67,355.57,350.16,349.42,341.11,341.09,343.35,339.57,340.08,336.19,338.08,331.63,328.39,320.94,326.77,326.24,330.23,329.15,326.80,328.31,323.64,326.03,325.56,323.91,322.69,316.57,334.98,334.11,324.28,327.15,329.85,336.90,330.66,340.01,326.86,329.54,326.85,331.05,348.73,345.98,348.39,343.99,370.46,368.41,358.57,352.71,341.53,344.37,354.89,352.45,349.20,349.97,L7
2003-05-12 21:43:12+00:00,,,,,,,,,,,,,,,332.88,331.04,330.36,325.48,326.37,324.89,327.05,333.06,327.47,326.22,314.60,315.55,316.95,313.92,307.83,310.84,312.87,313.99,317.80,315.37,314.68,303.80,314.27,333.28,336.26,327.69,328.92,322.96,334.30,322.24,324.87,318.74,318.72,321.88,336.64,347.53,346.51,346.52,348.09,364.18,330.16,320.93,,,311.85,,,,,L7
2003-05-19 21:49:19+00:00,358.69,353.96,352.50,350.11,346.68,354.83,359.20,357.90,355.98,353.54,353.30,349.33,341.75,338.14,338.65,335.61,335.78,329.50,332.08,335.46,334.24,331.82,330.54,323.71,319.76,323.97,324.00,323.83,319.87,314.38,319.24,318.98,320.00,318.07,311.15,305.44,313.63,333.73,334.07,326.32,328.89,333.95,340.69,328.84,337.74,328.12,331.77,324.62,333.28,353.87,350.19,353.42,345.65,374.51,381.48,365.33,360.24,345.82,354.27,363.10,358.38,350.25,352.51,L7
2003-07-23 21:31:26+00:00,352.12,353.81,352.07,355.11,357.79,354.27,350.00,350.10,346.79,354.78,351.03,346.73,341.90,338.75,334.59,331.35,331.38,341.61,345.89,345.72,336.81,332.27,324.70,323.14,320.91,317.19,319.88,333.78,333.24,317.19,317.88,327.51,323.91,327.40,317.16,313.44,321.79,337.89,337.21,325.56,331.69,333.12,336.21,325.91,332.21,323.05,331.49,320.48,329.01,352.24,344.93,346.98,346.41,369.24,375.81,359.26,352.60,341.15,351.60,357.88,358.92,349.49,358.87,L5
2003-07-30 21:37:21+00:00,346.78,349.96,348.75,353.16,357.86,340.83,345.71,,343.47,348.59,346.03,335.42,332.05,326.30,330.46,335.14,340.67,349.43,348.69,342.37,336.98,333.50,321.89,312.70,319.80,321.97,326.38,331.87,331.25,326.89,325.19,322.96,324.27,314.29,312.67,310.79,315.84,332.72,328.73,327.82,330.98,330.15,336.44,329.17,334.59,328.32,327.84,320.67,328.20,344.36,345.51,346.58,342.73,364.07,366.99,359.13,353.90,346.07,349.31,358.22,357.60,346.74,347.89,L5
2003-08-15 21:37:36+00:00,344.92,351.40,352.79,342.57,337.41,322.73,342.72,339.58,327.17,333.40,338.68,328.59,316.02,302.61,316.29,321.74,330.51,341.12,340.10,341.74,334.70,331.39,322.51,314.52,313.50,320.62,327.32,335.07,331.49,331.83,326.15,330.87,317.02,309.16,310.83,309.25,311.41,325.00,324.46,331.28,330.79,329.02,337.44,334.72,339.30,328.55,323.70,314.00,326.30,341.18,336.08,339.82,340.62,375.36,374.69,361.78,359.95,345.24,350.93,350.27,347.73,340.44,342.55,L5
2003-08-16 21:42:52+00:00,305.73,,,,,,,,,332.74,339.59,317.45,302.01,296.73,309.29,312.52,307.75,,,,,,,,318.21,318.04,324.43,325.26,315.88,312.44,313.72,,,,,,,327.46,330.21,318.87,326.34,321.80,335.58,331.30,325.54,,,,,,,332.89,330.73,356.36,360.64,354.86,346.64,,,,,,,L7
2003-10-18 21:38:36+00:00,350.42,348.45,344.65,342.85,342.72,342.44,335.69,342.31,343.90,341.15,337.28,335.12,328.65,331.69,330.29,323.74,334.52,339.40,343.15,349.10,352.65,348.29,346.05,337.70,339.83,342.01,347.69,353.28,352.56,337.07,328.93,329.76,331.81,329.28,340.47,339.28,345.64,352.34,353.70,346.44,348.58,346.19,347.60,326.52,336.33,329.19,330.78,317.70,327.32,362.55,362.10,357.82,356.24,380.63,385.68,372.79,353.61,339.92,349.35,354.21,354.07,352.00,365.42,L5
2003-10-26 21:49:02+00:00,339.91,337.80,335.62,331.81,331.34,322.07,318.88,322.20,319.69,,,,304.45,311.31,313.81,313.61,315.14,315.80,325.23,328.49,333.81,327.55,323.94,,,,324.01,335.58,336.51,329.63,320.35,327.18,324.68,325.42,327.13,321.67,327.26,,,,330.01,327.75,333.50,320.19,325.40,318.74,320.47,311.64,318.01,334.32,,,,358.58,358.43,340.81,338.81,330.30,339.05,348.83,346.43,343.23,342.40,L7
