,dates,usa_CA_0280-0000,usa_CA_0280-0001,usa_CA_0280-0002,usa_CA_0280-0003,usa_CA_0280-0004,usa_CA_0280-0005,usa_CA_0280-0006,usa_CA_0280-0007,usa_CA_0280-0008,usa_CA_0280-0009,usa_CA_0280-0010,usa_CA_0280-0011,usa_CA_0280-0012,usa_CA_0280-0013,usa_CA_0280-0014,usa_CA_0280-0015,usa_CA_0280-0016,usa_CA_0280-0017,usa_CA_0280-0018,usa_CA_0280-0019,usa_CA_0280-0020,usa_CA_0280-0021,usa_CA_0280-0022,usa_CA_0280-0023,usa_CA_0280-0024,usa_CA_0280-0025,usa_CA_0280-0026,usa_CA_0280-0027,usa_CA_0280-0028,usa_CA_0280-0029,usa_CA_0280-0030,usa_CA_0280-0031,usa_CA_0280-0032,usa_CA_0280-0033,usa_CA_0280-0034,usa_CA_0280-0035,usa_CA_0280-0036,usa_CA_0280-0037,usa_CA_0280-0038,usa_CA_0280-0039,usa_CA_0280-0040,usa_CA_0280-0041,usa_CA_0280-0042,usa_CA_0280-0043,usa_CA_0280-0044,usa_CA_0280-0045,usa_CA_0280-0046,usa_CA_0280-0047,usa_CA_0280-0048,usa_CA_0280-0049,usa_CA_0280-0050,usa_CA_0280-0051,usa_CA_0280-0052,usa_CA_0280-0053,usa_CA_0280-0054,usa_CA_0280-0055,usa_CA_0280-0056,usa_CA_0280-0057,usa_CA_0280-0058,usa_CA_0280-0059,usa_CA_0280-0060,usa_CA_0280-0061,usa_CA_0280-0062,usa_CA_0280-0063,usa_CA_0280-0064,usa_CA_0280-0065,usa_CA_0280-0066,usa_CA_0280-0067,usa_CA_0280-0068,usa_CA_0280-0069,usa_CA_0280-0070,usa_CA_0280-0071,usa_CA_0280-0072,usa_CA_0280-0073,usa_CA_0280-0074,usa_CA_0280-0075,usa_CA_0280-0076,usa_CA_0280-0077,usa_CA_0280-0078,usa_CA_0280-0079,usa_CA_0280-0080,usa_CA_0280-0081,usa_CA_0280-0082,usa_CA_0280-0083,usa_CA_0280-0084,usa_CA_0280-0085,usa_CA_0280-0086
0,1984-04-14 18:24:49+00:00,199.51397305994539,203.3220041451368,202.21869260813438,200.29535422669798,218.87071530259783,220.0424089078266,219.9016004566373,232.91440962513485,219.21824990538312,219.71128082096743,206.062617973468,196.21415171562643,196.96283965312153,192.76720804893654,196.68492439264315,184.69399898685586,190.3592992653532,180.81424426062642,191.0626084756093,214.94723454645919,220.8389298672858,236.34995668940445,232.1883465204562,245.30062432933977,235.25936672169746,227.97997561728013,215.89682840560033,214.34494905491613,205.26401980932332,213.21485903866386,201.08695377022605,208.7810324665615,192.11967755607867,202.37063342264807,191.41817911010605,204.75174180482585,202.91604792974266,211.71271059059433,210.0031747693717,206.67948871167613,198.073283189971,195.97465515581524,194.76826463347828,207.10980163197175,211.104214160136,210.66251306199223,212.60933560303062,203.90439122763647,208.3177807941317,206.34781034937646,204.83651966049405,192.85863023592657,180.5018011397344,186.43685800909054,184.2868395115424,187.60220613471324,189.2446201084941,186.87738055456686,187.83541268117156,202.16781640514623,204.42421908531838,203.78254913235168,195.30677883399835,191.72401129471388,185.4538537976152,191.42659266644188,181.7731156743479,175.705095038062,194.3637435898748,196.792061806555,203.30247559898083,201.03925824437474,208.46765934205,213.78312678656818,210.74744522739059,199.7558325382126,205.2361765880653,219.89227033964278,222.07340570106933,233.25212632186964,212.96576165847546,227.83790819638358,226.6962570581395,218.35018701265474,235.14680273195697,271.27275655750424,280.7631453220565
1,1984-08-04 18:27:04+00:00,233.5241251224282,238.82862392085994,228.0046240000115,225.68054989075614,236.57278358331666,232.88495788534127,239.777871235277,256.0029571423268,252.97310655722893,242.8493775941207,218.24539889740805,208.38533972833596,211.63767777970523,210.6517133783305,214.02690842908183,211.64322447582225,205.75194866163196,201.49207406157237,222.55703101959074,236.96470352148876,240.7779411916796,266.1353393935211,255.35170523616284,263.22204028490336,253.23810063561547,240.8318759211927,234.11424366350616,236.05794527129467,239.69986835369383,234.00655904075947,228.2316564666871,231.98861157575297,208.60115065677863,215.7702131470718,216.9193681318781,225.53043322731503,226.51187405331424,232.17989645399766,231.51826684013412,231.6445218026907,220.77663932443477,210.22227383897186,209.1222080258451,218.4353572226123,220.5481327278552,222.63285803905478,220.85080846258847,217.80210247640335,224.0299869086759,218.7038669691742,223.98953566712186,221.01149732786013,211.4632191420457,210.28311621357312,201.13750988881046,203.68529049653486,201.5421967434241,194.86237217998524,204.44730000545962,207.20410564313988,206.48908198269515,207.79322365105074,203.22787798299228,202.3571146643878,202.2457817514129,207.21606115837085,205.69573766083192,199.5489673922687,214.27114301113102,219.71386873979515,218.82288688777925,222.75921764352574,228.7094705542268,226.27721368094592,223.43083673029625,213.942447430684,229.872160026478,244.0305641023507,245.31345840824412,250.89922406130813,235.27414723880082,244.95526173338052,252.2087130075696,255.85237136845075,268.1870964583003,281.20713147878945,295.16648101799944
2,1984-09-21 18:27:45+00:00,214.89198847165042,223.73325864696204,220.35756931947924,211.54554075823245,226.88580723510654,231.80404703893817,240.0972305830457,257.771533594025,247.97200389150473,228.83774035550528,207.28950089313327,196.66567607309858,201.401360059152,196.16518820669313,199.3611815338569,195.41077364592826,196.90672655596384,188.23163263910854,209.6764983536311,224.83581711554496,231.78550022195066,241.66252677244447,246.75368753620376,258.4552323906457,246.41640730896057,237.6656234675869,234.05329039612067,234.51059087380116,234.9367050971986,226.44199332442145,216.53568854418984,220.57861599632065,207.0946885502766,214.80728125510706,212.13442384848642,218.99596397461377,217.78870838353527,224.43119392870756,216.58278842545366,213.3328750584264,206.82341557666354,197.72121361570305,204.55513339842295,209.8214379822484,214.71732034374955,217.25023010417084,219.36060776669711,214.65949597013156,215.9605397183082,211.55281608586694,215.5095931098967,211.93264157078357,203.370973562487,196.3735317128977,190.58022740571425,197.2313896073464,201.78576005854484,191.25671176363088,198.50192852584877,204.8358894790495,209.71980954116185,203.33645675600295,199.18676667549244,196.1003928961344,195.32370101333316,198.68756913443724,189.65732197606485,184.48590379509847,205.861917953877,214.2313525475431,214.7766125680833,218.61169707871846,218.27015131696518,211.94541212204388,210.72549150970937,208.73931008131416,224.79660108545735,229.74419617313015,233.6713776371218,235.2287631453171,225.57812591990995,242.16803971889257,246.3707682644077,250.74060435189602,257.5248488049695,269.5984431728752,285.03079465503754
3,1984-10-23 18:27:40+00:00,215.36076013416263,218.45803701474028,205.53709029839047,203.98267762203915,222.56810945861287,222.60214242632512,237.3086319332343,248.59009091849703,235.49628362641135,218.6227308491057,202.32810740134101,198.13670086370053,201.76902816345074,200.74000557161204,201.12394627547852,197.69011437260065,201.87471097631777,185.4375082140962,205.85365188349996,223.70847399207136,235.3487121262691,248.4727595342499,246.9256069962396,256.60661129752964,248.18566126656953,237.23843959517154,229.4183040090451,233.72015566075112,228.799522036606,221.02887942320638,215.61147261706526,220.05615818700562,206.33633145850578,213.8854099861244,209.91824905800812,215.41653191225566,214.65485987141716,224.4327076411692,220.18568095493794,214.24476786207532,209.89601201777464,205.29558664309178,204.66041017116783,211.13295168629685,216.2529525025533,217.89003150205207,220.90507585719828,217.6112510756842,218.37631259268363,216.9628865918083,217.88820304575506,208.51618624168057,200.8231380901077,202.52144942886417,195.0443531220267,197.8247952032625,197.3006548700448,193.30313880391503,201.67636693864972,205.80853696763728,205.1357408122296,206.64621912109334,202.4058417581109,199.84641087248838,200.74580411071204,197.58197497926272,197.40322169953092,192.16194871118032,210.57129680417893,212.8779061381575,217.25018672641858,217.62671145360773,223.1864521367674,221.08432202967657,224.0048361160942,215.7215333827973,227.76099955731667,228.11521220807276,232.52293971576648,241.55137419096903,226.13646233462376,234.5149299309483,241.9063408265257,241.05431174112368,253.1756242919525,276.8870702834406,295.3081739247813
4,1985-04-01 18:28:00+00:00,223.19004704006932,220.2767193945219,214.5462559199039,206.78914538971958,225.38160663760073,218.6928146537814,225.8856939462667,226.09187360894168,218.52197367752527,213.97569516595343,202.94530532474602,191.37149832595284,196.99116640092421,199.59183372149798,197.61503468859348,189.59079744296838,198.8779897131068,193.81884450620169,210.47781033606574,225.07880663882915,226.911050606674,247.89480444268787,237.09306208080588,247.92147272233439,242.58467326628312,228.48628117305492,218.39479718630776,215.86403240962636,213.58188438685804,220.2150168136397,215.96973191786591,218.83337590243906,203.01910291225857,206.51959586199695,205.7507495609455,215.42176452924008,216.75710108046044,222.89423668518538,215.37299405352482,208.43236554945355,201.07612265047533,196.71748783526525,195.80102773809656,210.69536028822773,215.68136527515972,213.70541872372348,211.0377603886431,202.14132773794327,210.41026165835123,210.0448842447039,209.34971191095607,203.9572834190805,200.40087869242893,200.52786200249193,192.61306430866418,190.91400543396915,200.01694852496925,189.19873958165653,193.38059944324237,204.8305657464243,205.46217609086037,208.1579576595803,201.8666365438411,195.94421632032896,196.9535152430233,200.70792026771377,197.83073950594667,196.88636426287223,210.71640421778085,216.84567901290507,224.39512684146177,215.64140074938098,224.4271824736199,244.54953762983536,230.1062084109475,212.63140349821327,225.58926933027521,244.07036783323588,248.06463012390552,251.28349016101964,236.66717211594673,248.75809020262705,249.72264089597616,251.014774392161,263.59270658984093,284.3120921899965,286.0300147784865
5,1985-07-06 18:27:37+00:00,233.39401699427907,236.9348687994276,229.0171119782391,225.8922311046045,231.77387202757643,234.82344289416932,247.03479897936865,265.39743782253805,259.6598244118512,245.7300262044323,220.52200319892214,211.887615686611,221.41139331728562,211.52586879318716,212.3903290400376,206.25448570924132,211.52791639630084,205.09710803079264,227.36345084255228,246.42146574358046,243.86898803047012,267.34686564142464,249.60838665144786,257.9904315215909,243.33904056975575,236.74777147351932,236.59929745292496,236.877550071972,238.65085960529484,239.004873655139,228.0619487413445,236.76989480661337,213.21087914380053,220.17441154300735,224.57788303512092,228.63627489183978,234.0702739260017,236.842487427037,235.5804773022698,227.59999753660298,221.26665754436303,204.16826736365033,203.21886214084262,214.50186276042479,219.65768579279444,226.9476172024457,223.75803942200122,223.4611572177879,240.17251272670256,226.85418732307917,223.4062003031151,219.95519219739555,210.84058867303642,213.8148220157516,207.99944186205926,201.42340649122428,201.78153140809684,197.35246048897113,197.36021073872064,209.7317784643688,209.94863608555687,212.92931772045313,208.55494238924922,210.51289735088145,208.37281865672287,215.57168818472903,211.02618075332208,208.66758715380092,222.47235083534187,231.5225185255509,234.01248875887808,239.6843307859298,244.92940089408614,243.56102540702958,241.1721940111213,231.58421736300096,251.08972342733813,259.46417166802394,257.56512935614285,258.45605911378743,242.9799577233388,260.91215976033504,262.39913368799137,270.57577723807685,278.34691407213177,298.0365477952994,300.8518936286795
6,1985-08-07 18:27:22+00:00,236.42981505980697,237.51736874717255,223.0543380358764,225.80938658847572,228.12716652861383,230.17163153384524,237.44156145794338,257.92975078689267,254.8145690853581,240.2081597168925,216.41996276217094,200.8639781597711,207.09227151553887,203.34737433136266,212.97353666316243,208.21295174869982,209.9260741924529,201.68699954749292,221.88672514188403,236.14187672865927,235.07187213716537,257.8124681349393,247.6567542466577,253.91926678076186,246.2840118230496,239.06703929281068,235.73873805801156,237.6655154168376,236.51994669013408,235.36776251065362,221.56954878422235,223.70953431465693,215.72692161681587,220.65859261600878,222.89149550049842,229.08645048417117,227.31366034739642,229.72102174003655,227.66763109596167,220.53430859841785,217.70471452756084,210.49462592303254,206.49248151795024,215.79689924485746,221.93856901329212,224.19655440754315,223.3514109356882,219.51756110975924,226.06142366766989,221.59058261555953,223.408761926222,220.99763199712106,212.68348498528246,211.28862567240793,204.0518354833693,203.69961952184542,204.32531691830349,195.04963998585805,202.68920988598506,208.53578501476193,210.25217553724542,211.63539732728475,206.40195391472605,205.21641666298797,204.70823288490777,205.45152176855146,203.78972961803044,200.86462487948342,218.68982550391456,233.87877526930077,230.70009991741182,228.20837935979495,235.32986781365665,229.65817091956313,231.9961705316196,228.4442483611556,247.48606829276036,250.78933365419158,251.45709931780803,251.0564369323516,237.99884857571686,255.61234057860943,257.39670347935044,257.0363952798893,271.45156796827223,287.42219577376204,304.7567851826992
7,1985-11-11 18:26:13+00:00,210.43379503216104,207.1745975221105,198.98463833134656,195.76264398192194,205.65194359349226,211.88263676066418,219.83851837701116,237.00283405186093,227.76984473691857,214.65419136681666,194.59914295606114,181.03776306639983,186.80329507327207,189.70470042589298,193.62214793289343,198.14014653934453,200.5438150399076,184.01741642563286,198.17460877296762,209.0630569976832,214.18005490797273,230.92572135267733,236.11943760427292,249.1829449088851,238.38552091529937,222.8687062737397,221.78293080510065,217.54046295224538,216.81251853465622,215.8787184138681,205.89715984153773,210.7665127521302,193.8946649505345,210.81321634117486,204.87263070967197,210.4652398268544,207.64045781706432,212.02702245391077,208.4255743970923,208.29995162076722,201.5935616165662,197.25617590018868,197.2157774314308,206.0434603487994,209.31342442204672,207.58286301366633,214.2670039385813,207.80146416273197,207.80764635551427,208.37139589629683,211.30101438419905,207.71567305077588,190.41740270060518,196.57286895256567,196.20574966464915,190.73007029955625,195.16715717762642,185.89317629215793,190.09784262948205,198.30659655326315,198.4394377648286,201.49400578923576,196.64421698075046,198.334857791703,195.10396324336563,202.03558504488228,190.38681365716297,186.74857578613515,208.2559612318558,212.52373270658575,220.16676357791084,221.2584506217845,222.65748338148728,223.97989237810367,221.55710276534793,220.71435992255508,228.65069982988,236.39942206779182,231.388399061264,240.20088792197345,227.96478442857182,248.23174130952177,245.9745811899959,241.28766834898687,256.5792766128722,277.1176267259785,287.08941547609425
8,1986-03-19 18:23:38+00:00,235.2841939500156,224.7296493857919,216.3148007951443,207.94003861118057,224.14661384775908,224.70212842521016,225.22257932007113,242.203852287335,235.63134579363515,227.781261481459,209.88404846022468,201.21098967534118,211.29110072317403,205.3599059174445,207.45691446460728,203.6283568276163,203.54619636791296,189.78060688644138,209.63112032388491,226.0787017921371,231.11980079876102,249.80990639903905,245.17069922651874,248.88847103208514,238.4039935572389,233.81507999336208,224.67399320417866,230.20460660983517,229.03356193348105,233.899272825713,225.15201320343348,234.27384042480332,218.7069008631543,224.12585948074008,225.671906600782,230.87317198473585,226.65264363110597,234.83626097106304,229.54787905727994,223.0689776312267,212.16357696003433,197.57394705870996,203.93626498120616,218.09377803716558,228.2629709515835,227.80072952171838,230.96112413255514,223.07986689597868,226.60884509148883,225.027014724229,227.02794853310135,217.79797411162326,212.09840919115828,211.92269449704202,201.1537033221786,202.0231244523527,200.5913947730673,195.37982787168,208.3716625151485,215.42402408552414,220.21021367576574,227.0317242085032,219.7611719129992,222.14091106717655,220.9678611428132,219.4845569772412,220.8749372113293,211.08053089615024,226.30517074920374,230.16845974556395,230.93159498114522,235.02369712044612,239.56724584233504,245.48103066211982,242.25479969101013,231.63680328349693,247.81875586552258,263.479133350415,265.41596518398285,267.86922113168106,252.47122035102458,275.5838562157938,278.8388016980988,281.2609457100897,284.28360045427894,300.410548979534,293.1203483984806
9,1986-04-20 18:22:56+00:00,211.76522066983125,212.41636421456116,201.67906458120018,207.08193419957342,223.19506450107457,215.87425623609076,222.9598400210573,228.59429719474372,221.3084639745851,216.05161514289654,201.6188082255906,188.78048842008897,201.0387064520133,198.60238634712084,196.7544736211297,198.1553158730823,197.20113302317944,187.19867420714556,208.97490838932305,226.22433218986785,227.6268336859848,242.358484536402,238.4431284643042,244.53382896145825,235.1723831399844,225.61919858989398,220.81950176395844,215.8901081834597,214.87558633789212,221.85265362024273,211.80265554158996,224.5605545219176,207.63093478354568,212.8018585997891,209.96880493349846,217.4385528297616,217.20360858037122,223.3007842661709,222.0803624992434,216.41658710821935,213.7893641796339,206.8252900117177,208.32188277666688,217.6904090244283,222.23084541854195,224.62730480636372,221.15497937253934,213.6362669846,219.2431789128632,209.88412510154092,211.85805277809658,202.11442573768124,196.69512090993487,197.17139821762854,195.5453863701205,198.5979707414586,200.7041607305033,196.20053298433083,205.15774958969212,210.02116280563973,214.23734497381275,217.42847773777095,210.7098331174135,212.26859627538428,205.72727701977416,204.99137424987333,201.32206046052812,193.57703676445394,212.32794960764994,219.8262965193188,223.8765344571786,222.61006857479896,233.86874759284478,244.57519776825183,239.41303573236019,233.10326012353846,244.23358528404486,252.09487438535106,256.04170984448336,262.3384798223321,250.79845433921798,268.13905372821745,265.2043797744141,266.4151052549711,271.3396537227285,289.18442725169837,294.68456379010195
