,dates,aus0252-0000,aus0252-0001,aus0252-0002,aus0252-0003,aus0252-0004,aus0252-0005,aus0252-0006,aus0252-0007,aus0252-0008,aus0252-0009,aus0252-0010,aus0252-0011,aus0252-0012,aus0252-0013,aus0252-0014,aus0252-0015,aus0252-0016,aus0252-0017,aus0252-0018,aus0252-0019,aus0252-0020,aus0252-0021,aus0252-0022,aus0252-0023,aus0252-0024,aus0252-0025,aus0252-0026,aus0252-0027,aus0252-0028,aus0252-0029,aus0252-0030,aus0252-0031,aus0252-0032,aus0252-0033,aus0252-0034
0,1987-05-22 23:08:08+00:00,242.79181788120934,229.23843654922757,226.49053058404468,230.10380875406236,229.52357800948116,212.5623297597351,202.12876967890136,203.3191365471713,201.09088954305096,204.84177397391622,204.64809748066256,204.32953292642003,201.79840621684866,203.1226182393048,197.71468358743851,194.62807147483747,190.98073700042036,192.3569630703847,190.42779450729432,189.9953874187377,200.56698112084933,206.5292581002291,199.4705103748107,194.89778170875437,194.76605999903956,194.12758243590335,194.459799419162,193.75889236958923,203.54125683897914,210.88895458511885,202.1067985449486,211.58610595342046,222.24776216935945,217.92394963694227,
1,1987-09-02 23:16:50+00:00,260.9277560696213,249.75672222494617,243.45139579956376,234.33241953188104,243.20817935770646,224.67562489492622,219.06818704263458,215.05034701202288,208.64099777663955,209.6849336953037,210.2371741767934,210.26926928673868,209.45245661348696,206.0762854556496,209.4170781962897,201.95362516016692,200.77818646721147,203.23770361509258,199.0738035266108,196.89043923297558,200.1849463822103,201.80844201154397,193.9775498601914,189.59508549791843,192.3144864063265,190.98759363648867,190.86658755454107,190.04505560543151,201.53969829578406,198.80708621751734,193.67194624131434,,,,
2,1987-09-18 23:17:14+00:00,283.6928114729098,267.92163184237194,256.6649212660904,250.10362899376128,249.6881372449992,233.39332800063949,226.2178412812004,225.35637364774888,222.37352804127144,226.54511008083279,230.4230235665993,229.28876378675534,227.86621086874018,223.1894997084402,222.04973133297284,215.6975259761581,210.84581139483606,208.23060896319728,202.74216845019103,207.82533678131807,208.56838462422442,209.87071451852776,201.8530653982251,198.03400603037352,197.61750622911504,194.64308340933556,201.0378931988818,201.2807589463745,205.62899613459967,213.39124958134255,,,,,
3,1987-10-04 23:17:34+00:00,277.1056928325438,258.89174994997734,247.3105886950342,244.35027706965883,236.51233296649397,229.0511494077836,224.81886228001915,222.95080318638807,215.10197330995118,219.49753080466573,223.75465457747416,222.51962669124768,220.40405105004885,215.8534174086156,214.08191571185887,207.99891038039289,212.45300285129417,213.54682854976818,205.36858848310013,211.17558727521634,207.1525083900835,209.17472308361343,199.36412027559007,196.6534754023316,194.11015896328053,193.72717102495614,189.2946672292415,191.5536266549069,197.9549052945864,207.65582185384704,192.12851967677943,193.9818930877994,206.54228309726517,208.0343468531015,289.69739137327343
4,1987-10-29 23:11:49+00:00,266.6241584372085,259.1084429557724,248.52465781642331,243.96953067329966,242.01376014616838,223.27850902085203,220.62631029747502,213.66303931357976,216.44199626891685,219.01675314214128,214.28181808609267,215.19184987793048,211.56398054713637,208.27759443878594,204.4878969574101,204.8062370407307,200.0155207658401,200.53960357518682,198.00364688557923,203.02474233577695,200.27793047797402,202.9698830606987,200.32776984319943,197.43561947081005,194.19898632085085,195.9706324173254,192.10875533124565,195.57144884919518,204.95180819617673,205.214097553047,198.60541485209694,201.66410978048285,217.80538017943934,219.75566429549957,293.3901058273681
5,1987-11-14 23:12:11+00:00,257.93338422799036,244.3031359390805,241.2321854887071,233.50884141061488,229.09828859610946,225.5898448121139,204.38559753375466,207.98140664172433,208.4103579032997,215.89136470452607,210.55414061972306,205.9045611249075,206.28087962122598,201.97196094004784,195.95406819065335,202.6337795469852,191.8791541064503,195.5009722880959,198.39688817526803,195.8861196255256,195.02509524522978,197.08718276860142,194.5796586120454,189.40551094724722,186.80641308712666,188.76029745658414,183.9880335254344,188.51831674510544,193.4412415674312,201.45322438871247,187.9745559315914,204.44488586446727,205.94231529865402,208.31487685470557,293.7046544060386
6,1987-11-21 23:18:29+00:00,245.1590919653205,242.4358408912229,237.3367358733999,229.81532935683657,234.38450142037746,220.46274358515137,204.22821509116648,205.69252405984108,202.18301443696612,199.50233722398687,193.34916907148124,197.98001884429962,198.59124017546907,196.1593919545917,196.07599038793106,196.79629769584034,193.2785114017829,196.51116344949412,188.90495174547527,185.68042366285647,188.57769152178182,194.4758284674158,189.9869631236621,184.3299803732073,183.96238176759948,185.85709957763757,180.8989657021888,190.7343850682476,206.9305111757124,201.05445193568403,191.6226200371778,203.7059833221124,207.50703490309263,208.62830966054233,
7,1988-01-08 23:19:14+00:00,256.17962648058705,241.6308123871648,238.9576890094978,237.44020788989323,237.086375604044,226.29388284167683,221.5802499158646,222.1159739655577,215.6376052133834,218.08743834902836,211.01717078543342,214.67169961534674,207.10475697561682,202.8149016692787,204.83524371275072,209.45093140035533,204.5204186029161,199.28930813888385,203.04135845549555,195.66184045133014,200.34585397714739,201.03625196486772,196.09043679000436,182.6437827779155,178.25312844823907,192.79561537749842,190.6210510830265,194.174223078618,198.56062374281046,199.84684285889588,192.36863744522896,204.03684829464217,206.7383083869802,210.40466000459085,297.9238332510295
8,1988-01-17 23:13:14+00:00,237.79555617264734,231.5012584322068,229.8837810881877,220.58283758311475,225.6772441143982,210.071030515238,210.07014664695285,207.9251455937228,200.64799517122347,202.0560577803772,200.8547299408039,197.01860031437724,192.1396125439148,191.31702280710283,192.78600798485516,193.0892010677341,195.91184595069416,188.09488839774835,190.34414586799676,182.42750828604807,182.5999816501251,187.45744948498935,182.5382817264951,177.78035979642917,182.65897656284926,188.73682016198086,186.58690203094739,184.99572136818418,191.83285428293635,197.57371758643214,181.07925535738462,196.49695756352065,201.7631115352208,197.33700678004695,
9,1988-01-24 23:19:32+00:00,241.88718857470076,237.04768078884138,233.9558446171712,225.90905959440812,219.1619718240775,225.36947907862728,219.5091645350886,213.64908493185754,198.65545557761132,211.15059611079087,203.64652603959746,208.22257763646599,205.11949247903942,198.1657995681332,195.16967148604252,203.1331229595602,207.40951215083564,202.03628813229028,195.66660024353473,197.36442290113882,196.37906776254542,194.9961975177956,189.70571045183925,186.408942079668,188.53691340245857,183.8038108400255,190.16133088713363,184.95616968513045,192.9498204355093,195.81151063463633,187.55983223666746,205.8448770015847,202.569227105588,209.31829909465674,302.1498580317913
