,dates,mex0183-0000,mex0183-0001,mex0183-0002,mex0183-0003,mex0183-0004,mex0183-0005,mex0183-0006,mex0183-0007,mex0183-0008,mex0183-0009,mex0183-0010,mex0183-0011,mex0183-0012,mex0183-0013,mex0183-0014,mex0183-0015,mex0183-0016,mex0183-0017,mex0183-0018,mex0183-0019,mex0183-0020,mex0183-0021,mex0183-0022,mex0183-0023,mex0183-0024,mex0183-0025,mex0183-0026,mex0183-0027,mex0183-0028,mex0183-0029,mex0183-0030,mex0183-0031
0,1986-04-06 16:38:23+00:00,266.6007599721167,275.5297147286245,261.19437765381593,269.61429365557785,265.4072586297906,263.85302272079696,262.4556087346407,263.01748422048894,271.18529841080465,268.8957543888316,272.79558099556357,261.2511801887721,270.1195894259379,277.8232724740708,275.98624161202713,279.81758287389135,279.87396170011385,275.9075928367476,276.35578352726617,256.393132247424,258.1830293389406,268.5829281714858,271.26347028146523,264.371776273884,251.70636173720433,255.97414700503722,264.31799847179934,261.0559570328445,265.46727636279763,276.4342872764031,283.76090415117505,275.6654264392172
1,1986-04-22 16:38:01+00:00,272.09959448534136,274.2352859504321,272.8552459818583,269.45085771663963,264.63248170077856,269.2672372982166,266.1994874420621,274.3534776182095,271.68851739609994,277.26176628733776,272.46744438900964,257.4342445276044,274.7047477150979,274.3927099628315,285.20122551224887,279.0904784425503,287.898591946383,277.652403929274,276.01961397512514,262.32700313617175,261.1019919566848,274.6375747851995,265.34274170016727,254.05514421621967,256.8581301705659,263.83263153894177,262.2308616467641,262.32130050317255,273.8906529870001,286.63631512755296,282.17616288621383,282.4289058245338
2,1987-09-16 16:39:15+00:00,,,192.61897806284404,199.99348674585895,193.41544191188817,,196.05236587425236,197.34873434335452,198.2078732653719,204.77075873236186,,201.81704415429806,209.9846519082002,215.37051423046398,216.19975491714706,211.24541776106344,215.37337398973142,212.61270062184374,216.4683232044144,208.5649327016389,205.82054909384942,206.91893254767587,209.42573497001013,207.52095111088127,214.84107855057644,213.24511690897026,209.67100264521645,206.5147469117965,205.13436346022326,,205.06021260511693,213.79753934805228
3,1990-01-27 16:34:27+00:00,239.5839575398756,230.09056887020517,230.91399893386222,235.26154193505923,227.35521817146181,238.09194102304846,219.89442225830567,223.84920818101415,236.1377653804468,240.13871672650606,241.75523295290097,237.335125537153,218.3159714862913,232.83306909381366,245.38216374223896,248.8846995576677,237.81642305937862,230.21467763824344,215.70043872552384,228.24140080333416,233.55054724622852,239.70887796047361,241.04334916104352,235.52126127710997,236.55703295471915,251.45613057964067,248.91414434077484,233.51756542633657,229.33875832908566,251.09625728954285,243.68560495603248,239.57395915326686
4,1990-02-28 16:33:25+00:00,238.39500379292042,239.18806594105126,238.5012321867368,225.51477477284004,233.45202573948643,228.1306132682113,226.3095729279661,231.89278288448168,237.97528325257267,244.47736080937972,236.57113425535397,228.2301858964946,233.64384793726168,243.2646233029364,237.4572084958906,242.53507961922259,236.5237261572047,241.30027322797986,235.55395677519374,238.06257514955422,249.4910840293935,242.82707624455048,251.35822622756012,252.41868270931394,247.41934638828891,248.23093407363018,250.42646923438454,242.86788239694602,246.029954509182,250.2848441991294,246.67984965296318,243.66736444770703
5,1990-03-16 16:33:16+00:00,268.240019126298,263.91354953528014,264.9396305408109,261.2043852596631,256.74846061612686,263.5560499873251,258.5310465071712,256.77109699616784,260.6640415663061,258.88718358971414,243.1141187973937,257.0662469989995,252.30326028260265,258.81425901969885,268.0916971554735,273.50414357141767,259.3886033306341,262.4064167584974,274.3913139419076,275.72795651002065,265.90997591331717,266.3297680827999,267.00442694809925,277.96936403528764,278.96794568285435,272.7268380849631,264.8229729206955,264.3668693699249,281.8995597315734,271.0589869529552,265.38625345269185,267.1155524696575
6,1990-04-01 16:32:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1990-05-03 16:32:29+00:00,279.8133957049439,280.00602099900885,273.8005365816807,279.25626479286336,277.1875296076223,277.7551921741402,267.729547516118,271.54012928953523,270.2352328181817,266.94838823264587,269.624120782746,265.48980479517695,261.31060576249945,266.97820813810097,276.9262571349625,281.88583981045633,281.86589025926946,286.7541080695043,278.48706321563225,269.588830360025,268.59672348557024,274.95862037304016,277.15394734336553,278.8943222780621,277.43372935936384,280.3542102894131,282.65759166864603,287.8544307387007,281.1877081141913,287.3640251040197,282.9826174260121,281.5668235341604
8,1993-01-03 16:34:15+00:00,227.8802043951685,214.75571052074318,226.32917498571913,227.82443074721024,230.6175790365955,232.16480615431092,243.0188391559966,252.19838751845185,240.15985221021901,241.1291226202066,249.20947563165782,244.7577805367892,250.2817038027468,249.3562704789005,248.5055712641966,249.0701922608174,244.93497554574023,242.97556807255168,242.79031785229233,236.5252751542811,231.18570644506377,238.77619203519583,236.18597379441167,229.0905060786214,238.0595642563547,236.35104482738163,230.75229655614675,227.74863351451972,233.80949394111732,237.28268625616096,238.81036954692763,236.34480427011601
9,1993-01-19 16:34:27+00:00,239.1008793407196,230.52131545481683,235.6085745601622,233.6955263484959,232.39102750634288,241.8037432290903,249.6384269393178,256.3382083124744,258.556857202039,257.72835031548,246.29467524402546,251.87772833240385,259.57141594486933,262.97425173452166,257.1171917827564,249.16190868934754,253.1880177241956,240.06828432581773,247.72847995287054,240.2366112580507,239.7741192425035,247.61206903698616,250.50077114016503,235.9860225187122,238.1789624566355,241.6753176630134,238.66961640735656,236.47674944137634,240.78821946059287,246.185179712707,247.10216116055304,246.58339595800936
10,1993-02-04 16:34:38+00:00,242.2579973449155,243.35471374272478,246.13965876183218,238.14588938988254,248.70581161453998,255.64354710160862,258.8469880151989,260.2207441690211,263.40044796307166,259.46754926266874,246.27090726260022,257.8414502817052,263.4958928488617,271.7337298929491,277.5339267074549,268.3727351889055,265.4528742320437,260.0236437612384,268.780274071069,255.99140975630942,244.8795669384403,263.32990683224597,260.44781314436455,249.49015067632376,250.7987798652588,259.13787396790184,248.1350713050461,240.58393694606156,259.2225625676688,257.4089237748466,265.71661639648187,255.01885008015373
11,1993-02-20 16:34:20+00:00,247.6992480712567,241.76102781943632,243.4361280193029,245.51623105003515,240.61304556974372,245.9891700393684,248.99749794541108,253.26764079921332,253.1266881789393,256.9450631103944,250.13947368502085,252.54273895854797,255.93773712006504,247.63861030309556,245.3743024442877,248.54791974693774,247.79548260508474,241.5749234314378,244.3612488909887,239.4768771337876,240.73231284953962,245.1435430652248,236.38938822783462,246.73132669530662,245.41181652548966,243.52657179827,243.11496347074558,243.75061201846353,248.88097862919233,247.24791639624493,247.93907263830812,250.9511915407763
