dates,nzd0111-0000,nzd0111-0001,nzd0111-0002,nzd0111-0003,nzd0111-0004,nzd0111-0005
1999-08-26 22:04:44+00:00,196.44806659590864,191.60706064317628,184.885614480654,188.2620684112196,184.59860617488556,183.78965886344227
1999-10-13 22:04:48+00:00,197.4910261213783,188.6363693985765,183.7229626727241,184.0779447735982,176.8268297917464,175.83136053711362
1999-11-07 21:58:32+00:00,,168.35047954052823,163.52944452927466,166.12540162514728,163.48849335144158,164.63974266466388
1999-11-14 22:04:42+00:00,199.6067658374096,187.01609779718538,189.412310483525,182.57559720929925,173.08966583047192,180.4017107692611
1999-12-09 21:58:33+00:00,,,,,169.68306556738386,174.10962135028592
2000-07-11 22:03:17+00:00,,176.0613973547,181.86007542410175,180.18103890714585,170.06291493070384,175.7065341814624
2001-01-28 21:56:08+00:00,186.36254881452146,183.57373416662435,185.50061071673863,181.28215847997703,,
2001-05-11 22:01:45+00:00,179.75073188404227,180.34836723877507,174.57798325069294,179.15016002468246,175.20998217266265,176.15721944240656
2001-06-28 22:01:09+00:00,,189.52583604163337,187.45784807721745,192.4745887665966,184.05462328343316,181.32227151907003
2001-08-15 22:00:38+00:00,,169.19226233308078,183.4245516274269,189.3206506727593,179.81186979045768,178.6450005069155
2001-10-02 22:00:04+00:00,172.44728618648548,173.0868714422622,168.61373757811577,173.71916087319136,166.67356203566214,169.0748388579005
2001-10-11 21:53:46+00:00,,,,,,
2001-11-19 22:00:20+00:00,204.47272870861127,195.48027451390058,197.9779755934979,202.61178518392344,182.4396207466758,194.2810047257731
2001-11-28 21:54:11+00:00,,216.4454563815068,,87.98809434032968,194.39402452262377,188.39926806826924
2001-12-05 22:00:18+00:00,185.1458325691923,184.05091931553318,178.50052785591836,185.1806855729963,172.29996622033502,177.45948092375338
2002-01-22 22:00:40+00:00,208.0908197239676,190.90591656427858,185.04082405307216,189.23169107363128,185.9583677854324,189.37241320168425
2002-03-04 21:54:34+00:00,207.85561469729538,192.72044848585836,194.6715010688769,200.2808456894714,186.87106136174728,190.46645790498835
2002-03-27 22:00:37+00:00,182.33162631284915,171.62392978737583,173.37758154386842,173.4386939205167,166.53972619581702,176.0212314613057
2002-04-28 22:00:38+00:00,175.04318311441398,168.9505512362776,160.9230311892897,178.22401702762846,174.00268845881843,178.35610142732233
2002-05-07 21:54:27+00:00,,186.1139242465628,188.19343337234343,183.44052911134509,176.85811914935664,186.11052910725303
2002-06-15 22:00:19+00:00,196.54090998274222,184.91176351033084,188.5921623156359,186.97299275177818,178.09556493704952,187.56752069487075
2002-07-01 22:00:15+00:00,194.6900908741489,185.52993902876776,175.40367252047696,180.01561764713526,180.51921864110847,181.4362438106265
2002-07-17 22:00:08+00:00,,181.8672870577267,191.1378039636884,191.9938958599866,193.8475296357673,193.55398532335656
2002-08-02 22:00:01+00:00,195.13863474236808,194.9378465262779,191.26687819888897,195.09163999026623,192.86615352760768,187.34839806128537
2002-08-18 21:59:57+00:00,,178.01276325437073,184.42653133743158,190.7705601737006,184.31312507871417,193.7567114134864
2002-09-19 21:59:35+00:00,,175.23855431885025,175.02055473872937,175.60208046310817,173.40164648286796,175.60473699499445
2002-10-14 21:53:19+00:00,,158.50120173156557,166.70826217109763,164.9150242637587,165.1308165039392,168.12717224456577
2002-10-21 21:59:36+00:00,190.12118345366227,179.29142267030204,178.51679595536194,186.92022383226305,178.1976304130504,184.9848055012769
2002-11-15 21:53:36+00:00,,,,,,
2002-11-22 21:59:57+00:00,208.08446433823838,189.21827081509,198.1426947008071,209.6071185190081,201.55139994787586,195.78030925837743
2002-12-24 22:00:09+00:00,205.934111119683,195.53898188306363,191.78857223686484,202.66074969321733,185.07468680779075,193.4410958692813
2003-01-25 22:00:18+00:00,195.21938731077944,190.71925536044904,183.69921377934213,188.6394258737703,184.4230212534456,183.81611483060914
2003-03-30 22:00:31+00:00,184.669540570834,177.67689494025205,173.8760803405912,175.23607638013016,168.1929349487345,177.8439033592206
2003-07-21 21:42:09+00:00,,180.0252071296098,192.49115820492167,187.1114353525224,183.7981939019416,188.1279191320042
2003-08-05 22:00:11+00:00,192.84417642450384,177.00347219007904,183.5046496960276,185.23089092416325,183.3861228844916,184.49842904031536
2003-08-06 21:42:27+00:00,,171.95463698804707,169.62814331917224,175.74397648416925,177.6073028132192,178.83890668471065
2003-08-13 21:48:45+00:00,180.29820022267958,183.3903617937791,181.5634160137261,182.9952737751594,175.48586379536286,180.02686213973442
2003-08-22 21:42:44+00:00,,,,,,
2003-09-07 21:43:00+00:00,186.84815500486278,176.82903616781354,175.09057119802782,171.39609501652905,174.53111467875738,173.46404722459894
2003-09-14 21:49:18+00:00,182.29357702280868,186.51404262447272,173.774416776817,182.91163254658244,175.37215975079508,178.1762315888286
2003-09-30 21:49:30+00:00,189.9593579408511,182.95406788832184,179.16232716673917,184.57142399515143,175.6146230924724,173.85470743147766
2003-10-25 21:43:40+00:00,194.08528252317566,181.8516325431226,179.91854205177518,179.9752198536638,170.1033023874739,176.68467149325332
2003-11-17 21:50:09+00:00,200.40734499253585,180.2091901531448,185.3726554703564,184.9725028896412,183.20343525500272,184.9635365162632
2003-12-04 21:54:19+00:00,,181.03074115494255,176.6072748583947,181.54509932987384,195.5469071983117,
2003-12-12 21:44:10+00:00,189.61308236167767,189.65338890833297,187.91698490232392,199.69604520855688,191.2031748717162,190.0247415133302
2003-12-19 21:50:27+00:00,197.3392593489825,174.07642605080036,173.7395907980327,174.04206755563328,175.87263425257376,176.2256290788497
2004-01-05 21:54:33+00:00,,,250.72202948172824,,,
2004-01-21 21:54:39+00:00,,,,,,
2004-01-28 22:00:52+00:00,215.09694570473764,193.94376467919585,191.12635893400355,195.30277449528475,190.82394144316976,193.0322392292848
2004-03-25 21:54:54+00:00,200.36507691999594,190.36104806296464,188.7943596085392,200.16360905932265,182.8839800656148,192.31076832561104
2004-04-01 22:01:04+00:00,,,,,,183.5713831115476
2004-04-18 21:45:25+00:00,181.0502265767289,173.1809147117853,170.24120938190833,176.65769343542303,169.1320259667346,171.1580139667538
2004-05-03 22:00:59+00:00,183.0355962825577,173.01480268547652,173.80603116328132,177.81375716041327,175.99590333312383,174.45504360932722
