dates,satname,nzd0111-0000,nzd0111-0001,nzd0111-0002,nzd0111-0003,nzd0111-0004,nzd0111-0005
1999-08-26 22:04:44+00:00,L7,397.17,393.45,385.98,389.17,385.53,384.87
1999-10-13 22:04:48+00:00,L7,373.06,368.13,363.88,360.95,358.01,360.06
1999-11-07 21:58:32+00:00,L7,,366.86,363.06,364.85,363.29,364.39
1999-11-14 22:04:42+00:00,L7,389.98,376.03,379.37,370.54,362.76,371.33
1999-12-09 21:58:33+00:00,L7,,,,437.97,505.31,538.18
2000-07-11 22:03:17+00:00,L7,,403.29,407.22,407.71,391.98,400.86
2001-01-28 21:56:08+00:00,L7,340.13,336.34,340.84,349.41,221.30,191.79
2001-05-11 22:01:45+00:00,L7,365.17,364.45,360.01,360.70,360.56,364.12
2001-06-28 22:01:09+00:00,L7,,401.30,404.78,400.69,400.69,392.14
2001-08-15 22:00:38+00:00,L7,,399.31,410.96,418.84,402.96,401.63
2001-10-02 22:00:04+00:00,L7,370.42,368.70,365.94,369.49,364.12,366.85
2001-10-11 21:53:46+00:00,L7,,,,,,
2001-11-19 22:00:20+00:00,L7,384.59,372.50,376.49,376.36,361.83,377.69
2001-11-28 21:54:11+00:00,L7,,,,,,
2001-12-05 22:00:18+00:00,L7,364.73,362.22,358.69,361.35,352.93,361.19
2002-01-22 22:00:40+00:00,L7,411.65,395.65,388.80,393.82,389.78,392.30
2002-03-04 21:54:34+00:00,L7,405.77,387.75,387.85,389.89,386.68,385.61
2002-03-27 22:00:37+00:00,L7,389.87,378.34,380.16,382.08,374.15,381.58
2002-04-28 22:00:38+00:00,L7,,350.94,344.94,356.24,358.10,364.67
2002-05-07 21:54:27+00:00,L7,408.92,405.09,406.85,406.87,392.75,404.69
2002-06-15 22:00:19+00:00,L7,386.67,371.68,377.78,372.45,366.88,378.45
2002-07-01 22:00:15+00:00,L7,396.02,388.52,377.11,381.01,382.84,381.82
2002-07-17 22:00:08+00:00,L7,,395.19,403.70,407.84,406.98,406.20
2002-08-02 22:00:01+00:00,L7,,411.93,408.88,413.07,409.34,404.99
2002-08-18 21:59:57+00:00,L7,,401.23,406.36,416.75,409.24,411.14
2002-09-19 21:59:35+00:00,L7,,387.15,385.27,387.63,385.99,384.37
2002-10-14 21:53:19+00:00,L7,,382.80,388.35,390.10,386.62,385.74
2002-10-21 21:59:36+00:00,L7,382.68,370.15,369.67,376.49,371.72,378.64
2002-11-15 21:53:36+00:00,L7,,,,,,194.68
2002-11-22 21:59:57+00:00,L7,386.25,368.21,378.63,386.75,381.41,379.95
2002-12-24 22:00:09+00:00,L7,386.56,375.25,370.95,378.22,365.42,377.57
2003-01-25 22:00:18+00:00,L7,396.80,392.15,385.02,390.43,385.52,384.80
2003-03-30 22:00:31+00:00,L7,394.02,385.20,381.21,383.54,381.10,384.44
2003-07-21 21:42:09+00:00,L5,,397.49,405.55,405.98,395.16,401.07
2003-08-05 22:00:11+00:00,L7,401.72,385.70,390.54,392.91,389.99,391.18
2003-08-06 21:42:27+00:00,L5,,396.98,392.95,408.53,400.10,399.83
2003-08-13 21:48:45+00:00,L5,375.56,371.89,372.00,370.65,365.11,371.85
2003-08-22 21:42:44+00:00,L5,,,,,,
2003-09-07 21:43:00+00:00,L5,,398.68,398.45,395.71,395.84,393.31
2003-09-14 21:49:18+00:00,L5,375.15,371.72,360.94,365.49,361.42,367.82
2003-09-30 21:49:30+00:00,L5,374.91,363.39,361.99,362.26,357.78,359.33
2003-10-25 21:43:40+00:00,L5,389.60,373.84,372.89,371.12,363.66,370.87
2003-11-17 21:50:09+00:00,L5,404.79,385.16,389.89,390.36,387.33,388.58
2003-12-04 21:54:19+00:00,L7,,388.48,386.16,392.40,403.87,
2003-12-12 21:44:10+00:00,L5,372.36,370.51,370.74,378.12,374.05,375.78
