dates,nzd0111-0000,nzd0111-0001,nzd0111-0002,nzd0111-0003,nzd0111-0004,nzd0111-0005,satname
1999-08-26 22:04:44+00:00,396.92,393.20,385.73,388.99,385.31,384.76,L7
1999-10-13 22:04:48+00:00,395.99,391.66,385.81,382.97,381.44,377.30,L7
1999-11-07 21:58:32+00:00,395.99,384.31,379.14,377.60,376.20,373.40,L7
1999-11-14 22:04:42+00:00,397.74,385.06,382.01,377.88,375.34,374.13,L7
2000-07-11 22:03:17+00:00,,382.79,386.72,392.80,373.76,391.75,L7
2001-01-28 21:56:08+00:00,362.38,358.59,363.09,365.59,,,L7
2001-05-11 22:01:45+00:00,373.27,371.02,371.05,370.05,377.45,372.56,L7
2001-06-28 22:01:09+00:00,373.27,377.95,379.13,377.96,384.85,380.24,L7
2001-08-15 22:00:38+00:00,384.17,383.77,387.33,390.08,384.00,383.93,L7
2001-10-02 22:00:04+00:00,380.30,381.50,383.49,386.02,380.36,380.32,L7
2001-11-19 22:00:20+00:00,392.25,384.64,388.73,390.75,381.68,384.22,L7
2001-12-05 22:00:18+00:00,390.66,384.71,387.27,388.18,379.97,381.63,L7
2002-01-22 22:00:40+00:00,394.66,384.48,384.98,387.46,378.59,382.07,L7
2002-03-04 21:54:34+00:00,399.48,389.41,387.60,386.94,381.78,382.08,L7
2002-03-27 22:00:37+00:00,397.13,386.82,385.61,385.59,379.84,381.67,L7
2002-04-28 22:00:38+00:00,401.27,386.40,384.65,385.23,381.10,382.43,L7
2002-05-07 21:54:27+00:00,399.92,386.82,385.58,386.68,380.76,384.61,L7
2002-06-15 22:00:19+00:00,401.43,385.82,385.31,386.65,381.84,386.44,L7
2002-07-01 22:00:15+00:00,400.78,386.42,384.36,386.00,382.17,385.87,L7
2002-07-17 22:00:08+00:00,400.78,386.55,385.81,388.02,384.41,387.99,L7
2002-08-02 22:00:01+00:00,399.60,387.84,387.56,389.88,386.19,389.24,L7
2002-08-18 21:59:57+00:00,399.60,386.91,387.24,391.11,386.60,390.60,L7
2002-09-19 21:59:35+00:00,394.81,384.34,384.45,389.04,384.30,389.35,L7
2002-10-14 21:53:19+00:00,397.95,383.89,384.42,389.25,384.85,389.39,L7
