dates,nzd0337-0000,nzd0337-0001,nzd0337-0002,nzd0337-0003,nzd0337-0004,nzd0337-0005,nzd0337-0006,satname
1999-08-17 22:12:02+00:00,385.16,,,,,,108.37,L7
1999-08-26 22:06:20+00:00,386.16,,,,,,127.75,L7
1999-10-13 22:06:00+00:00,372.47,326.21,321.47,311.54,325.81,329.28,127.75,L7
1999-11-21 22:12:00+00:00,375.01,343.64,330.82,321.72,334.26,334.82,127.75,L7
2000-01-17 22:06:11+00:00,372.66,339.66,329.85,327.63,335.26,334.82,127.75,L7
2000-02-18 22:06:05+00:00,370.10,342.86,331.92,330.31,338.80,337.85,147.13,L7
2000-03-21 22:06:01+00:00,369.34,341.83,329.54,327.27,334.50,330.17,140.90,L7
2000-04-13 22:11:30+00:00,380.15,349.96,331.56,331.21,336.68,330.46,128.36,L7
2000-05-24 22:05:22+00:00,379.52,347.18,328.69,330.98,334.66,325.51,113.40,L7
2000-06-25 22:05:07+00:00,379.52,347.18,328.69,330.98,334.66,325.51,103.53,L7
2000-07-11 22:04:53+00:00,379.52,347.18,328.69,330.98,334.66,325.51,102.02,L7
2000-08-12 22:04:29+00:00,384.94,352.34,329.07,326.74,333.37,325.51,108.05,L7
2000-08-19 22:10:13+00:00,390.81,352.29,320.00,315.12,317.32,307.11,110.22,L7
2000-09-13 22:04:02+00:00,384.20,348.96,323.84,315.64,313.26,307.11,116.09,L7
2000-11-07 22:09:29+00:00,373.23,344.37,331.31,327.54,323.44,334.49,146.70,L7
2000-11-23 22:09:30+00:00,376.15,342.25,330.89,330.58,330.20,337.34,186.22,L7
2000-12-18 22:03:49+00:00,379.66,345.11,335.56,336.62,336.12,342.40,209.96,L7
2001-01-10 22:09:39+00:00,378.24,347.49,335.66,336.96,338.56,343.03,267.88,L7
2001-01-19 22:03:55+00:00,379.46,347.57,337.55,338.24,339.09,344.39,280.81,L7
2001-01-26 22:09:42+00:00,376.94,347.23,335.70,336.44,337.44,342.97,287.94,L7
2001-02-20 22:03:48+00:00,378.35,347.87,336.38,338.00,339.04,345.08,337.75,L7
2001-03-15 22:09:27+00:00,382.13,350.73,339.74,342.78,345.39,346.00,366.06,L7
2001-03-31 22:09:19+00:00,384.46,351.98,341.61,345.10,346.65,346.00,337.43,L7
2001-05-02 22:09:15+00:00,384.61,349.49,340.12,345.10,344.92,346.00,337.43,L7
2001-05-11 22:03:21+00:00,386.75,349.83,340.69,345.87,345.72,347.64,308.70,L7
2001-05-27 22:03:12+00:00,386.98,351.31,342.02,347.19,345.97,348.88,277.88,L7
2001-07-05 22:08:33+00:00,386.02,350.97,340.95,345.93,344.84,348.15,247.92,L7
2001-07-14 22:02:45+00:00,388.50,349.96,341.76,347.45,344.26,348.96,216.37,L7
2001-08-15 22:02:14+00:00,392.79,352.89,344.75,355.66,354.34,355.08,175.85,L7
2001-08-31 22:02:05+00:00,389.64,353.04,345.93,359.05,355.37,352.40,142.91,L7
2001-09-23 22:07:39+00:00,388.30,349.13,344.88,355.89,351.35,343.74,142.56,L7
2001-10-02 22:01:16+00:00,386.58,346.15,339.51,344.93,349.26,343.30,176.57,L7
2001-11-03 22:01:22+00:00,382.46,351.70,341.26,336.96,345.65,335.70,195.45,L7
2001-12-21 22:01:41+00:00,382.58,349.61,340.44,338.06,342.97,339.52,249.86,L7
2002-01-29 22:07:57+00:00,384.92,352.49,343.95,340.81,344.01,343.50,322.81,L7
2002-02-07 22:02:17+00:00,389.28,358.02,348.36,340.81,345.04,347.43,328.79,L7
2002-04-03 22:07:57+00:00,398.38,364.69,350.88,347.64,340.75,346.12,308.86,L7
2002-05-14 22:02:07+00:00,406.65,368.52,355.60,356.52,347.22,352.52,263.72,L7
2002-05-30 22:01:37+00:00,406.65,368.52,355.60,356.52,347.22,352.52,234.20,L7
2002-07-17 22:01:44+00:00,414.46,377.61,361.47,364.11,352.22,353.03,185.86,L7
2002-08-02 22:01:37+00:00,422.20,382.99,363.22,376.37,353.72,349.84,137.58,L7
2002-08-18 22:01:09+00:00,389.14,374.79,356.03,376.37,356.21,332.59,92.16,L7
2002-10-05 22:01:07+00:00,369.16,353.30,319.05,307.50,309.56,334.48,115.94,L7
2002-11-13 22:07:06+00:00,361.65,349.08,329.13,321.64,318.89,336.55,166.72,L7
2002-11-29 22:07:25+00:00,358.06,340.48,331.91,325.25,322.09,339.13,222.19,L7
2003-01-25 22:01:54+00:00,363.58,343.48,335.91,331.23,328.51,340.38,284.24,L7
2003-02-26 22:02:04+00:00,366.35,344.47,336.40,332.69,330.31,341.01,338.92,L7
2003-03-05 22:07:55+00:00,369.21,349.12,340.13,335.69,333.07,341.88,340.00,L7
2003-03-21 22:07:51+00:00,371.99,351.73,342.32,338.76,336.21,342.99,340.00,L7
2003-04-06 22:07:56+00:00,370.09,351.47,346.20,343.13,338.51,344.41,361.84,L7
2003-04-15 22:01:45+00:00,374.56,351.58,344.76,342.82,338.52,343.99,361.80,L7
2003-09-30 21:50:42+00:00,388.63,352.21,336.09,339.39,350.12,341.46,361.58,L5
2003-10-16 21:51:19+00:00,383.36,357.31,351.16,352.12,368.08,351.45,385.48,L5
2003-12-03 21:51:55+00:00,368.43,346.84,339.64,340.88,368.08,351.45,385.48,L5
2004-01-04 21:52:10+00:00,359.69,342.68,333.91,340.07,359.79,352.62,374.72,L5
2004-01-19 22:08:11+00:00,359.69,342.68,333.91,340.07,359.79,352.62,368.09,L7
2004-01-27 21:58:02+00:00,362.94,342.68,333.91,344.15,354.09,350.99,368.40,L5
2004-03-23 22:08:28+00:00,367.84,341.12,333.91,344.15,354.09,350.99,368.40,L7
2004-04-16 21:58:55+00:00,368.81,335.72,325.28,341.50,340.09,350.75,362.71,L5
2004-04-17 22:02:32+00:00,373.08,335.72,325.28,341.50,340.09,350.75,362.71,L7
2004-05-19 22:02:35+00:00,374.44,334.68,325.28,341.50,340.09,350.75,362.71,L7
2004-07-14 21:55:43+00:00,385.08,334.00,,356.41,336.97,367.51,343.83,L5
2004-07-22 22:02:20+00:00,385.08,334.00,,356.41,336.97,367.51,252.18,L7
2004-08-15 21:56:25+00:00,388.18,334.00,,,,387.32,164.10,L5
2004-08-23 22:01:47+00:00,388.96,334.00,,,,387.32,150.38,L7
2004-09-08 22:02:05+00:00,388.46,344.45,347.48,348.34,348.25,387.32,150.38,L7
2004-09-16 21:57:17+00:00,384.37,344.12,333.49,332.11,336.13,387.32,150.38,L5
2004-09-24 22:02:01+00:00,381.66,348.63,332.73,335.84,337.68,358.20,143.70,L7
2005-01-29 22:05:29+00:00,376.59,354.31,333.89,337.01,337.06,333.94,110.43,L5
2005-02-14 22:05:45+00:00,376.18,356.99,338.46,340.99,338.33,338.23,113.11,L5
2005-02-23 22:00:07+00:00,368.64,356.98,340.26,343.41,341.87,342.45,117.00,L5
2005-03-11 22:00:19+00:00,360.11,350.18,337.59,340.02,339.32,339.38,131.95,L5
