,dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114
0,1999-08-05 21:47:23+00:00,,,,,143.6985152998435,133.5185257107663,118.71592241009697,125.61850372557669,127.00213207885844,131.735068636868,135.73374580304386,140.57597425228053,147.11014579973528,147.56567359464339,155.27271639680873,149.20212605386956,143.52631829962053,,,148.3906680219003,153.44366734709803,151.82286479232718,157.548602739419,161.40523487869945,159.24167833592477,145.09520431360622,,,,,,142.2449305759061,144.30637139228628,138.39696676256676,139.60807295924337,142.1417727941114,154.03538954607438,165.448490785293,169.5509636679893,166.49488332756476,162.86238988467022,155.6963367229684,166.57542715784132,173.61278937763473,178.89981221925115,180.80643106217445,178.98771129857573,171.21837573710795,162.06753386795413,185.49270143671959,183.57603499633422,180.17099189347195,164.03943400685492,164.30812817142538,169.06071709109258,169.10537050244665,169.2947306894677,168.7319345370233,167.99049922930124,159.21166502222803,150.15062876445367,147.42457536059504,140.20320973992423,,142.79853128439058,,138.56034520842667,137.29334923546153,126.56832369078376,133.43389764532816,124.26513598409409,136.69982282223054,132.69024487645814,118.68894288470254,115.4734122104023,110.78070291881264,102.7993776211564,,115.66182751949228,113.91359117714958,116.01127273208085,124.20531488909124,125.04578161333124,121.50565067227471,113.67758365214428,108.24567843901778,114.83057036601681,125.33565491356242,122.87256175646485,130.22181658486156,136.06112832726257,134.35318494956823,127.42444388561958,128.9208459466627,115.43992093753708,,142.3816215437734,138.49834142076017,143.84246662873954,148.4167015367593,159.8251575880402,165.95584224792617,149.76311575760027,145.2015881261903,140.25182312749212,133.65980655576902,132.21074043068836,124.59296777147935,120.25984375042685,115.61764849112487,117.796756085151,125.41526897124305,117.81444564518094,106.17131667432297,116.80437444216801
1,1999-08-12 21:53:08+00:00,169.813816014483,178.15583475664923,170.52957362741216,157.14130696192223,144.878342525184,142.29007105730238,140.84244610067356,142.12102347981215,146.12323985005196,150.83079162534005,157.93970464864518,160.00418434289966,163.91713532387394,171.3820198127089,177.30658355355862,174.26008187606445,175.51049508778615,172.0645455161963,168.68258759241147,168.53642087771442,171.79016266285805,171.98800188982963,175.58369747236011,175.9619987630694,175.5430106150617,179.57450140702093,187.9358447800118,191.03596375313595,184.6598025152581,180.88849559735465,176.38760937495366,177.26109897566752,172.16392360405433,163.60125633916613,168.9707129169067,172.79573767959513,173.63405314903824,181.11240053419067,172.2352030779728,169.31052756935983,169.90544121707455,170.98879013335707,180.13695236183293,197.78614306678273,201.03463293621525,195.91825348185898,190.85587233438682,187.91470279743152,188.31467718940516,197.62845610921272,204.04294741364203,193.27118669319123,181.56901004280178,176.63508802241614,179.75513736923898,181.1002492491154,180.30609482654037,186.8247571714449,186.79312814516425,167.97173724614757,153.9798228684367,151.4362742179479,155.86526617080716,169.0840515355204,170.45830256893393,171.3637367238209,159.60533151916823,142.76578338893628,147.21229771508132,147.83964207100493,151.47190857317398,153.51046338432153,144.5776680383166,134.3254077008034,131.61085880090948,129.16270223428555,122.71790148671732,132.14447553788992,132.36412537046309,135.16756543696195,133.5704292296429,138.80089956554596,134.3201902697607,130.22641575152616,127.77466148973387,134.2415045010197,133.87035722281345,141.23413671346856,144.27489219555855,148.06450331511968,150.21179778441038,148.76261806601792,141.3104648522013,133.2981427377429,131.6079252331876,149.07273792454166,157.53688309069923,159.7481322918848,168.42359541643566,174.8846583038782,183.24848151223807,180.25719661649822,165.86170697404583,161.07767720279116,151.87720857334975,153.4520439291585,150.21321009169782,149.27667429504578,137.1731199289601,121.11525761596525,126.87795834329161,138.36159087154743,126.44955709872245,121.28044554269677,127.07102659417279
2,1999-08-21 21:47:20+00:00,173.5045953931578,175.5869878714125,163.93257621774023,158.9758467632052,153.75514247738317,144.88042127988604,136.37092959180202,137.229968232313,141.0829226612497,148.0894066047382,151.95652489036823,159.19975763881388,165.78430912494915,172.98195585065315,176.81095679008553,175.491021693039,175.96168745953258,173.44222191608662,170.29855057965347,172.0378802984121,166.24550973155777,168.37081552346623,172.7921452102882,172.42638505547583,180.14415993244592,181.96794109385849,183.74294160927198,187.45106813952492,187.77271717150074,181.49098331940746,180.41607029241894,176.56953641347923,173.5472510354518,164.17135727310364,169.03835828267881,168.32640932723524,174.07355649324455,172.48949707668442,168.83744317607974,172.34711042691885,170.95218357123093,175.24269108753546,192.7331821487673,194.95575311877948,200.12754740222084,196.00484592639802,186.46526890670407,184.21231374218024,180.73354156221066,197.57737878602182,194.03527271728956,188.80778797041097,176.15958994482708,171.83853783545564,181.77422154756692,181.2281625330552,184.67049770578933,188.3464938259425,186.43738671328305,168.40539825070113,151.86282125579194,157.63442835731092,157.87950984626866,157.89428584199868,166.01771207793888,168.51172183740272,159.54078699268712,142.43966521033298,143.88869652906945,146.82905071647494,147.57604291356367,153.74786176373829,150.17916932080178,137.47772327580566,134.9501412693205,130.10095468969206,122.70808933423399,120.77239946247633,128.5825512541448,136.68111439313793,132.38602321983586,137.10661831812132,135.75492889757203,135.01437773730677,131.58379382646032,127.61418893842355,133.60665180973302,137.71941493586937,140.7795617099807,138.05226521325804,144.11776413802073,143.6524794086814,139.29490773415003,137.6451587979014,140.35126478855778,148.5249963395937,155.50068707925803,157.002901736848,166.28442262339274,174.0448207177733,174.2031225275843,177.07400742078391,161.78986336065248,150.45248007800515,149.92740064538742,153.82155824464323,154.87277337999177,150.94529881760772,135.69401117011142,127.28492143424322,127.64066146804765,136.5739331118755,122.23880848152122,111.72223386298812,124.20328369750484
3,1999-09-22 21:47:24+00:00,169.12780967643258,180.54309683103986,169.0119621749805,162.97184571805994,162.52417140284248,147.05825578693032,152.22832437207012,151.06327055038895,147.5052572775431,153.0119526164208,153.09100376695005,159.87264669443812,163.03880842875017,173.05141815948193,178.05711806347156,178.98819043488152,174.4366169724131,169.52645342556167,175.16020674781387,169.4048143105021,171.38595814300308,170.27595138341727,174.19226361406626,176.1656500179119,173.7048704044713,186.0191205320166,184.82423481614768,183.19310386001737,179.6987596322035,168.06468517746794,172.3983795652484,195.15770417879784,184.82753336045926,177.71971110551937,173.57084773409528,176.1273310796617,173.22883557225742,173.04024247231078,173.4252401836814,185.74793625738045,195.4688852373201,191.73029545478585,193.40564897064607,197.964420292118,190.4492973366649,187.31769065791008,190.46791275992214,199.7084920851375,189.26966535256173,189.09947654414333,190.15038671312792,192.823806463843,184.08687154432866,179.85464850710542,176.0614296951784,178.34180900770198,179.6583853454381,178.36126545388544,166.89271204790006,166.81629741002496,159.37661660266298,168.5597115867031,173.38661424859592,170.13614130383903,163.74849069946237,161.55512424588173,165.54378005458997,146.4264685721275,148.9599144211685,147.3983515995529,136.81325276688546,154.48615581303008,161.94441254646185,153.93930523914156,140.78739210560568,116.10877982522295,116.84454995816753,139.0493897507101,153.76746971932263,149.80249405078192,144.64023386445123,148.44903098678068,153.0250407985339,138.2520739603577,137.4918934081356,138.91818137954948,151.14105753907904,144.0413044998158,136.5934041405704,138.84643688840268,141.4874748817123,141.04152523740586,137.75680231188696,137.30041172295591,136.99415396300773,151.75347272973372,158.86122261174611,187.01170208840804,181.61539473078759,184.44056972876984,174.18244779486216,178.73850227439752,190.6270459449903,,168.81181206082712,161.05482888107272,142.57354553006394,139.48052335543127,131.11702358533773,124.33732839179913,115.04118653244092,146.47471098935833,143.28864860377902,120.09970635972658,119.49488304411871
4,1999-09-29 21:53:40+00:00,162.5515746686543,176.681799565312,164.50702371356255,157.2573121897779,155.47566677849653,146.01633560895203,135.13867112424472,139.86458509459985,137.5230833217001,139.7186411239985,145.25482087412792,150.50131899958933,155.45984294113896,159.82553070631508,167.29091351777146,163.06384599307398,164.00528154023164,160.21521204938182,161.50408539551358,161.20719417333402,163.2886842037793,167.2316151923384,165.22143029944294,170.6103748493039,175.16337300097283,173.23786126581481,174.7295885529357,185.14746284933116,175.45335426674143,172.31849053450426,172.49184691047347,175.1108396421154,174.90218044806548,167.17946758215834,169.33189032490685,164.3526128414671,165.80686537242187,157.019557346998,167.0868355448364,169.3488427842427,,182.34734334735006,178.91968644533125,186.5096146159975,185.08194710465943,185.52451143651933,187.0104620006331,185.5653760512196,,187.87475368267621,185.15842620234807,180.45865190242714,174.28885399118488,176.7427786808274,175.78917557028197,178.22829716446861,178.48135730900742,176.38303535490377,174.80205191192076,169.5539976275997,162.24108572061283,162.4383914758243,,,155.39959934960171,,,143.72922426067205,,139.25375126361706,135.54249766875554,148.54820277215632,145.84661111958798,141.19871075684807,,118.23257732506903,120.08137856907496,,,,132.72668936797345,138.75870466922365,,132.66778476651868,130.0645431827807,134.0447272382384,,136.8756102297983,132.99490523383173,130.8664266956704,137.11751629270518,140.29397806067908,139.11326766996714,144.8633955875246,139.39964435509233,,160.74700013520572,,,,173.69494584657136,,,164.4713463759954,,,147.72922197832756,140.38298137469306,131.2604806607746,123.43908785859304,118.01016121082394,,124.76096268631966,110.7225010860167,114.6709228722626
5,1999-10-24 21:47:20+00:00,177.6166897212105,185.28551728533702,182.76937038753027,183.4051955087644,183.2866315189798,180.4490197603625,177.9700909191829,171.2554672962906,175.236697305218,179.61982847496816,186.54605838872476,185.56140235574875,192.95110496259724,197.34195190040654,202.12986046475066,,,187.94342526926295,191.78487910268973,185.49512266855055,189.7918069876571,180.20526392534688,187.86420783168438,188.47615918904955,194.32725063926338,200.42331626953606,202.5775916269212,206.73506166353144,199.16342834644064,193.12009838461293,188.88360832999481,185.07224987028312,182.28995867758445,175.84750801346888,173.32053350121873,175.45692146006036,175.95035601036233,177.09819576405022,189.52512361764073,,215.24809549417824,208.65979928144498,207.36054966898982,200.9533410623173,201.31694775838423,199.08368721732728,199.33987692596276,213.9328916856707,210.1377416225862,205.28982995390618,197.92174345766637,199.45691693576825,202.00357380128602,190.36334924195884,188.93152513564078,197.83921764116167,195.2134753949189,190.06403706069293,191.90867132417975,189.5707763414638,190.2750177146709,187.01851857295915,178.10828072725388,173.5365570864871,173.56212917063914,174.89256855744304,171.63454794843886,161.27420145110221,167.44262085363442,169.27311371550357,171.78096243783688,175.1071219129546,,,161.78982154449938,146.71983193646673,144.13939203853812,150.78468371428548,152.73563071806035,152.6800571207575,155.7909015606013,155.45466808654805,162.0336880562391,156.87071974360194,151.4662371684949,155.82808705237497,155.74543421782772,147.66180395995553,143.93188049123162,141.20327115928802,141.11023416826816,142.88842915488024,153.36714718887916,172.26018378941149,,,,201.8887049946227,214.02207388559208,221.33739932346685,,,210.22544110132816,,171.3789454694683,156.03313439796094,152.31835450445743,145.71684896930591,140.68531228425638,130.2218002686218,119.04951016821856,146.03259489645674,139.03920912207025,118.08889853032433,121.60553288941442
6,1999-10-31 21:53:08+00:00,170.67098409828716,184.9240991934396,177.99261662662448,167.66289465772158,165.69914631155976,162.7058333529519,175.75242810907574,180.08756710669456,182.48157072685026,179.4078320916843,183.86085709000295,179.02572723889557,176.8341513918938,179.01958850946548,185.5424066021998,184.166858292371,177.12679511482625,174.15686864283975,174.0393806553606,172.3050849105504,172.40354826197333,178.46074390625003,183.87063275707538,190.73409304340967,193.4891761973477,207.1158589118452,206.80162591441933,215.10006497443595,202.21068053774064,187.3105887296766,182.1840191234073,177.65761292358604,175.09516583311364,172.45204414971468,174.67622130237055,179.0035201506056,176.43143030302093,175.42843807727422,183.36328825056037,185.85148860822665,197.4893889214879,202.76270923889226,198.231221435638,198.32136617027325,201.22038671907094,201.58800367677708,203.8699084541963,203.47535473487656,197.05075997191037,201.46385795235966,197.3488153021025,196.61088090871723,191.90759412466642,187.38111585618623,189.6064881971868,189.4413113469797,187.40602898029047,188.61944002431966,183.88286870252088,183.69449809715573,175.6081916729989,174.8243099125602,170.76316623233689,166.5301156080808,162.57918785605338,163.3998182255563,163.02885665917557,158.50916287968982,158.23410122313626,161.75956340379017,156.26150319346132,160.62628291281425,157.6924594688416,154.15664854677019,148.13766594825574,142.69789907298525,143.71249383866427,142.81817224016552,142.64417681961905,143.6564381886862,151.78557712820123,155.2057416684292,150.5872061534442,147.9172852508421,147.99336340354245,150.3146252253489,147.875806542154,146.94062807303052,139.77703580917708,137.8322651456454,140.9052250015864,142.25009806595196,155.81627136988087,163.21724850157491,162.68242781083183,168.26694562122034,178.79252544502907,,,,199.03676494857993,205.08710502567072,,179.39631414119577,167.42343404617074,157.68564281873586,150.4920867627954,142.63565455101752,140.66268868006355,122.39922053187345,129.13891379878217,142.9464889876758,127.96495228776479,108.87008716263313,122.30488278117255
7,1999-11-16 21:53:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000-01-19 21:53:25+00:00,170.67949469727577,178.3592393632912,188.8105619343959,177.45245289615931,170.95967231903313,166.08801723708535,171.86634289140233,167.28869387345873,150.58753576064476,156.78323560284096,168.83740681101483,171.8457569863093,170.79750189750166,168.60908864807755,170.36063345382513,172.2564218331188,173.38541892325628,174.3004212253365,164.439396232855,165.14947121862718,165.7189524735358,163.33112929724334,169.9621842769046,173.67292456658424,179.0349885153313,202.09948945269258,198.7305881540769,193.88531841981742,184.30146948063503,187.88839961089843,183.63513807073932,167.87204172747775,170.05532724646264,181.3243995882083,190.11853085749047,194.85404112030994,188.32406973771182,188.46687498025807,180.18517984631538,184.89533052595252,171.65446794693014,172.50038325411384,187.88680196587035,200.3232509681411,201.73755642517395,193.8664965700114,200.18360261661317,199.03200099142057,199.456756941767,197.90713954751618,198.30702044431865,182.13788023650605,179.8916537077152,190.1793168637749,180.54514297593377,180.8405628248746,186.6322979780361,183.80062543370207,185.6891378230068,180.6806559998114,181.35243553293785,196.70097027605192,187.69431338199757,179.70857992514274,184.7251434917048,178.51703814959487,175.88823985617512,170.44514608716352,163.45984615638372,163.05992265438127,152.52684070556515,158.53802658312307,157.1690217149985,146.0600348021703,136.1440161063172,140.06455157716132,140.9384686061724,136.12927214731982,143.42899891893333,138.23162022629768,141.73059183704115,140.50396051190154,149.2299948200767,140.4190481052079,140.75219476759744,137.29917860935748,148.8855759369512,156.74633199155903,159.73349854354788,169.45317461278992,163.100258639693,,,,,,,223.1133607421877,223.72648692029443,226.23816220356105,,213.4306519408981,214.3967406777617,186.1476061407926,173.85784281173287,158.62403634963016,147.93541804710028,134.41031450612405,117.12165728575576,118.70619472083278,111.99967424157977,143.26686680191068,,114.02955168896197,117.7439754980366
9,2000-02-04 21:53:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.80392019863845,193.96663857493732,189.55872944670034,185.64689814948397,182.94963388298785,184.71301056575018,180.09285192095442,185.8962537511091,185.98866114747864,187.48888908101003,185.44618429030564,180.29773762110474,173.51491168126452,171.51882467150256,170.28375793140475,175.72831948579832,173.98713871180607,172.93689309360627,171.37142264324916,169.69727226077922,168.88025836920028,160.39985051484055,163.46708862645934,167.06828461118192,150.7782188605747,144.22166421626025,147.65615165302674,147.72615415418812,141.61819737930847,140.46800945699414,141.19897245796184,141.6584132771923,149.55129461773015,153.56375055060977,147.897175989821,137.60154880951143,138.04317765550866,140.64790449092274,140.0615326843859,144.7537183040186,149.27155307784622,156.71258087678714,,,,,,,,,,,,,,183.28835354896248,169.13608542322353,151.70780308770176,136.4004992748638,136.60711725649443,125.42238335211235,123.37585222248785,119.49546438185449,136.73789462701637,126.53830060192222,117.85141924064587,129.36791320471343
