dates,satname,nzd0135-0000,nzd0135-0001,nzd0135-0002,nzd0135-0003,nzd0135-0004,nzd0135-0005,nzd0135-0006
1999-07-18 21:58:49+00:00,L7,,,331.77,337.74,,,542.78
1999-08-26 22:04:44+00:00,L7,366.70,378.87,373.95,385.69,376.81,381.41,386.41
1999-09-20 21:58:32+00:00,L7,396.77,393.22,382.18,394.13,394.41,396.48,397.78
1999-09-27 22:04:48+00:00,L7,361.30,363.66,367.08,364.06,371.64,369.22,378.21
1999-10-22 21:58:28+00:00,L7,400.29,392.00,383.52,393.30,396.12,395.89,394.74
1999-12-25 21:58:52+00:00,L7,354.24,350.43,342.24,343.37,347.54,351.44,356.36
2000-02-11 21:58:22+00:00,L7,363.80,359.33,367.90,366.44,369.71,370.99,379.00
2000-03-30 21:58:09+00:00,L7,381.16,384.33,379.75,387.66,385.47,,
2000-05-17 21:58:07+00:00,L7,360.79,377.51,374.26,380.32,379.31,381.85,390.31
2000-05-24 22:03:46+00:00,L7,352.51,367.09,371.01,372.56,374.72,374.28,389.40
2000-07-11 22:03:17+00:00,L7,358.31,385.21,380.36,389.32,395.95,,
2000-10-15 22:01:56+00:00,L7,,,,,,359.15,369.50
2001-01-03 22:02:12+00:00,L7,368.66,375.73,370.60,377.89,373.79,380.87,378.76
2001-01-12 21:56:30+00:00,L7,,,,,,,362.53
2001-01-28 21:56:32+00:00,L7,361.41,364.36,353.79,365.75,372.27,370.64,385.80
2001-02-13 21:56:03+00:00,L7,363.78,361.72,359.47,365.67,369.32,361.44,371.69
2001-03-17 21:56:16+00:00,L7,380.77,378.43,372.84,380.30,382.29,,
2001-03-24 22:01:59+00:00,L7,363.44,365.49,363.87,372.40,372.32,366.74,381.22
2001-06-05 21:55:40+00:00,L7,366.97,381.59,377.78,389.03,387.83,382.71,
2001-06-21 21:55:05+00:00,L7,372.45,424.01,,379.82,377.77,383.33,
2001-06-28 22:01:09+00:00,L7,359.16,380.41,378.75,390.67,383.09,391.12,393.82
2001-08-08 21:54:37+00:00,L7,362.10,371.86,366.93,367.08,372.54,366.85,389.59
2001-08-24 21:54:48+00:00,L7,338.33,346.72,345.02,355.90,351.15,351.78,
2001-09-09 21:54:12+00:00,L7,367.14,376.69,370.42,373.28,376.22,376.72,386.51
2001-09-25 21:54:28+00:00,L7,389.85,389.33,385.16,392.10,384.01,392.75,399.53
2001-10-11 21:54:09+00:00,L7,392.06,388.27,377.98,389.74,387.91,389.90,394.73
2001-10-18 22:00:06+00:00,L7,349.53,355.32,348.85,356.85,364.77,355.48,365.62
2001-11-03 22:00:10+00:00,L7,359.54,360.82,352.55,359.91,362.41,360.74,368.08
2002-01-22 22:00:40+00:00,L7,373.96,379.26,376.89,388.65,379.55,384.64,391.40
2002-01-31 21:54:50+00:00,L7,360.20,355.96,352.04,354.82,360.91,354.84,370.06
2002-02-16 21:54:54+00:00,L7,345.91,347.25,340.58,343.84,344.88,351.07,359.14
2002-04-12 22:00:37+00:00,L7,360.03,364.58,370.95,371.49,372.31,370.96,368.13
2002-04-28 22:00:38+00:00,L7,359.80,360.46,353.40,361.00,364.48,355.51,367.59
2002-05-23 21:54:42+00:00,L7,359.30,406.80,392.21,400.85,412.02,405.34,
2002-05-30 22:00:25+00:00,L7,327.62,359.47,356.58,366.80,,368.94,381.49
2002-07-01 22:00:15+00:00,L7,357.38,377.85,374.79,386.92,381.41,381.82,391.25
2002-07-17 22:00:08+00:00,L7,362.06,384.31,379.59,393.06,388.11,,
2002-08-18 21:59:57+00:00,L7,,409.89,392.56,401.17,406.38,401.95,408.41
2002-08-27 21:54:00+00:00,L7,343.90,353.05,345.29,358.52,351.50,353.73,364.11
2002-09-19 21:59:35+00:00,L7,368.72,379.30,373.12,383.85,376.98,383.54,388.46
2002-10-05 21:59:31+00:00,L7,376.29,379.23,370.84,380.84,374.49,378.31,388.26
2002-10-14 21:53:43+00:00,L7,391.85,391.09,381.27,392.29,391.70,390.62,391.23
2002-11-06 21:59:41+00:00,L7,358.57,353.94,345.08,355.07,352.67,347.28,361.49
2002-12-01 21:53:52+00:00,L7,410.42,392.69,386.47,398.92,403.15,,
2002-12-08 22:00:03+00:00,L7,358.76,354.36,343.48,353.06,350.46,349.07,356.79
2002-12-24 22:00:09+00:00,L7,352.67,355.12,347.79,355.86,357.52,356.24,362.42
2003-01-18 21:54:06+00:00,L7,372.89,373.00,369.44,367.31,372.49,369.02,372.68
2003-01-25 22:00:18+00:00,L7,369.47,377.31,375.28,377.54,379.13,379.46,384.99
2003-02-26 22:00:28+00:00,L7,364.62,381.72,,,,,
2003-03-23 21:54:16+00:00,L7,364.09,373.07,368.94,370.54,372.84,368.17,374.75
2003-04-15 22:00:34+00:00,L7,363.64,362.96,358.79,369.69,368.40,370.39,375.78
2003-05-10 21:54:22+00:00,L7,359.97,390.40,380.63,396.73,396.34,394.08,401.28
2003-05-26 21:54:43+00:00,L7,404.05,373.60,372.47,385.61,391.21,390.02,391.02
2003-07-21 21:42:09+00:00,L5,350.26,383.82,383.11,391.70,393.34,391.22,398.64
2003-08-05 22:00:11+00:00,L7,359.15,370.71,373.18,,,,
2003-08-06 21:42:27+00:00,L5,356.11,393.34,389.99,397.93,404.11,403.70,405.63
2003-08-13 21:48:45+00:00,L5,347.87,356.26,357.33,362.36,359.03,358.66,371.34
2003-09-07 21:43:00+00:00,L5,345.36,364.92,372.46,391.21,395.28,397.50,406.92
2003-09-30 21:49:30+00:00,L5,362.00,367.63,368.03,368.27,368.21,361.83,376.57
2003-10-25 21:43:40+00:00,L5,362.12,368.08,367.88,368.32,369.33,366.91,371.68
2003-11-17 21:50:09+00:00,L5,382.32,384.18,380.51,369.21,369.49,375.77,376.53
2003-11-18 21:54:15+00:00,L7,385.40,,,,,399.18,397.50
2003-12-04 21:54:19+00:00,L7,,,380.13,392.80,398.16,391.53,396.99
2003-12-12 21:44:10+00:00,L5,366.38,367.85,367.64,368.44,370.99,367.62,371.86
2004-01-21 21:55:02+00:00,L7,369.63,365.58,366.48,366.09,367.66,,
2004-01-28 22:00:52+00:00,L7,,,366.17,370.98,368.84,363.29,372.17
2004-02-13 22:00:55+00:00,L7,,,,,375.15,379.03,384.45
2004-02-14 21:44:33+00:00,L5,378.23,377.87,377.33,383.01,381.55,385.37,391.45
2004-03-09 21:55:15+00:00,L7,346.34,343.94,,,,,362.27
2004-04-01 22:01:04+00:00,L7,,387.31,377.08,389.25,385.45,387.60,391.83
2004-04-02 21:44:54+00:00,L5,351.69,367.61,372.35,352.80,373.28,392.27,409.64
2004-04-18 21:45:25+00:00,L5,367.64,368.16,365.26,372.66,372.63,367.97,375.55
2004-05-03 22:00:59+00:00,L7,,,,,,,
2004-05-04 21:45:52+00:00,L5,355.09,375.50,379.70,383.83,380.94,385.73,386.03
2004-05-12 21:55:13+00:00,L7,,,381.21,388.77,391.22,386.38,393.73
2004-05-20 21:46:20+00:00,L5,346.83,372.63,367.20,370.45,373.32,364.53,383.58
2004-05-28 21:54:47+00:00,L7,356.36,,,,,,399.84
2004-06-05 21:46:48+00:00,L5,346.49,369.32,359.65,363.94,374.40,363.77,377.63
2004-06-12 21:53:11+00:00,L5,348.67,400.00,400.44,416.19,416.04,413.10,426.73
2004-07-06 22:00:48+00:00,L7,346.49,367.96,369.92,367.42,373.09,372.83,389.11
2004-07-07 21:47:45+00:00,L5,359.38,384.15,373.69,382.91,380.18,379.31,381.30
2004-07-23 21:48:09+00:00,L5,351.78,376.05,376.80,390.27,388.16,384.94,390.99
2004-07-30 21:54:28+00:00,L5,364.16,383.13,380.70,393.76,388.61,391.39,389.20
2004-07-31 21:54:51+00:00,L7,344.44,377.29,373.59,383.43,,,
2004-08-07 22:00:37+00:00,L7,,,375.85,356.56,,,
2004-09-09 21:49:43+00:00,L5,,,,,,,
