,dates,per0158-0000,per0158-0001,per0158-0002,per0158-0003,per0158-0004,per0158-0005,per0158-0006,per0158-0007,per0158-0008,per0158-0009
0,1984-12-25 14:41:08+00:00,266.9271608891622,,214.18315270024954,216.54680962942598,192.0862458960881,191.3549774934296,193.05971934292174,195.33167092348026,195.5536292059762,204.6897654384963
1,1985-01-26 14:41:44+00:00,251.33651898753158,197.77875967604328,198.18054292043806,186.32614610106728,184.0494838743931,194.38332532931972,196.20817960646912,197.55136613863527,190.6410295672187,194.96029442267297
2,1985-09-07 14:40:44+00:00,,164.34504565068093,,,,,,,,
3,1986-02-14 14:37:39+00:00,,190.79203206297817,192.5536664334021,189.09513085588182,,187.36404501763027,196.10953971804278,198.98249083100055,200.31053912511092,201.07938370501753
4,1986-04-03 14:36:38+00:00,,,,,,,,,,
5,1986-05-05 14:35:53+00:00,245.82477130015494,187.5765228591973,187.6050090943423,175.12957710045552,175.47796487558455,182.84101381196328,188.58914085511967,182.02838112121057,179.1057773986632,181.47079840477508
6,1986-08-09 14:32:48+00:00,,,,,,,,,,
7,1986-08-25 14:32:12+00:00,,,,,,,,,,
8,1986-09-10 14:31:38+00:00,,,,,,,,,,
9,1986-09-26 14:31:09+00:00,,,,,,,,,,
10,1986-10-12 14:30:38+00:00,,,,,,,,,,
11,1986-10-28 14:30:05+00:00,263.2824773990608,185.48726293765102,189.5885038218479,175.56199783729795,176.4502148334105,190.53336850588906,196.60414358564378,188.11781453735614,185.36521888593575,190.23724460087507
12,1986-12-15 14:29:44+00:00,,,,,174.07895648990484,,,164.23217424058026,,
13,1987-02-01 14:31:12+00:00,,,,,,,,204.35906683673318,186.23885910131287,200.8132349563514
14,1987-03-05 14:32:51+00:00,273.297536624925,189.20716239771326,199.40171722436025,181.82399106004408,178.3598461595024,196.24545183027757,200.84591927929472,197.86076139104466,196.6147556838014,193.62418207033957
15,1987-04-06 14:33:36+00:00,,,,,,,,194.3437147196886,,201.81002565146196
16,1987-05-24 14:35:00+00:00,240.65221545200234,176.59794726933032,183.69816486820463,168.6013402376262,171.12942740166233,184.94573747908834,187.94930950124856,184.86209602645474,186.9010236706036,191.2323686897998
17,1987-06-09 14:35:23+00:00,,,,,,,,,,
18,1987-12-18 14:39:56+00:00,229.72516161345328,189.78879081980523,187.5923757458601,176.29654227564248,172.28395218206668,183.3302328623878,184.0001133714823,177.07975344067168,179.9186359691971,186.29892428612834
19,1988-01-03 14:39:48+00:00,195.66017817629194,175.30262336800365,183.07568873604131,,,,,,,
20,1988-02-04 14:40:48+00:00,,193.59750722932662,196.8731749151419,186.04553684002937,176.9292724166219,181.47900266982126,191.04057554387032,181.3776305312831,179.62834161114438,191.28609769568266
21,1988-03-07 14:40:48+00:00,,,,,,,,,,
22,1988-03-23 14:40:56+00:00,230.6213988654705,181.5469878642466,192.0619292971843,169.14593418887304,174.24283558504936,187.84763386070065,195.66393839281054,189.01243669207486,185.00977072346447,192.72694035166552
23,1988-04-08 14:41:02+00:00,242.3879687139745,191.2866710074106,198.38104798296567,182.55027690376863,190.1735755804404,197.97277989092896,206.84234496742877,202.15189141546693,197.5515832286478,204.27287054948772
24,1988-04-24 14:41:31+00:00,236.60300323931864,174.77447552628558,185.34405772234814,164.40092378901238,168.31961180113365,176.3839256377986,188.38559566944264,175.29510518306313,171.4582684416122,174.78826085661436
25,1988-05-10 14:41:17+00:00,,,,,,,,,,
26,1988-06-11 14:41:30+00:00,,,,,,,,,,
