,dates,usa_CA_0085-0000,usa_CA_0085-0001,usa_CA_0085-0002,usa_CA_0085-0003,usa_CA_0085-0004,usa_CA_0085-0005,usa_CA_0085-0006,usa_CA_0085-0007,usa_CA_0085-0008,usa_CA_0085-0009,usa_CA_0085-0010,usa_CA_0085-0011,usa_CA_0085-0012,usa_CA_0085-0013,usa_CA_0085-0014,usa_CA_0085-0015,usa_CA_0085-0016
0,1984-04-18 18:01:41+00:00,224.75465768222332,170.8688564945308,175.7569302642106,181.48730870522013,177.97105094401655,174.9032013823671,182.9564878076352,184.7909344183218,179.82232991896433,178.11453080831802,179.90181445223962,178.38887374588452,168.64716879920468,181.88800999540845,176.5589763044529,183.07884357836525,178.770389840062
1,1984-04-27 17:55:28+00:00,213.7018037036828,180.2711812990662,180.203130365257,187.97854193045222,185.36346769678534,176.3005612872703,182.4417032495441,185.92775207057215,179.24126375062897,187.8392706318337,185.511944934949,176.13405665229135,170.12117249595073,184.05689191986392,182.84863265250863,184.9897568100124,189.5635992304168
2,1984-05-04 18:01:45+00:00,201.3565595164244,175.9379069258916,181.47399096075054,186.38882633995806,192.26151155306948,182.3296735025893,187.23899126954143,189.17393380820954,187.30940409617904,190.36634165229714,190.01408638435913,172.52227103406995,158.5042639488185,174.34275445435895,178.4139806816629,179.1061328100913,186.53335580937664
3,1984-10-27 18:04:31+00:00,215.6357043735344,183.4860221564671,187.4153287287104,193.1245058887028,196.00974048395742,191.7494262181926,187.41186653794824,190.7673106678902,181.76794526599463,177.62748436472452,179.42899023298986,166.7792734841304,150.19160315010777,155.57339761264905,151.46907511743802,155.35757721069797,156.74722961028232
4,1984-11-21 17:58:12+00:00,207.57964811441485,182.2740796994771,181.71981897010403,183.35437390229768,187.96960813114828,177.74980715652333,182.43134531474618,172.75140741078707,168.82731706304796,163.42481950218558,157.41726943907352,154.62583154530626,145.89379422469568,150.0853515583304,145.73372356085775,142.55508056151632,136.61399632364186
5,1984-12-14 18:04:35+00:00,208.58215447306858,186.35741413991084,194.37798125823275,191.353942407146,192.89402665983664,183.20782392143155,185.48902302262917,195.5451515828623,184.3655219314129,182.13781104622356,193.656151300764,179.74838571323227,170.60541677404922,183.1763804046033,172.26646039962083,160.3265845810114,164.32480978518072
6,1984-12-30 18:04:44+00:00,234.45175282757427,192.34337048181553,198.95637036946457,202.2505375547397,203.27229983675116,196.74845858984094,196.2855424965033,198.70520567547624,196.92639552661313,189.08403854796973,205.79771796061104,197.25357967484257,178.9458558221398,197.74363166317838,180.72657961309454,170.27201638736432,175.05263560302495
7,1985-01-15 18:04:51+00:00,239.41410026709957,193.41105027216983,198.6619969718067,200.19000804169656,199.60738298094049,201.03197992904572,197.0375960720234,206.43615993577197,202.65927754163687,196.89208960252745,204.4490062535504,202.86014515530098,188.1905906839815,203.54200959518928,189.90782008521484,175.92101376713214,166.89116011195625
8,1985-01-31 18:04:55+00:00,230.8192875618849,196.79928664540378,195.88260607316658,200.1644844975888,193.9040233906773,199.20823635706137,188.04034303903086,197.19610505487844,197.68857325074978,194.95228143399416,196.21879849974323,199.96761487011472,192.26280710858816,195.93724533958834,191.15251267665178,174.64922794760213,167.03354515370032
9,1985-03-20 18:04:55+00:00,212.60793934862215,178.62660357880694,175.43532292957264,184.83000213259828,191.07314839690466,190.89574084120574,183.69191373509318,188.87188356525903,188.30837465150194,192.1081399164809,199.40826937459923,195.4810383122039,185.8464278703179,190.48365332204003,175.93063875280563,163.90432267751294,156.82426854310143
10,1985-03-29 17:58:42+00:00,226.89935640563982,197.6157363527379,198.98857704828566,198.36339416355958,208.56497787955274,197.5118742797105,197.96378781457886,211.10449732182448,208.32406806448523,217.76159063706956,224.3526088769024,209.84084086446157,201.31213536313825,210.58232204967743,194.78108914401136,183.17921998157902,186.037098101568
11,1985-06-17 17:58:24+00:00,225.213513309841,194.26329055067757,191.94841464087125,196.08753004456625,206.40507517540917,193.92158134788497,188.36962370190093,194.41295758021806,186.55658127734458,190.04199366633503,187.95394857495498,180.21923611124424,180.81277013964868,184.51781771032205,174.87338632605267,169.41400632970567,178.72735494977712
12,1985-08-11 18:04:12+00:00,223.24791292475683,202.20602986903626,199.33100615316187,203.25150626505197,207.42632602408676,201.38762532382808,198.88564391591518,196.29170741632657,195.60003111473108,193.42177415743953,198.0536951627211,188.685502705704,177.13938946858377,185.42347535428837,177.9391467202741,178.3017913977148,181.33470966486948
13,1985-09-12 18:03:49+00:00,240.06563925923456,206.43952324378202,204.93253197052485,207.38539629726375,217.5211857644108,212.1022053561473,209.58941427503294,200.45216603124908,197.42879472151168,197.14718904410745,200.77951267854917,192.5094377533707,177.78925885395972,182.615905899489,183.81604254800294,182.36365494755142,188.0579385861987
