,dates,jap0189-0000,jap0189-0001,jap0189-0002,jap0189-0003,jap0189-0004,jap0189-0005,jap0189-0006,jap0189-0007,jap0189-0008,jap0189-0009,jap0189-0010,jap0189-0011,jap0189-0012
0,1984-07-31 00:45:29+00:00,135.2340047382038,141.4105526208361,144.6834825753159,148.2008420518886,146.28018162132852,150.64820641759815,151.10199921990863,159.31320099079784,150.05842001180383,146.0037311845587,146.92635741727364,141.39902476500242,126.60416179099784
1,1984-08-16 00:46:00+00:00,142.98000597518927,147.68392652067052,152.53828949148956,160.58093607431888,157.9673457160643,152.97092630362664,151.21955584951317,162.79538572648724,145.316409677852,152.07053456387234,156.30557242950374,154.97387111633813,138.7407803822201
2,1984-09-17 00:46:20+00:00,146.1386853841305,146.0810779582664,155.164704276772,153.86740621481295,153.25973248513944,152.58319405127364,161.80003034323317,168.07592562658638,156.03787278382183,158.65401242983214,155.20866801247456,143.5325094629378,130.7957096280435
3,1984-10-26 00:52:01+00:00,156.32034338191792,156.39581187857902,,164.5094875893962,164.6906773685324,161.50846471233308,166.97434301220972,178.5869218696598,166.33173167769698,169.32024931558308,166.43745495677135,154.42349147306413,139.28553791752276
4,1984-11-04 00:46:10+00:00,157.94461292969493,157.83270573404525,,161.17535871747086,167.87304251207775,163.530632703531,167.5650362841958,176.5328703746649,168.31193949004074,169.25389101856,170.44850096982063,,149.42045167266969
5,1984-12-13 00:52:04+00:00,168.01578224722735,165.10623351107424,173.4783682242283,,173.88967324836062,166.00585978554318,181.36776563441094,,,182.35249318433642,187.32180832910836,173.1102593885873,167.01622402725044
6,1985-01-07 00:46:30+00:00,166.37642392583035,171.7487868706452,173.84332924924624,,179.31671132787764,168.73304304060738,,182.6216919853596,172.05070406452063,170.3013167894503,170.5890931750225,155.31588762306353,149.98482755381252
7,1985-01-14 00:52:20+00:00,178.0961224212702,181.330866362583,186.96205022019478,183.96203492423987,181.42665571261097,169.5694754000491,177.5930679391172,184.58366956843028,173.05267949730595,177.63490906713534,178.8595913777139,166.4682026544136,156.41354658592672
8,1985-02-15 00:52:26+00:00,171.10485549870037,175.1205093423091,170.96031985013897,,170.01818870374524,168.37540520742687,,179.8504108965845,175.4881660370784,178.62329416273224,167.75726765525414,149.93266543394924,139.34824623031813
9,1985-05-15 00:46:20+00:00,120.27289086411787,134.1690445030942,138.66979541940876,142.54906901781084,131.75799451086272,141.57670782012232,141.92019384658,143.597899374411,145.31105621575384,132.76409336413636,143.18283779408057,128.92411192664642,119.4711406492824
10,1985-07-09 00:51:58+00:00,151.3454251640821,154.0794714811964,,146.09717939211265,145.1343346008581,147.17105002052227,149.71431183371448,158.28726407213512,148.38998984222997,144.45536206754832,,128.49873787745634,115.62578265653761
