,dates,chi0207-0000,chi0207-0001,chi0207-0002,chi0207-0003,chi0207-0004,chi0207-0005,chi0207-0006,chi0207-0007,chi0207-0008,chi0207-0009,chi0207-0010,chi0207-0011,chi0207-0012,chi0207-0013,chi0207-0014,chi0207-0015,chi0207-0016,chi0207-0017
0,1985-07-27 14:08:05+00:00,193.36596578361042,195.15189471120175,202.6200454128786,206.25108039361496,216.88867900262053,215.36262500666354,194.32127768978077,185.9129895469442,187.4347674595947,196.2487761774102,167.1900887270875,154.00619769922406,,193.77291624255955,188.0043158926091,182.0891076659556,200.0507991494982,204.42698782892046
1,1986-02-04 14:05:11+00:00,200.13407130823367,195.94736306744065,206.88200338741086,203.2836366658211,207.12379143881435,206.98224601938065,194.23539701218925,189.62596479954902,191.91383277074397,195.7207428048652,198.50379872935105,182.33605411078656,203.5480017796967,222.47899149706765,195.5320032592511,200.50957169029505,205.66365162620255,204.7193699890129
2,1986-07-30 14:00:28+00:00,193.21107751397756,190.96274471541454,198.22810832571702,208.02585907732856,215.58039572876672,209.9867739049506,194.29912538640883,175.6021874727365,179.3354484405652,199.12405612741517,165.6339615529608,147.7628520394424,172.4965989003224,197.81157658413233,187.75117412411865,196.47671984712267,203.4996639439486,208.61032600293294
3,1986-08-15 13:59:53+00:00,199.16971399689896,202.60914339598702,211.37017914485708,216.28374136635784,215.18604861847376,208.2107226304305,195.3946513393785,187.4364019432167,185.90765760346582,192.75720185085714,169.8337947196838,158.08366629726146,171.51696427151342,203.33043417768516,189.22791336602057,186.80139294756202,201.57640090554025,211.1891174256198
4,1986-08-31 13:59:17+00:00,185.70749141115147,189.09108289128775,199.5438099199364,199.05898832471738,210.19093685906,216.47945927029423,191.92543592270337,171.5533479727189,165.0587052488396,180.88565892207617,157.81492838105407,144.02777953737854,164.37021405199212,188.32356788991922,178.28557230234372,183.19952215119335,193.3568840814868,207.55799287426382
5,1986-09-16 13:58:46+00:00,189.88571450792006,196.53696446696893,204.9963438077041,200.27601707991903,213.45674505971846,219.137656178648,198.4442560239805,186.07349622753597,184.87721169723017,193.22324873245503,169.6453217298894,158.72534240225855,178.48439175108473,200.7705755251723,191.98534257086814,190.0820732790288,203.27833759905155,209.29106105715212
6,1986-10-18 13:57:44+00:00,171.37084473593515,178.51374728137753,198.67722752132062,196.13020775436152,205.6570657771842,202.88249720216146,188.47705414425639,166.234774741389,167.57926699710828,179.5570340239334,159.16088484998338,145.75015760726905,165.2875770659225,190.19522189687547,161.16878244940995,151.62606370639335,,
7,1986-12-21 13:57:14+00:00,191.82431968373808,184.5589464508092,197.5634605051473,195.3107495926317,198.9036781253829,191.3792108256923,192.7606515432779,190.08011014914487,185.14355157517497,188.26992907112566,,,,217.63000547315764,197.09938907930217,190.12823688117467,201.02220841045613,206.87125363526098
8,1987-11-06 14:06:08+00:00,182.23495585188192,182.13750596439712,189.9627518754291,193.76780291967412,201.16937031315072,200.89618734982483,187.08380948490915,175.1368059184254,168.50027781810786,185.64528656896834,162.05476994771266,149.25443908022118,166.76321724373562,184.08605279918328,167.06087732630468,180.464405027001,186.95505273334686,200.48470931882093
9,1988-06-01 14:08:45+00:00,170.55108785441945,161.8841112092103,186.1975650634937,183.0887225645193,192.6806173981241,178.6295621751155,177.74743306875874,151.12372324697637,176.626044965865,187.18755883234184,163.2836871419575,146.81336957671704,162.28167752472135,187.7924383764218,182.7099575622537,208.8676824226939,220.56078604105468,209.6114145147226
10,1988-06-17 14:08:51+00:00,169.894874371627,177.70061335623214,188.3686206327338,196.17824443937124,210.55076797638822,208.16052399931112,179.13459609407965,168.3558546607184,166.06069490030328,187.91303623814858,150.5185939733237,137.52012780718388,153.5891654201283,182.18582344713354,174.98249774288595,177.99046220973273,193.49294277056597,193.62796480832023
11,1988-09-05 14:09:03+00:00,179.51611922165102,178.73005921821502,190.8800668197649,194.29132964670313,207.56614900370602,204.37831321429547,185.53535758253548,176.9418355838943,171.80642657942082,176.31739286142795,164.46570279375896,158.71747056668903,165.64268200835002,193.97290497242068,182.6276821320856,177.25034000985374,185.69606560497647,204.0214087376262
12,1988-09-21 14:08:58+00:00,176.29765375347324,176.6346885017892,193.78595368758263,196.32725854351784,206.43992510854764,207.51504239570053,183.0757016374521,171.9912326791808,167.5040461720795,188.33054062695692,168.05578389255396,156.6816962316529,166.49993203387535,194.6187845984855,180.08984706475118,182.9207526388562,185.00199216011083,206.56976023124744
13,1989-01-27 14:08:14+00:00,194.12075348280172,190.75341639096888,202.0788488920505,213.47596926699094,219.48331813107012,218.36956244729302,202.80902316239175,200.44033948238663,194.5024471731256,204.37066772860345,197.66541026171666,176.67449091731072,186.9159943517405,210.81466842331017,196.9004978879295,197.01199363255745,204.8494459084468,208.15483413230342
14,1989-05-03 14:07:01+00:00,177.0234007478574,182.07222908368007,203.69320387069183,201.3720230344822,220.96132631903268,220.08761180615707,199.04006699317478,184.5066189943993,188.2374236185533,201.91455701330915,174.6370726062704,155.15542439759744,168.7751622517209,192.64895932416445,180.48939309412356,186.0853816662104,202.0336876515668,207.0164964919864
15,1989-08-23 14:04:47+00:00,188.36536323698763,184.04000680744187,197.78630687053135,206.7708740386641,213.81736710348787,217.83543136429455,194.10380679745992,184.67042171445487,179.23857773173845,187.3245665819302,173.63526150932432,151.07649246721354,160.74876531361573,193.12959350278803,172.38173901018655,178.46675174427023,185.5941205706196,205.42528495738864
16,1989-09-24 14:03:59+00:00,190.09478569934038,187.8488376389073,196.40504772234803,206.54665084595499,222.23531611849398,220.3960778426093,191.96098382243403,184.2538185477632,187.91887746747474,197.42223478896395,178.07497190202628,154.28454869948297,169.24262928879625,189.7940956801174,175.78980715468026,186.65027836416488,189.72304543637233,207.04844343536388
17,1990-04-20 13:58:29+00:00,184.4993967119534,184.5590980538755,194.8902180144821,204.344775792473,214.0232706472584,215.43130278438852,195.10726902284568,192.9577174450491,191.5300304454828,196.75676378495362,182.347237147,165.20405190077042,175.17788171202278,190.87086745231622,192.5298684151118,186.89182408095093,201.19548616485807,206.71331968027133
18,1990-11-14 13:57:45+00:00,174.4731233116838,176.78826237377316,196.5297713846943,195.70158596411082,207.24581819460693,212.36222773153156,196.30854516014006,177.6066387819273,175.00749814168714,190.56372350102072,164.0449366852952,149.31571576983956,155.664415563537,178.80647884617838,163.53691328731458,175.06588622705644,183.98843825377864,196.71494504504733
19,1991-02-02 13:58:48+00:00,187.67798559725694,189.7816403286348,199.7990230057806,198.08565813944116,210.7692474079632,212.99764933409773,201.66141923789516,198.31754822114246,195.7597625184753,194.71789299533322,177.5447873713635,160.9331828286105,170.6040510335295,193.38214215153644,179.35083758117258,180.07853832752545,188.5475391475961,204.25325011139907
20,1991-09-30 14:02:13+00:00,181.95269161654159,181.35393451669285,191.98889992167935,194.19912472232485,203.92275257116842,211.25460751500376,197.02074430858386,185.28860541422873,184.52614882255102,205.39224599039952,174.7380415085743,147.33519412132426,158.97798818935286,185.96553054598797,171.60122932525607,175.44856312574262,180.7390188312272,202.92186658266874
21,1992-01-20 14:02:31+00:00,183.64320716995434,180.2080126928131,193.91898082397634,185.6227558844716,193.63780285224544,202.84439340485574,195.98545886325462,197.57584680167173,192.26084502946736,194.5666899431094,164.84098741358167,166.17250394822508,180.05510019266472,190.19845531282647,180.29029602706072,180.22402384745692,,
