,dates,jap0265-0000,jap0265-0001,jap0265-0002,jap0265-0003,jap0265-0004,jap0265-0005,jap0265-0006,jap0265-0007,jap0265-0008,jap0265-0009,jap0265-0010,jap0265-0011,jap0265-0012,jap0265-0013,jap0265-0014,jap0265-0015,jap0265-0016,jap0265-0017,jap0265-0018,jap0265-0019,jap0265-0020,jap0265-0021,jap0265-0022,jap0265-0023,jap0265-0024,jap0265-0025,jap0265-0026,jap0265-0027,jap0265-0028,jap0265-0029,jap0265-0030,jap0265-0031,jap0265-0032,jap0265-0033,jap0265-0034,jap0265-0035,jap0265-0036,jap0265-0037,jap0265-0038,jap0265-0039,jap0265-0040,jap0265-0041,jap0265-0042,jap0265-0043
0,1984-06-18 01:03:06+00:00,,217.3849788496782,,,,,,,177.9440736055425,,,,,,,,,,,,,,,,,,,,,,,147.20878089203958,163.67965945104774,144.1364213838576,,,,,,,,160.52526354629003,150.94891155185448,170.05054050577326
1,1984-09-06 01:04:50+00:00,259.4717351462331,245.44384320871495,245.58252062860387,236.61490956579559,224.58195528171706,230.37025716165846,225.55192821345392,220.24219430190072,207.18428276869744,203.98035580687335,202.13254476696116,198.37161946269845,205.58633300508112,204.28126807098843,207.4981114982035,202.53991419557593,205.93217318884962,201.38684379347328,206.31973690122197,197.7548097529601,206.35359863014114,210.19237936159203,,199.47647909033748,200.8526333785313,192.8000010148727,183.56733355897356,200.56790174270597,199.35080383635156,194.2463838107001,188.55000310626554,182.88935985602006,186.34214178011302,177.8191250769795,185.36914644143403,199.43013495236713,191.15762241297963,188.09266900196286,191.07886823765136,194.26652767679806,195.21448645358018,,174.87814735615075,
2,1984-09-22 01:05:16+00:00,259.5956721293176,254.93562474433367,246.10467983376566,235.2228294939169,233.83345753808328,235.69592420891735,233.41124277012466,227.46641514073218,211.55981577988436,203.74349980371497,201.20549039093063,216.14708221846553,212.27300514177685,221.72196317831748,215.32127173094548,215.64184667252368,201.96006682688324,217.33690831350359,202.51313463507083,206.02653394093716,216.66160646314327,216.08485592732467,207.78592581903365,,205.44200560675907,206.19170927691636,213.97865444028483,204.37483446303773,212.82390574767916,204.82368465915476,206.64153758702443,193.77342082001616,205.13296721745826,198.13937903049415,195.88595947159493,195.2251194558096,192.23075714155314,184.68809145807552,190.50494311716903,190.6280667644182,190.74951711596793,183.9448140585683,175.13781116800777,
3,1984-10-08 01:04:52+00:00,255.11269275133677,255.6123246253479,241.70474766482266,236.01154298367265,233.62382061364846,230.08948075052112,235.31059545253044,224.75198309087654,213.55513910883582,203.210520753151,196.78080736165344,200.8897822374526,199.84661002743948,213.6111803976164,216.10653080320986,214.25579436641837,216.00786375753324,220.32441350853736,210.35100361130236,222.98499295511803,220.54662504085988,226.1121567479612,214.98828458069175,,215.39047264218345,208.80253261288584,213.60475705454326,207.0070249157797,217.03005519532468,209.04011824575278,204.29706757733524,202.247196934537,201.62209517837852,196.10490337338246,197.35022595448208,197.39826929749196,196.64517350817167,191.07266597862576,190.23848050985092,191.60756510447024,184.17310365221212,184.65799468406124,178.8899467430093,
4,1984-10-24 01:04:48+00:00,244.28792023202348,232.65126343401485,227.723194452798,226.28053722938625,220.71943120980532,223.68546673725942,226.1084557272562,211.55326367497995,187.03020980822922,190.7914192504871,189.75346017030589,189.01835994052732,189.3844089511632,186.83993802896188,184.61372384185006,182.22580300667263,185.6887350342759,,179.4152158396639,189.87309512994855,190.04177227577435,190.03042536677327,,,,,,,185.03877137072539,188.30170711728755,181.5875679989796,182.9348344405078,176.70089516562388,,169.04182849289762,144.22016795509762,143.84410040192958,,,,,,,177.1789587679831
5,1985-01-12 01:05:29+00:00,253.014925844544,244.27755927393494,234.7863662036734,228.00286587208709,225.89939686380362,221.41848829166457,229.89678117741235,213.88139076144233,201.89519300376446,190.09203437697678,189.8286430267693,184.44449776332945,187.13382329865513,191.02226804746581,204.63773408916515,206.32379480585058,189.56133231258164,198.7087157173305,208.37367806798522,209.00225854193832,203.50122532265632,204.96572786655688,,,,,,,187.95126052740574,171.69276946844596,191.2170563079215,188.40258096865807,171.89748446996714,173.43848532002252,179.76903200973692,179.78988887698142,181.00145229029437,179.8441774374429,175.77921971789684,175.5784434048582,174.4325422567739,170.89381478145054,165.39869413851434,179.37415963837284
6,1985-06-05 01:04:52+00:00,237.4552669262133,237.36040831504042,231.68838132466865,230.10789856533657,222.04703694527583,222.44924460739682,226.01526446546808,220.40068405410707,206.75310471709398,201.64540185676177,195.05342773253653,188.72745175372896,190.5896169114542,193.63464356956462,201.76046529505766,186.6335977175426,189.59017023230837,185.5905634795171,193.19977613032563,198.76092613867772,200.91763389881564,205.0652706259303,203.15360481350024,200.0418030437534,209.64844019822434,208.59853703582664,206.14514911319338,206.81512155653178,207.8930549972274,207.9897502348652,200.04168931545547,197.40135249167705,191.86335482200775,198.3536877149523,193.29434820907613,190.77772619892764,177.87560514940625,176.2715743870107,188.6702148190212,179.88451711590122,182.28826733084452,168.4325777587041,164.80147502555866,176.09335278830503
7,1985-07-23 01:04:38+00:00,232.28700878424382,218.04986784368043,209.47531159470145,205.46148739539996,204.91975945364803,208.4001310416786,216.8445411651397,207.85941245040306,191.19553657706922,177.277706984904,162.61255052108373,154.9356643664297,164.8117200546937,,,,,,,,,,,,,,,,,184.87749776353243,163.24445676350615,,159.62661395966845,161.0042090957859,,169.26497981560547,157.5880976507957,,159.69667465075352,156.34471991030563,153.6138986425703,154.1061839210712,154.80365266741427,157.8301474534165
8,1985-08-24 01:04:43+00:00,239.32849749073029,229.19136877934514,221.13883032722424,218.97136534721614,217.2349206835402,209.61778088819298,221.83892178939456,207.80819869336196,195.19851854180087,193.39691035503193,188.53613647224105,183.76651971116618,192.58205679396346,194.50642234475487,201.0781451212737,201.1039246263188,194.48327690991132,190.43347823576804,205.9474298315179,209.6328060866653,206.78810969238964,213.05260566596834,200.66641140868492,207.90576310945576,200.72268239156014,196.8481693148074,195.93665873181877,190.83904482063716,195.94574863106865,185.11926322644402,188.3340333805348,183.0793142622151,179.5983304547512,,195.15948942393973,192.59821455063255,198.90873806161406,177.95496309357657,168.2011138959066,176.0796446554753,167.58455540827273,165.81479779072188,180.5718394549113,209.91280871654743
9,1985-09-09 01:04:31+00:00,231.67467307014385,227.21967254663997,224.77964948343865,226.2188077021038,219.61625665183303,222.81189710261273,220.93285122330846,213.99412783001097,200.8220876924614,191.314713162842,186.497052307327,185.21165055097538,190.19187869598744,190.77608487704325,198.11697124325386,190.88804736358827,200.696576355379,197.53538598210886,199.0580092968166,206.35050641696407,207.0653804286053,213.19728445183176,205.34792132381966,202.79050442509555,198.41794599634608,,198.6240592288653,192.94923808281624,192.1669907308061,195.3911413082782,189.44412758173186,182.5021666634713,184.47462528535573,185.18380784498024,187.0694784949961,185.81711854470188,177.14647686531814,,177.14273998321244,171.94373439820865,171.6945996066312,167.26675743566705,164.76290778326847,172.0562689017351
