,dates,chi0196-0000,chi0196-0001,chi0196-0002,chi0196-0003,chi0196-0004,chi0196-0005
0,1985-07-27 14:08:05+00:00,221.75338197754215,219.0335286129371,214.31541054230186,221.32606985505112,223.98059913293724,225.639874163546
1,1986-02-04 14:05:11+00:00,228.5814663736571,227.69214312156672,224.8809370766179,231.09233071599516,229.72715089312308,232.87588814326716
2,1986-07-30 14:00:28+00:00,230.64323821326244,226.68327048012412,220.1499769913577,227.4782197654242,223.8051801687297,228.47917512429865
3,1986-08-15 13:59:53+00:00,226.02008715541703,223.39191731836908,220.37955098135689,223.29444907227517,230.25159425264192,234.33065965913892
4,1986-08-31 13:59:17+00:00,222.8825300037455,222.85011748329563,217.6473089347416,220.69580850540237,218.90313414731787,225.4189128581857
5,1986-09-16 13:58:46+00:00,232.63796229215703,234.49122176831247,226.8620041349626,241.14656699490703,240.285085669076,240.68323410482105
6,1986-10-18 13:57:44+00:00,216.85943358386564,205.83766788897734,,,232.43467429679197,218.79930875820594
7,1986-12-21 13:57:14+00:00,228.33975425117885,227.1547553689106,220.98609399511156,224.56182799273677,226.93260346933093,227.02582495434606
8,1987-11-06 14:06:08+00:00,219.65348699787634,219.06443409602429,211.5438797661532,220.8404184006726,225.1985156385287,224.42766867242676
9,1988-06-01 14:08:45+00:00,214.34494712236034,214.11416900868957,205.17200604894091,214.42522875319727,210.9140389876831,
10,1988-06-17 14:08:51+00:00,220.54747201725826,214.05683413355635,211.49440679892442,217.22031901198756,219.84522462030756,221.44237707693839
11,1988-08-20 14:09:00+00:00,228.25687762530862,223.7230885986529,213.91188947790405,223.21861452150327,226.01374490960876,230.9840662509428
12,1988-09-05 14:09:03+00:00,228.8030318371827,218.86244918703633,214.080768830993,223.1979616311661,223.8707550941256,225.37163450334955
13,1988-09-21 14:08:58+00:00,226.62986016064022,223.15568519695628,213.94528512124228,225.01143220880078,223.95118321435328,231.85603264743875
14,1989-05-03 14:07:01+00:00,228.2289792596284,229.355478261911,223.09993276352586,231.86470346543032,227.10794617843618,232.2106501348615
15,1989-06-04 14:06:29+00:00,230.56174481957976,225.91943414138467,,,,
16,1989-08-07 14:05:09+00:00,223.6457818748166,217.9112667718876,211.7652811343634,221.7438259286289,223.1991387721492,224.21892569916403
17,1989-08-23 14:04:47+00:00,225.8546553144867,226.192206413638,215.912269456949,225.53773781707,224.18822197772334,225.14695851653036
18,1989-09-24 14:03:59+00:00,220.87230836080667,221.02740162185177,214.16643611403012,219.25086786654003,225.98287000191138,229.95708064903837
19,1989-11-27 14:02:12+00:00,210.88005054219735,218.10762425419625,219.24689528786703,226.24120317549196,221.70356381836757,228.68515668559328
20,1990-11-14 13:57:45+00:00,227.09411288311472,226.21030866155647,223.1259354165536,228.21439816363923,230.81431252928687,231.12033244972585
21,1991-01-01 13:58:07+00:00,230.96440115545775,223.87052312223628,226.50469851112834,226.48921976687762,221.77328274818396,226.09442914050354
22,1991-02-02 13:58:48+00:00,229.7943629396053,229.10302356006835,228.23904447865357,227.09550943753067,222.94068310553288,228.94971862362203
23,1991-08-29 14:01:55+00:00,220.57156262968095,215.99212485567708,211.34203309248096,217.85577513250635,216.47416463518888,221.27169771433802
24,1991-09-30 14:02:13+00:00,224.6374891902371,221.90157292800814,214.0733962035737,221.00041528280886,223.18468570337313,222.81425094798044
25,1992-01-20 14:02:31+00:00,231.8925043770415,218.6555513323514,219.99841897407742,223.27567309063906,221.71378632014992,232.58296194899805
26,1992-02-05 14:02:28+00:00,223.19320455939976,218.82518196489934,216.95857650968955,219.19189955565386,224.6973365750653,229.02371743560948
27,1992-12-05 13:59:27+00:00,220.23580121572988,216.63808694166377,212.71120449240453,216.23073355235877,217.98522491871265,223.4696827105671
28,1993-01-22 13:59:58+00:00,227.1993879621643,224.32881255213948,220.9437767467853,229.63680884138654,226.92248722157615,229.8153819062889
29,1993-03-27 14:00:25+00:00,227.66895220947964,223.3649543399266,218.00308240056253,217.1932237807299,219.427708877817,227.52398853797513
30,1993-04-12 14:00:33+00:00,221.81726641367064,215.31853455087193,205.09116726418293,219.34620989253386,215.16745419457655,228.71967203931982
31,1993-05-30 14:00:48+00:00,216.83151577749868,218.78460107375096,212.21522247108084,215.98136995788167,217.22445699121775,216.94492464426725
32,1993-07-17 14:00:39+00:00,223.06840124850146,220.29905685712592,212.06987049597572,218.24054959641384,220.17859163723935,225.11721867934338
33,1993-09-19 14:00:34+00:00,220.16650731086526,217.28565636963611,210.29379161315777,220.90860853240105,227.50462611077438,231.17415398684773
34,1993-11-06 14:00:17+00:00,219.91470274103767,214.77943528717898,213.02406023210452,220.39155468019047,221.86231124720868,222.66540551543127
35,1994-02-26 13:59:07+00:00,222.7299309612658,224.2870121877273,220.51393428411313,233.96532196092812,233.24370837667792,241.57153487615398
36,1995-05-04 13:46:22+00:00,227.9595728300462,228.468656058415,220.4934195085782,227.9360059824226,225.60512655146442,229.26394362598663
37,1995-05-20 13:45:38+00:00,218.92009880623567,216.47275048590743,213.18002312469673,217.42148856517952,219.23926427306893,219.8576393299938
38,1996-03-19 13:45:53+00:00,240.34398584075774,226.0520877057975,224.62049400646657,232.17629351920138,233.22747708954705,237.20006005802372
39,1996-04-20 13:47:53+00:00,228.30703537913774,223.21598377647928,215.486974881243,223.26844358535288,225.2787533866239,228.78404206745773
40,1996-10-13 13:57:28+00:00,230.25891673316983,225.26534418426172,221.7660671046544,224.02174392882364,227.16574179294884,230.6040599908227
41,1997-01-01 14:01:18+00:00,229.67738656120395,231.56986727902083,233.4885291745631,228.1932293636137,225.11631555317913,229.26402121677077
42,1997-02-02 14:02:46+00:00,231.26058151211632,226.40086026832336,221.3595745603831,246.19342339783196,234.65711983591714,235.18412591147663
43,1997-06-10 14:07:32+00:00,216.4905699439761,208.5318175565175,211.87563740813962,222.0624714550136,221.53338151007554,219.41412204341992
44,1997-06-26 14:08:05+00:00,223.93492868262516,221.1847601236355,216.29679686326816,219.6252954667893,224.2667393333616,226.89790257928573
45,1997-07-12 14:08:38+00:00,223.7746423896958,219.91461295739308,214.32858095644065,217.69450773566203,218.67885141225213,227.38688170955857
46,1998-02-21 14:14:30+00:00,225.19344036288558,226.30239649500842,221.41303172234433,225.45310144607575,228.57170402563935,230.01125780516563
47,1998-03-25 14:14:59+00:00,210.7232815153007,217.55797748625167,221.7794291273246,231.99549337400416,223.7091309632237,233.36255062118667
48,1998-06-29 14:16:18+00:00,217.19107010770466,214.79027619108862,208.31396597983982,215.3654408810564,213.40247333103602,220.13922823399824
49,1998-08-16 14:16:43+00:00,,223.11937397742065,220.36082064591375,221.31575502223814,221.5209111526966,222.44295231401853
50,1998-09-17 14:17:02+00:00,235.36896716082464,228.8162797114884,228.40865936549852,234.66892623262777,237.85172474933154,238.17382003246243
51,1999-01-23 14:17:17+00:00,217.72561489643357,215.08278354928586,214.26067420898292,221.36369430957427,223.90962202623098,222.17390288082913
52,1999-03-28 14:17:01+00:00,225.11957069579753,218.28345706801022,212.9708314803867,218.04618780045698,220.21694031126955,222.89815614612303
53,1999-09-12 14:31:07+00:00,228.7773476496424,228.10797469195796,222.67730724568432,231.97144824598885,230.15670531365194,234.97126456339984
54,1999-11-15 14:31:08+00:00,230.5331323203662,225.82561779280826,221.84361738878604,229.46002782331814,225.15049272145478,228.394101789199
55,1999-12-01 14:31:02+00:00,230.4109373408395,228.21808052470493,221.84741097816425,230.09702339865567,227.68269049683965,232.81321894444685
56,1999-12-17 14:31:12+00:00,229.1471252881712,229.20210583231258,226.70107600206762,227.18078383015694,228.06345152283959,232.41956521088773
57,1999-12-25 14:13:21+00:00,228.48482246285664,221.46728048526026,221.5331398132394,235.5531092791488,230.88050815541234,236.45135663486013
58,2000-01-18 14:31:01+00:00,234.99163938413164,232.2924640911399,227.82994538764333,235.70837594181617,235.66797523366577,238.75998500972597
59,2000-02-19 14:30:55+00:00,233.67302430067383,228.2056014566178,223.0792624357865,226.6580213487568,228.44275579396162,234.7125922613168
60,2000-03-30 14:12:38+00:00,231.48110379506224,223.65430815237244,217.94677169043217,223.51160758036684,226.3855084291672,228.67378250163907
