,dates,nzd0252-0000,nzd0252-0001,nzd0252-0002,nzd0252-0003,nzd0252-0004,nzd0252-0005,nzd0252-0006,nzd0252-0007,nzd0252-0008,nzd0252-0009,nzd0252-0010,nzd0252-0011,nzd0252-0012,nzd0252-0013,nzd0252-0014,nzd0252-0015,nzd0252-0016,nzd0252-0017,nzd0252-0018,nzd0252-0019,nzd0252-0020,nzd0252-0021,nzd0252-0022,nzd0252-0023,nzd0252-0024,nzd0252-0025,nzd0252-0026,nzd0252-0027,nzd0252-0028,nzd0252-0029,nzd0252-0030,nzd0252-0031,nzd0252-0032
0,1999-12-25 21:59:16+00:00,126.14161919980768,123.49321266119567,133.42773226476828,155.97421184008022,150.92665440398562,135.51618504352234,128.36300221453598,116.9770840513067,126.24322353847467,129.3522476057918,110.88571245494983,108.34887413745747,120.59634523671953,101.51746488968135,113.06404019562868,98.95609530859322,103.46957188571973,101.67427601161633,101.77663041411563,90.25369171693134,71.09681783030169,,94.13502057325815,98.0355376613513,112.79105377649694,131.69828266826067,129.3007892771938,135.2806562788244,134.52906293408753,,,135.5779977522743,120.07601188371312
1,2000-01-10 21:59:16+00:00,128.60724267894105,129.3442998154415,135.77789301295857,151.8987681860128,162.3390114119807,139.76217031716288,130.1496158532505,117.44540396793931,124.83389555587985,131.0436537557148,114.32275634059194,112.87239655207021,117.1299491928836,117.40838396143394,123.06255076812384,109.57461756508009,113.28110063274912,109.72098218869594,110.17134955173007,112.83663301008072,106.70876501861014,102.61472155814073,101.74766005076786,118.28707769636156,136.73414205262813,126.94466340296171,129.30061679369356,144.13855634843713,141.50488966665404,,,132.96174462028534,133.42439409700418
2,2000-03-14 21:58:59+00:00,120.70076015693708,118.81472599868592,129.16721185335552,156.84423958623566,161.32738354527606,153.93290948289956,142.70615841543585,120.84001747843115,125.71488611130849,137.08918323217483,114.83231879919117,124.52384633184533,135.77466394030995,,146.15601238689186,132.80747940233567,116.92681082723902,107.65255361009598,99.51041023998516,126.30941099778582,,118.54566278507136,,150.78162179643255,158.55350051961432,134.02859030943185,,151.29601678035374,,,,,
3,2000-03-30 21:58:57+00:00,126.63946362451347,122.00794843311478,125.55428343737867,117.3444523459153,,,120.48189540026631,,,118.02198296932376,100.29284351286219,,108.32020195780684,108.92547837772702,,,,98.64910380568502,98.42402538134132,105.2617593573256,108.7644476208517,,,,139.03049269205707,140.12270943642855,122.38582593785665,,,,,,
4,2000-04-15 21:58:43+00:00,117.32670498626119,115.1641730264919,122.79528133980615,125.33032754375236,144.8549682305062,131.892106697266,144.3268902090048,115.79722112073185,117.30234959728827,115.57714735171443,109.42214913251718,72.3883522753642,105.74213193573748,120.86328021475666,,,,,,146.63950484990102,134.64104812277324,157.70445296307471,136.7445122520417,159.0093982574479,174.6268178052425,158.01159172424187,143.34169499109854,125.4546096425236,122.13004884472403,,,132.6466459837764,
5,2000-08-05 21:57:32+00:00,113.69340628555582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2000-09-22 21:56:53+00:00,114.1851951488854,109.06023408351483,116.6439295342418,98.9683095625189,,,100.99521909505536,106.83762246947155,97.94614478012471,99.63002478294018,95.41877294463957,,99.9649897626588,,,,,,103.94383926268084,,,,,,,123.70421957235109,117.77164778067122,,,,,,
7,2000-11-09 21:56:45+00:00,134.00368306361023,131.22094623944167,143.2445618004967,158.63380127012508,164.98978327604365,145.11694945632038,136.96346265555505,129.64979844715066,131.8885070801331,136.29060454785952,118.3679372065119,104.12332091526207,120.59929157406991,111.22294822847883,,101.54843849349643,96.35121209411697,103.34305582881547,114.09293151426562,119.4676568509783,121.55405670558376,,112.63534126711968,121.59642747530098,136.191133859072,128.96263589672654,133.79387785164639,140.9186873209998,134.4860629552332,122.83482366105815,134.961480113512,135.24085349331682,134.73617375068252
8,2001-03-17 21:56:40+00:00,124.40707363815389,123.89085054621631,134.61627985790196,159.4125817549638,163.36530130521606,143.65115468695538,146.0891324049549,118.4504487155472,137.17537542894388,130.83070305584226,114.87519585855617,101.73473607169814,119.04242510461657,117.89149639502183,135.1725496608555,143.42226531266238,134.3834135641885,138.38587326088384,144.34964433741544,133.92866217563272,,128.25799303053387,134.2456076637594,149.41687108897358,152.3714678477776,162.00176908916683,142.34759216417885,,,,,,
9,2001-09-09 21:55:00+00:00,126.18833438264964,129.55148112801214,144.80442703460128,177.53893795190248,186.8695212445448,167.4723973049867,163.84604597943695,,,143.97557012734285,125.61143805543698,120.91797358314383,142.49907655315403,151.22235094061287,139.7828576602983,,,106.21494169864106,118.92222693284536,160.21328168908428,,139.99338626715559,161.8711501276652,173.6199572275083,175.7867426940173,173.53409329668415,176.0667691718256,,,,,,
10,2001-10-11 21:54:33+00:00,128.28334062920837,124.93545845696116,148.07223565120626,164.65121982640142,177.33882987780515,150.83038412539432,147.731936826204,119.72128934005049,138.1822283152722,135.00875333257886,111.97090481441823,99.62282405804667,115.57855739021056,119.40184922497832,131.78898933650288,118.98790462392797,101.57046745695366,108.63490960708228,121.22587463367717,139.18988881894143,,,133.81959079061284,141.95418782325544,164.17231592371274,162.31459329696492,156.4967093568641,159.40411996350898,134.33798867171862,124.6900225887033,124.88240293445858,133.59528475418136,148.79999527447794
11,2002-02-16 21:55:18+00:00,128.4207404743862,131.13973509730695,137.8724245883483,160.6082448721763,164.97089337589406,146.58331840026688,130.92705156369118,113.62273639293011,133.55357226132315,140.04669292890227,111.37103036251368,108.61156905743883,120.95339919065097,121.48935076682586,123.21067997383567,115.90460057577523,126.77260175852928,138.21560112867976,139.46917561659177,133.7441310853772,120.7613847827156,128.1190607509896,128.20663484891747,147.37665844311945,151.41091554176302,143.25199400832506,144.0567271551263,150.13140756980772,,,,,
12,2002-08-27 21:54:24+00:00,121.17962696500156,,,,,,,,,,,,,83.67303651834806,,,,,,88.43333540114251,,,93.96910159923996,99.94518868097781,,120.19169831599667,,,,,,,
13,2002-10-14 21:54:07+00:00,117.12452820763647,124.78426895701746,147.43081157114892,170.91515673688795,170.06876026825043,145.14005171772004,142.8685948817736,126.74880569370953,137.41699620939164,142.16165457514163,117.05814613157273,130.51054632740886,136.90778717632932,127.99701875588926,116.47495548094582,97.85443086799904,91.30706334266017,103.75273404413086,101.7830148115103,113.76852156791611,,134.9961948788079,,,148.43007406703438,137.98885781137324,150.14727344541552,164.8222239172551,,,119.61758366535156,107.66934492383328,136.94948207975057
