,dates,mex0248-0000,mex0248-0001,mex0248-0002,mex0248-0003,mex0248-0004,mex0248-0005,mex0248-0006,mex0248-0007,mex0248-0008,mex0248-0009,mex0248-0010,mex0248-0011,mex0248-0012,mex0248-0013,mex0248-0014,mex0248-0015,mex0248-0016,mex0248-0017,mex0248-0018,mex0248-0019,mex0248-0020,mex0248-0021,mex0248-0022,mex0248-0023,mex0248-0024,mex0248-0025,mex0248-0026,mex0248-0027,mex0248-0028,mex0248-0029,mex0248-0030,mex0248-0031,mex0248-0032,mex0248-0033,mex0248-0034,mex0248-0035,mex0248-0036,mex0248-0037,mex0248-0038,mex0248-0039,mex0248-0040,mex0248-0041,mex0248-0042,mex0248-0043,mex0248-0044,mex0248-0045,mex0248-0046,mex0248-0047,mex0248-0048,mex0248-0049,mex0248-0050
0,1985-01-04 16:48:49+00:00,297.19672064325334,285.978525987614,290.52594773969093,313.81583582270287,297.19008532449084,300.0479801760445,290.1427857915423,278.85898226584567,279.3079909353983,284.9330222483802,284.5577414285249,269.1699817973642,270.8226908145418,290.311369535338,279.01469663485705,258.76438948681437,265.5411248025778,263.38300660431327,261.0426338033412,263.43543295597004,263.6575643158469,262.7176845570397,249.14525409989724,269.7363903941423,274.68135308214585,266.84937867939044,264.1390299189639,256.6069945579865,231.35839088116157,252.48300977560947,259.5675132704517,244.00931333187643,245.37495045520674,246.1035416779142,246.56503102417787,247.39473150314427,241.21007254196428,241.68761367525036,243.95748540533194,215.49170520487516,219.99336052345788,229.12524646308765,,244.75435146224373,233.82689035251448,232.8166271090351,249.54573851069418,246.19224670054348,239.04545945425988,242.16513329789765,229.06865638576085
1,1985-01-20 16:48:54+00:00,287.98623347419164,288.48321121891627,292.00737161943977,292.0879099976569,279.0957908651209,282.51437561180836,272.51689378860436,265.8793204885224,264.1502362234187,273.4361688318993,275.2784746689081,274.88664313652134,264.54159114778383,271.3206303451983,267.89419456087916,265.40584152885936,254.00333806302663,257.7359903086917,258.3306642167972,255.5380390009862,254.38638477937513,257.862923638441,254.5791693105781,254.68229877726694,247.96097781755205,236.8414014700048,231.74662616924138,223.40790916351006,224.9743118765751,237.25337958113934,241.48276903820087,235.08855385688398,226.75279277892466,212.2951847608774,225.53764328396323,231.90460357359424,229.52656940039688,234.4325440519934,225.6675283430784,217.26699435049827,211.2012209599217,202.40582418290572,203.9820135756885,213.6831678640342,212.39843392147773,217.81196796804312,231.98120567361428,235.21474080144,245.97145245902493,242.63141901596072,226.65989373630205
2,1985-10-03 16:47:38+00:00,,,,,,,,250.16101450358755,235.05252444676287,248.25846993214444,251.25874046339237,257.66676246065214,246.6863557340046,250.92216305014836,247.41779456744882,240.03795607049622,230.7850857335265,235.61385530476704,230.2410262267317,219.81622280737494,219.22179185598029,216.03765429700965,222.08398881584546,227.34653005713966,228.85600555028924,223.84292294012297,215.05877032900452,207.26704569546422,199.91106590114015,,,,191.50275633339527,187.09857088667277,192.7956399749483,,,,,182.03347418169693,190.2838643038074,204.62154903690978,211.72133466734186,215.46753310494626,206.7226515123956,210.17947035038503,221.14033261434898,209.96620649975958,,,209.1237088358821
3,1986-01-07 16:46:05+00:00,264.8271388588094,275.57516927564757,281.76989470982295,282.6001050395925,282.29481675604546,278.5012587057319,267.1137913061379,264.3724408079659,255.0044469507294,253.27430941664895,257.8063580283001,265.2557821264632,263.1248020370469,273.2582319874833,269.2013461598505,258.36517601381104,249.858125475485,253.42892971927287,246.84492781953332,235.0591881157758,241.44653861565655,245.61022574660942,247.25405584912667,245.22562013789454,249.44052056611636,244.2913936816145,248.1193545163034,246.6799566202241,248.46157554679678,247.45977576489022,239.20933094454927,237.59033644653724,235.6214297835355,227.98803996507783,228.452067547409,227.78085329444482,235.91207224212468,240.09624083199392,247.11576089356913,234.8047564105214,223.95298305274534,225.56416222238127,236.3512065910625,237.04066202510253,230.84257461590005,231.43131197797965,249.9728014714413,252.0101657145902,244.0381181251146,220.7324525871044,231.293529487774
4,1986-03-12 16:44:40+00:00,318.1053746709901,326.6370213921627,320.72663332210305,306.5999334783688,304.2398509658439,295.93172745326785,284.34533213751354,275.7734681410177,263.3409990651355,263.48973861550945,268.6734647822691,271.80846998943497,259.69401302104666,270.05367271713106,265.79675243484803,256.2209979413876,251.91401630555075,255.6963748551973,260.55391274368895,260.69792665575056,265.04641709658256,262.8141535671817,261.49841146809604,250.19261885490477,249.0796281015859,245.17690692070013,243.82805970850404,239.5139535231891,236.55462348094915,237.81836328574536,237.21500441509957,228.83511967181687,236.03543535922822,233.63720982243493,234.5556977270579,230.5704510193084,237.03504147835392,235.6705142119714,242.8699306466191,221.73833755174917,205.33602874574288,209.50728766014643,218.93531617189439,218.56169786193865,215.18458810859298,230.23017709156449,239.54898477124155,251.52086849670675,249.27617971451946,243.14455133674764,241.32997828329061
5,1986-03-28 16:44:21+00:00,324.8971864387632,324.79695163038565,318.47536955475977,315.57406928657923,317.96016757917954,305.3221716995003,288.6012529390617,281.3093220164172,271.7772779146218,266.9087509444097,266.08660928151414,269.6736305018458,264.1589572031746,271.1628403527479,266.51400746633624,251.9375876918636,249.34828855501053,249.05173811643388,252.32267675708178,250.79486636764142,253.83282797395628,254.7396967637482,255.73092760599098,241.39404225316883,239.6168554929391,239.90690267770907,238.91716040986955,232.67929867509972,232.93910200300857,234.46880110131465,229.1586600440373,225.69759200945495,225.32572064672414,223.5964470240802,221.88198593554347,223.34230843599252,230.27704036217895,234.25469453802552,231.53083591903786,212.55189793002893,207.42827603164977,200.83242812591817,209.80766411799104,213.50262800917184,209.8932033107804,222.90594256675456,237.5738799884339,245.15444157394427,247.04055405533802,229.69052423246183,231.31392866524885
6,1986-04-13 16:44:01+00:00,340.5643765849672,344.125042338385,342.5427396138441,335.45397695347305,332.48600568172424,319.7832150223456,301.7895368815689,296.2263775944772,281.2907996232933,279.6959586021772,277.3669862861413,278.0788570130084,278.07024203201235,283.64244035440754,274.7352481419416,270.84554333617365,262.08829401102486,261.62890035287955,261.2398786650661,258.9225384366339,261.98166088614465,266.90621367480003,265.31387343983374,258.2313037617174,252.25252315750592,245.62901430555016,245.65957067931362,240.7721812584716,242.69704536223142,242.86286788920998,234.82690880162772,231.79805483437167,234.46557709766446,230.67995155825443,230.2160270459783,234.80230818184396,239.44282647610677,242.62794183106217,240.29682702317788,229.46328924055172,202.78628000998745,207.07702600306158,216.11185470966956,227.84293577925953,215.41158575512458,229.16685825276602,242.57246685692326,253.09007344471547,253.60459277506095,248.62142652854772,239.21950762696332
7,1990-02-03 16:40:25+00:00,251.15190914830174,262.05205892288495,263.2896076931835,266.2676033418646,263.04676087579713,262.8330756474777,252.43753795329843,251.38353712548408,247.95770799714657,249.95226797173987,265.03797905023555,271.9292262282298,265.68508269721724,271.2217861330938,264.22953952617115,257.782355501998,251.12277342408422,254.61804914098897,246.97792534935215,248.18166768696028,257.76132238279195,259.01297170871084,261.6991914010906,258.19754132452516,254.02226754992367,253.58098333667752,249.26161061364922,254.67750378494182,256.2434842812683,256.32251720956543,253.0730845308062,253.101192721192,256.26813358750314,255.3247505268887,249.55489090202605,247.00612664767633,240.50988083240344,245.22224258266712,254.6306141474543,242.99504022118614,242.90285443349114,247.8293941624814,264.686048432189,255.39032234428439,236.1001459445915,239.15691069433424,244.84937493853826,260.54996814704435,262.19176135189934,256.1553059490446,248.15805652417492
8,1990-02-19 16:39:55+00:00,274.96680717014715,282.53831438905047,283.82199712841316,287.01720616753084,286.24531417875585,280.40385908186187,273.7046863268198,276.28448727811667,269.08897152588236,271.64138669992826,266.41901306235684,268.32574392599867,264.3577027181219,279.5080915315241,265.896817871589,260.1706590891205,255.93959732425301,265.0759653891561,262.7731025823208,258.06982065154426,261.8301506614777,273.1392065630456,280.7008606520331,281.97722968236553,273.20999246725586,260.57484349815593,263.9709562678926,262.01843360910107,262.6047793866213,258.84717196763467,251.68216584818046,261.6909324097152,255.39945470761694,259.72769533990913,252.26886793069795,250.6190239681882,249.32849402397898,265.46537643009736,266.4381624160683,265.6003936035448,251.70121637218645,253.05501352391167,255.67927521244437,255.8184033280704,236.7422855875612,252.2081871622089,253.70844651643645,268.5041925411469,266.6386095186518,260.0369049210163,254.71247884533832
9,1990-03-07 16:39:20+00:00,265.9838983011693,275.70733537094327,265.7786444349939,266.09365216594165,276.7126103007,270.3615521918496,256.00808913840444,259.1926834790725,248.13265231373344,249.3117076231184,256.1570125453648,254.1873047952917,249.52232309385096,257.13252059369097,255.47776055458775,248.58297489198216,244.11728627703482,246.393891420805,253.27624722176503,250.8282131971741,253.67218684969737,260.11935732526365,255.93175043991002,261.3813379183955,264.75363070756845,254.00064973038596,252.9336819663253,253.66719653387713,254.06481396113313,251.7757114699848,238.01872293531235,245.62894589145392,250.24267955325166,249.57898815440134,243.9144380609771,248.1774484365869,254.79195612373928,256.7553052350414,255.74591325064725,249.9606916541178,249.80711972144275,237.24121695174975,244.3582716506446,252.00143063204675,239.45968824417187,245.42874964423055,247.25262958474315,249.2351761544438,,,247.20517112388623
