,dates,chi0275-0000,chi0275-0001,chi0275-0002,chi0275-0003,chi0275-0004,chi0275-0005,chi0275-0006,chi0275-0007,chi0275-0008,chi0275-0009,chi0275-0010,chi0275-0011,chi0275-0012,chi0275-0013,chi0275-0014,chi0275-0015,chi0275-0016,chi0275-0017,chi0275-0018,chi0275-0019,chi0275-0020,chi0275-0021,chi0275-0022,chi0275-0023,chi0275-0024,chi0275-0025,chi0275-0026,chi0275-0027,chi0275-0028,chi0275-0029,chi0275-0030,chi0275-0031,chi0275-0032,chi0275-0033,chi0275-0034,chi0275-0035,chi0275-0036,chi0275-0037,chi0275-0038,chi0275-0039,chi0275-0040,chi0275-0041,chi0275-0042,chi0275-0043,chi0275-0044,chi0275-0045,chi0275-0046,chi0275-0047,chi0275-0048,chi0275-0049,chi0275-0050,chi0275-0051,chi0275-0052,chi0275-0053,chi0275-0054,chi0275-0055,chi0275-0056,chi0275-0057,chi0275-0058
0,1985-07-27 14:08:53+00:00,190.7354581196586,185.1163816605197,186.67572037732552,181.37432558920497,176.44797917131606,182.3291573556891,183.3880077413105,191.31171923067788,191.8890589651691,190.2962536203959,182.26356259362788,181.404848833079,179.07528403862315,181.24013494185073,184.04770603633506,180.0951173807942,189.6357400667532,180.8455093289958,165.8517411564766,150.80340503944643,145.27550466753829,147.7137596922299,147.9709045625546,154.3308881014036,166.14509899431735,175.93354545501893,169.79773949610484,166.26308054178392,163.30296787590214,157.59887888891117,159.33004021635432,160.91413155695244,166.0533949122321,165.11132268891214,168.28917479169417,170.04845118070241,170.32033368971068,171.97839476894399,171.55067949810058,172.81610721156804,165.49341227075445,155.51480089764283,153.88551205807144,159.44862765480215,170.03346451138952,165.58792114372244,172.9259840608108,164.65577974955468,166.6218071853348,166.49320514703967,167.86665458603633,169.80274368748456,166.74409497142963,166.09921838019298,172.25089967467363,169.17901895537085,168.34947747557354,168.78861013491414,169.8374669756362
1,1986-02-04 14:05:59+00:00,204.9435090556339,193.19272090804913,193.7324719548979,185.1203765899884,184.0712795300274,180.81851945944936,187.28229426264576,188.78222469019735,190.30360684769653,184.20341878536482,185.72040049910942,186.58677642140046,186.75545939620164,188.72732087384617,186.54792993218945,189.6262644211173,189.96285825095984,177.40471749618618,163.80520452880424,152.90955305134102,153.1588467624967,148.10134805640553,151.96231013060756,163.09379044035856,173.05087931268565,180.93765628806386,170.92211567148294,169.50287553232795,170.20030211852088,172.49184264916585,170.91358242410809,173.97679545405492,178.07392779293133,181.69598069798172,182.0190947851699,183.28055699578175,189.18766331651756,190.34831265538668,190.67996072936734,187.28955648795835,175.50440370757562,174.56255623727102,174.80993815536337,180.6055090460434,181.6240521223494,184.0047100929783,184.8475994112123,181.97233175330558,186.820254973429,185.18769521701154,185.38238629881872,182.50778109240787,185.12478519709475,186.30006051294743,192.06570713006005,187.81645930514983,183.86095961826075,183.633291340867,180.0385054616798
2,1986-07-30 14:01:16+00:00,195.05783428318543,191.8764495688584,191.40394810860468,188.0424114254433,190.49986939248976,186.2587985136041,193.92551677554601,196.4835520243549,197.46155344030393,197.93587560466761,193.86114403541777,189.07024032836512,183.12503818423667,185.56364142093707,186.60798909229314,191.571916659041,196.8374958019773,181.54525049117223,169.4941600117405,159.66623629375948,157.79048448891464,153.80945840317503,157.2831351934803,163.72583356721898,172.25430113425247,184.54624071843352,173.4104099097348,170.43636786544164,168.76290840014195,167.7270491649636,170.64329349811553,171.37650203492873,174.19098636792933,178.5865048439769,178.5041415770279,182.25998208542165,185.6636564590478,185.3959814698666,189.11151279170122,185.04411651715216,173.3718873159269,169.60838464697645,172.486480195333,174.08857481718223,177.25736759717552,179.2212942888801,178.24821613467006,177.4517736872563,177.82902330874316,173.96379736434426,179.38401724460277,177.0153986539028,174.79341974906077,175.92119724449844,178.91736582866912,178.43733322178664,176.15246432768834,175.90843378833756,176.1838429962522
3,1986-08-15 14:00:41+00:00,195.38220233023006,190.52561839470133,190.5406486182458,185.9954166525142,186.6460975180591,185.80568127377134,190.37537662000508,193.50643039350743,199.37078013692152,195.49163967538027,192.52325158362663,191.0004763941485,190.60502328567824,187.32215672468465,189.26201570899298,191.23425085306351,197.03661429269016,183.86137527464882,172.9706339788998,162.36923902378413,163.57036423300698,161.3026919645196,167.10174374829296,166.15076874449795,173.98367850318834,187.0380855008541,182.92099413203584,181.05919535530347,175.4226050226912,177.4114841469373,179.4548746285879,180.1901442722048,185.46684854485378,187.20559958910803,189.67543741090861,194.660398810823,192.88126771370773,189.88827450372142,194.80483195520083,190.76308116233014,181.1129941762879,178.7617195782776,184.10698703361768,188.0844456935139,189.56362605522722,183.91028404100518,189.89070516141413,185.839766740986,183.4312088641797,179.22681309720394,183.4392270299628,179.0363369645858,182.6747258346668,180.19226569134761,183.3499165167872,184.1261677845012,180.25878231698468,186.45765810292207,186.00448624863674
4,1986-08-31 14:00:04+00:00,196.4713402185804,189.48614680602665,192.00492019784366,185.91326819655168,181.5483195134054,179.6212895996978,183.60284591073676,189.02407210550408,188.886703695208,190.52077713323715,184.61153090327795,185.27467528293215,180.18770812840242,185.84937214450085,183.84421805294022,185.360339656083,191.73298808807314,175.03606522559554,163.19508087087965,153.4146544549431,146.13021313838723,147.99384969609122,149.74721001105317,154.93001950573426,167.00501491278928,177.81178335923505,165.67082257513601,162.20472735886312,158.75367413552658,162.21018294536808,162.33257645983204,162.6531734952278,165.61849483452366,168.58833645958975,164.6474183266164,167.79394424403418,172.23192197320353,173.77414635924947,179.05358188377622,171.78653036061016,159.97952949643033,158.93567498927146,163.3852616239016,163.9105795284576,163.37440851578046,167.19349105319753,165.92187285981507,163.75154639951958,165.9663728861651,166.6440164799436,169.83062507287713,169.95580739633465,167.27553628571476,165.44384002890425,173.4290845605011,172.04357200005353,175.75338611004125,172.18109399330615,174.65114589174064
5,1986-09-16 13:59:34+00:00,201.182768598733,192.052900064108,195.16226811531413,187.10126097379188,182.74235473340275,185.19975087624738,185.58353245592036,192.354218774253,192.7503180143613,186.26065825946557,183.72652917461332,182.9863891817381,182.6296896110651,184.70649358937385,183.55842426071004,182.49308983746678,186.61257856326705,174.76610500844075,166.37268516156706,160.5939358188044,146.49378384367134,142.26405793949408,144.72009898575857,154.29192996706036,160.3885882015098,180.42270831307675,170.30683825844216,168.1828860662197,159.38552549199002,160.77550660652003,161.13285625623314,161.19750383328977,167.3156652549468,168.21673056620455,165.67124688770622,168.45575365047762,174.17869438558782,177.6170742324455,179.69318180698502,176.4065552259096,168.59689991034696,165.73909140390916,167.11698674131588,173.62177240013207,170.19081242709507,176.2015255731591,170.0186742208164,,,,163.0365372899625,169.41962627539985,171.96751324366386,167.22571654698257,174.5565071960231,176.78983225543868,177.9327305271462,172.7814235805159,178.43869961370393
6,1986-11-03 13:57:58+00:00,209.67247860688613,199.46120574002836,199.69740139697475,192.71597576407882,190.61756691124398,190.21768881264776,196.9882560197576,196.87390249270993,196.9898230841616,188.2262141332727,189.64827946925135,188.33364580558595,191.12439765685457,189.05088594559325,188.663674237231,194.24459959790903,196.8994675144167,186.2076468657436,174.46342995523415,161.22125342219488,152.8341621246019,154.49139605085784,159.5279740199529,164.65267631180768,179.20163061193261,186.27686216939378,176.51405449771755,173.707455750331,174.2811881302839,171.89366880453196,176.11376909592292,180.59945946158956,184.10412600389174,190.33242831405883,181.59152321046065,183.96198495342614,183.534941399107,191.2744001623238,190.17331825291524,189.78839321768572,179.34989153311034,174.44271865364658,183.7144310100039,190.11288134977673,186.16140785861876,190.63179919962312,186.63569380005873,184.92042643733163,187.8585636877176,185.52996006666197,187.72036064922764,184.16696150899412,187.5109312904733,190.085140536683,197.7601425179589,196.88723977890731,190.3877526074226,187.57554012427516,185.69590421305142
7,1987-01-22 13:58:58+00:00,202.8486473275991,191.20314606894863,189.15563944686068,186.33790919896586,185.20243957739063,178.16947693487933,183.6111917349717,187.5055978453711,188.6182829995047,185.9069016261629,181.22697475582953,184.3262357361972,183.24040812877212,183.61207698697726,184.6067568705951,187.35217287062284,191.67968459109784,177.71853366238594,163.46155246706272,152.7345963813501,146.1271746314492,146.37918436973575,152.61213394429615,159.5189869675005,168.1449491192721,178.54687130424347,168.43994801827722,163.7594762998757,161.95983371606263,163.16014596319644,164.09707454515046,168.36362995478328,170.13721894859484,174.4288786409005,173.60886181726312,176.13112997066554,180.55985391968085,183.56439544037187,187.4356610964701,177.50845307759835,167.58697614444085,164.36883788118524,166.6106332529357,171.77350009415198,171.72264834127483,175.83052300374158,175.3510588421679,175.1130716462684,174.03795051106064,178.2247998642985,178.672924218015,178.91642336484045,177.56606843703085,179.97205477904924,180.83642894866185,177.26375703347787,177.95120977867828,172.23766542677632,169.13013938912715
8,1987-02-07 13:59:33+00:00,201.8007324504906,196.40042604228316,194.00935252347034,189.2719199617744,191.06613879151598,190.60473159165633,194.16817802760193,194.8877538726025,192.15061510694701,185.6580537686831,184.84079853230978,182.76618412111,185.73634455387884,187.23978229017868,187.66012440843284,189.5565030172375,196.42973417114686,181.93305240439275,167.7635908394149,147.49744034936938,141.83997088301788,142.5022408029089,144.36940317731012,152.02809774414732,162.86407353163605,173.5340818307048,166.7239885358245,164.54926660668926,165.40815207790462,167.47395962963455,168.9687305940181,171.9163549873051,174.19591089750998,173.3695909098576,169.3067777937799,170.58861280394294,174.00906208326384,176.27925043441113,177.01893294023128,171.99710904875147,170.05553466987826,167.87299896598137,167.56121723090718,175.0580633138358,172.02059017706753,174.08133139834217,176.17780887871123,173.7731826506379,178.34772237415646,177.27243667093174,180.4871502251356,184.36724669814933,183.8597384725535,187.27433658171998,191.40870609246656,192.962190915511,182.6066590741695,182.34983006952802,175.0167662335271
9,1987-03-27 14:01:21+00:00,201.78853118313927,196.05898442097816,195.22966325180644,191.8080611034034,189.29316900558595,190.62265757706243,192.46252655805642,194.81158209553487,194.4239133464898,193.5500861626387,193.16924168081633,186.85531265872814,193.2152096795321,196.0334108737331,196.1658697832068,198.62956920752072,203.2285682202334,188.8494224864644,174.77400785917027,169.61407342267887,160.6073346775012,160.587737883043,165.07589045815553,170.62311935584643,183.66724037638772,195.18557819064452,186.33053666027064,179.3939976288001,178.63160894167896,178.460167229664,186.04812787898425,183.91573325555024,188.07533234754317,192.68401290035285,189.5880172503476,192.02363158489771,196.77838715735254,197.80912178380615,204.31287257899265,195.84851744754997,184.558839818541,181.67437288614514,187.8832042446992,186.5338608227908,186.93945634727078,193.6751343975728,200.43797813849145,196.62071368758663,195.9306040719751,196.06771679201694,196.46066310274097,197.13081080724933,195.79500392463353,200.02663309894518,200.76486164229433,200.86865554178632,194.66845422120295,191.7230032245164,184.5978726890933
