dates,satname,nzd0144-0000,nzd0144-0001,nzd0144-0002,nzd0144-0003,nzd0144-0004,nzd0144-0005,nzd0144-0006,nzd0144-0007,nzd0144-0008
1999-08-26 22:04:44+00:00,L7,370.04,367.41,372.02,368.02,370.80,370.97,373.50,366.17,358.81
1999-09-20 21:58:32+00:00,L7,386.31,376.67,378.91,372.03,376.79,373.80,374.87,366.23,363.82
1999-09-27 22:04:48+00:00,L7,355.87,351.43,350.93,353.00,353.92,351.78,357.98,355.15,351.65
1999-11-14 22:04:42+00:00,L7,364.63,359.16,362.91,361.19,360.66,363.57,367.67,363.64,355.82
2000-02-18 22:04:29+00:00,L7,368.70,367.05,368.42,367.45,368.53,370.23,370.94,367.07,358.78
2000-03-30 21:58:09+00:00,L7,383.20,379.10,379.12,374.30,374.40,379.06,380.59,369.49,373.51
2000-05-24 22:03:46+00:00,L7,375.92,368.01,374.03,367.61,366.29,367.22,366.27,365.03,363.94
2000-07-04 21:57:14+00:00,L7,,,,103.75,,,,,651.92
2000-07-11 22:03:17+00:00,L7,389.63,382.34,380.02,378.71,379.52,380.42,378.68,374.85,372.06
2000-08-12 22:02:54+00:00,L7,376.16,371.75,373.13,367.01,368.95,372.48,377.28,366.66,361.58
2000-09-06 21:56:46+00:00,L7,369.97,370.04,369.05,366.45,367.88,366.89,370.32,366.46,362.23
2000-09-13 22:02:26+00:00,L7,361.80,,,,,346.99,333.48,317.26,
2000-12-11 21:56:00+00:00,L7,350.69,348.81,354.30,352.61,353.64,354.45,355.29,353.40,347.42
2001-01-28 21:56:32+00:00,L7,,362.17,366.00,357.30,358.65,355.17,358.66,353.67,350.55
2001-03-17 21:56:16+00:00,L7,377.27,373.86,370.74,367.87,371.10,369.54,374.34,369.22,366.53
2001-06-12 22:01:24+00:00,L7,365.21,363.86,370.88,368.25,370.97,376.42,373.02,368.29,362.93
2001-06-28 22:01:09+00:00,L7,377.70,375.31,373.91,377.30,373.79,373.38,378.24,365.84,363.29
2001-08-08 21:55:01+00:00,L7,361.43,358.55,361.62,359.45,362.14,358.53,366.53,354.92,349.34
2001-08-15 22:00:38+00:00,L7,390.53,381.61,382.77,377.53,380.53,383.40,382.28,383.89,395.13
2001-08-24 21:54:48+00:00,L7,372.31,366.41,374.39,376.82,375.34,378.77,381.26,373.21,364.23
2001-09-09 21:54:12+00:00,L7,363.60,360.48,366.01,366.85,367.85,366.28,370.49,362.56,354.24
2001-09-25 21:54:28+00:00,L7,376.33,370.69,372.90,368.93,373.53,374.78,371.50,368.72,367.41
