,dates,nzd0007-0000,nzd0007-0001,nzd0007-0002,nzd0007-0003,nzd0007-0004,nzd0007-0005,nzd0007-0006,nzd0007-0007,nzd0007-0008,nzd0007-0009,nzd0007-0010,nzd0007-0011,nzd0007-0012,nzd0007-0013,nzd0007-0014,nzd0007-0015,nzd0007-0016,nzd0007-0017,nzd0007-0018,nzd0007-0019,nzd0007-0020,nzd0007-0021,nzd0007-0022,nzd0007-0023,nzd0007-0024,nzd0007-0025,nzd0007-0026,nzd0007-0027,nzd0007-0028,nzd0007-0029,nzd0007-0030,nzd0007-0031,nzd0007-0032,nzd0007-0033,nzd0007-0034,nzd0007-0035
0,1999-08-17 22:10:26+00:00,,,,,,,,,,,143.33443214052545,147.2717850661323,174.74115341071595,135.51822674219426,115.34720134120658,,,,,,,,,,,87.89462180218419,72.28997091838721,87.86553403216303,85.94764609760655,94.03266182738736,90.68521629456264,98.92272073780656,103.76187917396774,113.19290676571634,132.74485433884638,137.8725614563055
1,1999-12-07 22:10:30+00:00,,,,,,,,,,,,154.32742627062473,143.573156628957,150.32091345607918,141.03589367049892,133.32593602410557,142.70663789154517,142.1288269132747,145.97343431453507,139.3407428803407,131.26355349705585,110.61967857957734,106.74023017727393,96.3625514958756,100.44623424616792,95.94387308714727,97.6549524682488,90.87342216110704,108.4713409121782,104.10282510692356,105.54720905236613,109.80497273918036,132.35248979648208,134.00896794719202,155.53315422849622,151.17645262899367
2,2000-02-09 22:10:19+00:00,,,,,,,148.37471008480605,158.19240864601986,156.61379717698344,151.93354840735418,157.9730897303368,149.67560693262385,146.96195184508272,154.20841134422878,147.5169125003356,151.92272127685925,152.96353223976473,145.2357313266233,138.5216566328963,143.0209580379591,136.79721925549867,123.16195572199432,115.66462006877195,113.50852566330866,113.7026245872563,104.84779333302883,112.75492013702441,100.8642665822241,111.43736804366762,102.95808292015283,114.9967163194118,129.25230106361852,136.63127943153927,140.962319677254,156.8842639971225,159.76069353589457
3,2000-03-28 22:10:07+00:00,118.09368535514392,,104.1858779559653,100.906434800087,128.90537618368901,151.99656566734234,144.58813280087878,149.98662761330846,163.82434623811437,159.2501858075647,160.9284321371988,162.9528612858084,159.88490617449918,,,,,,,,,,,,,,112.00782403201316,90.1960441804902,100.12779380053999,103.23060910469479,105.58415342419866,117.20671927623499,132.9703549391743,138.0207402624315,151.50988410633846,155.0423786428239
4,2000-04-29 22:09:53+00:00,152.31546294392862,,130.21295589929017,113.18591038131414,,169.29111815896982,156.5203363544768,164.75827935832805,172.224378214037,178.87548543901772,196.83022510703418,192.44730244876803,175.05642229253533,180.50006931637284,172.13417649383615,171.22765065027238,179.42264163878946,174.7211718498566,170.79093049926004,166.44092038195365,149.34584976669385,141.59927229975116,146.089668295821,133.41857306914824,122.28410803182844,122.10374254699431,121.3381881823972,112.82035347405314,111.23680546781668,112.66482771310132,120.85774811641184,144.7185979397441,,167.69369733092776,168.4161969361036,165.4081745245548
5,2000-06-16 22:09:26+00:00,115.87582925947027,100.75542576051687,100.46363593207614,92.86399295335582,,148.92228772756957,139.37266655741095,141.74740866673656,153.6532946701049,159.9486760374759,156.00585696075112,153.99048330615193,157.05408695873354,152.3103148443631,149.1905955143108,144.0805046918257,152.0060327540216,157.26259118530112,148.89184280809857,130.23580511956993,128.87593619282035,126.34571673356508,115.07543233883716,114.99708229745357,113.32689088757955,,107.3908766387426,91.98195840217868,93.37200597929916,96.71517559445003,98.77972763725214,118.69378921271104,132.948736388465,142.57111576029865,146.51605767258152,140.85912149208303
6,2000-08-03 22:08:44+00:00,,,,,,,,,,,,,118.04861428877665,122.95946667793918,113.97475779700378,119.60284070619801,122.39228473394923,115.45212809451492,,,,,,,,,,44.99373346271344,50.834048567417064,57.89116287557726,55.82644191554411,75.91478467968787,100.74665850934664,112.44343345642872,123.8492720207827,102.9514347062237
7,2000-09-20 22:08:03+00:00,109.4274819500987,99.67816818489563,,96.92328160771726,112.52682553789414,129.22041617562522,126.69138964541551,144.54298558326613,162.39979880356546,163.88893847199975,154.2477077021127,142.890667612073,154.12173653559105,134.94234809014716,140.9317165487928,143.4344644142226,150.9291798952056,149.7985620527671,146.47360608330382,142.94257473141323,134.30036345885424,123.24214806986046,108.9221087308294,102.13227673105789,77.58154476119448,104.27562805348848,85.62477894139198,73.5955934587475,72.49568192744793,68.05969610486589,82.09261665743281,100.41287880274038,138.87869636040512,156.0751075626629,153.17452783029717,126.88028948633641
8,2001-05-18 22:07:26+00:00,,,,,,,,,,131.55915569431335,,,163.56767444109352,152.05403106685182,140.4037552839329,130.85301000130414,149.22753769057343,114.16904731358156,108.68708580468561,116.20273905323552,104.32013969683345,112.77570970646289,,,,,,83.06869694622705,79.94208495324989,94.4909759287761,,,115.889588480561,120.45197046446378,127.20583337968941,126.33664992279319
9,2001-06-19 22:07:05+00:00,103.58189220038967,92.2423724284526,107.22742384778638,123.97539918011142,144.5318578404498,152.20614601064676,134.69003477820354,134.43901892440715,142.43826754171232,159.99833473077643,156.8943443524775,148.10343388904957,141.02979503150516,144.26494667570876,137.1475370871294,144.88047755317592,140.2051592247453,122.7951706166463,105.72820472619952,110.42956310525634,106.15423856655073,98.18735808096591,98.67488762712011,89.51915602821394,79.92907625273422,74.68349528634386,64.8369926480451,75.9876757265821,86.35448481773895,85.38978799846987,78.21168590535761,91.30290086556903,112.64539298764618,112.45281398836762,124.50494866460619,124.59405025724647
10,2001-08-06 22:06:37+00:00,,,,,,,,,,,,,,,99.15708217052277,,,,78.9535459969968,,,,,,,,,,,,,,,,,
11,2001-12-28 22:06:14+00:00,102.57233197627411,106.69735666190283,110.18971590397359,126.52829247528132,132.47344286283442,125.3274353192634,140.6092692521387,159.14389021280095,168.67562408757033,177.29880726428974,168.13793728523,156.79067300491067,145.61270548714955,157.1129741368686,,149.72835807357365,133.56178700214286,142.31560093825178,,108.70746865928567,105.3387129406544,111.39587998082064,102.63085872277773,96.0666961810881,80.52891529077127,92.93802088860159,104.35111938708673,94.47676997666997,83.43838034061297,80.37223483406324,91.89582000656436,110.93115203246215,107.83826494370027,109.02936700004096,128.4533772793311,128.1091146023556
12,2002-01-29 22:06:21+00:00,69.29070966001035,56.95918719972619,67.5155543432783,74.2641163921309,93.3710249456287,,97.57570213905022,108.83890567970325,118.93586314692574,130.07047338109328,113.09756773540474,115.79372691419002,110.52823660244734,118.7154490110673,112.29780276980676,112.1044138857563,101.27365792857589,102.7910917071621,94.81911479082825,81.37429808247828,74.33127628911141,63.782519637315545,53.797601349682225,47.602102765969605,43.91276572187278,49.790720113144715,55.15511071349468,43.19878078922977,49.80237449966153,48.44227841650432,54.37923990050762,70.3202340655153,73.39147776846221,74.85443156649086,101.31312153566357,99.02710555830342
