dates,nzd0596-0000,nzd0596-0001,nzd0596-0002,nzd0596-0003,nzd0596-0004,nzd0596-0005,nzd0596-0006,nzd0596-0007,nzd0596-0008,nzd0596-0009,nzd0596-0010,nzd0596-0011,nzd0596-0012,nzd0596-0013,nzd0596-0014,nzd0596-0015,nzd0596-0016,nzd0596-0017,nzd0596-0018,nzd0596-0019,nzd0596-0020,nzd0596-0021,nzd0596-0022,nzd0596-0023,nzd0596-0024,nzd0596-0025,nzd0596-0026,nzd0596-0027,nzd0596-0028,nzd0596-0029,nzd0596-0030,nzd0596-0031,nzd0596-0032,nzd0596-0033,nzd0596-0034,nzd0596-0035,nzd0596-0036,nzd0596-0037,nzd0596-0038,nzd0596-0039,nzd0596-0040,nzd0596-0041,nzd0596-0042,nzd0596-0043,nzd0596-0044,nzd0596-0045,nzd0596-0046,nzd0596-0047,nzd0596-0048,nzd0596-0049,nzd0596-0050,nzd0596-0051,nzd0596-0052,nzd0596-0053,nzd0596-0054,nzd0596-0055,nzd0596-0056,nzd0596-0057,nzd0596-0058,nzd0596-0059,nzd0596-0060,nzd0596-0061,nzd0596-0062,nzd0596-0063,nzd0596-0064,satname
2001-09-30 22:15:18+00:00,186.09,193.18,191.31,187.13,194.24,170.61,169.62,185.99,177.35,162.24,184.66,169.25,168.42,173.33,176.03,174.78,180.25,176.70,177.24,184.16,200.99,202.13,195.65,174.92,177.39,178.34,178.76,184.43,175.42,171.75,174.24,175.22,173.65,183.37,174.28,189.47,183.32,190.44,179.87,175.00,185.14,186.10,182.07,184.11,180.45,180.88,185.28,185.69,186.91,195.42,205.00,212.36,204.77,191.74,156.40,,178.78,187.43,185.51,189.24,185.53,183.92,189.19,197.21,201.68,L7
2001-11-01 22:15:17+00:00,197.17,194.19,189.88,192.35,192.80,196.84,196.22,194.33,189.69,186.43,186.07,187.75,185.50,192.27,194.75,194.44,194.88,194.27,189.84,191.44,198.28,198.45,194.81,194.06,190.72,193.87,186.89,194.46,190.30,193.83,194.44,194.18,189.81,190.94,191.71,192.86,192.56,192.55,192.49,190.34,191.97,190.34,191.39,194.60,190.43,191.05,191.22,192.24,200.74,204.06,194.38,213.53,204.65,187.54,189.75,,174.52,187.97,190.40,197.50,192.23,189.19,197.58,204.46,204.79,L7
2001-12-19 22:15:37+00:00,202.58,202.62,199.98,201.46,200.18,203.27,205.80,203.20,197.71,194.51,194.98,196.27,195.49,202.61,204.05,203.31,202.96,202.08,198.65,199.43,205.43,203.29,200.88,203.06,201.30,204.17,198.34,203.12,198.77,200.86,200.50,200.22,196.26,196.67,198.24,197.46,198.06,199.86,200.95,199.25,200.11,199.80,200.50,203.44,199.92,200.32,200.79,200.82,210.41,215.28,206.64,223.22,217.27,211.19,212.68,214.22,193.25,200.58,202.49,207.57,204.08,205.19,211.91,217.34,220.66,L7
2002-03-25 22:15:47+00:00,200.49,202.12,199.95,200.48,199.94,203.27,204.37,201.48,198.38,182.66,184.63,186.09,187.58,193.00,195.82,193.41,196.49,195.98,194.18,198.09,208.55,204.66,188.86,194.12,194.68,195.07,194.35,200.72,191.35,191.88,199.32,199.05,196.26,197.95,198.13,199.70,198.88,200.56,199.38,197.85,200.68,200.74,198.53,199.69,198.25,198.93,198.95,199.48,205.53,213.67,213.17,223.99,218.17,212.38,211.75,213.47,201.32,203.05,205.58,206.39,201.18,203.89,210.10,213.27,217.35,L7
2002-07-31 22:15:11+00:00,194.22,200.61,199.86,197.54,141.18,112.61,155.74,196.33,200.39,131.56,139.69,140.56,150.80,150.63,156.06,152.27,162.56,159.82,166.97,178.76,206.62,198.82,141.01,157.00,163.78,163.05,174.49,178.21,159.81,148.88,164.88,164.67,143.19,172.55,167.71,206.43,168.66,168.58,164.86,165.14,168.59,174.88,174.43,171.76,173.31,176.07,174.38,179.93,180.48,210.45,215.68,221.27,216.08,211.09,203.97,203.04,193.09,193.13,195.44,190.33,195.38,201.28,206.47,205.12,210.71,L7
2003-04-13 22:15:43+00:00,183.69,195.31,198.62,169.88,106.16,143.54,138.17,,164.43,138.94,143.30,150.92,155.40,155.35,151.27,155.35,165.63,157.08,166.49,175.53,212.48,210.82,146.91,160.01,171.54,172.70,179.63,179.98,165.98,152.46,155.89,152.63,157.92,,158.36,191.35,,151.48,156.51,157.80,163.67,180.23,171.25,172.24,171.11,169.02,178.12,176.38,187.78,207.81,217.47,221.44,217.00,196.24,,197.70,198.53,193.02,186.62,186.98,178.26,176.34,184.47,191.80,203.75,L7
2003-08-03 22:15:22+00:00,183.69,195.31,198.62,169.88,98.61,128.14,128.54,,164.43,129.26,135.40,140.06,144.78,143.34,143.69,148.02,156.66,149.99,160.70,169.03,201.03,190.94,137.13,149.64,159.88,162.97,171.32,168.11,157.58,144.62,150.06,141.06,149.32,140.36,146.88,191.35,129.45,141.52,144.32,150.08,150.15,164.41,161.75,161.74,161.27,160.95,166.94,168.61,176.19,207.81,204.89,213.61,208.62,183.52,,197.70,198.53,181.30,178.14,180.43,171.56,168.37,176.82,182.00,194.01,L7
2003-08-11 22:03:51+00:00,183.69,195.31,198.62,169.88,99.76,128.82,127.80,,164.43,130.73,136.86,141.37,146.79,146.08,146.30,150.97,159.59,152.44,164.61,173.59,203.57,190.94,138.61,150.21,158.95,164.07,172.59,168.78,157.40,146.63,151.30,145.43,150.41,147.23,148.09,186.51,135.81,142.89,145.08,149.84,151.32,165.38,165.96,163.93,161.53,162.82,165.70,163.63,167.32,207.81,204.89,213.61,208.62,183.52,,197.70,198.53,181.30,175.66,180.08,174.50,170.77,178.17,185.33,195.45,L5
2003-10-14 22:04:51+00:00,195.54,198.71,201.78,203.44,96.55,121.46,122.62,195.88,192.21,126.63,133.63,152.14,142.49,141.44,143.81,163.34,165.90,150.12,174.27,182.14,200.16,187.62,134.46,163.45,152.66,173.23,176.62,174.78,165.85,143.72,149.00,141.83,160.36,160.94,142.95,188.96,135.81,138.60,139.37,145.87,145.14,173.63,178.52,159.77,171.62,173.91,159.49,157.26,173.20,208.34,195.27,210.38,202.51,181.56,193.89,191.66,182.18,176.22,176.76,180.63,179.62,176.85,182.75,186.44,195.08,L5
2004-04-23 22:06:53+00:00,,,,79.66,83.82,121.39,112.32,,92.18,121.09,126.70,129.10,135.82,150.89,144.67,149.50,160.18,153.63,170.73,175.46,203.49,185.21,140.13,164.84,153.83,156.96,170.20,164.83,151.12,138.69,140.54,137.57,149.37,159.56,143.26,182.73,153.66,144.53,148.63,152.52,154.46,159.74,175.62,166.18,168.54,156.20,157.67,159.40,169.09,167.27,197.65,209.32,190.32,182.95,153.39,136.65,182.62,176.18,185.54,182.75,185.56,183.73,170.57,176.91,192.39,L5
2004-05-09 22:07:21+00:00,,,,82.25,83.29,119.06,116.20,,92.16,121.06,127.59,130.09,136.59,146.50,141.12,145.46,156.48,149.51,167.68,170.27,200.90,185.21,135.29,156.49,154.12,155.32,169.74,160.90,150.81,141.87,144.23,136.96,147.88,152.50,142.22,169.83,149.26,142.58,141.30,146.38,148.11,148.97,169.76,163.53,163.45,154.85,157.36,161.13,161.91,162.99,205.95,213.07,202.48,195.34,149.58,130.91,179.15,182.36,175.52,183.97,181.87,181.84,173.66,177.59,193.60,L5
2004-07-12 22:09:13+00:00,,,,84.00,87.90,121.56,120.91,,93.62,120.27,130.80,134.39,137.71,148.53,141.37,144.27,155.69,147.92,167.20,170.06,201.63,185.21,133.83,156.10,154.42,155.66,172.09,162.10,152.55,145.86,146.09,138.72,150.14,150.19,141.08,169.83,143.21,139.95,135.99,144.00,145.30,146.30,166.13,160.69,163.59,155.62,158.26,164.98,165.58,162.99,205.56,212.44,203.55,188.00,146.68,129.04,172.10,178.63,172.55,180.51,179.25,179.51,174.41,180.50,194.21,L5
2004-08-29 22:10:22+00:00,173.91,192.59,201.25,90.48,95.23,125.80,124.81,,100.76,124.54,134.78,138.94,142.23,150.63,146.19,147.93,158.07,149.97,167.42,173.59,203.01,196.68,137.91,157.40,158.83,160.22,174.12,166.74,154.90,147.81,146.98,141.50,151.68,157.51,145.58,175.60,143.21,143.33,143.77,147.47,149.80,152.03,169.00,163.92,165.91,160.60,164.21,169.00,170.02,172.11,204.00,211.07,200.50,188.75,146.68,138.09,172.98,179.56,175.63,182.66,180.30,179.85,178.87,184.58,194.97,L5
2004-09-06 22:15:40+00:00,175.19,191.76,200.53,111.08,116.31,125.80,124.81,172.14,116.74,126.46,135.01,139.84,142.53,149.86,146.43,148.13,157.91,150.14,165.15,173.09,202.33,197.80,138.35,155.52,158.94,160.44,172.63,168.84,155.93,147.84,146.51,141.80,151.15,157.51,145.58,178.49,151.72,142.93,150.73,148.00,155.59,158.81,168.45,163.46,165.50,161.99,166.04,170.78,172.65,175.45,201.05,210.22,199.82,188.16,156.93,147.43,174.62,179.52,177.84,183.42,179.31,179.02,179.19,185.46,194.96,L7
2004-09-30 22:11:09+00:00,178.67,191.27,197.12,124.27,128.55,125.80,124.81,179.10,127.17,133.63,138.32,142.76,145.62,151.80,153.61,150.58,161.01,157.80,168.23,175.97,201.37,200.05,148.00,162.32,164.09,161.85,174.91,174.48,160.72,151.86,154.83,150.48,157.21,165.43,155.21,181.29,159.77,151.09,158.14,154.52,162.71,166.45,174.53,170.72,168.21,164.83,171.57,174.83,177.19,180.50,200.91,209.51,201.26,188.72,161.65,154.11,175.46,180.13,178.38,183.94,180.30,180.68,181.49,187.48,196.96,L5
2004-10-24 22:15:44+00:00,184.06,192.53,197.46,144.40,148.51,127.27,128.98,186.10,144.12,144.94,148.27,152.82,155.09,160.00,162.41,159.37,168.08,166.23,173.17,180.32,201.81,205.88,158.96,169.61,173.36,170.27,179.22,181.38,167.84,161.57,163.78,160.18,164.59,172.30,165.47,184.18,168.01,159.36,166.04,162.30,170.87,174.15,179.86,177.75,174.32,171.65,179.79,182.96,182.99,187.31,201.24,209.31,201.72,190.10,166.01,163.45,177.37,182.91,179.02,184.90,180.51,181.77,185.22,191.29,199.91,L7
2004-11-01 22:11:49+00:00,184.06,192.53,197.46,144.40,148.51,127.27,128.98,186.10,144.12,144.94,148.27,152.82,155.09,160.00,162.41,159.37,168.08,171.75,178.19,183.50,201.83,206.07,165.69,174.45,178.56,175.59,182.50,184.95,173.56,167.95,170.40,167.00,170.52,178.03,172.06,187.84,174.26,165.32,170.06,166.54,175.34,174.15,179.86,177.75,174.32,171.65,179.79,182.96,182.99,187.31,201.24,209.31,201.72,190.10,166.01,163.45,177.37,182.91,179.02,184.90,180.51,181.77,185.22,191.29,199.91,L5
2005-01-28 22:16:23+00:00,184.06,192.53,197.46,173.51,177.80,138.51,136.53,186.10,169.01,168.57,164.99,168.71,170.78,174.75,181.13,177.21,181.50,187.49,188.06,194.11,204.44,207.57,184.85,189.02,192.53,188.90,190.20,197.88,187.24,182.13,184.50,182.67,184.09,197.86,193.19,197.11,196.56,181.62,191.14,182.48,189.18,192.05,193.78,194.20,188.62,187.55,195.39,195.89,199.82,201.84,200.68,210.34,203.05,194.98,185.72,188.47,186.23,190.27,191.92,192.93,187.90,189.70,197.35,201.06,208.08,L7
2005-04-02 22:16:37+00:00,193.01,192.22,197.07,196.62,199.88,,,200.10,193.87,200.93,193.70,195.09,196.67,204.28,204.05,207.69,204.25,207.31,206.86,206.33,207.77,210.14,207.53,209.50,211.29,199.35,195.53,203.19,194.81,194.23,194.22,197.25,192.96,199.31,199.85,201.87,198.45,201.01,196.60,193.52,198.51,196.11,198.52,199.55,198.99,196.31,199.71,200.65,206.93,209.21,203.12,213.16,207.18,199.27,173.18,184.34,189.53,195.59,198.06,196.30,190.22,193.46,201.70,203.73,210.15,L7
2005-05-12 22:14:14+00:00,163.48,130.84,132.08,130.18,196.17,96.69,118.09,105.98,118.43,169.52,167.11,168.12,174.68,175.93,178.09,183.70,182.01,181.55,188.59,192.25,207.10,206.67,173.99,181.73,186.32,182.96,188.59,192.12,182.34,177.24,181.69,179.63,174.93,184.58,184.85,190.73,180.27,176.28,177.84,175.26,164.95,174.58,183.06,183.62,183.17,184.47,185.51,187.01,196.18,213.15,191.78,215.68,214.21,203.28,172.18,152.54,187.25,179.49,186.94,187.88,181.81,181.18,190.26,192.04,201.30,L5
2005-06-13 22:14:31+00:00,144.65,114.22,112.08,119.58,162.03,116.67,121.74,100.39,112.05,155.99,158.60,158.81,166.23,166.11,166.70,172.41,173.61,173.60,182.45,186.53,206.04,206.67,161.00,172.68,177.91,175.69,184.62,185.20,176.58,169.43,173.09,170.63,170.52,175.84,174.69,178.19,171.55,164.87,168.15,167.56,157.38,167.87,177.68,174.67,174.93,177.67,176.03,178.67,188.10,191.53,194.94,215.68,212.93,205.07,161.87,145.21,171.67,181.01,186.94,187.94,182.05,178.63,186.38,188.34,197.40,L5
2005-07-15 22:14:43+00:00,137.06,106.66,101.33,113.49,139.93,118.86,119.46,100.35,108.31,148.36,152.05,152.90,160.77,159.82,160.79,167.22,169.63,167.22,178.20,184.19,204.59,206.67,154.39,165.95,170.78,172.10,182.18,182.28,172.03,163.24,167.02,166.08,167.11,170.27,169.34,172.79,166.64,159.05,162.63,164.52,155.73,165.63,175.32,174.05,171.39,174.57,172.72,175.80,184.09,183.44,194.63,214.37,209.66,199.16,160.35,143.85,166.38,178.37,184.11,187.45,183.08,177.61,185.12,187.11,197.09,L5
2005-07-23 22:16:23+00:00,133.46,106.66,98.28,110.10,132.84,119.97,120.33,100.19,108.19,144.21,146.38,148.10,155.90,156.52,158.88,163.16,166.89,166.29,175.72,182.01,201.81,193.96,151.76,164.53,168.77,171.82,180.78,181.23,170.52,161.25,165.28,164.54,165.82,167.09,166.97,170.95,163.48,154.82,158.00,161.58,153.89,163.17,172.52,172.38,169.72,172.72,172.30,175.59,183.07,180.72,197.16,214.79,209.66,196.89,157.45,141.84,157.85,176.09,183.05,187.16,183.28,177.90,185.30,186.89,197.70,L7
2005-08-16 22:15:00+00:00,133.46,100.81,93.24,107.73,127.08,120.61,120.35,98.70,106.82,126.05,133.12,135.47,144.54,143.81,146.13,150.27,156.94,152.45,165.64,173.49,198.62,186.51,136.26,151.81,157.99,163.77,174.78,172.93,160.29,148.66,153.79,154.18,155.82,157.75,156.11,163.86,152.30,141.33,146.69,151.16,152.75,156.67,163.95,162.96,160.72,164.50,165.22,168.15,174.09,169.32,193.23,205.47,197.47,188.50,148.68,131.63,146.36,168.84,175.32,181.79,178.01,172.47,178.13,181.49,191.52,L5
2005-09-01 22:15:05+00:00,140.24,116.15,107.81,118.25,125.49,124.83,125.54,110.58,115.37,129.89,136.54,137.89,148.26,147.68,148.85,152.22,159.60,154.69,167.04,175.22,199.73,190.48,141.84,154.17,160.70,165.42,176.06,175.36,162.39,150.57,156.47,157.32,158.39,161.48,158.19,167.16,155.65,144.78,150.99,154.81,156.73,160.39,166.25,165.34,164.56,167.54,169.08,171.85,176.95,174.14,193.72,204.11,194.34,186.40,151.29,136.20,148.77,169.92,175.37,182.16,178.99,174.18,179.80,183.64,193.45,L5
2005-09-09 22:16:04+00:00,140.24,127.99,120.10,127.61,135.72,126.02,134.96,121.22,126.97,130.24,136.79,138.77,148.01,147.56,148.51,151.60,158.98,154.46,166.81,175.81,200.11,194.31,141.84,154.02,160.52,164.92,175.07,176.18,161.97,151.06,156.47,157.32,158.10,164.33,161.58,169.63,158.41,144.78,156.11,159.75,162.54,165.07,166.67,165.34,166.35,167.54,173.76,171.85,178.95,178.71,195.83,206.50,196.59,188.07,156.05,141.65,153.58,172.60,178.41,183.15,178.90,175.79,181.71,186.03,194.53,L7
2005-09-25 22:16:02+00:00,147.10,136.71,128.92,134.81,142.86,134.85,141.46,128.94,135.22,130.24,138.32,140.65,148.96,147.12,151.32,152.11,159.16,159.58,169.77,177.95,200.72,196.65,148.88,155.87,163.88,165.30,175.17,177.43,163.78,151.06,161.69,162.71,160.95,167.19,164.05,171.88,162.13,151.42,160.99,164.23,166.95,168.74,169.60,170.63,171.09,172.27,177.05,175.15,182.05,182.32,197.36,207.27,197.36,188.43,158.54,146.18,157.94,175.35,180.72,183.90,179.43,177.52,183.06,187.50,195.52,L7
2005-12-30 22:16:43+00:00,157.27,157.65,146.05,150.27,144.66,148.99,155.23,146.71,150.50,141.62,145.85,148.10,155.05,155.15,159.74,157.93,163.89,166.78,173.89,183.53,201.66,198.46,162.25,164.29,171.23,172.67,178.08,180.99,167.66,156.23,167.63,169.76,166.69,171.70,168.52,176.21,167.98,159.73,168.65,173.08,175.52,177.19,175.65,181.61,181.07,182.21,187.73,185.85,188.40,188.68,202.24,207.13,195.67,185.85,167.68,162.08,158.92,178.19,184.56,186.80,182.81,182.76,188.58,193.09,200.81,L7
2006-01-23 22:16:59+00:00,190.68,178.18,180.01,178.41,168.99,167.99,177.18,172.43,175.11,160.89,162.02,163.20,169.29,169.98,174.16,172.05,175.55,179.10,185.36,193.30,207.58,208.88,185.29,178.94,184.44,182.96,185.29,188.42,178.03,170.88,182.18,184.07,177.13,185.31,181.05,186.83,181.08,177.67,186.32,187.90,191.61,192.19,187.71,195.91,195.89,196.81,200.16,198.64,198.19,201.66,204.83,206.20,198.50,189.75,178.37,177.58,172.66,187.01,191.96,191.92,186.64,189.64,194.42,200.25,205.68,L5
2006-02-08 22:17:21+00:00,192.25,180.54,183.33,181.25,173.48,173.07,180.60,175.93,177.71,166.87,165.50,166.13,171.87,173.35,177.23,175.48,178.11,181.61,187.13,194.55,207.72,209.50,188.65,183.14,188.31,185.83,186.51,190.77,181.16,174.78,184.07,186.39,179.58,186.48,182.95,188.40,182.90,180.12,187.55,188.68,192.93,193.30,190.16,198.23,197.60,198.28,201.37,200.29,199.59,202.99,205.38,207.08,198.86,190.08,179.87,179.90,174.09,186.90,191.79,190.67,186.02,189.84,194.49,200.12,205.41,L5
2006-04-13 22:18:38+00:00,194.67,198.40,202.25,195.72,200.95,188.22,192.17,193.60,192.18,186.00,184.24,182.06,187.33,191.77,192.26,191.94,190.76,194.32,196.83,203.87,211.92,215.67,196.79,200.88,203.02,202.41,197.37,199.37,194.48,188.02,188.43,189.44,188.50,190.89,187.83,191.95,190.95,184.48,187.36,190.94,201.85,203.88,202.56,203.56,204.94,201.14,203.32,205.41,203.62,207.59,208.82,210.67,206.38,198.00,196.80,194.60,182.45,189.09,194.88,193.66,190.93,191.44,196.21,201.51,208.65,L5
2006-05-23 22:17:02+00:00,178.26,174.81,202.25,195.72,200.95,175.80,177.84,175.64,192.18,174.18,174.51,173.59,178.44,183.63,182.40,183.42,183.78,185.81,189.88,197.42,210.00,215.67,183.71,190.49,194.05,194.72,192.82,191.53,187.40,179.07,179.88,179.55,180.59,182.06,179.61,184.21,182.06,176.16,177.35,181.98,190.50,193.80,193.63,195.67,197.11,194.04,195.03,198.33,197.77,207.59,207.98,210.47,205.41,196.54,196.80,194.60,175.73,187.51,190.86,191.82,187.95,187.78,193.82,198.67,205.90,L7
2006-05-31 22:19:19+00:00,167.45,159.03,202.25,195.72,200.95,166.13,167.35,162.02,192.18,165.19,166.31,165.92,171.74,176.07,174.29,175.84,183.78,178.82,183.95,192.84,209.38,215.67,174.10,182.11,186.07,188.37,188.68,185.32,181.21,171.60,172.68,172.42,175.27,175.42,172.63,176.67,173.75,169.19,168.95,174.87,181.35,185.12,188.20,190.45,189.03,187.34,188.85,191.21,192.03,196.27,209.61,211.42,207.19,197.84,196.51,194.60,164.99,183.65,186.64,189.51,186.11,184.82,189.40,195.22,202.72,L5
2006-06-16 22:19:34+00:00,167.45,159.03,202.25,195.72,203.02,166.13,167.35,162.02,192.18,165.19,166.31,165.92,171.74,176.07,174.29,175.84,183.78,178.82,183.95,192.84,209.38,215.67,174.10,182.11,186.07,188.37,188.68,185.32,181.21,171.60,172.68,172.42,175.27,175.42,172.63,176.67,173.75,169.19,168.95,174.87,181.35,185.12,188.20,190.45,189.03,187.34,188.85,191.21,192.03,196.27,209.61,211.42,207.19,197.84,196.51,194.60,164.99,183.65,186.64,189.51,186.11,184.82,189.40,195.22,202.72,L5
2006-06-24 22:16:54+00:00,159.10,147.94,202.25,195.72,203.02,160.14,159.49,152.70,192.18,159.19,160.94,161.11,167.57,171.29,169.98,171.78,179.35,174.38,181.05,189.89,208.61,215.67,167.45,177.94,182.49,185.41,186.54,181.19,178.09,167.09,168.89,168.25,171.50,170.36,168.99,174.84,169.03,164.87,163.66,170.39,176.63,180.41,183.84,186.08,184.05,182.94,184.67,185.68,186.29,196.27,205.57,211.42,207.19,197.84,196.51,181.38,153.47,180.32,182.12,187.62,183.81,181.91,186.86,192.96,200.74,L7
2006-08-03 22:20:15+00:00,138.21,118.74,198.92,187.62,204.84,138.97,137.07,125.82,183.54,139.31,144.15,145.09,153.44,154.53,152.43,155.83,165.74,158.18,166.66,178.25,204.88,204.26,146.07,161.05,168.81,171.29,177.38,170.91,166.74,152.83,156.09,154.02,158.99,157.84,156.31,168.95,156.50,150.40,150.16,155.19,160.56,167.40,173.03,175.15,170.88,169.55,171.49,173.25,176.37,181.98,203.42,211.28,204.28,196.33,195.26,165.90,142.64,178.26,176.29,183.23,180.72,179.58,182.43,188.77,197.88,L5
