dates,nzd0596-0000,nzd0596-0001,nzd0596-0002,nzd0596-0003,nzd0596-0004,nzd0596-0005,nzd0596-0006,nzd0596-0007,nzd0596-0008,nzd0596-0009,nzd0596-0010,nzd0596-0011,nzd0596-0012,nzd0596-0013,nzd0596-0014,nzd0596-0015,nzd0596-0016,nzd0596-0017,nzd0596-0018,nzd0596-0019,nzd0596-0020,nzd0596-0021,nzd0596-0022,nzd0596-0023,nzd0596-0024,nzd0596-0025,nzd0596-0026,nzd0596-0027,nzd0596-0028,nzd0596-0029,nzd0596-0030,nzd0596-0031,nzd0596-0032,nzd0596-0033,nzd0596-0034,nzd0596-0035,nzd0596-0036,nzd0596-0037,nzd0596-0038,nzd0596-0039,nzd0596-0040,nzd0596-0041,nzd0596-0042,nzd0596-0043,nzd0596-0044,nzd0596-0045,nzd0596-0046,nzd0596-0047,nzd0596-0048,nzd0596-0049,nzd0596-0050,nzd0596-0051,nzd0596-0052,nzd0596-0053,nzd0596-0054,nzd0596-0055,nzd0596-0056,nzd0596-0057,nzd0596-0058,nzd0596-0059,nzd0596-0060,nzd0596-0061,nzd0596-0062,nzd0596-0063,nzd0596-0064,satname
2001-09-30 22:15:18+00:00,193.67,191.16,187.71,193.26,194.24,199.55,197.00,191.92,187.28,185.23,184.66,187.75,181.34,195.04,196.17,194.00,195.42,195.16,187.42,191.49,200.36,199.49,195.65,193.27,184.95,189.72,180.97,193.18,187.47,191.53,194.18,194.98,192.30,194.25,194.03,192.36,190.74,190.44,187.29,186.32,189.34,190.24,192.62,196.10,189.76,190.90,190.00,190.25,,,,,,,,,,,,,,,,,,L7
2001-11-01 22:15:17+00:00,200.67,197.21,192.06,191.45,191.36,194.14,195.44,196.75,192.09,187.62,187.49,187.74,189.67,189.50,193.33,194.87,194.34,193.39,192.26,191.40,196.20,197.41,193.97,194.84,196.50,198.01,192.82,195.74,193.12,196.14,194.69,193.38,187.32,187.64,189.39,193.36,194.37,194.65,197.68,194.36,194.60,190.44,190.17,193.10,191.10,191.19,192.44,194.22,200.74,204.06,194.38,213.53,204.65,187.54,189.75,,174.52,187.97,190.40,197.50,192.23,189.19,197.58,204.46,204.79,L7
2001-12-19 22:15:37+00:00,213.39,219.49,220.16,219.67,214.93,216.12,224.96,220.93,213.77,210.69,212.79,213.33,215.45,223.30,222.65,221.06,219.13,217.68,216.28,215.41,219.73,212.98,213.02,221.06,222.44,224.77,221.24,220.44,215.73,214.92,212.62,212.30,209.16,208.13,211.30,206.66,209.07,214.50,217.89,217.06,216.39,218.71,218.70,221.12,218.90,218.88,219.92,217.98,220.07,226.50,218.91,232.91,229.89,234.84,235.61,214.22,211.97,213.19,214.57,217.64,215.93,221.20,226.24,230.22,236.54,L7
2002-03-25 22:15:47+00:00,194.22,200.61,199.86,197.54,199.23,,200.06,196.33,200.39,147.12,153.57,155.52,163.87,164.14,171.14,163.70,177.05,177.70,180.74,194.06,217.90,208.74,152.78,167.29,174.82,167.78,182.38,193.50,169.10,164.94,195.79,195.55,,201.77,197.80,206.43,201.34,202.64,194.64,193.65,202.37,203.56,192.64,188.44,193.24,194.75,193.43,195.47,195.77,210.45,226.22,225.54,219.97,214.75,209.89,212.71,217.48,208.00,211.76,204.03,195.38,201.28,206.47,205.12,210.71,L7
2002-07-31 22:15:11+00:00,,,,,83.12,112.61,111.42,,,115.99,125.82,125.60,137.73,137.13,140.98,140.85,148.06,141.95,153.20,163.47,195.33,188.90,129.25,146.70,152.74,158.32,166.59,162.92,150.51,132.81,133.96,133.78,143.19,143.33,137.62,,135.98,134.52,135.08,136.64,134.80,146.19,156.22,155.09,153.39,157.39,155.32,164.38,165.18,,205.14,217.01,212.19,207.44,198.05,193.37,168.71,178.26,179.12,176.63,,,,,,L7
2003-04-13 22:15:43+00:00,183.69,195.31,198.62,169.88,106.16,143.54,138.17,,164.43,138.94,143.30,150.92,155.40,155.35,151.27,155.35,165.63,157.08,166.49,175.53,212.48,210.82,146.91,160.01,171.54,172.70,179.63,179.98,165.98,152.46,155.89,152.63,157.92,,158.36,191.35,,151.48,156.51,157.80,163.67,180.23,171.25,172.24,171.11,169.02,178.12,176.38,187.78,207.81,217.47,221.44,217.00,196.24,,197.70,198.53,193.02,186.62,186.98,178.26,176.34,184.47,191.80,203.75,L7
2003-08-03 22:15:22+00:00,,,,,91.06,112.74,118.91,,,119.58,127.49,129.20,134.16,131.33,136.11,140.70,147.68,142.90,154.91,162.53,189.58,171.07,127.35,139.28,148.22,153.24,163.01,156.24,149.19,136.78,144.23,129.48,140.73,140.36,135.41,,129.45,131.57,132.14,142.36,136.64,148.60,152.26,151.23,151.43,152.89,155.75,160.84,164.61,,192.32,205.77,200.24,170.80,,,,169.58,169.66,173.87,164.86,160.40,169.17,172.19,184.28,L7
2003-08-11 22:03:51+00:00,,,,,102.05,130.19,126.33,,,133.68,139.78,144.00,150.81,151.55,151.51,156.86,165.46,157.34,172.42,182.72,208.65,,141.57,151.33,157.10,166.27,175.14,170.11,157.03,150.66,153.77,154.19,152.59,154.09,150.49,181.67,142.16,145.63,146.60,149.37,153.64,167.30,174.37,168.32,162.06,166.54,163.23,153.68,149.56,,,,,,,,,,170.71,179.39,180.39,175.56,180.87,192.01,198.32,L5
2003-10-14 22:04:51+00:00,195.54,198.71,201.78,203.44,,,,195.88,192.21,,,183.23,,,,192.47,184.55,,195.47,201.18,202.24,204.17,,199.74,,200.17,191.70,197.98,191.32,,,,187.75,188.38,,196.26,,,,,,205.00,208.93,,201.37,202.30,,,205.42,208.34,198.23,215.00,204.79,192.31,193.89,191.66,182.18,182.86,189.92,188.62,193.62,194.58,198.21,195.11,202.65,L5
2004-04-23 22:06:53+00:00,,,,79.66,83.82,121.39,112.32,,92.18,121.09,126.70,129.10,135.82,150.89,144.67,149.50,160.18,153.63,170.73,175.46,203.49,185.21,140.13,164.84,153.83,156.96,170.20,164.83,151.12,138.69,140.54,137.57,149.37,159.56,143.26,182.73,153.66,144.53,148.63,152.52,154.46,159.74,175.62,166.18,168.54,156.20,157.67,159.40,169.09,167.27,197.65,209.32,190.32,182.95,153.39,136.65,182.62,176.18,185.54,182.75,185.56,183.73,170.57,176.91,192.39,L5
2004-05-09 22:07:21+00:00,,,,84.83,82.76,116.74,120.09,,92.13,121.03,128.49,131.08,137.36,142.12,137.57,141.42,152.78,145.40,164.62,165.08,198.31,,130.45,148.13,154.41,153.69,169.28,156.96,150.50,145.04,147.92,136.35,146.40,145.44,141.19,156.93,144.86,140.64,133.96,140.24,141.76,138.19,163.90,160.89,158.37,153.51,157.05,162.87,154.72,158.70,214.26,216.82,214.64,207.74,145.77,125.17,175.68,188.53,165.50,185.20,178.17,179.95,176.74,178.28,194.82,L5
2004-07-12 22:09:13+00:00,,,,87.50,97.11,126.55,130.31,,96.54,118.69,137.20,143.00,139.95,152.59,141.87,141.90,154.11,144.72,166.26,169.64,203.09,,130.92,155.32,155.02,156.33,176.80,164.52,156.03,153.86,149.80,142.24,154.66,145.57,138.80,,131.10,134.69,125.38,139.25,139.68,140.96,158.87,154.99,163.85,157.14,160.05,172.68,172.92,,204.78,211.18,205.69,173.30,140.87,125.30,158.01,171.18,166.62,173.58,174.01,174.84,175.93,186.31,195.43,L5
2004-08-29 22:10:22+00:00,173.91,192.59,201.25,109.93,117.24,138.51,136.53,,122.18,137.36,146.73,152.56,155.79,156.93,160.66,158.89,165.20,156.13,168.07,184.18,207.17,208.14,150.16,161.31,172.06,173.92,180.20,180.64,161.95,153.67,149.66,149.84,156.27,179.49,159.06,187.13,,153.45,167.10,157.87,163.31,169.24,177.62,173.62,172.86,175.56,182.08,181.05,183.34,190.35,199.32,206.96,191.35,191.01,,165.25,175.62,182.37,184.86,189.09,183.45,180.88,192.24,196.83,197.22,L5
2004-09-06 22:15:40+00:00,176.46,190.94,199.80,193.46,200.63,,,172.14,180.68,134.13,135.93,143.48,143.75,146.76,147.37,148.96,157.28,150.84,156.08,171.10,199.58,200.06,140.07,147.98,159.36,161.32,166.65,177.23,160.07,147.92,144.62,142.99,149.04,,,187.16,177.25,141.32,178.60,150.10,178.76,185.93,166.24,161.63,163.89,167.56,173.35,177.88,183.16,185.49,189.25,206.80,197.10,185.82,187.68,184.76,181.19,179.36,186.69,186.46,175.37,175.72,180.48,188.95,194.96,L7
2004-09-30 22:11:09+00:00,185.64,190.29,190.31,190.26,189.75,,,186.07,179.30,169.50,154.88,157.33,161.03,161.49,189.54,162.82,176.50,196.06,183.64,190.36,196.55,206.78,196.27,196.34,189.87,168.87,186.30,202.72,184.66,171.96,196.44,193.87,187.54,197.08,193.74,192.48,191.96,191.94,195.18,187.16,198.26,204.63,204.95,206.98,181.75,179.00,199.19,195.10,199.89,200.67,200.19,205.96,208.46,191.50,180.55,187.51,179.61,183.19,181.05,186.56,185.25,188.94,192.95,197.59,206.92,L5
2004-10-24 22:15:44+00:00,200.22,196.30,198.47,200.39,203.59,,,200.10,193.87,188.95,186.37,189.49,192.64,200.09,197.46,202.22,202.62,204.23,200.37,201.58,206.18,208.53,205.87,208.56,209.41,207.51,196.07,206.20,193.85,196.99,194.27,195.81,193.62,193.93,194.54,197.19,194.88,194.10,196.01,199.18,203.44,205.96,207.55,208.37,205.21,197.15,207.02,208.18,203.90,201.33,199.66,208.12,193.10,191.26,175.18,192.69,194.08,192.86,189.42,188.53,186.79,190.29,192.96,199.81,210.14,L7
2004-11-01 22:11:49+00:00,,,,,,,,,,,,,,,,,,204.90,208.31,202.57,201.91,206.82,206.10,203.51,209.79,207.52,202.20,206.39,207.89,206.19,210.07,207.91,206.08,206.67,205.04,206.16,205.49,201.09,194.17,191.96,202.14,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-01-28 22:16:23+00:00,,,,,,,,,,212.91,201.03,200.69,200.70,208.46,210.63,213.17,205.88,212.80,211.91,214.85,215.22,215.07,210.63,216.42,214.66,214.25,209.77,214.07,215.04,216.03,211.95,205.58,211.96,212.14,213.58,212.56,213.23,207.85,215.78,208.61,,194.49,212.52,220.40,219.41,218.50,215.33,217.22,228.80,231.38,214.96,223.86,225.23,215.30,199.48,212.13,200.63,213.55,217.60,213.99,208.62,212.67,228.12,222.11,231.16,L7
2005-04-02 22:16:37+00:00,185.81,188.13,195.67,192.85,196.17,,,,,,,,,,,,,,,,,,,,,168.13,174.07,186.08,162.47,157.72,160.58,179.71,160.19,184.48,186.23,191.55,180.22,,180.45,174.34,189.95,187.89,175.48,169.88,172.35,173.27,176.77,176.55,188.09,194.92,194.75,207.50,203.20,191.26,144.88,148.20,173.87,180.36,187.15,186.38,175.24,177.41,184.03,189.28,189.15,L7
2005-05-12 22:14:14+00:00,141.15,73.55,68.50,67.50,,96.69,118.09,105.98,118.43,126.13,133.18,135.56,148.65,143.39,145.56,154.23,158.14,150.30,165.27,169.66,198.98,198.27,137.34,147.04,157.98,166.51,181.94,176.21,169.50,157.98,172.54,153.60,152.65,157.11,154.73,168.07,147.35,144.71,137.30,142.83,139.95,141.35,161.17,160.58,157.75,161.65,164.44,167.27,171.65,,165.64,,,,,97.28,,144.57,156.06,163.27,161.56,153.45,158.64,164.73,183.59,L5
2005-06-13 22:14:31+00:00,106.99,80.97,72.06,98.38,127.89,136.65,125.39,94.80,105.66,128.94,141.58,140.19,149.35,146.48,143.92,149.83,156.80,157.69,170.16,175.08,203.91,,135.04,154.59,161.09,153.86,172.68,164.43,159.30,145.99,147.28,143.63,157.29,149.65,144.23,140.58,145.42,142.05,139.07,144.46,142.23,147.74,161.53,147.81,150.21,157.25,147.56,153.62,163.86,148.30,204.43,,210.35,208.65,141.25,123.22,140.50,185.56,,188.12,182.76,171.00,174.75,177.24,185.69,L5
2005-07-15 22:14:43+00:00,114.28,84.00,69.11,95.22,95.73,123.25,114.91,100.28,100.83,125.45,132.42,135.15,144.38,140.94,143.04,151.66,157.71,148.07,165.45,177.19,200.24,,134.54,145.76,149.37,157.77,172.42,170.62,153.86,138.47,142.76,147.90,153.47,147.99,147.93,151.20,146.97,141.57,140.53,152.35,150.78,156.70,165.88,171.59,157.24,162.20,159.51,164.32,168.07,159.17,193.35,211.74,199.88,181.42,155.81,138.40,150.54,167.81,175.64,185.49,187.23,173.50,180.08,182.20,195.86,L5
2005-07-23 22:16:23+00:00,119.05,,86.05,96.55,111.56,123.30,122.92,99.69,107.83,127.60,123.69,128.92,136.43,143.35,151.24,146.93,155.91,162.58,165.83,173.27,190.70,168.55,141.26,158.83,160.73,170.37,173.81,175.99,162.94,151.28,156.59,156.81,159.35,151.17,155.15,161.74,147.70,137.93,134.84,146.91,146.56,150.83,158.52,164.02,161.33,163.46,170.17,174.57,177.97,169.85,209.81,216.06,,187.80,145.81,131.82,123.73,164.67,178.82,185.73,184.27,179.35,186.19,185.79,200.72,L7
2005-08-16 22:15:00+00:00,,77.38,68.06,95.85,104.07,123.14,120.43,92.76,101.37,122.13,134.71,137.53,143.88,144.90,146.87,148.71,156.13,143.59,161.47,172.24,199.25,192.71,133.13,152.84,160.78,166.00,173.74,164.26,153.70,140.51,143.01,143.42,152.00,156.12,148.41,169.99,146.14,140.37,147.93,146.10,147.02,155.53,161.14,163.86,165.45,169.19,172.90,172.57,174.91,174.36,191.40,186.59,176.46,173.38,155.66,150.84,143.18,170.09,178.92,181.78,177.01,180.10,185.09,189.70,194.09,L5
2005-09-01 22:15:05+00:00,174.17,192.88,195.22,181.40,117.50,145.94,151.47,169.98,158.10,149.09,153.67,150.02,166.89,167.01,162.45,161.94,172.91,165.93,174.06,183.88,205.30,202.37,169.70,165.96,174.24,175.33,183.74,189.92,174.93,162.06,172.53,176.17,173.75,183.81,170.66,186.96,175.75,162.07,176.80,176.66,180.61,182.72,180.06,179.61,187.61,185.76,192.19,194.05,194.11,198.22,196.69,198.66,181.82,175.90,164.36,163.65,160.79,176.35,175.60,184.38,184.88,184.43,189.83,196.56,205.04,L5
2005-09-09 22:16:04+00:00,,199.03,206.12,193.09,197.13,133.14,191.50,185.03,196.57,132.34,138.28,143.99,146.47,146.82,146.48,147.90,155.28,153.07,165.42,179.34,202.42,209.64,,153.09,159.42,161.41,168.13,181.95,159.05,154.44,,,156.09,184.31,185.29,186.98,177.72,,191.94,194.34,203.19,197.82,169.55,,178.85,,206.52,,192.93,206.12,210.56,218.42,207.86,198.07,184.61,179.78,182.47,191.40,196.67,190.02,178.22,187.10,195.09,202.71,202.11,L7
2005-09-25 22:16:02+00:00,188.24,197.74,199.53,192.45,192.82,196.68,186.94,183.03,192.98,,149.02,153.86,155.61,144.11,171.03,155.70,160.39,195.44,190.46,192.92,204.94,208.35,191.17,168.83,187.42,168.31,175.99,187.39,178.25,,198.23,200.42,183.78,190.11,183.82,189.86,191.88,191.26,200.07,200.05,202.22,198.10,193.08,207.73,208.98,205.39,203.37,198.24,206.87,207.66,209.60,211.94,201.98,190.93,175.97,182.42,188.47,197.33,196.88,189.90,183.72,191.33,193.82,199.29,203.42,L7
2005-12-30 22:16:43+00:00,190.63,194.88,198.29,197.31,193.81,197.51,198.44,196.20,195.82,193.10,189.18,187.22,191.71,198.91,197.10,192.70,188.88,198.75,194.56,205.86,208.77,209.14,203.70,204.69,206.65,209.47,198.75,196.80,190.86,190.62,192.68,193.84,188.41,188.36,188.36,186.76,189.72,185.19,188.42,195.17,198.25,198.65,201.33,202.83,208.04,207.28,209.46,211.35,203.97,205.37,204.28,206.51,206.05,193.43,191.56,187.68,163.23,179.67,189.41,190.31,184.33,183.50,189.96,195.40,204.40,L7
2006-01-23 22:16:59+00:00,209.66,207.15,212.87,210.33,208.59,211.54,214.30,207.56,205.81,207.77,207.23,206.57,211.20,218.14,221.03,225.35,219.72,217.85,226.21,225.58,224.82,231.05,228.75,228.24,218.15,217.26,211.38,210.20,211.42,206.78,204.45,206.52,208.77,209.14,209.75,200.44,205.25,209.48,212.75,215.07,218.35,220.32,221.09,225.53,226.43,216.45,216.50,216.97,216.37,218.21,216.47,215.10,216.83,206.77,198.08,201.10,197.83,207.22,214.26,215.16,211.70,211.40,212.72,217.81,225.04,L5
2006-02-08 22:17:21+00:00,198.55,194.69,203.21,198.33,200.44,203.51,201.12,196.94,193.31,196.76,186.44,183.75,187.33,193.59,195.62,196.04,193.46,196.61,197.72,202.04,208.57,213.24,205.44,208.31,211.50,203.05,193.85,204.90,199.88,194.29,193.52,197.98,194.23,193.51,194.39,197.81,193.81,192.32,194.91,193.38,200.87,199.94,204.84,209.83,207.87,205.62,208.67,208.58,207.98,210.99,208.65,212.35,201.00,192.10,188.83,193.80,182.66,186.22,190.82,183.11,182.29,191.05,194.89,199.40,203.74,L5
2006-04-13 22:18:38+00:00,179.84,196.89,194.63,176.91,,140.33,154.82,173.71,173.77,146.37,154.11,150.72,159.10,156.45,155.29,153.68,160.99,164.06,168.82,181.98,205.51,209.24,149.29,162.30,175.79,179.86,185.48,185.58,175.77,160.41,163.08,159.41,162.59,172.54,158.83,182.79,175.01,150.92,153.38,160.16,189.94,196.62,182.98,176.06,177.43,175.21,178.67,184.76,186.15,195.81,205.90,208.71,201.64,199.69,208.71,195.83,186.08,183.26,185.05,186.08,185.39,179.83,187.26,193.44,201.41,L5
2006-05-23 22:17:02+00:00,112.60,80.44,,,,126.13,120.50,103.80,,126.91,135.59,139.70,142.85,151.05,142.94,149.35,155.83,151.77,162.09,171.64,202.33,,131.36,148.91,158.18,163.97,174.65,160.16,159.05,143.24,145.69,140.01,148.93,146.77,146.74,153.25,146.51,142.87,137.31,146.13,145.09,153.49,157.90,164.09,165.80,165.66,161.84,170.00,174.38,,204.60,209.68,201.51,190.69,,,148.83,181.16,174.76,184.42,176.02,173.10,184.28,187.30,194.93,L7
2006-05-31 22:19:19+00:00,113.42,80.12,,,,117.76,114.91,93.90,,120.26,125.33,127.55,138.24,138.29,133.75,137.92,,143.85,154.28,169.93,206.31,,126.05,140.18,146.13,156.62,167.98,154.30,150.29,134.25,136.68,136.77,148.71,142.21,137.73,139.00,132.22,134.36,126.92,139.32,135.59,141.73,161.04,164.38,148.61,153.80,157.96,155.60,163.36,150.97,217.75,216.18,216.08,204.37,195.39,,111.30,164.40,165.56,177.96,176.92,170.03,167.31,178.00,186.82,L5
2006-06-16 22:19:34+00:00,,,,,209.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-06-24 22:16:54+00:00,108.99,81.39,,,,124.19,112.36,96.81,,123.19,128.68,132.23,142.57,142.63,144.16,147.44,157.21,147.77,163.66,172.23,203.94,,127.54,152.93,161.06,167.61,173.66,156.37,159.37,140.01,146.16,143.24,148.85,140.01,147.10,163.86,140.66,138.98,131.91,143.49,148.30,152.10,157.72,159.84,154.19,156.55,159.57,152.50,151.79,,181.34,,,,,128.50,84.33,160.31,155.00,176.33,170.00,164.49,171.63,179.37,188.81,L7
2006-08-03 22:20:15+00:00,115.85,78.90,,,,121.91,118.69,89.74,,122.35,134.77,136.62,150.55,145.18,142.80,150.57,161.22,145.00,153.36,171.65,202.59,190.30,136.77,153.68,160.23,156.61,168.63,164.18,156.09,144.79,151.43,146.68,150.61,151.98,153.05,176.98,150.78,142.94,156.54,148.68,143.58,160.54,173.70,176.72,171.36,160.43,162.23,168.03,174.57,170.16,202.29,209.50,201.19,194.81,188.12,145.48,,194.22,186.53,191.48,193.73,198.97,189.21,195.10,211.54,L5
2006-08-19 22:20:27+00:00,,,179.48,187.07,185.85,166.47,141.61,112.88,,143.62,138.83,139.21,146.86,148.82,145.31,152.39,157.42,147.05,160.37,167.54,190.85,191.86,137.36,165.98,169.53,172.75,171.51,181.96,169.90,157.19,160.57,158.31,152.93,159.18,153.02,171.76,146.62,151.28,150.71,159.39,153.80,160.54,172.84,176.36,177.33,177.22,171.98,164.69,160.97,150.75,184.24,188.60,168.78,171.63,151.49,143.53,142.87,164.50,172.99,178.39,185.19,188.22,190.23,194.48,201.97,L5
2006-09-28 22:16:24+00:00,196.47,195.05,198.69,196.43,193.50,192.40,192.67,196.51,196.70,191.47,169.01,136.25,147.13,152.51,,,,199.58,199.68,195.84,200.60,204.42,209.59,210.53,208.80,,177.37,192.59,177.69,,191.49,195.35,187.85,193.32,191.55,189.93,186.35,183.03,175.70,175.25,187.69,195.43,202.00,206.57,206.59,207.92,203.00,197.75,202.37,205.81,189.68,198.54,183.28,173.69,167.69,174.53,172.36,174.28,182.19,183.58,182.58,187.94,192.92,200.98,207.41,L7
2006-12-09 22:21:36+00:00,200.14,196.83,203.32,199.29,200.00,202.08,205.58,202.98,202.23,190.08,185.93,193.56,200.42,195.40,194.83,194.75,196.92,197.65,199.65,200.82,194.87,211.66,213.63,208.97,206.95,213.96,211.78,208.82,205.07,202.00,196.92,197.07,184.67,189.26,187.24,187.81,188.99,189.19,193.06,198.19,194.04,198.29,206.83,209.88,216.53,206.87,206.34,203.24,210.06,211.90,189.62,189.67,180.02,175.95,161.64,164.98,154.92,171.07,178.23,185.23,188.69,197.49,199.19,207.84,220.40,L5
2007-01-02 22:17:11+00:00,197.17,193.41,198.43,204.08,203.70,202.80,205.66,199.38,201.44,194.68,196.31,201.69,209.95,214.64,207.61,207.70,205.74,206.18,206.77,205.45,212.11,216.41,215.73,220.81,223.27,223.85,217.43,215.57,206.24,209.08,208.79,199.61,209.79,204.81,204.64,200.82,205.60,204.94,210.47,207.57,213.05,212.29,215.37,212.85,210.05,209.60,208.09,206.08,209.56,213.17,223.12,216.58,202.07,194.38,190.83,193.23,192.88,193.42,191.91,189.22,190.54,194.63,203.12,206.00,211.92,L7
