dates,satname,nzd0596-0000,nzd0596-0001,nzd0596-0002,nzd0596-0003,nzd0596-0004,nzd0596-0005,nzd0596-0006,nzd0596-0007,nzd0596-0008,nzd0596-0009,nzd0596-0010,nzd0596-0011,nzd0596-0012,nzd0596-0013,nzd0596-0014,nzd0596-0015,nzd0596-0016,nzd0596-0017,nzd0596-0018,nzd0596-0019,nzd0596-0020,nzd0596-0021,nzd0596-0022,nzd0596-0023,nzd0596-0024,nzd0596-0025,nzd0596-0026,nzd0596-0027,nzd0596-0028,nzd0596-0029,nzd0596-0030,nzd0596-0031,nzd0596-0032,nzd0596-0033,nzd0596-0034,nzd0596-0035,nzd0596-0036,nzd0596-0037,nzd0596-0038,nzd0596-0039,nzd0596-0040,nzd0596-0041,nzd0596-0042,nzd0596-0043,nzd0596-0044,nzd0596-0045,nzd0596-0046,nzd0596-0047,nzd0596-0048,nzd0596-0049,nzd0596-0050,nzd0596-0051,nzd0596-0052,nzd0596-0053,nzd0596-0054,nzd0596-0055,nzd0596-0056,nzd0596-0057,nzd0596-0058,nzd0596-0059,nzd0596-0060,nzd0596-0061,nzd0596-0062,nzd0596-0063,nzd0596-0064
2001-09-30 22:15:18+00:00,L7,188.27,187.11,183.66,187.26,188.84,194.49,192.74,187.87,183.23,181.18,180.61,183.70,177.29,190.99,192.12,189.95,191.27,191.11,183.37,187.44,193.00,194.09,191.60,189.22,180.90,185.67,176.92,189.13,183.42,187.48,190.13,190.93,188.25,190.20,189.98,188.31,186.69,186.39,183.24,182.27,185.29,186.19,188.57,192.05,185.71,186.85,185.95,186.20,,,,,,,,,,,,,,,,,
2001-11-01 22:15:17+00:00,L7,197.94,195.16,190.01,188.41,188.63,191.58,193.28,194.70,190.04,185.57,185.44,185.69,187.62,187.45,191.28,192.82,192.24,191.34,190.21,189.35,192.47,194.68,191.92,192.79,194.45,195.96,190.77,193.69,191.07,194.09,192.64,191.33,185.27,185.59,187.34,191.31,192.32,192.60,195.63,192.31,192.55,188.39,188.12,191.05,189.05,189.14,190.39,192.17,198.69,202.01,189.25,210.60,202.24,185.49,186.47,154.06,169.05,183.87,187.25,194.67,190.01,186.63,194.93,201.73,202.06
2001-12-19 22:15:37+00:00,L7,218.26,223.14,223.81,225.08,219.80,220.68,228.80,224.58,217.42,214.34,216.44,216.98,219.10,226.95,226.30,224.71,222.87,221.33,219.93,219.06,226.37,217.85,216.67,224.71,226.09,228.42,224.89,224.09,219.38,218.57,216.27,215.95,212.81,211.78,214.95,210.31,212.72,218.15,221.54,220.71,220.04,222.36,222.35,224.77,222.55,222.53,223.57,221.63,223.72,230.15,228.04,238.12,234.18,238.49,241.45,223.95,221.70,220.49,220.19,222.67,219.88,225.76,230.95,235.09,241.41
2002-03-25 22:15:47+00:00,L7,187.62,195.66,194.91,190.21,192.63,,194.85,191.38,195.44,142.17,148.62,150.57,158.92,159.19,166.19,158.75,171.97,172.75,175.79,189.11,208.90,202.14,147.83,162.34,169.87,162.83,177.43,188.55,164.15,159.99,190.84,190.60,,196.82,192.85,201.48,196.39,197.69,189.69,188.70,197.42,198.61,187.69,183.49,188.29,189.80,188.48,190.52,190.82,205.50,213.85,218.47,214.15,209.80,201.97,199.51,204.28,198.10,204.14,197.20,190.03,195.09,200.08,198.52,204.11
2002-07-31 22:15:11+00:00,L7,111.39,79.18,55.31,83.16,86.32,115.61,113.95,92.74,102.45,118.39,128.22,128.00,140.13,139.53,143.38,143.25,150.52,144.35,155.60,165.87,199.69,192.10,131.65,149.10,155.14,160.72,168.99,165.32,152.91,135.21,136.36,136.18,145.59,145.73,140.02,,138.38,136.92,137.48,139.04,137.20,148.59,158.62,157.49,155.79,159.79,157.72,166.78,167.58,156.53,211.14,220.44,215.01,209.84,201.89,199.77,175.11,183.06,182.81,179.94,,,,,
2003-04-13 22:15:43+00:00,L7,177.16,190.41,193.72,162.62,99.63,137.42,133.01,,159.53,134.04,138.40,146.02,150.50,150.45,146.37,150.45,160.60,152.18,161.59,170.63,203.57,204.29,142.01,155.11,166.64,167.80,174.73,175.08,161.08,147.56,150.99,147.73,153.02,,153.46,186.45,,146.58,151.61,152.90,158.77,175.33,166.35,167.34,166.21,164.12,173.22,171.48,182.88,202.91,205.22,214.44,211.24,191.34,,184.63,185.46,183.22,179.08,180.22,172.96,170.22,178.15,185.27,197.22
2003-08-03 22:15:22+00:00,L7,,78.78,71.67,92.99,97.53,118.80,124.02,102.32,105.07,124.43,132.34,134.05,139.01,136.18,140.96,145.55,152.65,147.75,159.76,167.38,198.40,177.54,132.20,144.13,153.07,158.09,167.86,161.09,154.04,141.63,149.08,134.33,145.58,145.21,140.26,,134.30,136.42,136.99,147.21,141.49,153.45,157.11,156.08,156.28,157.74,160.60,165.69,169.46,160.86,204.45,212.70,205.95,175.65,136.54,123.06,113.91,179.28,177.12,180.56,170.10,166.46,175.43,178.66,190.75
2003-08-11 22:03:51+00:00,L5,,,,84.66,98.45,126.81,123.49,105.29,115.20,130.98,137.08,141.30,148.11,148.85,148.81,154.16,162.69,154.64,169.72,180.02,203.74,110.14,138.87,148.63,154.40,163.57,172.44,167.41,154.33,147.96,151.07,151.49,149.89,151.39,147.79,178.97,139.46,142.93,143.90,146.67,150.94,164.60,171.67,165.62,159.36,163.84,160.53,150.98,146.86,,72.82,,,,,,,,166.56,175.67,177.47,172.18,177.39,188.41,194.72
2003-10-14 22:04:51+00:00,L5,199.54,201.71,204.78,207.88,206.00,205.19,203.89,198.88,195.21,190.71,186.33,186.23,195.94,198.41,195.49,195.47,187.63,200.74,198.47,204.18,207.69,208.17,205.64,202.74,200.30,203.17,194.70,200.98,194.32,194.33,201.10,199.19,190.75,191.38,198.06,199.26,199.17,195.32,201.84,202.01,210.09,208.00,211.93,213.97,204.37,205.30,207.28,202.85,208.42,211.34,205.73,219.29,208.32,195.31,198.69,199.66,190.18,188.86,194.54,192.76,196.86,198.33,202.08,199.11,206.65
2004-04-23 22:06:53+00:00,L5,,79.68,74.44,84.33,88.02,125.33,115.64,85.34,95.33,124.24,129.85,132.25,138.97,154.04,147.82,152.65,163.41,156.78,173.88,178.61,209.22,189.41,143.28,167.99,156.98,160.11,173.35,167.98,154.27,141.84,143.69,140.72,152.52,162.71,146.41,185.88,156.81,147.68,151.78,155.67,157.61,162.89,178.77,169.33,171.69,159.35,160.82,162.55,172.24,170.42,205.52,213.82,194.03,186.10,158.43,145.05,191.02,182.48,190.39,187.09,188.97,187.67,174.63,181.11,196.59
2004-05-09 22:07:21+00:00,L5,115.10,80.31,73.19,91.72,88.96,122.55,124.98,97.90,96.78,125.68,133.14,135.73,142.01,146.77,142.22,146.07,157.55,150.05,169.27,169.73,206.76,117.92,135.10,152.78,159.06,158.34,173.93,161.61,155.15,149.69,152.57,141.00,151.05,150.09,145.84,161.58,149.51,145.29,138.61,144.89,146.41,142.84,168.55,165.54,163.02,158.16,161.70,167.52,159.37,163.35,225.89,223.46,220.11,212.39,153.21,137.57,188.08,197.83,172.65,191.61,183.20,185.76,182.74,184.48,201.02
2004-07-12 22:09:13+00:00,L5,107.22,75.88,61.47,82.98,93.04,122.74,127.10,76.57,93.49,115.64,134.15,139.95,136.90,149.54,138.82,138.85,150.98,141.67,163.21,166.59,197.54,112.70,127.87,152.27,151.97,153.28,173.75,161.47,152.98,150.81,146.75,139.19,151.61,142.52,135.75,,128.05,131.64,122.33,136.20,136.63,137.91,155.82,151.94,160.80,154.09,157.00,169.63,169.87,,197.15,206.82,202.10,170.25,135.99,117.17,149.88,165.08,161.93,169.37,170.71,171.03,171.99,182.24,191.36
2004-08-29 22:10:22+00:00,L5,169.24,189.09,197.75,104.74,112.57,134.14,132.85,,118.68,133.86,143.23,149.06,152.29,153.43,157.16,155.39,161.61,152.63,164.57,180.68,200.81,203.47,146.66,157.81,168.56,170.42,176.70,177.14,158.45,150.17,146.16,146.34,152.77,175.99,155.56,183.63,,149.95,163.60,154.37,159.81,165.74,174.12,170.12,169.36,172.06,178.58,177.55,179.84,186.85,190.57,201.96,187.23,187.51,,155.92,166.29,175.37,179.48,184.26,179.67,176.51,187.72,192.16,192.55
2004-09-06 22:15:40+00:00,L7,178.26,192.29,201.15,195.46,202.43,,,173.49,182.03,135.48,137.28,144.83,145.10,148.11,148.72,150.31,158.66,152.19,157.43,172.45,202.03,201.86,141.42,149.33,160.71,162.67,168.00,178.58,161.42,149.27,145.97,144.34,150.39,,,188.51,178.60,142.67,179.95,151.45,180.11,187.28,167.59,162.98,165.24,168.91,174.70,179.23,184.51,186.84,192.63,208.73,198.69,187.17,189.84,188.36,184.79,182.06,188.77,188.32,176.83,177.41,182.22,190.75,196.76
2004-09-30 22:11:09+00:00,L5,187.37,191.59,191.61,192.19,191.48,186.85,185.60,187.37,180.60,170.80,156.18,158.63,162.33,162.79,190.84,164.12,177.83,197.36,184.94,191.66,198.91,208.51,197.57,197.64,191.17,170.17,187.60,204.02,185.96,173.26,197.74,195.17,188.84,198.38,195.04,193.78,193.26,193.24,196.48,188.46,199.56,205.93,206.25,208.28,183.05,180.30,200.49,196.40,201.19,201.97,203.44,207.82,209.99,192.80,182.63,190.98,183.08,185.79,183.05,188.35,186.66,190.56,194.63,199.32,208.65
2004-10-24 22:15:44+00:00,L7,193.89,191.55,193.72,193.35,197.26,190.37,201.23,195.35,189.12,184.20,181.62,184.74,187.89,195.34,192.71,197.47,197.75,199.48,195.62,196.83,197.54,202.20,201.12,203.81,204.66,202.76,191.32,201.45,189.10,192.24,189.52,191.06,188.87,189.18,189.79,192.44,190.13,189.35,191.26,194.43,198.69,201.21,202.80,203.62,200.46,192.40,202.27,203.43,199.15,196.58,187.78,201.33,187.51,186.51,167.58,180.02,181.41,183.36,182.11,181.98,181.65,184.35,186.83,193.48,203.81
2004-11-01 22:11:49+00:00,L5,,,,,,,,,,,,,,,,,,207.90,211.31,205.57,207.36,210.82,209.10,206.51,212.79,210.52,205.20,209.39,210.89,209.19,213.07,210.91,209.08,209.67,208.04,209.16,208.49,204.09,197.17,194.96,205.14,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-28 22:16:23+00:00,L7,,,,,,,,,,215.51,203.63,203.29,203.30,211.06,213.23,215.77,208.55,215.40,214.51,217.45,219.95,218.54,213.23,219.02,217.26,216.85,212.37,216.67,217.64,218.63,214.55,208.18,214.56,214.74,216.18,215.16,215.83,210.45,218.38,211.21,152.54,197.09,215.12,223.00,222.01,221.10,217.93,219.82,231.40,233.98,221.46,227.57,228.29,217.90,203.64,219.06,207.56,218.75,221.60,217.58,211.43,215.92,231.47,225.58,234.63
2005-04-02 22:16:37+00:00,L7,186.88,188.93,196.47,194.04,197.24,,,,,,,,,,,,,,,,,,,,,168.93,174.87,186.88,163.27,158.52,161.38,180.51,160.99,185.28,187.03,192.35,181.02,,181.25,175.14,190.75,188.69,176.28,170.68,173.15,174.07,177.57,177.35,188.89,195.72,196.75,208.64,204.14,192.06,146.16,150.33,176.00,181.96,188.38,187.48,176.10,178.41,185.06,190.35,190.22
2005-05-12 22:14:14+00:00,L5,145.68,76.95,71.90,72.54,74.97,100.94,121.67,109.38,121.83,129.53,136.58,138.96,152.05,146.79,148.96,157.63,161.63,153.70,168.67,173.06,205.16,202.80,140.74,150.44,161.38,169.91,185.34,179.61,172.90,161.38,175.94,157.00,156.05,160.51,158.13,171.47,150.75,148.11,140.70,146.23,143.35,144.75,164.57,163.98,161.15,165.05,167.84,170.67,175.05,,174.14,,,,,106.35,96.98,151.37,161.29,167.96,165.24,157.70,163.03,169.26,188.12
2005-06-13 22:14:31+00:00,L5,110.46,83.57,74.66,102.23,131.36,139.90,128.13,97.40,108.26,131.54,144.18,142.79,151.95,149.08,146.52,152.43,159.47,160.29,172.76,177.68,208.64,114.01,137.64,157.19,163.69,156.46,175.28,167.03,161.90,148.59,149.88,146.23,159.89,152.25,146.83,143.18,148.02,144.65,141.67,147.06,144.83,150.34,164.13,150.41,152.81,159.85,150.16,156.22,166.46,150.90,210.93,,213.41,211.25,145.41,130.15,147.43,190.76,223.28,191.71,185.57,174.25,178.10,180.71,189.16
2005-07-15 22:14:43+00:00,L5,114.68,84.30,69.41,95.66,96.13,123.62,115.23,100.58,101.13,125.75,132.72,135.45,144.68,141.24,143.34,151.96,158.02,148.37,165.75,177.49,200.79,110.21,134.84,146.06,149.67,158.07,172.72,170.92,154.16,138.77,143.06,148.20,153.77,148.29,148.23,151.50,147.27,141.87,140.83,152.65,151.08,157.00,166.18,171.89,157.54,162.50,159.81,164.62,168.37,159.47,194.10,212.17,200.23,181.72,156.29,139.20,151.34,168.41,176.10,185.90,187.55,173.88,180.47,182.60,196.26
2005-07-23 22:16:23+00:00,L7,122.72,,88.80,100.62,115.23,126.74,125.81,102.44,110.58,130.35,126.44,131.67,139.18,146.10,153.99,149.68,158.73,165.33,168.58,176.02,195.70,172.22,144.01,161.58,163.48,173.12,176.56,178.74,165.69,154.03,159.34,159.56,162.10,153.92,157.90,164.49,150.45,140.68,137.59,149.66,149.31,153.58,161.27,166.77,164.08,166.21,172.92,177.32,180.72,172.60,216.68,219.99,,190.55,150.21,139.15,131.06,170.17,183.05,189.52,187.24,182.79,189.74,189.46,204.39
2005-08-16 22:15:00+00:00,L5,,72.73,63.41,88.96,97.87,117.33,115.54,88.11,96.72,117.48,130.06,132.88,139.23,140.25,142.22,144.06,151.36,138.94,156.82,167.59,190.80,186.51,128.48,148.19,156.13,161.35,169.09,159.61,149.05,135.86,138.36,138.77,147.35,151.47,143.76,165.34,141.49,135.72,143.28,141.45,142.37,150.88,156.49,159.21,160.80,164.54,168.25,167.92,170.26,169.71,179.77,179.95,170.99,168.73,148.22,138.44,130.78,160.79,171.77,175.37,171.98,174.29,179.09,183.50,187.89
2005-09-01 22:15:05+00:00,L5,169.04,189.03,191.37,175.70,112.37,141.13,147.42,166.13,154.25,145.24,149.82,146.17,163.04,163.16,158.60,158.09,168.96,162.08,170.21,180.03,198.30,197.24,165.85,162.11,170.39,171.48,179.89,186.07,171.08,158.21,168.68,172.32,169.90,179.96,166.81,183.11,171.90,158.22,172.95,172.81,176.76,178.87,176.21,175.76,183.76,181.91,188.34,190.20,190.26,194.37,187.07,193.16,177.29,172.05,158.20,153.38,150.52,168.65,169.68,179.07,180.72,179.62,184.86,191.43,199.91
2005-09-09 22:16:04+00:00,L7,,202.58,209.67,198.35,201.86,137.58,195.24,188.58,200.12,135.89,141.83,147.54,150.02,150.37,150.03,151.45,158.92,156.62,168.97,182.89,208.87,214.37,,156.64,162.97,164.96,171.68,185.50,162.60,157.99,,,159.64,187.86,188.84,190.53,181.27,,195.49,197.89,206.74,201.37,173.10,,182.40,,210.07,,196.48,209.67,219.43,223.49,212.04,201.62,190.29,189.25,191.94,198.50,202.13,194.92,182.06,191.54,199.67,207.44,206.84
2005-09-25 22:16:02+00:00,L7,189.31,198.54,200.33,193.64,193.89,197.68,187.78,183.83,193.78,,149.82,154.66,156.41,144.91,171.83,156.50,161.21,196.24,191.26,193.72,206.39,209.42,191.97,169.63,188.22,169.11,176.79,188.19,179.05,,199.03,201.22,184.58,190.91,184.62,190.66,192.68,192.06,200.87,200.85,203.02,198.90,193.88,208.53,209.78,206.19,204.17,199.04,207.67,208.46,211.60,213.08,202.92,191.73,177.25,184.55,190.60,198.93,198.11,191.00,184.58,192.33,194.85,200.36,204.49
2005-12-30 22:16:43+00:00,L7,185.96,191.38,194.79,192.12,189.14,193.14,194.76,192.70,192.32,189.60,185.68,183.72,188.21,195.41,193.60,189.20,185.29,195.25,191.06,202.36,202.41,204.47,200.20,201.19,203.15,205.97,195.25,193.30,187.36,187.12,189.18,190.34,184.91,184.86,184.86,183.26,186.22,181.69,184.92,191.67,194.75,195.15,197.83,199.33,204.54,203.78,205.96,207.85,200.47,201.87,195.53,201.51,201.93,189.93,185.96,178.35,153.90,172.67,184.03,185.48,180.55,179.13,185.44,190.73,199.73
2006-01-23 22:16:59+00:00,L5,210.73,207.95,213.67,211.52,209.66,212.54,215.14,208.36,206.61,208.57,208.03,207.37,212.00,218.94,221.83,226.15,220.54,218.65,227.01,226.38,226.27,232.12,229.55,229.04,218.95,218.06,212.18,211.00,212.22,207.58,205.25,207.32,209.57,209.94,210.55,201.24,206.05,210.28,213.55,215.87,219.15,221.12,221.89,226.33,227.23,217.25,217.30,217.77,217.17,219.01,218.47,216.24,217.77,207.57,199.36,203.23,199.96,208.82,215.49,216.26,212.56,212.40,213.75,218.88,226.11
2006-02-08 22:17:21+00:00,L5,194.82,191.89,200.41,194.18,196.71,200.01,198.17,194.14,190.51,193.96,183.64,180.95,184.53,190.79,192.82,193.24,190.59,193.81,194.92,199.24,203.48,209.51,202.64,205.51,208.70,200.25,191.05,202.10,197.08,191.49,190.72,195.18,191.43,190.71,191.59,195.01,191.01,189.52,192.11,190.58,198.07,197.14,202.04,207.03,205.07,202.82,205.87,205.78,205.18,208.19,201.65,208.35,197.71,189.30,184.35,186.33,175.19,180.62,186.51,179.25,179.26,187.55,191.28,195.67,200.01
2006-04-13 22:18:38+00:00,L5,176.97,194.74,192.48,173.72,120.79,137.64,152.56,171.56,171.62,144.22,151.96,148.57,156.95,154.30,153.14,151.53,158.78,161.91,166.67,179.83,201.60,206.37,147.14,160.15,173.64,177.71,183.33,183.43,173.62,158.26,160.93,157.26,160.44,170.39,156.68,180.64,172.86,148.77,151.23,158.01,187.79,194.47,180.83,173.91,175.28,173.06,176.52,182.61,184.00,193.66,200.52,205.64,199.11,197.54,205.27,190.10,180.35,178.96,181.74,183.11,183.07,177.14,184.49,190.57,198.54
2006-05-23 22:17:02+00:00,L7,106.27,75.69,74.15,97.66,98.77,120.19,115.50,99.05,108.50,122.16,130.84,134.95,138.10,146.30,138.19,144.60,150.96,147.02,157.34,166.89,193.69,98.79,126.61,144.16,153.43,159.22,169.90,155.41,154.30,138.49,140.94,135.26,144.18,142.02,141.99,148.50,141.76,138.12,132.56,141.38,140.34,148.74,153.15,159.34,161.05,160.91,157.09,165.25,169.63,,192.73,202.89,195.92,185.94,,135.78,136.16,171.66,167.45,177.87,170.88,167.16,178.15,180.97,188.60
2006-05-31 22:19:19+00:00,L5,118.42,83.87,66.44,89.31,97.53,122.45,118.86,97.65,103.65,124.01,129.08,131.30,141.99,142.04,137.50,141.67,,147.60,158.03,173.68,213.13,110.84,129.80,143.93,149.88,160.37,171.73,158.05,154.04,138.00,140.43,140.52,152.46,145.96,141.48,142.75,135.97,138.11,130.67,143.07,139.34,145.48,164.79,168.13,152.36,157.55,161.71,159.35,167.11,154.72,227.13,221.54,220.49,208.12,201.39,136.67,121.30,171.90,171.33,183.13,180.97,174.72,172.15,183.00,191.82
2006-06-16 22:19:34+00:00,L5,,-30.99,286.73,490.05,215.85,,,,276.87,,,247.84,,,,,,479.78,484.54,490.21,461.91,498.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.54,,,,,361.26,359.95,,,,,,,,
2006-06-24 22:16:54+00:00,L7,103.86,77.54,71.94,97.31,102.01,119.38,108.31,92.96,102.36,119.34,124.83,128.38,138.72,138.78,140.31,143.59,153.26,143.92,159.81,168.38,196.94,130.78,123.69,149.08,157.21,163.76,169.81,152.52,155.52,136.16,142.31,139.39,145.00,136.16,143.25,160.01,136.81,135.13,128.06,139.64,144.45,148.25,153.87,155.99,150.34,152.70,155.72,148.65,147.94,,171.71,,,,136.27,118.23,74.06,152.61,149.08,171.02,165.84,159.68,166.66,174.24,183.68
2006-08-03 22:20:15+00:00,L5,115.98,79.00,69.59,93.61,96.80,122.03,118.80,89.84,97.25,122.45,134.87,136.72,150.65,145.28,142.90,150.67,161.32,145.10,153.46,171.75,202.77,190.43,136.87,153.78,160.33,156.71,168.73,164.28,156.19,144.89,151.53,146.78,150.71,152.08,153.15,177.08,150.88,143.04,156.64,148.78,143.68,160.64,173.80,176.82,171.46,160.53,162.33,168.13,174.67,170.26,202.54,209.64,201.31,194.91,188.28,145.75,193.68,194.42,186.68,191.62,193.84,199.09,189.34,195.23,211.67
2006-08-19 22:20:27+00:00,L5,,,175.88,181.74,181.05,161.97,137.82,109.28,116.36,140.02,135.23,135.61,143.26,145.22,141.71,148.79,153.73,143.45,156.77,163.94,184.30,187.06,133.76,162.38,165.93,169.15,167.91,178.36,166.30,153.59,156.97,154.71,149.33,155.58,149.42,168.16,143.02,147.68,147.11,155.79,150.20,156.94,169.24,172.76,173.73,173.62,168.38,161.09,157.37,147.15,175.24,183.46,164.54,168.03,145.73,133.93,133.27,157.30,167.45,173.42,181.30,183.72,185.58,189.68,197.17
2006-09-28 22:16:24+00:00,L7,200.34,197.95,201.59,200.73,197.37,196.02,195.72,199.41,199.60,194.37,171.91,139.15,150.03,155.41,,,,202.48,202.58,198.74,205.87,208.29,212.49,213.43,211.70,,180.27,195.49,180.59,,194.39,198.25,190.75,196.22,194.45,192.83,189.25,185.93,178.60,178.15,190.59,198.33,204.90,209.47,209.49,210.82,205.90,200.65,205.27,208.71,196.93,202.68,186.69,176.59,172.33,182.26,180.09,180.08,186.65,187.58,185.72,191.56,196.66,204.85,211.28
