dates,satname,nzd0592-0000,nzd0592-0001,nzd0592-0002,nzd0592-0003,nzd0592-0004,nzd0592-0005,nzd0592-0006,nzd0592-0007,nzd0592-0008,nzd0592-0009,nzd0592-0010,nzd0592-0011,nzd0592-0012,nzd0592-0013,nzd0592-0014,nzd0592-0015,nzd0592-0016,nzd0592-0017,nzd0592-0018,nzd0592-0019,nzd0592-0020,nzd0592-0021,nzd0592-0022,nzd0592-0023,nzd0592-0024,nzd0592-0025,nzd0592-0026,nzd0592-0027,nzd0592-0028,nzd0592-0029,nzd0592-0030,nzd0592-0031,nzd0592-0032,nzd0592-0033,nzd0592-0034,nzd0592-0035,nzd0592-0036,nzd0592-0037,nzd0592-0038,nzd0592-0039,nzd0592-0040,nzd0592-0041,nzd0592-0042,nzd0592-0043,nzd0592-0044,nzd0592-0045,nzd0592-0046,nzd0592-0047,nzd0592-0048,nzd0592-0049,nzd0592-0050,nzd0592-0051,nzd0592-0052,nzd0592-0053,nzd0592-0054,nzd0592-0055,nzd0592-0056,nzd0592-0057,nzd0592-0058,nzd0592-0059,nzd0592-0060,nzd0592-0061,nzd0592-0062,nzd0592-0063,nzd0592-0064,nzd0592-0065,nzd0592-0066,nzd0592-0067,nzd0592-0068,nzd0592-0069,nzd0592-0070,nzd0592-0071,nzd0592-0072,nzd0592-0073,nzd0592-0074,nzd0592-0075,nzd0592-0076,nzd0592-0077,nzd0592-0078,nzd0592-0079,nzd0592-0080,nzd0592-0081,nzd0592-0082,nzd0592-0083,nzd0592-0084,nzd0592-0085,nzd0592-0086,nzd0592-0087,nzd0592-0088,nzd0592-0089,nzd0592-0090,nzd0592-0091,nzd0592-0092,nzd0592-0093,nzd0592-0094,nzd0592-0095,nzd0592-0096,nzd0592-0097,nzd0592-0098,nzd0592-0099,nzd0592-0100,nzd0592-0101,nzd0592-0102,nzd0592-0103,nzd0592-0104,nzd0592-0105,nzd0592-0106,nzd0592-0107,nzd0592-0108,nzd0592-0109,nzd0592-0110,nzd0592-0111,nzd0592-0112,nzd0592-0113,nzd0592-0114,nzd0592-0115,nzd0592-0116,nzd0592-0117,nzd0592-0118,nzd0592-0119,nzd0592-0120,nzd0592-0121,nzd0592-0122,nzd0592-0123,nzd0592-0124,nzd0592-0125,nzd0592-0126,nzd0592-0127,nzd0592-0128,nzd0592-0129,nzd0592-0130,nzd0592-0131,nzd0592-0132,nzd0592-0133,nzd0592-0134,nzd0592-0135,nzd0592-0136,nzd0592-0137,nzd0592-0138,nzd0592-0139,nzd0592-0140,nzd0592-0141,nzd0592-0142,nzd0592-0143,nzd0592-0144,nzd0592-0145,nzd0592-0146,nzd0592-0147,nzd0592-0148,nzd0592-0149,nzd0592-0150,nzd0592-0151,nzd0592-0152,nzd0592-0153,nzd0592-0154,nzd0592-0155,nzd0592-0156,nzd0592-0157,nzd0592-0158,nzd0592-0159,nzd0592-0160,nzd0592-0161,nzd0592-0162,nzd0592-0163,nzd0592-0164
1999-11-05 22:14:04+00:00,L7,239.13,184.82,149.46,139.30,139.54,137.44,118.08,100.48,99.79,102.31,82.49,89.07,80.95,78.69,70.09,59.57,61.15,75.53,76.02,64.77,57.91,67.58,62.16,55.99,58.45,67.50,72.63,78.03,84.06,85.90,84.53,82.55,97.30,110.70,120.43,133.56,133.85,142.97,156.18,,,,,,,,,,,,,,96.20,109.44,101.66,88.77,78.92,55.49,37.90,22.99,17.71,-0.47,-12.07,-19.26,-29.74,-36.87,-56.71,-75.11,-78.47,-81.46,,,,,,,,,,,,,,,,,-75.19,-73.10,-67.23,-56.36,-49.01,-41.78,-29.07,-13.82,6.54,16.21,29.97,67.79,82.99,107.80,122.14,151.41,176.65,200.11,223.94,247.24,274.91,302.96,339.30,365.62,415.09,447.98,413.71,375.19,323.04,293.13,260.47,221.44,191.27,158.92,137.10,97.20,72.01,46.66,24.20,-10.09,-22.00,-37.15,-54.41,-67.16,-85.32,,,,,,,,,,,,,,,,,,,,,,,-76.69,-73.54,-46.76,-22.94,-3.75,20.13,61.69,108.94,159.59,213.38,263.80,319.14
1999-11-21 22:13:59+00:00,L7,219.58,179.55,156.48,135.76,134.33,129.40,106.86,97.19,95.67,96.65,81.33,84.23,83.93,78.38,54.10,53.49,64.05,68.23,72.95,65.18,60.67,68.04,57.07,51.95,58.95,64.92,71.38,74.68,77.87,85.74,90.68,89.23,95.54,103.04,116.29,126.50,135.16,140.14,151.64,154.80,160.41,176.53,195.79,232.47,251.15,260.18,271.66,266.22,234.99,222.28,194.45,158.65,80.95,105.59,102.25,86.77,69.87,51.58,34.45,22.46,10.84,0.81,-15.10,-24.89,-30.25,-51.14,-70.00,-77.48,-84.99,-87.26,,,,,,,,,,,,,,,,,-79.93,-79.09,-72.16,-66.08,-58.14,-57.55,-42.94,-20.98,6.01,10.96,,65.72,78.82,104.23,119.95,148.92,170.75,194.93,217.81,244.58,266.25,300.92,330.94,368.74,397.04,440.01,399.20,356.08,310.10,273.26,241.50,205.64,172.46,150.26,118.96,84.98,56.61,37.16,6.73,-25.59,-35.26,-35.04,-63.12,,,,,,,,,,,,,,,,,,,,,,,,,,-64.16,-41.50,-30.76,0.17,28.95,64.07,104.49,,,273.77,320.69
1999-12-07 22:14:05+00:00,L7,227.61,196.65,168.13,152.89,145.27,133.21,130.07,126.13,110.41,112.78,95.79,99.46,94.47,89.87,79.90,73.04,71.03,78.06,83.40,84.91,86.26,73.29,65.86,64.10,64.59,66.01,72.85,77.15,82.48,87.56,93.92,100.93,106.67,116.38,121.04,127.01,134.13,149.72,171.67,176.12,161.89,168.37,199.83,235.60,256.17,275.21,281.24,278.48,254.64,235.33,212.10,166.86,118.68,130.26,108.92,98.12,82.70,52.11,44.07,33.77,32.33,23.32,-2.98,-13.09,-23.14,-35.85,-58.34,-66.53,-62.37,-63.27,-75.22,-85.91,,,,,,,,,,,,,-82.81,-75.38,-65.94,-54.49,-49.07,-42.70,-35.70,-33.94,-19.02,6.13,23.34,33.44,53.52,78.46,96.41,118.52,132.63,155.71,183.02,205.77,228.17,255.88,282.15,312.66,340.58,372.20,408.50,453.79,408.53,369.30,321.86,284.83,251.85,214.07,187.04,157.40,129.85,99.18,74.77,45.45,22.06,-3.95,-20.09,-39.31,-48.89,-70.39,-88.68,,,,,,,,,,,,,,,,,,,,,,,,-58.53,-50.98,-22.73,0.86,29.38,61.59,110.60,,214.45,273.19,310.44
1999-12-30 22:20:09+00:00,L7,247.09,211.53,175.26,164.84,159.83,153.56,142.85,143.64,137.69,127.37,114.25,103.20,92.34,96.34,90.68,81.82,78.59,84.56,95.35,99.39,99.18,92.39,92.23,84.58,71.87,74.94,84.12,96.72,99.65,102.88,105.75,120.25,129.14,136.05,136.97,137.98,142.45,161.80,187.34,194.36,193.96,195.25,224.18,252.30,270.47,278.18,285.07,284.32,270.09,251.58,224.37,189.31,141.72,151.26,136.98,124.17,98.57,67.08,51.01,50.10,41.95,33.49,15.83,4.31,-10.99,-20.12,-30.27,-35.63,-40.21,-48.89,-60.00,-68.80,-71.65,-76.88,-73.10,-76.52,-76.04,-82.98,,-73.72,-68.96,-66.44,-59.07,-60.39,-57.39,-52.72,-43.39,-35.74,-26.89,-29.58,-20.84,-1.28,14.93,32.24,46.18,53.07,79.32,100.28,115.45,130.79,147.79,173.04,196.07,217.05,238.10,263.44,301.96,327.72,362.04,392.28,429.22,475.22,432.18,387.20,344.35,300.46,266.25,230.87,201.20,170.28,140.04,111.33,86.70,58.04,36.86,17.77,-3.22,-24.68,-39.34,-57.66,-72.76,-88.85,,,,,,,,,,,,,,,,,,,,,,-71.76,-57.25,-40.85,-9.64,7.07,31.60,72.91,,171.00,226.80,279.60,332.93
2000-04-20 22:19:39+00:00,L7,169.30,60.75,31.86,,,102.29,39.16,11.28,,,74.33,,,,1.64,,16.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.53,344.95,384.68,418.14,459.47,412.08,,,,,,,,,,,,,,,-35.05,-49.89,-65.69,-88.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.44,71.11,,,,,
2000-08-10 22:18:26+00:00,L7,,-67.22,75.38,50.73,,,,,,,40.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.47,-65.19,-50.19,-39.49,-20.68,-3.52,-7.81,14.92,42.99,71.41,98.42,108.09,128.13,149.79,175.27,206.42,232.23,261.02,292.37,329.83,358.95,393.31,435.95,393.45,337.41,306.61,268.06,236.29,205.74,170.23,142.59,110.53,82.75,62.63,36.67,1.68,-23.17,-31.23,-50.00,-55.30,-76.96,,,,,,,,,,,,,,,,,,,,,,,,,-75.18,-49.65,-33.56,-9.45,22.84,57.97,98.34,147.42,209.43,,298.29
2000-10-06 22:11:35+00:00,L7,,,,,,,,,,,,,,,,,,,63.66,54.67,51.44,41.84,40.05,42.47,51.41,49.12,59.44,50.89,58.62,64.80,75.41,68.10,75.29,95.98,120.27,129.77,133.72,139.72,151.45,151.36,156.68,168.87,184.67,208.60,235.51,259.93,267.32,264.45,233.63,201.52,164.45,,77.19,78.19,88.52,83.04,63.10,51.79,34.02,25.08,3.68,-5.05,-27.63,-41.09,-43.24,-56.08,-67.64,-77.81,-85.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.57,244.08,270.98,286.90,327.42,359.89,395.43,440.48,395.96,353.46,312.56,279.27,249.77,218.56,178.96,147.72,108.98,82.86,50.34,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.66,-60.60,-37.82,-9.97,13.58,50.54,94.21,,207.01,254.41,302.69
2001-02-11 22:11:36+00:00,L7,238.31,203.01,159.19,155.12,148.49,135.88,118.89,117.72,107.90,119.60,106.55,95.13,90.54,97.33,84.81,74.67,59.08,58.26,71.51,81.05,77.24,84.23,80.02,82.78,67.34,60.54,68.67,80.18,85.22,100.60,99.11,107.50,110.93,115.60,118.91,139.90,159.01,170.78,158.20,168.62,197.33,224.79,221.47,216.44,239.55,259.13,294.38,298.41,273.49,252.15,219.05,201.03,,149.21,123.17,99.44,89.65,84.63,62.26,38.61,18.83,6.67,-0.75,-4.48,-7.98,-21.67,-36.82,-59.55,-68.72,-68.04,-62.84,-65.66,-70.61,-84.98,-72.77,-77.87,-83.38,,,,,-78.66,-54.36,-50.05,,-42.24,-40.96,-33.93,-13.97,-14.31,-15.74,-1.19,23.58,31.41,34.76,50.18,72.06,104.06,116.50,127.87,156.52,177.98,200.16,228.53,252.75,280.00,306.76,341.50,374.93,402.57,434.88,483.93,436.81,,353.69,306.63,274.36,248.19,214.31,181.85,154.79,134.12,100.02,75.10,56.78,19.20,25.95,-14.10,-14.18,-35.35,-45.28,-79.77,,,,,,,,,,,,,,,,,,,,,-89.87,-77.57,-53.62,-36.01,-13.15,9.42,41.29,68.48,,,238.81,289.90,
2001-03-22 22:17:33+00:00,L7,219.45,99.47,52.91,39.18,123.47,115.11,26.41,16.55,42.22,99.24,69.19,-25.44,,71.41,0.83,40.95,39.12,-6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.90,39.36,21.74,6.23,-7.24,-18.06,-26.78,-36.61,-39.34,-58.88,-72.40,-76.41,-82.76,-84.48,,,,,,,,,,,,,,,,-84.26,-83.56,-65.14,-55.29,-42.49,-32.73,-19.07,-5.92,12.57,14.30,41.67,63.97,81.34,108.05,122.36,153.79,178.32,203.58,222.86,250.60,276.99,309.23,336.65,369.41,402.04,450.14,403.63,357.12,316.02,278.56,242.09,214.78,181.59,153.80,125.49,94.30,65.87,42.59,10.55,-26.01,-32.90,-45.69,-58.06,-76.06,,,,,,,,,,,,,,,,,,,,,,,,,-78.98,-48.43,-30.24,,,,,,,,
2001-04-23 22:17:26+00:00,L7,183.18,69.23,25.91,,,88.09,6.54,0.54,,,44.84,,,44.18,-5.94,,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70,-78.69,-60.26,-57.19,-51.18,-37.48,-26.53,-6.01,9.83,13.80,34.02,64.70,86.87,111.24,123.37,157.73,178.46,204.65,226.48,254.60,281.22,308.98,338.45,371.61,408.57,451.30,409.06,362.17,322.50,284.97,249.25,217.22,187.80,152.37,128.19,94.84,72.53,43.96,23.08,-11.16,-23.42,-34.93,-54.38,-72.83,-91.07,,,,,,,,,,,,,,,,,,,,,,,,-63.86,-46.44,-31.34,5.52,27.97,58.64,,160.85,219.94,270.31,318.94
