dates,satname,nzd0592-0000,nzd0592-0001,nzd0592-0002,nzd0592-0003,nzd0592-0004,nzd0592-0005,nzd0592-0006,nzd0592-0007,nzd0592-0008,nzd0592-0009,nzd0592-0010,nzd0592-0011,nzd0592-0012,nzd0592-0013,nzd0592-0014,nzd0592-0015,nzd0592-0016,nzd0592-0017,nzd0592-0018,nzd0592-0019,nzd0592-0020,nzd0592-0021,nzd0592-0022,nzd0592-0023,nzd0592-0024,nzd0592-0025,nzd0592-0026,nzd0592-0027,nzd0592-0028,nzd0592-0029,nzd0592-0030,nzd0592-0031,nzd0592-0032,nzd0592-0033,nzd0592-0034,nzd0592-0035,nzd0592-0036,nzd0592-0037,nzd0592-0038,nzd0592-0039,nzd0592-0040,nzd0592-0041,nzd0592-0042,nzd0592-0043,nzd0592-0044,nzd0592-0045,nzd0592-0046,nzd0592-0047,nzd0592-0048,nzd0592-0049,nzd0592-0050,nzd0592-0051,nzd0592-0052,nzd0592-0053,nzd0592-0054,nzd0592-0055,nzd0592-0056,nzd0592-0057,nzd0592-0058,nzd0592-0059,nzd0592-0060,nzd0592-0061,nzd0592-0062,nzd0592-0063,nzd0592-0064,nzd0592-0065,nzd0592-0066,nzd0592-0067,nzd0592-0068,nzd0592-0069,nzd0592-0070,nzd0592-0071,nzd0592-0072,nzd0592-0073,nzd0592-0074,nzd0592-0075,nzd0592-0076,nzd0592-0077,nzd0592-0078,nzd0592-0079,nzd0592-0080,nzd0592-0081,nzd0592-0082,nzd0592-0083,nzd0592-0084,nzd0592-0085,nzd0592-0086,nzd0592-0087,nzd0592-0088,nzd0592-0089,nzd0592-0090,nzd0592-0091,nzd0592-0092,nzd0592-0093,nzd0592-0094,nzd0592-0095,nzd0592-0096,nzd0592-0097,nzd0592-0098,nzd0592-0099,nzd0592-0100,nzd0592-0101,nzd0592-0102,nzd0592-0103,nzd0592-0104,nzd0592-0105,nzd0592-0106,nzd0592-0107,nzd0592-0108,nzd0592-0109,nzd0592-0110,nzd0592-0111,nzd0592-0112,nzd0592-0113,nzd0592-0114,nzd0592-0115,nzd0592-0116,nzd0592-0117,nzd0592-0118,nzd0592-0119,nzd0592-0120,nzd0592-0121,nzd0592-0122,nzd0592-0123,nzd0592-0124,nzd0592-0125,nzd0592-0126,nzd0592-0127,nzd0592-0128,nzd0592-0129,nzd0592-0130,nzd0592-0131,nzd0592-0132,nzd0592-0133,nzd0592-0134,nzd0592-0135,nzd0592-0136,nzd0592-0137,nzd0592-0138,nzd0592-0139,nzd0592-0140,nzd0592-0141,nzd0592-0142,nzd0592-0143,nzd0592-0144,nzd0592-0145,nzd0592-0146,nzd0592-0147,nzd0592-0148,nzd0592-0149,nzd0592-0150,nzd0592-0151,nzd0592-0152,nzd0592-0153,nzd0592-0154,nzd0592-0155,nzd0592-0156,nzd0592-0157,nzd0592-0158,nzd0592-0159,nzd0592-0160,nzd0592-0161,nzd0592-0162,nzd0592-0163,nzd0592-0164
2001-11-26 22:09:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75,50.07,38.68,20.18,1.70,-13.49,-26.91,-36.50,-45.68,-53.45,-72.04,-77.75,-78.87,,,,,,,,,,,,,,,,,-77.69,-77.87,-68.12,-59.70,-47.47,-42.58,-30.73,-10.81,7.75,25.10,37.27,69.38,78.78,99.89,119.74,145.52,165.84,192.86,217.28,245.19,272.56,300.95,328.81,372.51,397.87,443.19,397.99,356.42,308.98,276.05,243.89,209.39,173.98,150.14,116.36,89.55,64.26,37.33,9.15,-32.64,-33.50,-51.26,-58.87,-81.42,,,,,,,,,,,,,,,,,,,,,,,,,-78.52,-49.79,-37.87,,,,,,,,
2002-02-14 22:10:05+00:00,L7,252.94,,,,,,,,,,,,,,,,,,,,,,,102.42,100.93,105.28,104.74,111.24,124.96,124.49,121.69,118.18,135.01,154.82,160.53,151.46,150.99,164.71,187.17,207.42,225.77,236.05,243.21,256.18,280.20,287.56,289.63,290.25,285.62,272.27,260.70,247.03,201.49,189.59,157.80,133.82,119.80,105.07,96.00,79.06,64.63,48.67,38.45,16.84,3.52,17.15,15.89,2.63,-12.90,,,,,,,,,,,,,,,,,,,,,,,,,,65.87,70.41,102.56,,136.82,148.48,190.33,184.96,211.88,240.78,264.84,287.49,309.29,350.12,,437.91,450.85,496.15,,414.94,380.96,,293.16,268.18,241.02,211.95,178.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.94,-72.16,-76.98,-65.46,-54.29,-36.70,-28.03,-10.38,11.25,45.02,75.60,116.13,,,296.95,
2002-03-25 22:16:11+00:00,L7,215.42,69.23,43.56,,121.16,115.28,24.15,17.55,30.48,94.35,69.19,-35.21,,68.15,0.92,-6.49,16.70,-29.09,,,60.18,64.78,54.10,69.12,70.35,67.72,69.50,71.48,80.07,84.10,91.93,92.09,90.50,112.60,124.30,127.71,134.85,151.57,160.33,169.41,189.32,194.19,217.75,225.72,235.22,249.57,271.39,274.28,248.92,234.54,203.41,156.33,135.01,117.31,105.87,95.34,86.26,68.23,53.93,37.29,17.42,9.35,-5.09,-23.24,-27.16,-39.32,-47.11,-65.50,-72.13,-75.14,,,,,,,,,,,,,,,,,-71.89,-81.99,-64.93,-56.14,-44.36,-25.92,-23.10,-4.14,14.44,28.80,51.68,78.32,90.14,112.30,126.07,155.90,181.09,203.03,224.95,253.10,281.34,310.59,339.17,370.06,404.87,450.17,405.77,356.87,317.26,284.51,249.02,216.77,186.26,157.46,127.29,95.89,68.03,42.35,18.30,-12.27,-24.34,-35.83,-54.54,-72.69,,,,,,,,,,,,,,,,,,,,,,,,-82.77,-67.00,-44.91,-24.33,-8.72,21.72,56.56,,,215.22,,320.77
2002-05-21 22:09:53+00:00,L7,,,16.55,,,47.53,33.70,-0.69,,,33.95,,,,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.46,-54.82,-69.39,-87.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-03 22:15:05+00:00,L7,215.96,122.04,70.78,133.84,129.30,114.28,99.25,84.22,88.67,97.43,69.64,55.87,56.98,68.12,9.09,58.50,75.97,77.17,60.84,54.49,53.84,62.97,52.43,50.16,54.09,53.28,66.42,75.29,77.70,86.05,92.21,94.18,96.17,106.39,124.50,133.15,129.95,133.43,142.28,151.30,175.41,189.29,204.18,222.32,234.22,251.11,269.43,272.55,243.53,216.24,181.92,158.34,,114.32,98.11,85.08,67.18,50.19,34.68,18.69,5.59,-5.21,-18.82,-32.22,-44.42,-57.64,-72.23,,,,,,,,,,,,,,,,,,,,,,,-71.86,-64.23,-59.36,-42.98,-28.99,-5.69,5.88,28.32,61.04,78.22,100.39,116.65,142.99,163.41,192.91,215.04,238.68,266.65,298.35,330.39,358.95,394.44,437.84,395.91,349.41,307.19,272.70,238.77,210.46,173.14,144.79,117.08,82.66,60.04,32.07,7.51,-27.38,-34.94,-53.95,-74.25,,,,,,,,,,,,,,,,,,,,,,,,,,-80.97,-50.02,-36.20,-21.31,16.76,47.28,90.85,142.58,,253.94,297.44
2002-12-06 22:15:37+00:00,L7,241.75,192.73,174.72,157.00,145.75,121.65,116.63,114.27,100.92,104.57,89.56,97.17,90.47,77.47,67.53,84.64,87.65,77.88,69.15,84.35,92.18,86.82,67.67,59.38,61.38,70.80,84.08,76.86,86.85,99.48,112.83,120.96,118.87,106.09,109.59,128.94,149.22,173.93,179.96,166.21,172.03,187.14,207.38,227.86,230.90,251.10,291.30,294.57,267.65,250.14,201.11,162.16,114.38,116.46,102.34,94.53,85.25,49.32,32.09,20.81,6.64,-6.15,-8.99,-25.00,-42.55,-46.54,-61.78,-74.12,-81.01,-85.75,,,,,,,,,,,,,,,,,-74.77,-72.67,-67.07,-55.22,-46.22,-30.26,-20.47,-5.31,4.18,18.78,37.38,64.58,79.30,99.32,118.13,150.54,170.27,202.07,223.48,247.08,278.21,306.37,333.47,366.25,401.39,443.86,401.00,349.91,311.72,281.19,249.83,216.39,181.42,151.78,124.42,94.39,68.34,42.75,22.18,-6.83,-22.00,-37.83,-54.94,-71.65,-86.29,,,,,,,,,,,,,,,,,,,,,,,-84.12,-68.41,-47.97,-22.54,3.43,30.48,63.36,103.30,165.49,228.17,271.13,324.86
2002-12-31 22:09:32+00:00,L7,,,,,,,,,,,,,,,,,,,50.02,48.00,54.15,61.67,43.51,37.42,40.46,48.92,62.97,74.72,77.59,86.71,96.04,96.13,88.88,82.00,78.22,93.54,115.22,151.86,171.32,163.54,160.75,165.70,181.27,201.25,220.80,232.20,255.93,258.97,245.44,219.41,189.60,132.63,,104.71,96.78,82.48,60.32,45.26,11.37,-0.81,-11.42,-11.32,-21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.43,50.00,25.05,-0.36,-39.22,-48.21,-62.41,-85.75,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.93,-47.60,-26.97,8.07,39.56,85.37,134.68,,241.48,280.31
2003-03-21 22:09:51+00:00,L7,258.28,94.16,54.98,30.49,157.24,133.90,48.78,16.91,37.21,110.20,78.17,-36.73,,110.31,97.94,38.87,,,,,,,,,,,,,,,,,,,107.97,125.77,158.00,170.51,182.59,187.03,200.43,225.39,232.65,241.98,246.82,262.73,275.68,278.42,269.92,243.96,227.93,,,179.81,,,,,,,,,,,,,,,,,-69.45,-77.28,-73.41,-79.84,,,,,,,,,,,,,,,,,,,,,,35.51,68.51,,113.05,123.30,145.46,171.28,199.41,220.88,243.70,266.13,292.97,327.52,360.05,397.18,455.08,473.96,427.62,402.23,347.37,301.45,270.13,249.11,211.14,194.58,147.49,137.33,99.77,67.51,43.38,15.28,12.54,-16.39,-13.98,-42.25,-52.84,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.24,-62.30,-24.62,17.97,,,,
2003-04-13 22:16:07+00:00,L7,200.93,84.25,36.69,,99.26,100.70,9.12,9.12,,,54.17,,,69.17,3.56,,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.67,198.42,221.65,246.61,273.06,305.59,331.88,368.70,403.96,449.97,400.82,,310.77,280.69,246.49,217.63,182.33,153.28,125.36,99.07,66.39,40.15,12.68,-24.27,-35.53,-49.20,-64.87,-81.90,,,,,,,,,,,,,,,,,,,,,,,,,-68.24,-48.19,-29.80,-1.95,19.08,57.96,99.88,152.46,,258.62,314.17
2003-08-11 22:04:15+00:00,L5,114.38,91.76,33.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.00,-30.05,-12.98,16.49,27.68,41.30,61.60,81.87,96.05,125.87,138.39,164.30,181.38,208.89,231.56,258.10,288.45,324.00,,,,,,,,,,,,,,,,56.58,31.79,10.32,-9.10,-25.02,-39.00,-54.99,-75.29,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10,39.01,71.75,108.27,,,,
2003-08-12 22:09:35+00:00,L7,147.98,36.69,13.08,,,59.13,18.88,,,,,,,32.28,-22.67,,2.69,,,,,,,,,,91.42,78.14,56.51,52.50,61.92,91.31,106.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.64,-57.25,-48.46,-47.61,-67.76,-40.50,-0.37,14.93,,,,,,,179.34,206.33,230.29,256.75,283.54,314.57,345.41,375.24,,455.65,,,-73.78,-52.81,-78.65,,,186.99,138.18,108.68,84.72,53.85,32.25,5.76,-15.25,-30.94,-39.64,,,,,,,,,,,,,,,,,,,,,,,,,-87.94,-55.72,-41.29,-22.12,0.16,27.92,61.56,110.74,159.24,215.08,272.18,
2003-10-07 21:58:59+00:00,L5,216.25,99.02,58.37,137.10,135.23,106.25,71.27,32.93,87.22,93.55,33.58,-1.29,58.87,68.81,18.29,40.34,35.25,7.16,56.55,51.32,57.56,57.12,50.33,43.08,42.73,50.31,,,,,,,,,,,,,,,,,,197.66,204.09,222.48,246.58,259.05,237.23,223.56,192.29,131.25,108.03,105.14,100.10,88.49,60.42,39.81,25.75,12.49,-1.65,-13.32,-24.18,-28.74,-43.57,-54.82,-66.31,-78.05,,,,,,,,,,,,,,,,,,,,,,-72.33,-60.59,-44.81,-34.33,-17.55,0.43,8.97,25.30,50.19,67.81,90.34,109.00,138.12,162.74,189.97,216.55,239.20,270.11,293.57,322.30,357.17,389.93,436.29,390.59,346.10,309.09,272.63,239.01,208.39,174.88,143.93,113.88,86.10,59.60,33.74,5.65,-25.69,-39.85,-56.61,-74.88,,,,,,,,,,,,,,,,,,,,,,,,,,-77.67,-56.69,-24.94,-12.13,22.63,53.81,,,,,
2003-11-16 22:09:47+00:00,L7,198.37,179.51,160.33,,,,,,,106.15,79.69,82.52,74.37,79.58,71.31,62.90,,,,,,93.67,80.81,72.69,59.72,62.38,71.52,77.68,77.96,,,,,,122.56,105.94,108.33,140.02,174.51,183.94,189.48,,,,,,280.55,279.96,257.55,237.32,,154.86,144.61,108.50,,,,,,37.62,17.91,1.30,-12.60,-29.80,-34.99,-47.96,,,,,,,,,,,,,,,,,,,,,-79.59,-80.31,-62.64,-62.53,-45.50,,,,,,,71.28,90.75,110.34,126.96,152.38,179.87,204.54,227.81,,,,,,,,,,324.87,282.56,257.13,225.61,194.66,166.59,137.46,111.91,81.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-09 22:16:06+00:00,L7,,,162.92,148.01,138.36,129.24,119.31,116.03,105.44,104.20,88.65,91.43,,,69.17,69.17,67.09,65.18,64.96,68.44,85.41,91.87,93.03,81.18,70.88,,,69.21,74.01,79.41,99.42,108.24,115.06,129.28,134.12,127.68,121.56,129.95,,,200.19,209.58,209.44,216.44,225.69,249.22,281.09,284.02,264.80,249.80,,,145.75,126.62,116.55,107.20,90.55,71.92,55.51,43.04,33.73,14.67,,,-31.40,-39.63,-55.18,-70.06,-76.07,-72.95,-83.41,,,,,,,,,,,,,,,,,,,,,-31.78,-17.89,-0.11,17.11,26.21,46.43,71.56,86.36,112.74,123.79,153.28,,,224.56,251.63,282.25,308.98,338.76,369.74,405.90,449.91,406.52,358.33,320.31,284.02,249.56,216.94,190.00,,,,75.59,45.56,21.43,-5.67,-25.68,-41.74,-57.55,-73.05,-89.85,,,,,,,,,,,,,,,,,,,,,,,,-73.04,-52.45,-33.12,-7.23,21.28,57.81,96.70,148.12,,256.52,322.30
