dates,nzd0228-0000,nzd0228-0001,nzd0228-0002,nzd0228-0003,nzd0228-0004,nzd0228-0005,nzd0228-0006,nzd0228-0007,nzd0228-0008,nzd0228-0009,nzd0228-0010,nzd0228-0011,nzd0228-0012,nzd0228-0013,nzd0228-0014,nzd0228-0015,nzd0228-0016,nzd0228-0017,nzd0228-0018,nzd0228-0019,nzd0228-0020,nzd0228-0021,nzd0228-0022,nzd0228-0023,nzd0228-0024,nzd0228-0025,nzd0228-0026,nzd0228-0027,nzd0228-0028,nzd0228-0029,nzd0228-0030,satname
1999-10-06 21:59:04+00:00,386.88,384.58,400.74,403.78,400.15,394.88,406.72,414.11,408.06,414.90,420.52,412.68,410.26,406.31,403.59,408.37,413.59,417.08,414.36,418.81,403.90,421.11,426.93,408.58,393.01,374.13,365.29,370.62,385.54,398.05,414.83,L7
1999-12-25 21:58:52+00:00,407.89,414.24,422.69,427.50,426.43,420.15,423.09,432.27,422.69,420.68,425.61,419.54,417.61,413.31,410.76,418.30,417.14,414.02,414.04,418.91,414.78,425.42,414.46,402.34,386.15,376.72,377.62,393.07,393.15,403.82,407.89,L7
2000-01-10 21:58:52+00:00,417.17,419.14,427.40,444.19,434.95,429.10,437.92,435.87,429.15,423.25,429.93,426.16,423.93,425.53,428.56,428.13,426.42,416.59,417.25,418.14,418.48,427.16,415.42,411.07,391.29,367.85,361.76,394.24,424.88,436.18,424.01,L7
2000-02-27 21:58:40+00:00,416.69,416.41,423.86,434.18,431.69,445.69,449.60,429.79,430.11,418.66,434.96,430.34,436.44,430.88,437.92,441.37,451.28,450.21,444.30,,459.22,452.37,447.70,434.64,,,331.79,339.82,,421.09,453.33,L7
2000-03-14 21:58:35+00:00,417.51,423.43,419.95,429.54,450.70,448.97,460.05,457.72,454.63,454.90,464.38,459.68,456.94,,390.54,,,,476.12,,474.77,458.33,,,,,,,,,,L7
2000-03-30 21:58:33+00:00,408.43,409.98,420.38,438.58,437.79,438.03,441.21,437.12,427.70,431.74,434.11,432.34,424.19,423.83,420.68,422.06,418.27,420.57,429.30,439.32,438.64,434.68,418.55,397.92,393.39,379.01,363.86,366.48,,397.46,,L7
2000-07-04 21:57:38+00:00,,,,,,,,,,,,,,,,,,,,,,419.66,414.92,406.16,399.84,386.53,384.47,398.49,,,,L7
2000-08-21 21:57:02+00:00,,,,,,,,,398.55,434.51,446.08,450.13,463.77,444.11,445.38,443.68,442.76,435.64,434.65,428.66,432.11,,,,392.17,,,,438.90,457.06,,L7
2001-03-01 21:56:21+00:00,,,,,417.65,426.70,440.07,454.19,,444.66,434.60,421.24,427.94,439.44,452.20,455.26,455.97,415.72,448.99,421.87,439.18,450.33,455.22,438.85,428.05,396.33,378.87,381.55,423.05,459.76,484.63,L7
2001-03-17 21:56:16+00:00,414.73,410.28,404.41,406.10,405.18,421.20,449.86,455.23,,449.95,413.20,391.20,412.96,433.78,455.68,453.97,430.15,416.50,470.65,,448.95,442.45,434.20,429.24,424.27,402.61,401.45,400.28,412.83,,482.65,L7
2001-04-18 21:56:09+00:00,383.65,379.36,388.13,387.94,388.26,395.48,,,408.66,403.47,399.44,387.87,390.83,393.60,398.13,402.49,405.97,404.73,408.95,402.12,392.29,398.61,397.14,394.01,386.81,380.88,382.13,398.55,422.10,432.62,,L7
2001-05-20 21:55:53+00:00,,,,,,,,,394.30,395.42,395.67,381.78,382.54,385.60,380.45,384.23,389.10,396.22,400.65,395.30,387.75,393.88,390.74,379.92,383.64,371.56,370.62,383.85,399.84,409.47,,L7
2001-06-21 21:55:29+00:00,,409.94,419.73,408.10,411.07,418.04,447.52,445.26,434.06,419.49,424.20,416.37,402.09,408.51,407.72,419.71,418.44,425.91,433.46,434.58,422.05,429.20,420.04,410.91,419.03,409.61,404.70,433.60,449.73,458.81,472.37,L7
2001-08-08 21:55:01+00:00,390.08,377.31,383.38,385.65,388.52,388.87,403.01,,398.01,391.73,386.41,,368.16,372.31,387.32,401.14,408.31,409.10,410.02,407.99,395.92,392.09,384.66,381.28,383.13,387.63,404.14,433.32,453.56,477.56,479.63,L7
2001-08-24 21:54:48+00:00,393.36,383.74,379.56,376.39,387.38,373.38,380.06,,,,,,340.46,347.41,362.42,387.32,386.28,377.58,391.66,379.05,,,,,,426.27,,,,,,L7
2001-09-09 21:54:36+00:00,429.28,414.64,407.30,426.90,431.82,,404.55,418.33,,425.64,394.39,381.04,369.09,380.30,,462.25,,,462.53,,425.05,366.47,,,450.21,453.95,,,,,,L7
2001-09-25 21:54:28+00:00,425.56,416.42,410.85,408.86,411.97,402.39,411.76,418.06,419.20,413.38,408.21,415.51,397.52,400.17,411.06,423.37,428.15,427.97,433.16,,394.08,364.59,392.18,406.42,422.02,428.29,,,,,,L7
2002-02-16 21:54:54+00:00,428.83,429.30,434.92,451.07,448.42,434.20,439.61,457.57,448.71,437.59,440.55,444.96,452.64,449.23,435.62,429.55,422.83,412.05,404.26,379.63,368.49,390.13,387.79,389.99,395.11,374.75,375.53,414.25,462.44,495.47,,L7
2002-03-20 21:54:48+00:00,413.85,403.61,404.29,422.26,412.37,407.45,395.87,405.90,419.20,431.53,436.65,439.52,446.52,433.13,422.69,405.41,387.81,372.39,,362.14,375.15,372.23,363.45,370.22,365.85,353.99,352.72,352.02,391.62,425.51,463.00,L7
2002-08-27 21:54:00+00:00,396.02,385.77,398.50,411.64,412.84,410.78,415.56,419.11,415.22,410.01,416.91,407.80,416.00,429.33,433.47,432.56,,,,,468.15,,,376.94,380.94,364.69,361.50,352.24,350.60,379.84,403.07,L7
2002-10-14 21:53:43+00:00,401.98,391.52,415.06,450.45,439.62,443.62,446.54,448.69,442.56,454.46,456.14,452.68,,460.19,476.77,,,,,,,,,451.13,,372.85,361.42,356.04,335.99,351.43,361.34,L7
