,dates,chi0522-0000,chi0522-0001,chi0522-0002,chi0522-0003,chi0522-0004,chi0522-0005,chi0522-0006,chi0522-0007,chi0522-0008,chi0522-0009,chi0522-0010,chi0522-0011,chi0522-0012,chi0522-0013,chi0522-0014,chi0522-0015,chi0522-0016,chi0522-0017,chi0522-0018,chi0522-0019,chi0522-0020,chi0522-0021,chi0522-0022,chi0522-0023
0,1986-09-25 13:56:42+00:00,254.31377924042565,210.89321871322127,213.97202529391313,216.24967826474756,239.02683416936785,276.9428692448995,272.32594354459513,256.799199963104,268.065171802298,270.92754314295036,268.5201380499187,309.51202403475213,319.8185416944357,315.6541847243643,317.74108535461073,317.3197075240333,326.5327060950669,322.75549928053937,336.3203508034408,,337.39970113144255,345.238925921081,336.5346220060477,342.9885180656044
1,1986-10-18 14:02:08+00:00,232.71539242010076,201.56233147184054,207.40652169320094,211.61955599534332,228.36896058622168,259.7511824841765,254.04534842549015,236.6434755821966,249.95232163892894,264.7366672051024,268.1385563665451,300.4584544051532,289.8435700274359,298.45558549652594,298.3876692568264,322.1592817701623,301.9862384679972,305.1816249270508,306.65581322363187,,332.7644315803681,324.4388198226786,320.2379572129812,322.5977257785308
2,1987-01-15 13:56:10+00:00,,,,,,,,,,285.0797018821337,290.7263681345019,302.07301240596917,,,324.7619180224613,327.44592222622015,339.92891875611946,337.76159166370627,312.05990982500924,335.1544101165449,339.790055814422,339.4582131002778,346.62701034324203,337.8566072154917
3,1987-01-22 14:02:33+00:00,,244.9921085686922,244.7094275266115,256.07336236955587,262.3555129626029,277.6985645304534,284.85457692271035,301.3060712025734,303.9837217483833,302.7495494615975,310.6657956321485,318.90423654502615,,,335.63386761498356,318.1783332188948,332.9877689042313,338.0180363013885,336.1211678715387,348.58592003433097,349.15330265962143,344.60558472263193,354.4491061938319,354.7175512400541
4,1998-02-21 14:18:53+00:00,259.5127526298188,228.04154816082263,219.4177433945375,225.4034413944943,247.41348131164096,266.8494775743815,265.9131447330496,269.8319517087205,275.61081219859693,283.3430545176634,292.8088602188322,296.4648629140018,286.28877613241707,301.47156458196775,318.9573054718835,347.7061502827138,339.7545242844837,318.7814267903313,303.0477715018236,305.9608453249889,326.3139016512211,330.1104822651274,325.664821100062,330.40632720735624
5,1998-06-13 14:20:30+00:00,222.4985194567198,214.4604604829881,214.7142948081807,211.6628828279414,235.31435133293743,265.22737803492294,269.9718472898445,261.6691302308202,254.54637010188333,265.0596135021975,265.4539777425224,264.7177579243508,287.21941642583613,325.25182911258173,338.2325135633098,325.9326749785757,316.28593407603717,322.6260749033479,328.60136000603677,312.4945143743131,306.80556627651265,324.78531683418396,309.963528131462,309.49999479660033
6,1998-09-01 14:21:19+00:00,215.78570689436586,181.42766775792495,189.8730610714048,185.0653556121749,219.16649965988898,232.58776529507273,234.96358130063686,214.63204573787434,217.73653899751972,232.13826355268256,245.17316199867003,264.2065422071944,,,,,276.10404392898363,285.0984662358101,,,,291.5358885927204,269.51308397054237,262.12482060768184
7,1998-12-31 14:15:33+00:00,252.9620863142407,220.37367553179453,211.34931270339436,208.6966071266254,224.68788336360393,241.4588938332787,231.30248078223843,236.62221354777836,224.65248800577996,237.31321052809528,280.50254704613167,301.4506765904951,280.5490165416428,281.10593726877903,299.46006718594214,298.64020059003195,284.7216543658702,287.9772575329765,318.1258096944891,350.9744258929896,,315.0117377070918,301.6582716611331,289.1473300818307
8,1999-08-12 14:14:06+00:00,,,173.89561997616968,,,,202.18065378590254,213.93653169287816,208.8248084172447,219.79406874485605,,,,,,,,,,,,,,
9,1999-09-04 14:19:42+00:00,,,,,,,,,,,,,247.41575501976834,249.73833161209657,251.74811961101426,263.6036494525113,285.66811419066875,297.62499494309105,,,,,,
10,1999-10-23 14:29:19+00:00,,,188.88443215791187,187.04396301280408,194.06073652675838,234.27685856486897,233.7540947691355,231.5502446725987,219.34688061419035,240.26645290544226,251.46056648425764,262.7020682692713,269.90110960843737,278.1367029336378,282.5105645101858,276.023460461376,291.0573673085467,300.8739065276147,,,,,,258.27520303068695
11,1999-10-30 14:35:32+00:00,241.9051945202492,,196.0819035751625,210.8283934331606,228.87318313694004,251.26274568305965,237.6694888615703,234.79110879723305,247.24721525406065,274.9839573727385,276.73762377488964,273.00587367903734,276.2483278587917,291.65461270511884,306.8976008026431,326.634376507786,334.43298663147607,334.3305261520914,343.93199099990187,317.9177420668561,305.1700772002806,285.26889301395664,289.3614880589807,312.23369749939496
12,1999-11-16 14:12:06+00:00,227.38702165100824,194.81409028992863,193.19047995036823,207.459371970811,230.4928874294073,246.67679359810867,226.71562360731738,223.7016762188967,248.2416182036176,279.0678661687801,280.44319414395886,279.6245132394079,278.7403126833699,287.0685338466122,300.7162189408597,329.58983308502457,341.27470770562985,335.71645007977355,336.1234496168971,317.3499894425408,297.67833862036423,276.5972871944728,288.5686945097092,309.147639281933
13,1999-12-10 14:29:24+00:00,240.4689788182792,221.10964108768218,214.5048037826473,239.7959202394549,248.69943472231782,243.7870021336652,234.19876248360788,242.82816157268084,280.30327723565233,299.90079730047455,298.7072558604904,296.6490586927008,295.98851624191997,291.14181841554125,322.1060783089599,355.67711588361584,365.47766067518035,357.52152900302565,362.12227843931345,352.1259827354692,309.8201435658753,299.69976323372845,303.5510465994404,338.41465963255195
14,1999-12-17 14:35:35+00:00,,,,,,223.87620775732336,215.93103317176275,205.05135640758346,236.43036369544348,,,260.6273032787671,273.8799501263358,278.1642609680114,295.2788535572125,310.7767801221311,,,,310.87795014260655,299.5931794751328,281.37811705984006,,
15,1999-12-26 14:29:17+00:00,218.32772160721223,195.94052713509086,191.37837972706666,229.29082359218583,233.37726886806183,235.63199891715453,214.61527211413448,226.81594642009466,249.49537997855745,274.14661049721883,292.78934495318924,305.3665466842812,296.4251410690398,274.7455984149345,289.5659606790525,331.4802611608553,346.30850869288656,,,355.76333383534995,300.9549468869534,291.9327438541374,297.93845770966874,
