,dates,chi0522-0000,chi0522-0001,chi0522-0002,chi0522-0003,chi0522-0004,chi0522-0005,chi0522-0006,chi0522-0007,chi0522-0008,chi0522-0009,chi0522-0010,chi0522-0011,chi0522-0012,chi0522-0013,chi0522-0014,chi0522-0015,chi0522-0016,chi0522-0017,chi0522-0018,chi0522-0019,chi0522-0020,chi0522-0021,chi0522-0022,chi0522-0023
0,1986-09-25 13:56:42+00:00,258.0204832343221,214.59992270711774,217.21539128857253,219.49304425940696,241.90982616462065,279.8258612401523,275.2089355398479,259.15801159558356,270.6598645980255,274.1709091376098,271.4031300451715,312.1067168304796,322.70153368968846,318.5371767196171,320.6240773498635,320.5630735186927,329.41569809031967,325.1143109130189,338.9150435991683,,339.99439392717005,348.4822919157404,339.4176140013005,346.69522205950085
1,1986-10-18 14:02:08+00:00,223.58975822316387,192.43669727490365,199.42159177088115,203.63462607302353,221.2712450997152,252.65346699767005,246.94763293898367,230.83625382050948,243.5643777010731,256.7517372827826,261.0408408800386,294.07051046729737,282.7458545409294,291.35787001001944,291.2899537703199,314.1743518478425,294.8885229814907,299.3744031653637,300.26786928577604,,326.3764876425123,316.45388990035883,313.1402417264747,313.4720915815939
2,1987-01-15 13:56:10+00:00,,,,,,,,,,286.17549296348795,291.70040465126124,302.94964527105253,,,325.73595453922064,328.5417133075744,340.9029552728788,338.5585306319639,312.9365426900926,336.12844663330424,340.66668867950534,340.5540041816321,347.60104686000136,339.1089398798965
3,1987-01-22 14:02:33+00:00,,255.8916854327051,254.24655728262277,265.61049212556713,270.83296163461296,286.1760132024634,293.3320255947204,308.24216557058156,311.6134255531923,312.28667921760876,319.14324430415854,326.5339403498352,,,344.1113162869936,327.7154629749061,341.46521757624134,344.9541306693967,343.75087167634774,357.063368706341,356.78300646443046,354.1427144786432,362.9265548658419,365.617128104067
4,1998-02-21 14:18:53+00:00,260.94549627747733,229.47429180848115,220.6713940862387,226.65709208619552,248.52783748204203,267.9638337447826,267.0275009034507,270.7436976663214,276.6137327519579,284.5967052093646,293.9232163892333,297.4677834673628,287.40313230281816,302.58592075236885,320.0716616422846,348.959800974415,340.8688804548848,319.6931727479322,304.0506920551846,307.07520149539,327.3168222045821,331.3641329568286,326.7791772704631,331.83907085501477
5,1998-06-13 14:20:30+00:00,218.484863779014,210.4468048052823,211.20234609018814,208.15093410994882,232.19261913916625,262.1056458411517,266.8501150960733,259.11498570864376,251.73681112748926,261.5476647842049,262.3322455487512,261.9081989499567,284.0976842320649,322.1300969188105,335.1107813695386,322.4207262605831,313.16420188226596,320.07193038117146,325.7918010316427,309.3727821805419,303.9960073021186,321.27336811619136,306.8417959376908,305.48633911889453
6,1998-09-01 14:21:19+00:00,209.8868543109355,175.52881517449458,184.71156506090324,179.90385960167333,214.57850320610981,227.99976884129356,230.3755848468577,210.87823045750957,213.60734218911847,226.976767542181,240.58516554489086,260.0773453987931,,,,,271.51604747520446,281.34465095544533,,,,286.3743925822189,264.9250875167632,256.2259680242515
7,1998-12-31 14:15:33+00:00,241.04415182281986,208.45574104037368,200.9211200234011,198.26841444663214,215.41837875916548,232.18938922884024,222.03297617779998,229.03807341687417,216.30993386178537,226.88501784810202,271.2330424416932,293.1081224465005,271.27951193720435,271.8364326643406,290.1905625815037,288.2120079100387,275.45214976143177,280.39311740207233,309.78325555049446,341.70492128855113,,304.5835450270986,292.38876705669463,277.22939559040987
8,1999-08-12 14:14:06+00:00,,,158.84075501472256,,,,188.79855159794954,202.98753899364388,196.780916448087,204.73920378340893,,,,,,,,,,,,,,
9,1999-09-04 14:19:42+00:00,,,,,,,,,,,,,246.15967426354095,248.48225085586918,250.49203885478687,262.19055860175547,284.41203343444135,296.5972925061777,,,,,,
10,1999-10-23 14:29:19+00:00,,,172.1502892715279,170.3098201264201,179.1859428499726,219.4020648880832,218.87930109234972,219.3799589370467,205.95956630508317,223.5323100190583,236.58577280747187,249.31475396016413,255.0263159316516,263.26190925685205,267.63577083340004,259.28931757499197,276.18257363176093,288.7036207920627,,,,,,239.150468303391
11,1999-10-30 14:35:32+00:00,256.61625293376756,,208.95407968699107,223.70056954498918,240.31511745856542,262.70468000468503,249.11142318319568,244.15269142401746,257.5449561435235,287.856133484567,288.17955809651505,283.30361456850017,287.6902621804171,303.09654702674425,318.33953512426854,339.5065526196145,345.8749209531015,343.6921087788758,354.2297318893647,329.3596763884815,315.46781808974345,298.1410691257852,300.8034223806061,326.9447559129133
12,1999-11-16 14:12:06+00:00,232.83702421303377,200.26409285195416,197.95923219214058,212.22812421258334,234.73177831098272,250.9156844796841,230.9545144888928,227.1698596674584,252.05661999703548,283.83661841055243,284.68208502553426,283.4395150328258,282.9792035649453,291.3074247281876,304.9551098224351,334.3585853267969,345.51359858720525,339.18463352833527,339.938451410315,321.5888803241162,301.4933404137821,281.36603943624516,292.8075853912846,314.5976418439585
13,1999-12-10 14:29:24+00:00,242.8853161868502,223.52597845625317,216.6190989801469,241.9102154369545,250.57880823120638,245.66637564255376,236.07813599249644,244.36583080722602,281.99471339365203,302.0150924979742,300.58662936937895,298.3404948507005,297.8678897508085,293.0211919244298,323.98545181784846,357.7914110811155,367.3570341840689,359.05919823757085,363.81371459731315,354.00535624435776,311.511579723875,301.8140584312281,305.4304201083289,340.83099700112297
14,1999-12-17 14:35:35+00:00,,,,,,228.02725816889262,220.082083583332,208.44767038068557,240.1663090658558,,,264.3632486491794,278.0310005379051,282.31531137958063,299.4299039687818,315.44671183514646,,,,315.0290005541758,303.3291248455451,286.04804877285545,,
15,1999-12-26 14:29:17+00:00,233.18666090816203,210.79946643604066,204.37995161539774,242.29239548051692,244.93422165768945,247.18895170678215,226.1722249037621,236.27163506615364,259.8966374892223,287.1481823855499,304.3462977428169,315.76780419494605,307.98209385866744,286.3025512045621,301.12291346868017,344.4818330491864,357.8654614825142,,,367.3202866249776,311.3562043976182,304.93431574246847,309.4954104992964,
