,dates,usa_CA_0299-0000,usa_CA_0299-0001,usa_CA_0299-0002,usa_CA_0299-0003,usa_CA_0299-0004,usa_CA_0299-0005,usa_CA_0299-0006,usa_CA_0299-0007,usa_CA_0299-0008,usa_CA_0299-0009,usa_CA_0299-0010,usa_CA_0299-0011,usa_CA_0299-0012,usa_CA_0299-0013,usa_CA_0299-0014,usa_CA_0299-0015,usa_CA_0299-0016,usa_CA_0299-0017,usa_CA_0299-0018,usa_CA_0299-0019,usa_CA_0299-0020,usa_CA_0299-0021,usa_CA_0299-0022,usa_CA_0299-0023
0,1989-11-22 18:21:12+00:00,287.8465806522356,306.76767282830076,308.90681006129944,321.7137052695897,326.32597085277683,,,,338.29464248238384,345.86687630860706,343.9002989163234,352.15140177566093,349.4193407515827,347.51848490178196,350.15748125243533,350.61710660644064,346.1476149876715,342.26122248219605,335.3338805062122,319.1997475923622,312.6268293762138,295.17268243775146,,
1,1990-03-30 18:17:19+00:00,270.1308790962166,299.41986084043384,306.3755137265098,307.1001730930801,304.1881938283692,319.6463035666465,304.97096302285604,297.0767993855322,301.42182921255767,317.5960774571691,318.75243887946766,318.75412643251724,318.3094155317641,318.30374788185213,321.01447845949633,314.5937240969694,312.2689984864095,320.2425889639298,317.5253421710177,295.98718565125415,299.9812586650547,322.39676053457515,321.8131424369682,319.4772305717168
2,1990-05-01 18:17:19+00:00,278.2435597483739,298.1759064229507,303.9702314920766,311.5407571960456,311.3961607319756,320.5877872568188,326.24916917740404,318.3476938168084,321.66438840205694,320.68608753127864,324.21308643162956,320.37021694945696,322.7058741395067,332.9100871375606,328.28919014507363,326.06885359371796,326.24486415095896,313.81413883292777,321.87309672028397,318.9536076699348,308.623261964904,321.02028633276217,317.74280050592074,317.82906542222076
3,1990-09-22 18:17:00+00:00,285.9362950921601,308.1610891739328,320.2028547456249,318.47167361086264,320.75746548777965,322.114448325611,327.3734848856908,327.83940096827683,324.99453856996854,319.5107102207695,327.0820009444907,331.95089719548986,340.7927085737186,329.7377026270292,326.11473633887005,329.9391308586822,320.2743034159539,318.3997022237156,317.92817463006656,320.721571153933,315.8294398586958,319.67319879193855,324.3618299121141,312.85452334339664
4,1990-10-08 18:16:50+00:00,288.75306779525954,301.27107080136955,314.4676052909002,315.45799476381234,308.88057150964335,322.99376262090044,322.07989454382124,327.24373265007296,323.7457927887903,329.5466846686338,320.75621324638706,327.3150649500405,321.3601363724418,317.293993872108,315.4808836653859,319.53249572857817,319.0457050330191,316.30521642636177,318.483210348546,320.0816268360167,310.1932176601629,318.40350720407264,316.87032066933386,304.43459329460507
5,1991-06-05 18:20:01+00:00,272.48775535858545,280.91886398700825,276.3653964522271,275.20304403659287,269.9347718158634,266.641289019988,248.2038134345704,256.2445295591197,264.96695507930303,264.0372055739144,261.0693868731677,252.06106616252012,258.66337570362833,254.52852488081191,252.2558758212857,257.6224431243969,268.4879084284841,270.57588857373963,273.6292317095234,,,296.3807402497448,336.8582053406992,353.1333428820169
6,1991-06-21 18:20:13+00:00,283.56794349686464,282.72574623108403,298.13652520463785,284.4415705092597,274.2631237473688,279.4769214405186,276.22736884580064,268.39924350011137,274.4445771050989,270.83518352202276,265.70339645106696,267.151637398131,263.74250803003423,270.32359267394867,264.49329487910245,258.726795081295,268.2444363961928,255.10687475021,252.58300071708433,,,266.47935077599044,368.76712069002843,359.31049083498635
7,1991-08-08 18:20:45+00:00,304.6962321804139,257.3453165695092,275.7736315125112,274.95782134192774,262.0748685593462,247.54672935315878,257.1271900701108,253.62362429667803,260.64093381662025,247.58947141388455,249.725453931899,246.32148211218188,245.6937207537361,248.1431023640528,235.9442849312442,238.55352054632817,241.59421891590117,229.837281396855,210.89595240882164,,,286.38668225989505,335.3482491339791,327.18794049943654
8,1991-09-09 18:21:06+00:00,289.7525463987896,287.4764859352284,294.78112348940124,289.72835449128064,282.68910422256806,274.949860271054,269.44686871094774,274.24874469299004,255.4758886803816,256.5129475365571,256.35111770637707,254.65824063675026,248.90383216732218,251.84833045668773,241.5780419926391,244.90695264080148,239.52584962211807,224.14342748866088,225.67123412240372,321.69415570800084,327.4406750123424,339.4209297615847,337.23712165563927,325.44130302624734
9,1991-10-11 18:21:19+00:00,256.15810889765174,234.7036059900037,267.9820362070492,260.90455979450985,257.2652787154792,256.6568227682003,256.8335219925393,254.6080500591442,252.1430863576168,253.27272655945785,259.13430192907583,262.00552149619375,250.1354227100265,259.81591344098325,260.9097617357598,207.3843353805355,,251.27337243129452,263.6294775342449,279.7951110441633,293.25892101891066,308.94996238434294,309.13679776564226,297.11807343100475
