,dates,per0153-0000,per0153-0001,per0153-0002,per0153-0003
0,1984-12-25 14:41:08+00:00,243.8191184213902,243.07453491823222,240.44592802170132,238.73629393663384
1,1985-01-26 14:41:44+00:00,239.41670745779635,239.58928340596623,239.27756364557365,240.7427267045167
2,1986-04-03 14:36:38+00:00,,,,
3,1986-05-05 14:36:17+00:00,237.52884027555126,249.95867771645555,250.85725881884517,248.43291552609958
4,1986-08-09 14:32:48+00:00,,,,
5,1986-08-25 14:32:12+00:00,,,,
6,1986-09-10 14:31:38+00:00,,,,
7,1986-09-26 14:31:09+00:00,,,,
8,1986-10-12 14:30:38+00:00,,,,
9,1986-10-28 14:30:05+00:00,233.9871137464193,238.88154193853336,235.52280466966,242.79352930231278
10,1986-12-15 14:29:44+00:00,,267.9816575414863,,
11,1986-12-31 14:30:37+00:00,224.38803922604143,238.8757114928926,242.40660704543077,241.1588837762597
12,1987-03-05 14:32:27+00:00,242.81118333504688,248.13301418806304,245.5247320698183,239.70969742141438
13,1987-04-06 14:33:59+00:00,239.3004434809419,245.61915102745377,246.48248534235415,240.70873487422108
14,1987-05-24 14:35:24+00:00,225.5317062517317,231.77747391756256,235.37674397925383,228.62807868409988
15,1987-06-09 14:35:23+00:00,,,,
16,1987-12-18 14:39:56+00:00,230.27555873668058,239.15444203860707,236.11478547948275,233.29697305581138
17,1988-01-03 14:39:48+00:00,243.06985749774176,247.94958302121398,243.720391790861,239.44345936001315
18,1988-02-04 14:40:24+00:00,235.72639764909172,239.0888304804471,237.83207214056884,
19,1988-03-07 14:41:12+00:00,207.6566425943264,230.50543455876837,226.08130742719513,232.07129103524576
20,1988-03-23 14:40:56+00:00,224.2887587469143,229.6241213102124,234.65550161289326,229.87939032342535
21,1988-04-08 14:41:26+00:00,230.7202681882864,228.6818926283618,232.27367145880913,228.29253311479695
22,1988-05-10 14:41:17+00:00,,,,
23,1988-06-11 14:41:30+00:00,,,,
24,1988-06-27 14:41:35+00:00,,,,
25,1988-09-15 14:41:41+00:00,,,,
26,1988-11-02 14:41:33+00:00,238.45651481896778,245.11476983301455,246.69969180826718,241.77018481217237
27,1988-12-20 14:41:16+00:00,273.98585999556354,260.8083180024162,218.76082677285638,
28,1989-03-10 14:40:26+00:00,,,,
29,1989-04-27 14:39:44+00:00,,,,
30,1989-05-13 14:39:30+00:00,235.21419459403077,236.2530362825971,234.4141448104825,236.316757704349
31,1989-06-14 14:38:51+00:00,,,,
32,1989-07-16 14:38:17+00:00,,,,
33,1989-12-23 14:34:34+00:00,232.3241720473065,241.22927594457792,241.17621711048804,243.06716529948062
34,1990-01-08 14:34:00+00:00,242.56126764507368,246.0299648504655,,244.2117544729213
35,1990-01-24 14:33:08+00:00,243.58773422189745,246.37372886778613,244.26897851047693,240.88015971374327
36,1990-02-09 14:32:37+00:00,207.07100442850242,224.98237212559002,226.5348751355441,219.87086800941455
37,1990-03-13 14:31:33+00:00,224.13496464592356,232.78193299628836,232.289523833164,228.1510905615172
38,1990-03-29 14:31:02+00:00,233.6759670738978,240.833614602204,234.29825609917458,233.28404454381413
39,1990-04-14 14:31:34+00:00,231.55168278095726,230.4237894055735,240.57345528044084,238.76793987504834
40,1990-04-30 14:31:01+00:00,229.12276263748853,228.871915940314,232.1724512684866,231.6742053336548
41,1990-05-16 14:31:13+00:00,,,,
42,1990-07-03 14:31:05+00:00,,,,
43,1990-08-04 14:30:57+00:00,,,,
44,1990-08-20 14:30:53+00:00,,,,
45,1991-02-12 14:31:42+00:00,,,,237.31030358684097
46,1991-02-28 14:31:58+00:00,243.99514046298634,259.17239262695915,237.83051639485325,233.429245410782
47,1991-04-01 14:32:59+00:00,218.18688786305609,227.16852145347838,217.26693963968978,213.56542904868564
48,1991-04-17 14:32:53+00:00,,,,
49,1991-05-19 14:33:26+00:00,,,,
50,1991-06-20 14:33:54+00:00,,,,
51,1991-07-06 14:34:33+00:00,,,,
52,1991-08-07 14:34:28+00:00,,,,
53,1991-12-13 14:35:48+00:00,217.03572012008198,218.01720039698512,213.46427439152384,201.89313989295198
54,1991-12-29 14:35:16+00:00,,,,
55,1992-01-14 14:35:12+00:00,,,,
56,1992-01-30 14:35:41+00:00,221.89264864830625,216.75471316216823,213.32750482743188,202.36657248392632
57,1992-02-15 14:35:04+00:00,,,,
58,1992-03-02 14:35:30+00:00,219.29662372517774,233.70795154245852,232.69005985827764,232.50981077023488
59,1992-03-18 14:35:08+00:00,230.42402870242893,241.51612035052202,244.6557192187678,240.27327894123937
60,1992-05-05 14:35:07+00:00,223.47586348209563,220.68298666105642,222.35468613882972,214.74041737078755
61,1992-06-06 14:34:50+00:00,,,,
62,1992-06-22 14:34:13+00:00,,,,
63,1992-07-08 14:34:01+00:00,,,,
64,1992-08-09 14:33:37+00:00,,,,
65,1992-08-25 14:33:20+00:00,,,,
66,1992-10-12 14:32:28+00:00,,,,
67,1992-10-28 14:32:19+00:00,,,,
68,1992-11-13 14:31:59+00:00,266.0894886317708,,263.66670436298796,
69,1992-11-29 14:32:03+00:00,,,,
70,1992-12-15 14:32:14+00:00,,,,
71,1992-12-31 14:32:23+00:00,229.83142912075215,238.51185718202066,234.8713058251249,233.79635991782726
72,1993-01-16 14:32:36+00:00,,,,
73,1993-02-17 14:32:54+00:00,226.16897848119925,234.65469108082556,235.28930766414567,231.8745677046137
74,1993-03-05 14:33:27+00:00,228.8065461232356,234.768126880043,234.79343581064046,234.36438069929733
75,1993-05-24 14:33:28+00:00,,,,
76,1993-06-09 14:33:29+00:00,,,,208.20625257776572
77,1993-07-11 14:33:21+00:00,251.94004503591447,246.21013942403272,260.24753176939225,
78,1993-08-12 14:33:20+00:00,252.77049659141565,244.48881978122856,,
79,1993-10-31 14:33:02+00:00,200.41377629307146,,,
80,1993-12-02 14:33:14+00:00,,,,
81,1994-01-19 14:32:39+00:00,221.49832887816007,227.37999322753694,229.86429802095782,216.43398953790688
82,1994-02-04 14:32:07+00:00,,,,
83,1994-03-08 14:31:39+00:00,232.07384528593792,237.3001593142464,239.70093777963922,245.14918845608037
84,1994-03-24 14:31:25+00:00,,,204.80971736796351,200.57953348856444
85,1994-04-25 14:30:50+00:00,,,181.90608023408237,181.44359890236763
86,1994-05-27 14:30:39+00:00,221.83841133145268,214.48914156822863,208.28080685108128,208.41141820446006
87,1994-06-28 14:29:57+00:00,,,,
88,1994-07-30 14:28:39+00:00,,,,
89,1994-08-15 14:28:15+00:00,,,,
90,1994-09-16 14:27:28+00:00,,,,
91,1994-10-18 14:26:30+00:00,,,,
92,1994-11-19 14:25:23+00:00,,,,
93,1994-12-05 14:24:54+00:00,,,,
94,1994-12-21 14:24:24+00:00,,,,
95,1995-02-07 14:22:37+00:00,211.81818575221774,214.13680251328242,207.81273227086848,198.58325646463254
96,1995-03-27 14:20:40+00:00,219.93495007047687,219.41161650893585,221.85818188076536,219.0884533933339
97,1995-04-28 14:19:19+00:00,,,,186.5431008373423
98,1995-05-14 14:19:00+00:00,217.63211235139988,213.36513502892794,209.01506428456446,206.77488351255252
99,1995-05-30 14:17:51+00:00,,,,
100,1995-06-15 14:17:31+00:00,,,236.94891500840788,242.26453863292318
101,1995-07-17 14:15:40+00:00,195.15238456881514,,,223.31879741326352
