,dates,per0153-0000,per0153-0001,per0153-0002,per0153-0003
0,1984-12-25 14:41:08+00:00,241.48340888478543,242.45625886442508,239.46818914591327,237.7585550608458
1,1985-01-26 14:41:44+00:00,240.26513083666052,239.81386606507732,239.63271761812143,241.0978806770645
2,1986-04-03 14:36:38+00:00,,,,
3,1986-05-05 14:36:17+00:00,233.49713273304667,248.89146101402787,249.16956728942463,246.74522399667904
4,1986-08-09 14:32:48+00:00,,,,
5,1986-08-25 14:32:12+00:00,,,,
6,1986-09-10 14:31:38+00:00,,,,
7,1986-09-26 14:31:09+00:00,,,,
8,1986-10-12 14:30:38+00:00,,,,
9,1986-10-28 14:30:05+00:00,229.17574117533698,237.60794331677627,233.50874173292786,240.77946636558065
10,1986-12-15 14:29:44+00:00,,266.0703786713506,,
11,1986-12-31 14:30:37+00:00,215.48247928789482,236.5183573916185,238.6786982341136,237.43097496494252
12,1987-03-05 14:32:27+00:00,247.84920958764727,249.4666093725749,247.63367329183706,241.81863864343313
13,1987-04-06 14:33:59+00:00,240.7323264468307,245.9981788713655,247.08187821179598,241.3081277436629
14,1987-05-24 14:35:24+00:00,222.3213171336001,230.92766503335125,234.03286016236154,227.2841948672076
15,1987-06-09 14:35:23+00:00,,,,
16,1987-12-18 14:39:56+00:00,221.44765061034516,236.81764282869474,232.41938207776096,229.6015696540896
17,1988-01-03 14:39:48+00:00,235.4816164506279,245.94093097933091,240.54391879439473,236.2669863635469
18,1988-02-04 14:40:24+00:00,232.92061738556043,238.34612394010057,236.6575594721139,
19,1988-03-07 14:41:12+00:00,211.39798242467725,231.49578921974359,227.6474496817606,233.63743328981124
20,1988-03-23 14:40:56+00:00,230.97701178081576,231.394541230951,237.45523544103804,232.67912415157014
21,1988-04-08 14:41:26+00:00,236.80463262542804,230.29245968525223,234.8206147115661,230.8394763675539
22,1988-05-10 14:41:17+00:00,,,,
23,1988-06-11 14:41:30+00:00,,,,
24,1988-06-27 14:41:35+00:00,,,,
25,1988-09-15 14:41:41+00:00,,,,
26,1988-11-02 14:41:33+00:00,234.3929549780368,244.03912163982693,244.99866675857513,240.06915976248033
27,1988-12-20 14:41:16+00:00,264.4845442257724,258.2932638280597,214.78353179945546,
28,1989-03-10 14:40:26+00:00,,,,
29,1989-04-27 14:39:44+00:00,,,,
30,1989-05-13 14:39:30+00:00,236.6827629625327,236.641774968377,235.02889436008795,236.93150725395444
31,1989-06-14 14:38:51+00:00,,,,
32,1989-07-16 14:38:17+00:00,,,,
33,1989-12-23 14:34:34+00:00,225.92347126162727,239.53497279542754,238.49685399090137,240.38780217989395
34,1990-01-08 14:34:00+00:00,233.18925906229836,243.5491390491426,,240.28858808943397
35,1990-01-24 14:33:08+00:00,235.70840342340063,244.2880236564193,240.97065399017592,237.58183519344226
36,1990-02-09 14:32:37+00:00,200.47065168003058,223.23521992746512,223.77193677571867,217.10792964958912
37,1990-03-13 14:31:33+00:00,226.86473728915058,233.5045198724367,233.43221935823578,229.293786086589
38,1990-03-29 14:31:02+00:00,240.71590363630386,242.69712722166443,237.24520628808875,236.2309947327283
39,1990-04-14 14:31:34+00:00,237.6489691865339,232.03777698352025,243.12580772928686,241.32029232389436
40,1990-04-30 14:31:01+00:00,237.6945939137706,231.14093010168278,235.76065970972095,235.26241377488915
41,1990-05-16 14:31:13+00:00,,,,
42,1990-07-03 14:31:05+00:00,,,,
43,1990-08-04 14:30:57+00:00,,,,
44,1990-08-20 14:30:53+00:00,,,,
45,1991-02-12 14:31:42+00:00,,,,234.39194446977638
46,1991-02-28 14:31:58+00:00,238.491598371948,257.7155726616843,235.5267080776744,231.12543709360315
47,1991-04-01 14:32:59+00:00,223.22421913750506,228.50193267318545,219.37558994062192,215.67407934961778
48,1991-04-17 14:32:53+00:00,,,,
49,1991-05-19 14:33:26+00:00,,,,
50,1991-06-20 14:33:54+00:00,,,,
51,1991-07-06 14:34:33+00:00,,,,
52,1991-08-07 14:34:28+00:00,,,,
53,1991-12-13 14:35:48+00:00,215.99228419079256,217.7409967686438,213.0274872583329,201.45635275976105
54,1991-12-29 14:35:16+00:00,,,,
55,1992-01-14 14:35:12+00:00,,,,
56,1992-01-30 14:35:41+00:00,214.99367604697002,214.92851453240274,210.43956280826788,199.47863046476232
57,1992-02-15 14:35:04+00:00,,,,
58,1992-03-02 14:35:30+00:00,213.63184756615055,232.20845197095133,230.31875821031278,230.13850912227002
59,1992-03-18 14:35:08+00:00,226.0369752571549,240.35484149736124,242.81927824167636,238.4368379641479
60,1992-05-05 14:35:07+00:00,230.96287348896755,222.66484225111074,225.48878335100866,217.8745145829665
61,1992-06-06 14:34:50+00:00,,,,
62,1992-06-22 14:34:13+00:00,,,,
63,1992-07-08 14:34:01+00:00,,,,
64,1992-08-09 14:33:37+00:00,,,,
65,1992-08-25 14:33:20+00:00,,,,
66,1992-10-12 14:32:28+00:00,,,,
67,1992-10-28 14:32:19+00:00,,,,
68,1992-11-13 14:31:59+00:00,263.56040856795465,,262.6080196851114,
69,1992-11-29 14:32:03+00:00,,,,
70,1992-12-15 14:32:14+00:00,,,,
71,1992-12-31 14:32:23+00:00,229.50587983820319,238.42568237193416,234.7350293812672,233.66008347396956
72,1993-01-16 14:32:36+00:00,,,,
73,1993-02-17 14:32:54+00:00,219.17065411683953,232.80219345496562,232.35977653487882,228.94503657534685
74,1993-03-05 14:33:27+00:00,221.94519453179933,232.95188675289813,231.92124212120203,231.4921870098589
75,1993-05-24 14:33:28+00:00,,,,
76,1993-06-09 14:33:29+00:00,,,,211.69941057652622
77,1993-07-11 14:33:21+00:00,255.7079192616744,247.2075178955574,261.82478144529176,
78,1993-08-12 14:33:20+00:00,252.40452397256055,244.3919446762375,,
79,1993-10-31 14:33:02+00:00,196.24131224793456,,,
80,1993-12-02 14:33:14+00:00,,,,
81,1994-01-19 14:32:39+00:00,221.67562813592914,227.42692538400522,229.93851631490767,216.50820783185674
82,1994-02-04 14:32:07+00:00,,,,
83,1994-03-08 14:31:39+00:00,225.39072520225818,235.5310981156253,236.90335262833142,242.35160330477257
84,1994-03-24 14:31:25+00:00,,,202.50739400777056,198.27721012837148
85,1994-04-25 14:30:50+00:00,,,181.1120289390959,180.64954760738115
86,1994-05-27 14:30:39+00:00,231.16176171416637,216.9570872577705,212.18360468570563,212.3142160390844
87,1994-06-28 14:29:57+00:00,,,,
88,1994-07-30 14:28:39+00:00,,,,
89,1994-08-15 14:28:15+00:00,,,,
90,1994-09-16 14:27:28+00:00,,,,
91,1994-10-18 14:26:30+00:00,,,,
92,1994-11-19 14:25:23+00:00,,,,
93,1994-12-05 14:24:54+00:00,,,,
94,1994-12-21 14:24:24+00:00,,,,
95,1995-02-07 14:22:37+00:00,211.89064123390824,214.1559819054946,207.84306247250638,198.61358666627044
96,1995-03-27 14:20:40+00:00,213.8461433040058,217.79987354134056,219.3093790482891,216.53965056085764
97,1995-04-28 14:19:19+00:00,,,,186.18612278444894
98,1995-05-14 14:19:00+00:00,217.3731073526472,213.29657488219928,208.90664358741216,206.66646281540022
99,1995-05-30 14:17:51+00:00,,,,
100,1995-06-15 14:17:31+00:00,,,241.2405673525762,246.5561909770915
101,1995-07-17 14:15:40+00:00,203.43965868611272,,,226.7878889042253
102,1995-08-18 14:14:13+00:00,,,182.7286335162225,
103,1995-09-03 14:13:28+00:00,,,,
104,1995-10-21 14:10:58+00:00,,,,
105,1995-11-22 14:10:38+00:00,,,,
106,1995-12-08 14:11:30+00:00,,,,
107,1996-03-13 14:18:12+00:00,,,,
108,1996-03-29 14:19:13+00:00,209.91118320602834,213.01959079234237,218.04285970418246,209.65222781105246
109,1996-04-14 14:20:37+00:00,218.50085655863188,222.5107763072646,222.00497930149788,217.92704210572182
110,1996-04-30 14:21:10+00:00,210.13038298905252,203.22830186756565,211.91496761627837,203.77496525174615
111,1996-06-01 14:23:00+00:00,,,,177.5654015642021
112,1996-06-17 14:24:17+00:00,,,,254.30852520329933
113,1996-07-03 14:24:43+00:00,,,,
114,1996-07-19 14:25:34+00:00,,,,
115,1996-08-20 14:27:14+00:00,,,,
116,1996-09-21 14:29:01+00:00,,,,
117,1997-01-27 14:35:35+00:00,213.77991792738396,209.17211465668976,211.00587328329618,213.25538407352667
118,1997-02-12 14:36:17+00:00,219.17581422153734,216.30361348659432,220.30105434901182,214.2439064209795
119,1997-03-16 14:37:10+00:00,,,,219.6346649238876
120,1997-04-01 14:37:46+00:00,,,,
121,1997-05-03 14:39:18+00:00,211.46233298150693,205.79381697104117,206.65894192341287,210.37050699429864
122,1997-06-04 14:40:02+00:00,,,,
123,1997-07-06 14:41:07+00:00,,,,
124,1997-07-22 14:41:40+00:00,,,,
125,1997-08-23 14:42:42+00:00,,,,
126,1997-10-10 14:44:04+00:00,,,,
127,1997-11-11 14:44:54+00:00,,,,
128,1997-12-13 14:45:41+00:00,,,,
129,1998-03-03 14:47:45+00:00,,,,
130,1998-03-19 14:47:36+00:00,,,,
131,1998-04-04 14:47:48+00:00,,,,
132,1998-05-06 14:48:15+00:00,206.9804738342028,213.96357693315474,213.77151908547114,217.77991994003955
133,1998-06-23 14:49:18+00:00,,,,
134,1998-11-30 14:49:56+00:00,,,,
135,1999-01-01 14:50:02+00:00,,,,
136,1999-01-17 14:49:56+00:00,,,,
137,1999-02-18 14:50:12+00:00,212.69337286797952,206.40834755303442,210.9150002181374,207.31888466471813
138,1999-03-22 14:50:15+00:00,,,210.49858432606763,197.0708237128812
139,1999-04-07 14:49:38+00:00,212.5721226350778,208.93555148861196,207.20109041535213,203.2002785161967
140,1999-04-23 14:49:40+00:00,,,,
141,1999-05-09 14:49:33+00:00,,,,
142,1999-06-26 14:49:12+00:00,222.89059471217135,212.1080276898344,206.63136391908887,211.67746258643388
143,1999-09-30 14:47:28+00:00,,,,
144,1999-10-08 15:03:59+00:00,,,,
145,1999-10-24 15:03:48+00:00,,,,
146,1999-11-09 15:03:52+00:00,201.5970074041857,210.18574677318273,186.76629178410892,
147,1999-11-25 15:03:43+00:00,,,,
148,1999-12-11 15:03:53+00:00,213.5583042583601,205.58952854742583,201.32953789581083,184.9052016272737
149,2000-01-04 14:46:25+00:00,,209.57947451372985,199.8267820596766,187.67940471526265
150,2000-01-28 15:03:45+00:00,193.28405396774946,193.45930166054998,188.97850054951036,186.14438737491204
151,2000-02-13 15:03:40+00:00,181.65010480007618,168.30816858137314,,
152,2000-02-21 14:44:34+00:00,218.50708804981772,176.84763089832344,,
153,2000-04-01 15:03:27+00:00,213.56146228528786,210.9121585162182,206.14082389509207,201.4531730466953
154,2000-04-25 14:46:31+00:00,219.59339977105944,,184.60791027095536,180.74300700201212
155,2000-05-03 15:03:36+00:00,212.39254814787165,202.63891073305547,197.97764981729145,191.92842622963923
156,2000-05-11 14:46:40+00:00,,,,
157,2000-06-04 15:02:49+00:00,,,,
158,2000-06-12 14:47:39+00:00,398.5923649323108,163.91910451905602,,
159,2000-06-28 14:48:02+00:00,386.69070615970185,,,
160,2000-07-06 15:02:56+00:00,,,,
161,2000-08-07 15:02:02+00:00,408.45654487579924,,,
162,2000-08-15 14:48:35+00:00,,,,
163,2000-10-10 15:01:17+00:00,395.3078986467695,,,
164,2000-10-26 15:01:15+00:00,210.18432524822,230.06200010766005,215.3652920451882,193.326591790731
165,2000-11-19 14:50:00+00:00,216.18654472980302,214.67657854041664,211.1395791516842,207.06407055413854
166,2000-12-05 14:50:35+00:00,213.02087356871397,221.10430944740375,226.08835449175794,226.03031583441907
167,2000-12-13 15:01:20+00:00,,,,239.7484536301243
168,2000-12-21 14:50:57+00:00,200.50609670290987,204.99287986002193,199.58907722223879,203.7465465916169
169,2001-01-22 14:51:14+00:00,,,,
170,2001-01-30 15:01:27+00:00,,,,
171,2001-02-07 14:50:58+00:00,,,,
172,2001-02-23 14:51:26+00:00,210.4296661376289,188.3058545725566,192.3765576110157,185.23648922268126
173,2001-03-03 15:01:41+00:00,218.3179015854508,202.87755713367025,199.73415026297553,195.36295070319798
174,2001-03-11 14:51:03+00:00,202.80838128254135,202.3844279857644,195.80496922749583,192.80784376641435
175,2001-04-04 15:00:59+00:00,214.29529236808622,215.08991057168132,205.83511664007403,201.76551466533604
176,2001-04-12 14:51:13+00:00,220.16927311067445,190.60250013191074,181.89087672876067,189.47625724572836
177,2001-04-20 15:01:27+00:00,208.42960365089388,201.61572178585783,192.43256049509642,192.46443214377246
178,2001-05-06 15:00:59+00:00,,,,
179,2001-05-22 15:01:11+00:00,,,,
180,2001-05-30 14:51:16+00:00,,,,
181,2001-06-15 14:51:17+00:00,,,,
182,2001-06-23 15:00:21+00:00,,,,
183,2001-07-09 15:00:19+00:00,,,,
184,2001-07-25 15:00:11+00:00,186.71917554938173,,,
185,2001-08-18 14:51:14+00:00,,,,
186,2001-09-03 14:51:07+00:00,,,,
187,2001-10-29 14:59:14+00:00,,,,
188,2001-11-14 14:59:26+00:00,,,,
189,2001-11-22 14:50:29+00:00,204.50842854059755,198.8506759626282,198.35367298531645,196.08378051863053
190,2002-01-09 14:50:00+00:00,210.32108067233918,211.26306240744677,209.86278124654336,211.78960539756423
191,2002-01-17 14:59:45+00:00,217.98254937962645,216.43468793034694,214.10136643932012,211.2128296177642
192,2002-01-25 14:50:18+00:00,174.5125977645897,,178.41760051010354,207.83883615058483
193,2002-02-02 15:00:11+00:00,,202.057164827323,196.20385488729386,176.5141832075038
194,2002-02-10 14:49:36+00:00,204.9298856554711,200.8293296477908,198.74441680354565,203.6489327436776
195,2002-02-18 15:00:11+00:00,227.67547406280877,209.6309077157484,219.72932979710538,223.053845795544
196,2002-02-26 14:49:14+00:00,,,,
197,2002-03-06 14:59:52+00:00,,,,
198,2002-03-22 15:00:08+00:00,222.49393533840768,216.57721548267006,216.59180561169288,214.25208571526878
199,2002-04-07 15:00:09+00:00,208.74369044768218,187.82354673496943,195.5411346196844,186.69389153739624
200,2002-04-15 14:48:32+00:00,,,,
201,2002-05-09 15:00:09+00:00,168.98129563219172,186.03098885495595,190.92450216770598,
202,2002-06-10 14:59:29+00:00,,175.50384493755956,,
203,2002-07-12 14:59:20+00:00,,,,
204,2002-07-28 14:59:11+00:00,,,,
205,2002-09-30 14:58:40+00:00,,,,
206,2002-11-01 14:59:10+00:00,,,,
207,2002-11-17 14:58:58+00:00,,,286.8904966005279,
208,2002-12-03 14:59:12+00:00,,,246.52480377964304,198.42921091206435
209,2003-01-04 14:59:16+00:00,,136.3726313121269,,
210,2003-02-05 14:59:34+00:00,210.7768706867637,213.9109900630598,276.3858717280983,
211,2003-02-21 14:59:37+00:00,222.06264576745215,219.63594864775638,220.75611497152033,215.15586870648298
212,2003-03-09 15:00:05+00:00,222.1047450043598,218.48686246528587,215.95740733589642,217.63379634389798
213,2003-03-25 14:59:34+00:00,226.45500247312114,224.8604687875123,224.06354153295416,219.09281824778282
214,2003-04-10 14:59:42+00:00,228.6919257679025,218.65527683879492,223.63503499414696,217.11113486610125
215,2003-05-12 14:59:40+00:00,,,,
216,2003-05-28 14:59:39+00:00,,,,
217,2003-07-07 14:47:14+00:00,,,,
218,2003-07-23 14:47:30+00:00,,,,
219,2003-08-08 14:47:47+00:00,,,,
220,2003-08-16 14:59:45+00:00,,,,
221,2003-08-24 14:48:05+00:00,,,,
222,2003-09-09 14:48:21+00:00,,,,
223,2003-10-11 14:48:47+00:00,,,,
224,2003-11-20 14:59:36+00:00,235.17282526674336,233.27449361037847,229.62865888286942,224.32977416222795
225,2003-12-06 14:59:39+00:00,,,,
226,2003-12-22 14:59:48+00:00,220.3037898670662,228.73068571116912,,
227,2004-01-15 14:49:42+00:00,,212.02383942511582,220.48235785055644,216.639725659949
228,2004-01-23 14:59:59+00:00,,,,223.10245926138012
