,dates,chi0493-0000,chi0493-0001,chi0493-0002,chi0493-0003,chi0493-0004,chi0493-0005,chi0493-0006,chi0493-0007,chi0493-0008,chi0493-0009,chi0493-0010,chi0493-0011,chi0493-0012,chi0493-0013,chi0493-0014,chi0493-0015,chi0493-0016,chi0493-0017,chi0493-0018
0,1985-01-25 14:06:03+00:00,,176.2158865459067,176.51347646905307,200.7440129034203,226.68141139751754,225.2571381591234,221.27705213847935,218.1690295660324,213.2400306199047,214.98545597699245,206.25798971497338,201.58119156974178,215.9455692272149,207.33309374588487,193.14436339660162,195.04665775828505,190.7652790125081,172.47687759035026,169.79373184015833
1,1986-02-04 14:08:47+00:00,,,,,,222.14999980089098,225.06641837307367,216.49607923758023,220.95161569274666,231.46707737334373,226.95617730996273,220.70925147718378,205.49328098039337,232.58643910981215,204.13178121693514,204.67232409897707,200.89517853908305,189.15039175583638,190.42289535580443
2,1986-08-15 14:03:29+00:00,240.91188744016114,162.23330671592055,171.61386285459798,184.2355951232559,209.46356890143704,207.17764068324465,208.04401241340724,192.12347683148192,179.00720498810773,178.39332390097064,189.02579319719368,205.019995314821,195.32752129874828,188.4630037046309,189.66458392576266,205.1274643351151,179.46556684510094,169.27198638307843,185.2592037346958
3,1986-09-16 14:02:21+00:00,232.3811570967863,156.1637024597371,165.35487962386844,181.475627178438,209.48685320664754,213.10884229343594,204.57844024593152,195.6660630935914,191.83084798646647,195.0884383346316,199.49407782648413,196.2508902467827,194.76068480082,190.6029514676068,210.67727441876556,197.410591926867,183.72152761366524,174.54362008426946,192.13451801291097
4,1986-09-25 13:55:54+00:00,238.17457712781362,155.87194508122116,175.16458160649057,180.03246511528147,214.03337688026824,216.9217217759943,200.32089604562816,185.423081726817,191.37296576350727,187.25077826827163,208.77858632524845,189.24803037291107,179.93123212643928,198.96636420205695,222.6342243200315,187.17531353058533,180.8718785221395,191.2731081182217,192.98899529083766
5,1986-10-02 14:01:51+00:00,,141.40343206276805,148.9778216993481,174.14244998157247,190.72520383122065,188.24554703618924,172.80076386672607,166.47488857990888,169.0404294966267,172.96243744628626,180.06207676091748,176.0218741062238,164.61123268112397,,196.86871809581672,177.24933973445533,154.2366842919781,164.50158675193532,164.57726307789378
6,1986-10-18 14:01:19+00:00,226.0811124693699,159.76638725301754,170.63539645766886,196.0875181419842,207.1307374706034,204.2318738840966,188.33497522029444,190.50790207381326,188.16857183687998,195.88587653464435,206.22850564273978,191.93900829915574,184.07612060457456,198.99083420632087,213.60409852933608,202.71159018230438,189.83530963701122,195.9872514346078,189.3713554092445
7,1986-12-21 14:00:49+00:00,217.44691103790362,167.58353318539727,176.54146370583624,194.84401835558882,212.7822828003114,211.61543507180315,199.22466781420957,206.33674850747695,198.24395949617573,214.69083689199147,220.74409676518104,210.40266011626946,216.1577919006653,223.57120489445393,221.59100838861372,196.29867063664102,205.01192993890288,201.77918064845662,204.34019567418443
8,1987-01-06 14:01:18+00:00,214.06375378533698,153.24931225629254,174.25919666962116,188.79733137623637,213.00654307091767,208.55954426992054,203.42751972983368,206.8095601846603,205.32248179573668,215.8127126968281,216.20011183121977,203.94631267127173,225.72788364640087,216.67589224495214,218.32951461178513,192.44238989882572,210.86630632585485,201.5234026364653,203.44369232915386
9,1987-01-22 14:01:45+00:00,232.0705615202066,161.9545970227153,172.9371436509009,200.7770323928561,220.70131699799117,219.12876976380883,218.6183551351977,209.82682593423593,217.91077715446127,228.53755279648172,210.89370019109225,222.16066806725408,223.6231378525587,215.80052548076773,223.93722226140463,208.09104614667598,202.75085053891766,210.37376747748016,197.71095881781503
