,dates,aus0087-0000,aus0087-0001,aus0087-0002,aus0087-0003,aus0087-0004,aus0087-0005,aus0087-0006,aus0087-0007,aus0087-0008,aus0087-0009,aus0087-0010,aus0087-0011,aus0087-0012,aus0087-0013,aus0087-0014,aus0087-0015,aus0087-0016,aus0087-0017,aus0087-0018,aus0087-0019,aus0087-0020,aus0087-0021,aus0087-0022,aus0087-0023,aus0087-0024,aus0087-0025,aus0087-0026,aus0087-0027
0,1987-09-11 23:09:41+00:00,192.54075749449711,204.49500832709754,207.38022594197827,208.09308012813767,199.24286562407158,207.58597965418497,184.4375687562134,189.03516555407106,197.98424917705205,194.02054364667146,200.44155127375404,198.5116564502769,185.6606958725115,186.5946219815811,181.01839125918028,178.40630746529104,178.3031814544811,180.37295072130019,180.9855177762819,163.1734172736397,176.9787889195541,183.09617155969715,186.50380600700842,186.67328051781837,195.9423866666884,203.12992029281867,194.20521193552594,193.3962898961279
1,1987-09-27 23:10:03+00:00,202.5882087896111,222.10253208776226,228.99105676560092,219.08220416596097,209.4213273341942,217.79338732191746,191.2259852623891,200.43433596657587,225.17809820584017,220.1155116311005,216.78506026062607,207.45645983608765,197.57768938391345,190.5939251310812,193.99162064214073,190.26845846104777,181.80314105441576,183.62940196909793,194.9547520541949,187.44599601759987,196.93166449131837,196.73805051853878,200.9104973200325,205.6665898383469,211.05205904766075,211.91236864305213,195.88392533312276,194.27460953192568
2,1987-10-06 23:04:03+00:00,210.74277982041465,222.96463584969618,220.31468361379692,219.42440327775174,222.2656659946725,222.1048614382972,207.20046417864938,217.6503001241963,227.73551364689354,226.43290665518276,221.52132063609344,219.41020391030932,208.81199631373198,198.76298851383848,200.4900503457402,194.5912073648122,201.70625359193974,203.71571264004064,196.7686421356731,191.5213613287728,201.31143408567107,201.8689786270674,204.17610279598296,211.51086585510052,207.64196547042556,218.74676321361417,200.96975792933915,200.79224144931143
3,1987-12-16 23:11:29+00:00,224.48437656901314,248.47746195730397,,,245.71406815070483,242.8182159303159,233.66637711598557,226.07758606334892,225.53805899984008,220.28167149732195,219.42109279861108,218.6184804176668,213.86185390328052,205.76188967287715,197.7236708574778,186.74714510017193,189.80713883577917,193.59107102676907,197.03777246578593,186.3330896821288,190.23718436966485,194.4024333381015,199.3937745246161,208.55485923793177,207.95637436126486,212.79443500116614,204.477467518745,202.37704077389643
4,1988-01-17 23:12:02+00:00,176.52939425999088,185.43383691488688,192.6330843047207,199.14964693086887,199.28161928326088,185.56375241124348,183.71859209895436,177.9329457761938,178.06573759164488,182.01507321781625,184.8262107148297,181.4029324162583,175.5279053396374,166.65672460428613,156.6630643459043,156.17167305974922,161.57620639378894,161.6580936379238,156.05566153939725,,142.15786693975133,,162.59922606846,,169.07371555278485,183.1847878871537,172.08704504924842,169.66208790242746
5,1988-02-18 23:12:35+00:00,187.28990291865873,204.95913057779222,201.36259049623914,206.03045415575957,200.4623096049201,195.66449843664859,192.72242103435286,187.27584835315423,189.64962687387447,192.80499511245188,187.20771638957623,182.49778179608668,178.03132043754854,170.23107347937938,162.95297939182836,160.46389591712594,161.76087938364336,156.610350558328,157.35466026857122,,156.36687531969892,,167.61346572804936,,177.19099825295427,187.96060634166977,182.14054640084296,180.45780834933083
6,1988-04-22 23:13:04+00:00,177.67055203782886,184.96951578872995,197.17013369380965,206.11538664873916,198.66711333306296,175.20997225184493,171.15362021555654,173.1507848824579,186.33964934208208,186.0704098143748,186.80672561672756,174.65611884289603,176.78198884153898,176.70239734867883,175.18110318213817,173.08508070034375,174.44399764727527,171.43524801508713,168.71068976150576,167.93704478951753,169.56769769862578,180.85381197231396,182.71302984926308,182.52833299180438,177.39546036291105,169.27386210634077,180.0585763330169,178.31736197588816
7,1988-05-08 23:13:14+00:00,162.75881944871404,171.79393524301557,187.63694435917418,192.3425768592854,199.518682391249,185.1941802583002,155.76151036410474,171.14308649727425,188.96747702451373,186.87169482637827,186.66004471278345,181.1248113671368,181.91408305853315,168.96806455363603,164.38468946394562,165.7541262893774,166.55427386692824,166.01647534707018,169.5434154978249,149.94360842826197,165.73828674612702,167.3155416967121,175.37084184148816,180.45743046856262,181.65729363443546,184.67921327184789,173.68676906981324,167.85087366054793
8,1988-05-24 23:13:21+00:00,192.5483290313529,200.70880980802892,201.01640175076207,192.6779115736899,197.06855725583065,198.32601668028497,189.28174399619922,190.8358278553323,199.1055463552587,196.11023635666226,193.71122416876597,189.34921700313373,177.48984827270613,176.7335582241226,172.274676178386,173.80392598978304,169.62260671098633,174.422070854302,184.95291999192494,168.23742500680453,178.69279257592342,182.79574273223824,188.42085833215623,183.7021974780669,194.19619512441656,205.3578280383518,194.71747427975376,177.92555253693732
9,1988-06-09 23:13:27+00:00,196.89333170419715,195.4650692625814,183.74705427454492,190.21566842628678,190.40115637624618,187.37786260889035,167.16382476295982,175.36726181027316,184.30303339359597,195.98211303788935,188.45944118737427,181.63124313830156,175.16266142176525,172.35626805535367,184.53520592518103,176.29745108838364,162.73998407238324,168.15469207711018,175.00811369934874,177.34429528757187,176.7972497041694,168.18770992821013,176.24693810753766,181.2806583253329,181.0955449492362,191.49832769429233,180.9171705492952,172.75400560297217
