,dates,chi0422-0000,chi0422-0001,chi0422-0002,chi0422-0003,chi0422-0004,chi0422-0005,chi0422-0006,chi0422-0007,chi0422-0008,chi0422-0009,chi0422-0010,chi0422-0011,chi0422-0012,chi0422-0013,chi0422-0014,chi0422-0015,chi0422-0016,chi0422-0017,chi0422-0018,chi0422-0019,chi0422-0020,chi0422-0021,chi0422-0022,chi0422-0023,chi0422-0024,chi0422-0025,chi0422-0026,chi0422-0027,chi0422-0028,chi0422-0029,chi0422-0030,chi0422-0031,chi0422-0032,chi0422-0033,chi0422-0034,chi0422-0035,chi0422-0036,chi0422-0037,chi0422-0038,chi0422-0039,chi0422-0040,chi0422-0041,chi0422-0042,chi0422-0043,chi0422-0044,chi0422-0045,chi0422-0046,chi0422-0047,chi0422-0048,chi0422-0049,chi0422-0050,chi0422-0051,chi0422-0052,chi0422-0053,chi0422-0054,chi0422-0055,chi0422-0056,chi0422-0057,chi0422-0058,chi0422-0059,chi0422-0060,chi0422-0061,chi0422-0062,chi0422-0063,chi0422-0064,chi0422-0065,chi0422-0066,chi0422-0067,chi0422-0068,chi0422-0069,chi0422-0070,chi0422-0071,chi0422-0072,chi0422-0073,chi0422-0074,chi0422-0075,chi0422-0076,chi0422-0077,chi0422-0078,chi0422-0079,chi0422-0080,chi0422-0081,chi0422-0082,chi0422-0083,chi0422-0084,chi0422-0085,chi0422-0086,chi0422-0087,chi0422-0088,chi0422-0089,chi0422-0090,chi0422-0091,chi0422-0092,chi0422-0093,chi0422-0094,chi0422-0095,chi0422-0096,chi0422-0097,chi0422-0098,chi0422-0099,chi0422-0100,chi0422-0101,chi0422-0102,chi0422-0103,chi0422-0104,chi0422-0105,chi0422-0106,chi0422-0107,chi0422-0108,chi0422-0109,chi0422-0110,chi0422-0111,chi0422-0112,chi0422-0113,chi0422-0114,chi0422-0115,chi0422-0116,chi0422-0117,chi0422-0118,chi0422-0119,chi0422-0120,chi0422-0121,chi0422-0122,chi0422-0123,chi0422-0124,chi0422-0125,chi0422-0126,chi0422-0127
0,1985-03-05 14:11:29+00:00,162.47717796490576,179.9824273249068,194.0074935266281,190.82410515108018,184.0014501404659,175.00644398414812,178.7094851902481,183.60764847432574,188.50106105153728,196.077430839557,204.226888890487,211.50941565912552,210.89606358760054,210.86995593846467,222.34811100318913,234.5768514218863,235.0190376300882,225.12182578653236,233.84327596003848,236.72466878542687,240.28592283570202,246.7390821480585,250.68069319900692,252.80742790829095,256.84106687925305,257.8791697448547,262.1386831854524,261.4990949073688,257.177034263891,253.40689541347953,260.26351976415316,247.53957966877974,248.1040361736041,252.3745177389946,263.81664053046325,265.5436417849186,266.4752800849128,255.9877458582208,245.84842985307688,240.0402995242017,242.0916487468085,244.91819600949728,247.68857867568323,249.13644602873802,248.94821444013584,241.2570285473345,235.1043077752361,224.44082161893746,229.02787609725397,224.1645844609716,221.46264994175974,220.5589016713665,217.73070718917555,230.98221770387423,223.74694687988836,222.62965240738228,219.92033699700644,225.36765192417053,227.49606110270906,214.4341820721057,215.09124773891293,215.937564291828,225.01047413350295,225.82469506859508,215.4595338594485,214.70320421554953,211.17232834784156,203.05992078660574,202.36834601274614,,200.81124078004046,,,192.5391566386914,191.79708511157003,195.23699429957225,197.4992645282133,197.28289496684837,208.90145352760155,206.25765135619068,201.91568592191072,196.75795643776266,196.97076013863744,194.88601283720055,195.63975095701602,196.21524875553757,204.5338796575662,206.5711664431626,212.62287689187193,211.1220096815733,204.75257464539453,200.08656582863696,201.40872337674006,202.69493109486038,200.09412057019324,199.07905603170983,204.53158867216362,201.4738730310256,,,,,191.4919743146636,198.17309810832347,194.85690877944614,235.44310608626407,,,188.10158019975339,185.81848448006255,178.38254250109625,186.24069181565372,185.85723254448015,181.675939999108,184.09230271693113,184.63662465759964,189.9630100610709,191.84822578027553,197.4810643880434,196.1304821010979,195.018206496717,195.4480029221035,194.8483098291006,201.44577710159103,205.97802127938095,210.17206005608094,213.40330511150182,
1,1986-02-04 14:07:59+00:00,155.68342945942993,167.45451851364683,177.63601374453222,185.89685812343905,189.38941981690485,189.84820147219193,192.88812809611068,192.5755580575827,190.4547075498288,197.17304955905598,205.04669956301274,217.63311527217013,213.15061677869045,215.5765593123908,231.48584151549724,244.83081191943833,247.09437108659574,241.43451906380326,240.08389592319557,241.35269426528126,246.79261951728563,248.86575124810287,258.48529442909904,257.1150044107235,259.25907356870744,263.72628447679574,270.42802148410885,269.282898275773,265.2592344433783,261.75713519044365,254.53081286552631,250.40700516003295,250.087748966964,256.7660709471228,263.8699729929487,265.0037066251631,256.255742989503,250.08537280835057,243.33679769561894,240.02553915095302,241.93618006231645,236.86313503302912,239.7691296747035,242.04256750298987,242.6016529753141,241.495804676921,240.8360575621045,230.6260627147338,232.3320148676853,231.33724643406407,232.09832313426807,237.17079743925996,236.99816256929938,246.4207131476653,241.56724395911152,239.68461264739975,223.1707731486174,220.82056380247369,229.16514495174914,218.36472470076518,211.46662618556135,213.12125687073907,220.99573585805882,221.74813110605038,212.56621417105563,211.80156735473938,216.4183668560142,222.53936409077912,233.44875444766564,230.63101158819,232.13032567209794,,,222.24984059519835,223.45467432739247,218.03404547316484,219.1998790238797,218.7853986265418,224.4970130605011,221.20929651039313,219.67665856670078,208.6919895254983,208.8820433212346,206.6589607045717,216.520295117682,216.4511652355193,211.95075866687964,215.8010722883347,221.33016452773776,228.44833133532595,223.35728003373472,220.67256007756816,215.53548157405433,213.6012249850046,210.06786553951397,214.02013571655425,210.0730724615266,210.29269632774736,204.00970500036817,207.51193528067074,,,201.21118640410958,203.21520618505147,209.87024012344853,211.46204930370664,,,203.69461069332084,192.08713742404677,189.8793147100925,185.7776819650509,187.4392019486524,186.542176925647,194.1844650770584,195.39822211742532,201.97803434545244,205.873376373914,206.81787727030672,203.89236827388723,207.99187401488885,209.44830355855424,208.48478178106117,207.9129310137731,218.74384351170343,220.55151681622357,220.73360667668354,
2,1986-08-15 14:02:41+00:00,152.2217534808838,166.8883308924496,176.44939913553748,167.71353519955272,169.03821927706926,176.7965362197166,178.26905270520044,175.48094879898844,190.96110083146272,190.81373276212506,,,221.17881760599522,218.52724809370483,224.61699123993225,233.24324542514674,239.20363339989927,230.61238279303632,237.29539392131704,240.08860554564842,235.23321107154655,235.1173555132015,236.8458803257689,234.6957968832048,238.1455875943736,246.26774471684863,252.14072305729172,250.98035741989548,251.67891947459242,254.47038833145456,251.719960734384,245.23146555850136,236.67519773896495,244.629418290989,248.5127902833104,252.8155527726581,255.601340594128,249.45224448773297,,,238.0361724467511,234.63592738515118,238.11045445330168,240.11977858111422,237.81001189926081,223.3401599166449,213.36641266005853,218.09367414133789,225.79474772685452,230.34217251685965,222.195776603266,223.6765111832036,221.84767833438488,229.2196955627352,229.6671684524383,220.58142260831664,209.591329833247,209.68618355920177,212.46288378109804,212.56350799979415,206.85244052236698,205.8372007742997,200.48123269309363,204.73651404987626,194.8913809722862,198.4376173851322,196.27296343556134,201.92822121621668,204.26299432938026,204.80919767490403,196.12496042330818,194.56952287766774,192.86224767805595,191.61789783267125,192.91990272194198,194.3770220591207,188.9999010639975,182.23763183492818,183.6997045027951,191.45519150006888,189.0650815428763,183.57275330100623,178.32887858908822,182.0734918429817,187.22017443519195,186.8893554000554,187.62493788239144,185.34952133958228,184.56976179782475,185.32463706124273,182.7806222234634,183.21391320923502,177.65872631506136,178.30939325348865,179.3112021413214,176.24879156952696,179.84590390921215,174.9112071578434,178.12509069228076,176.74645981841232,170.12509165564606,165.7751252913595,163.1202565246883,168.1341817917607,168.67588634592187,168.85066675678678,167.60053213441097,161.51429882297742,159.61433266775526,156.70343472527807,160.4895095402244,159.27447372643584,152.7037873774008,148.02149092990055,154.08674864212847,153.79906596278636,157.55459512635244,159.40824243672847,158.37756024420972,159.1381319795478,159.72136031002387,163.37350660816944,163.62075468366027,165.03484706998987,165.01801395394625,168.81253329098715,180.6065817558436,166.63308502031103
3,1986-09-16 14:01:33+00:00,150.10787588118808,167.1830115544554,178.98936041234748,181.80987277670704,183.73595118975845,177.82053451678948,171.40505268741637,175.40548114237285,173.4690590331367,183.02629718861394,,,,,215.98476418277346,215.52443362450077,223.26644842267805,217.69549295734586,217.5304542039524,215.78765399249977,214.1317653525817,216.3711098642609,223.80626298939765,231.84115510089828,233.69193064926264,236.2568083973955,239.0787258078843,238.91839832156037,237.485381642496,237.17785787122025,235.5957007006949,233.4163210841083,232.01811799175135,234.0418409077515,235.26481085849048,250.27578953017093,238.94208890244266,241.5956030827017,232.60827365559004,225.06957619289483,222.4325790237722,209.59677537610602,213.7154922937082,220.92807225377302,217.2564982934656,210.87912943336514,210.24260395763827,214.86714990898142,213.00956315511945,205.16722884765755,209.00610229901406,209.9701212395007,217.16072899996772,221.1818712459134,212.49082748399013,205.06062029274221,194.38999284886404,189.70348091916762,196.25062296264505,196.35814164249754,191.02858228279962,189.16272485130236,191.22723334947443,194.4190668325767,193.7885009636837,186.95627604681326,187.6818268043881,186.08293219378587,193.3070895936232,189.630494065193,189.33744887901375,192.34846585051068,190.42074520676326,185.13155316315326,184.38467789140427,179.17300382841503,181.57211800660556,177.60615552867856,173.98207825987598,173.78274682761855,175.04296458291495,168.12692808219543,169.24455147414392,171.1393622475127,176.119531143062,174.46623174631333,170.8604916805493,173.40396047443897,176.9895999080358,171.01136345522943,175.78065977498656,171.99013605347048,168.76114185264584,172.35889544420004,172.9733987655809,173.62180919527097,176.00440228222755,168.10495011124348,160.95757588541088,165.4601500745715,163.42232578164717,161.77642804267848,159.7399365783563,157.56467265092215,159.85737347325892,160.89005866745273,161.45942845058624,155.1997599342402,154.40356532089942,146.52813797682717,145.61999528577405,147.54446578039725,141.2941560208907,145.81556261645795,146.55610037443864,146.0584566955837,147.63188871351605,149.64267503154377,156.1027560125878,157.35328870926017,156.84927325387773,159.36363413132042,154.09272082662514,155.88319149061735,159.32053544848952,162.3375171578496,172.5017429927499,156.5844630747975
4,1986-10-18 14:00:32+00:00,139.28639638774885,156.23726358655938,163.07699577591387,170.2163532824466,164.15716236481575,161.86866725681259,162.45293872520315,162.23446563125876,169.74420955049567,175.21709732168776,190.13893603830263,198.2712871379018,199.82314629779603,194.1086816381094,200.40363196036188,205.57906616738077,212.88965407402037,208.6322602893038,210.92433126375414,207.24424526430434,209.3069602358684,210.61788089673374,214.8716472984326,216.6139341899596,221.94801988275336,226.97641155835174,236.4760980015595,236.40613772628066,235.26448315064715,238.919665735315,237.62755652424963,228.9808707487746,231.94376256814124,233.58181166771007,236.1334043418736,238.30925820863476,239.7726568541736,244.55433000420302,231.38330027486955,226.23504637155477,215.81600544306278,213.1739103649913,217.26006330416166,228.0985968700682,222.51428685416136,209.31169237533229,204.1921225968192,212.70700332757306,213.6898692784078,208.11624593175813,219.69825757715336,212.31262576621725,209.49957257119488,222.2143750221412,212.96209838921118,210.8484504568139,188.5923942513537,191.38738812435142,200.94587462926575,203.7983064855544,197.60964871174784,192.492906588412,193.66908585509597,200.16754948279015,192.09246648024393,189.05277315858723,186.76134465208585,199.17016065890968,188.87343690788563,179.9459187362937,193.9341571474355,196.70694762796572,183.9490851772666,184.34259028773005,190.39704847717073,181.4728297701392,179.53864303851043,179.87138920000956,182.46973985165968,187.6083583568362,182.43820723057254,168.86131501519603,171.72371788806532,173.80693098364694,181.9726782342378,181.990807404021,178.46718195959508,179.40547473993846,186.15736110225149,181.99576017931864,173.38698580240438,171.4907627627171,170.5822981016273,168.8364008942563,167.31715018616805,172.61182800138252,170.90781681991274,164.6227971270857,163.4361787982256,161.89301512058879,164.96772153805296,158.120270706573,157.74999898418727,158.54818170353067,162.87372396266133,161.08418526019963,157.855415605796,156.67735230778288,153.2891344907556,146.7286931502485,143.42593494352656,150.24915027539802,150.3375899230884,145.4557383574869,147.7588656930073,144.35078713144918,150.0639652899485,152.74398585642606,155.9123995399746,155.64589046619582,155.66885160406153,158.2933423106255,151.50172305004665,155.4567638838658,156.3976383660648,153.21572814680042,167.66564228179178,168.92936905904315
5,1986-12-21 14:00:01+00:00,151.41842159168982,157.71480601202495,170.3208339935333,172.23281392290332,166.56666141081865,171.3200073010739,174.22168449503107,172.13658390114702,170.92969197785132,180.87839191838953,190.9702431489495,200.9247453730045,205.13281443177792,212.85874477496978,218.9533470585206,227.77517635432508,231.5114815874814,216.6631261730842,220.70105938797752,225.06300065336336,220.81591472902082,222.92582916702273,232.05490180718556,235.12383423599653,232.7753528710731,243.83094031138322,246.27384829714072,249.31610904672777,247.70296463380902,249.59623916115424,245.53057973881772,239.0642482262876,240.050121024931,242.73450413200848,248.45317342828193,255.59284974822057,260.5153867316899,263.51343827975734,247.64516163694205,235.54972885178984,231.99480332105446,230.20335759486022,236.50323399399866,247.61079349102747,246.36037003466654,229.36861762694667,221.3513678327967,227.7544481990183,223.90064226997433,225.2690322995241,229.86348171028726,228.74538492802134,220.91183259578116,230.59186510009368,225.62535094914998,226.628264351591,214.65235695328258,202.2036006587591,211.669497351584,214.11699127537884,205.1202239311199,200.5212381557628,211.93288103199546,222.4469051347046,201.20238814557,205.58955372128767,205.29944802681456,210.3656571538226,211.45483824845584,208.33139175910355,204.48244487195763,212.03370081258322,198.91835371470242,189.35864267195726,190.87025841319988,192.1826458193077,187.44941729248362,186.8359656086648,192.46166656451877,196.59665498821477,194.56725350795062,185.5385858348279,186.38978788647236,192.49313925925296,196.67261988191353,192.01069939458424,192.7369973582766,190.3025237699144,201.3047513552748,201.40823204400803,191.04943823858486,188.32289249667036,190.16544599245685,185.41783818964134,183.68044492463054,183.42432037900025,187.35113792965225,187.79475532427537,181.8215748855915,187.6245113970754,180.63272531149616,175.767148031203,177.29193814216973,178.12395307971352,186.146235382488,185.37342462782203,184.63514240932784,180.0846656031864,176.92212653188903,172.48715772591177,171.28235551055468,168.3203768927406,164.4937324878893,158.6775454687343,161.17249681636144,165.07552595835386,171.0093177763437,170.78711968320033,177.20367023511545,175.5123350258261,168.00382595190516,176.05461815189665,180.7375251762323,176.51259346867747,178.4730469535169,176.9912468120457,193.45134271234204,196.8557651232667
6,1987-01-06 14:00:30+00:00,146.87491538025742,154.26677837701845,162.80763709546244,166.68911378696185,165.93958958068313,169.59845685243886,172.42886822643936,176.7459791254715,177.7831400322536,182.06390689676567,190.64593311901686,200.11319602879374,203.17650574893804,209.43851951161918,214.48889999047816,217.03853237308232,222.35110894810992,211.45476078174158,210.720910344009,218.89160109632078,223.0184226563115,225.9244719613,228.83137134701568,234.0368397113609,233.14311416074847,238.1855222059639,247.91460179274532,251.6444513318865,248.19775465128336,248.58861936490243,243.72238854165462,240.31888287690492,240.07793698013893,238.69820834541298,245.05672996385798,256.47497188379435,253.028902281969,254.4932012006531,244.29141214476232,231.65839490356348,228.28279011360468,230.19286836609257,239.64045725154585,255.60016227065165,258.6134187907994,237.59490279116065,220.59956333724176,224.26430292742253,219.59708195836336,222.35555337625198,224.45165177493095,225.6980129747451,213.83617579082684,227.78196768448348,225.77823469591956,223.50555182601386,219.9634160883059,206.03335273174108,209.9436310481009,206.71855751603687,200.96339428500065,200.59651612306638,212.89378028011564,216.16097971389502,209.43594006062798,204.1503471040578,204.90295748578248,204.03082581479507,206.4040919746626,209.57470737823638,206.20374636689155,202.7970673559239,196.36157277327138,189.46428342011853,187.06909455958785,185.26755435424545,184.9955975093477,186.86288858630286,192.1686934311949,200.9292890394766,192.21696120608024,194.58747717814197,190.85590002514635,190.37429853021098,193.25367914568267,187.92533400288755,192.85777616008914,186.54179220156493,193.021691120458,196.3082533740635,190.5199019429456,193.82888447190476,184.05760362202906,184.7748603973625,182.51711488381596,180.6999737788587,182.28490293872258,183.90760222648998,183.68039262833832,178.83415407823884,176.11471620878064,177.3066980915496,175.33818961779656,181.56838796444714,182.23175943780404,187.7144664889241,182.97649897630544,176.38639679708544,171.98589753614596,165.16129319096044,164.9764451877775,158.27124181138998,162.02629059259908,159.1227473679462,159.8050105424009,166.3292072525905,164.00711686695507,170.43133822875967,173.80299960835703,168.71302114256997,168.91089250622775,169.16958964915415,170.6444758999735,165.21337214271088,173.76832781856115,182.45363513116365,193.84400145675468,202.47127200738348
7,1987-01-22 14:00:58+00:00,151.05115253491203,157.387275801157,163.3664607694565,163.7924212390118,172.23559132144212,171.11053104271,176.3947435202216,179.20047373348763,176.15850511699284,183.0033127058938,193.11687127171194,200.69700516763936,199.57230575179034,206.33628591113302,217.11900405140057,228.71717935534588,229.23264494786537,224.94127058601478,224.4198061749833,231.95718069014964,229.34007724513086,229.01370668672243,235.65443986739234,241.73583286393057,242.53377463985368,245.96929731554252,252.75378710006595,255.34285633116696,256.05289849968165,252.95983494426204,248.39472260158405,242.9996391729148,240.61254712472706,242.7820912440905,253.96496576134228,265.51219347300963,259.4662420602257,254.58771785442246,237.50944081021368,232.83032611766168,233.9202000491531,233.3958475642339,245.45457299607247,254.54260284837756,255.80893146647819,238.83965851753834,227.76299303029197,227.23355671046596,229.6317217819062,227.35250976669522,225.0504904207874,217.82181616366324,224.04765758659784,230.1616118673944,230.32156207892712,224.67427801317552,219.36523520117981,211.03219588969006,218.3572589777725,210.27945117748254,209.36376501781388,207.0813076506205,214.93318363543688,214.31715618877888,207.06491902580058,207.60105290892037,211.56787404040483,207.57458292999112,219.82799235526917,218.1625035676745,216.2275833369368,222.25142717633236,206.71445058490374,203.28672250604208,199.80968095261397,194.42186231395462,195.28686285444087,200.0322307930024,207.6753272737123,207.46524660387792,207.65337705469312,190.55922744275168,193.59341414118924,191.81030276040602,196.3677175511414,198.13349947010153,202.13261965301558,195.67836606414036,203.02323223785024,205.86750132197798,208.02178632875385,200.1650854552123,191.96981425115578,188.187291026461,184.75825550714958,189.702270067935,187.72489102045378,193.9134578930394,188.9651587756624,181.0389973539816,178.82920098385657,179.5988404429023,184.53418958684676,184.5402535108671,191.30519115478072,193.62654711174483,188.8942394490594,185.5009509366256,183.45600826127693,179.02196735170645,173.84979514512287,162.48744462798498,161.1746766206608,162.1853256715828,172.40341792549606,170.81857863900154,176.08419052946954,182.07491094656467,184.70700491101175,181.7808971667843,178.6252516294443,183.57729798534598,185.32126201928185,178.38568253027836,183.22194020471244,191.351264259014,199.26153278606787,196.740143625485
8,1987-02-07 14:01:33+00:00,147.84168380344377,160.4814511812936,175.8488775706675,179.04945290660228,187.9750237731821,186.38084864020612,185.00053202941368,182.07879985346372,176.99340549776255,180.4229559594044,190.24162776810581,202.9772124888014,205.52825675341452,212.20345764582933,223.6485985686028,228.3901577636931,230.94310508111192,223.31079373845816,222.76874924224845,234.14605979683083,235.06610154833166,234.7251967076215,242.43115125007648,251.4705236506657,252.06962664826537,258.44867645408937,264.9046664141913,267.65137796191203,260.1287804738283,254.525474291615,252.49724623511696,251.22849876970386,252.95757841530363,252.48469496406958,261.79680073462214,267.6662730576417,259.45976404994155,258.4075104740035,246.29618063042076,244.97594953780518,251.74035923334145,249.2764432645237,257.60026833490326,268.32434558286394,272.07661293140404,251.41567776366568,236.59537690681344,232.19755469423248,232.00237660765592,229.14159558972756,230.7335288413445,230.52126249244924,237.62461954550926,239.0337169519533,233.46476501205896,234.73171740419784,218.64109312731915,223.3027875143985,234.55421054652973,220.85015531986423,216.56997190492214,217.28518676917258,230.36442246623122,231.36061918482957,224.20333275970594,223.28139938208147,228.95538568479694,242.32796248913237,234.10850798898065,229.10478898738614,226.11010296986393,224.12439838395542,218.94541782680344,215.37265071206963,212.10252674682596,208.67498337414762,210.97614605485478,209.5163916224875,214.12927778677584,218.8858251229278,214.03408356778863,210.18297364173299,207.49697277683282,203.83008096940594,203.9469931214483,205.56040826604567,205.66867945111247,210.82800772835284,211.23208570701655,219.89313654854737,215.21335305127533,216.56812844396003,205.7007085315528,202.36293144640618,203.5243157571065,200.81031986859156,199.7663671301831,200.7020276929749,199.67287857223437,200.21819949560003,198.300543114997,197.51352275739256,199.32148204458176,201.88590818492392,204.3830709226049,205.50248788605123,206.17392282253388,204.2803516014518,197.28729004782303,190.60718309474356,187.73638875180512,185.70791119283635,186.30870078731564,185.5438329374157,187.14621654119196,189.06973892105592,196.46317165531372,202.2193540947401,206.89084715878627,204.16854443330234,199.47799883654838,203.03798651194649,197.25205840962533,199.0679806686749,206.64711241303777,207.4023056305543,214.57167685430798,205.30145810755255
9,1998-03-09 14:17:33+00:00,128.59438184657697,147.24897061164594,156.64940228942308,159.30597518152578,163.5696321470862,164.32490226427353,158.65689411300517,160.48292123316205,159.61514088435794,169.95667168010976,175.15483373249324,185.0845113835528,188.6359370042917,197.2322323203779,211.07534631382092,217.17244505631865,226.4874680581988,218.02531334155447,226.2063542838764,228.60706021439,234.64697338523752,239.1262692815674,255.92979810865967,264.1745806026,271.20427580616143,270.1905282517353,278.4670597775253,278.0861044256333,280.87745675177257,272.9940638260981,266.82477250167034,259.24018903776584,250.35821335340543,253.60600696316547,264.3224688722879,267.56458119020493,264.74023119671153,255.1477440083862,253.21899554196398,252.70430325056017,266.7512723503244,264.17904998291795,272.25122860248075,277.01875039995696,274.1312647706819,264.87862444625756,248.184459409832,242.59978910333447,242.41405661964623,243.83765858494323,243.78442788888225,246.39970993876247,251.3034528243852,259.15182077794907,252.1105407453275,252.2351008721964,235.6616606151258,230.88926289633588,240.64676766645425,227.28085921439148,223.88679770952058,225.19687426372923,232.45893380184674,232.4476231864252,225.5695436559957,225.56585661218006,242.2707432417144,239.3936415951348,237.8358206179903,242.65476537581438,248.89614164075527,236.44636902466846,221.45210556129996,215.8885339475827,217.78467048030274,225.21210459998508,221.69182734632648,218.58300926385914,223.03347490289673,225.9694141428976,226.19164696122974,222.04979752172153,227.92630769358396,228.8615522041643,224.6251297979552,215.97639828417806,215.07863287360263,221.5792100061267,228.29993666020232,229.96149588001302,232.18251905516814,234.1284263457023,233.5454376571032,221.51422702470953,223.56347876676125,226.11950878875248,232.22678833028453,227.27949319529364,219.51578302116138,218.9666731146101,216.08452818032055,218.800721289131,220.61595341693555,220.89217578612653,228.1239638626431,227.44727468556368,232.0832497353043,228.0574754910556,215.72491999446203,206.13214538947912,204.33472083630073,206.1421024109014,204.00026728593738,202.11888079006636,210.49177981727428,215.9172722488394,223.96386223306976,225.9309787377101,228.0874184087313,229.59480070623843,226.72289523520035,220.56655857885212,218.69835923920672,215.37177880800135,209.05984790353216,211.75165491900975,222.45189395729318,223.38610679152148
