,dates,jap0111-0000,jap0111-0001,jap0111-0002,jap0111-0003,jap0111-0004,jap0111-0005,jap0111-0006,jap0111-0007,jap0111-0008,jap0111-0009,jap0111-0010,jap0111-0011,jap0111-0012,jap0111-0013,jap0111-0014,jap0111-0015,jap0111-0016,jap0111-0017,jap0111-0018,jap0111-0019,jap0111-0020,jap0111-0021,jap0111-0022,jap0111-0023,jap0111-0024,jap0111-0025,jap0111-0026,jap0111-0027,jap0111-0028,jap0111-0029,jap0111-0030,jap0111-0031,jap0111-0032,jap0111-0033,jap0111-0034,jap0111-0035,jap0111-0036,jap0111-0037,jap0111-0038,jap0111-0039,jap0111-0040,jap0111-0041,jap0111-0042,jap0111-0043,jap0111-0044,jap0111-0045
0,1984-07-31 00:43:53+00:00,121.94287148400022,121.1460115539729,110.72699539875748,130.87338531068568,146.6695802540192,148.99798988770556,137.08865849069363,,,,152.04902753646476,159.03912945293203,156.672796863963,177.56519350724588,186.21295860077043,195.1354021608619,192.14158555732544,189.31388131396417,181.76462487571803,189.25988396658843,,,147.33677471892852,125.0142457015658,138.95819629626203,,196.32190403807152,200.20370598616574,214.7130423338295,219.5885136203206,,,182.0512142905181,182.05990671870185,172.92106634064749,185.1065627204442,218.36749543597972,219.1565442249515,,232.6410340307454,221.18080246352332,202.16245127246543,197.72535223365213,194.0172482058381,184.6771027696052,162.43889163081442
1,1984-08-16 00:44:25+00:00,138.41091269699373,136.00972827709757,139.157605782881,148.61628777868782,157.16142553995581,158.50101419969852,160.6888734134662,164.90807186218512,169.86521621564205,169.809614999987,165.69571467161467,,,181.74647463538358,,197.90867650716135,198.53304178651976,198.03600745194137,204.9843345872861,184.90717953907145,166.87802252127068,160.4746253067487,165.1345501537952,,166.34279576255778,189.11582727037018,201.74785033693414,208.3939781705125,208.53409805778867,204.0276501535894,195.10731354242566,,194.38647206551414,184.49934718375843,186.5472079276628,200.36003947471778,,229.53716311162793,246.13929003093304,246.13994361569766,229.74304166593456,223.53459865453334,212.69521996542986,,196.417597208348,
2,1985-05-15 00:44:44+00:00,114.39574865490238,123.73771317488735,115.7411292623193,132.45873631139497,142.6267804296384,151.92404387662125,152.41998329279528,155.45037209055465,161.2108574292017,172.24965130469246,168.55469129827895,,162.5065063281241,168.10595023368933,175.86878243058158,,,176.65978902466267,175.72899916896222,163.54241229905602,165.2845012786011,172.2515938308136,164.99842767807436,171.4965763911347,171.60147586020076,,186.33722628031262,179.48744562511786,201.40402886045382,201.28816156629745,192.29776828061097,191.54835041717226,,177.0603314134584,179.9484755003525,191.67138782815695,203.7889904241768,206.27553079260812,,214.77581107957533,212.5244530203123,205.6569990480781,183.2569048603234,178.46900182059449,168.38476063855057,148.07304577454155
3,1985-05-31 00:44:45+00:00,128.13814861562338,131.38495934885208,138.52328748091648,147.6593614231231,158.063837358216,162.9211279883829,172.89394925330933,174.21609376746736,177.43571504141448,175.0563329849969,175.57184963730563,179.81027347124171,180.29136300536504,184.83707987073365,192.34930671216668,201.00963871567672,196.8376741707111,191.7699608509548,188.13797226428002,,,178.56561662036106,,,184.617331591375,202.5801881369096,198.4304160457815,211.57757863674513,220.09204758820727,215.46152174793244,,200.18614711006302,192.36900370356713,187.29298463524404,183.95781045640337,202.5390754813408,223.54039302858533,,,225.8000093523205,222.80774715600955,210.9526893601997,196.41281281538403,193.82597380445603,192.59039700318127,154.95907609073524
4,1985-06-16 00:44:43+00:00,130.84878744590168,138.23130240947037,139.96092661810897,143.67387101972957,164.33607079509363,165.97512930435198,176.19560901179062,173.45312644805207,194.06161815685115,183.8570459488326,184.55622421969386,176.9247884930206,,196.74477922987637,201.4804654693923,209.3804905496451,202.71813690776003,201.7243962823046,208.87638811165104,191.9906123222391,193.2340884511804,188.0787808720675,,179.12527637161594,178.72048728401577,198.23712876415593,192.02045326888387,217.1480236029128,225.85782088668944,221.11492757625516,210.9768170757229,203.0030044717576,198.441531226686,192.84347299603962,195.5672742035265,195.8979178817502,205.38977641115218,,226.8213004114684,230.54793862969916,213.50206507781326,206.57060485021884,206.11645744673794,194.80014256777199,192.16562555215071,142.33971215994146
5,1985-07-02 00:44:39+00:00,,132.10794888035673,128.28386835292545,,137.08260608660945,163.11201033047482,,,,,,,230.7209914309129,200.86695342496515,221.75370480184688,213.22239185032143,209.38319647385154,199.64346057876006,194.29115178349107,,203.63129306504004,195.3142204187028,,191.65049422505814,183.33379301988205,200.15395849535946,216.6782160522081,218.53907809749222,,221.318021372163,204.53490392101858,208.21736395310216,197.83726328484056,194.9277881375799,205.00269149180815,,221.30583494569055,,,235.17356342942895,211.89979828362826,207.73715592498465,214.67949945051893,,188.15640545249664,
6,1985-08-03 00:44:24+00:00,,,,133.5166144959444,132.43821286266586,147.7739044533679,143.6168318059141,162.88772530351662,166.5925368975028,180.49520120336294,171.43973597332524,175.22501180783777,,182.23770388280113,187.9546548544748,194.3029211865242,195.94239206257862,171.27930291722856,,172.44285349581668,163.69333797814872,143.09110143778452,136.0596347185805,,,,,,,,,,,,168.67732234930943,178.38455771751578,173.78199223147018,182.4154762247983,201.09371407949396,197.46763962440596,,176.64646488628165,167.6733536677166,163.26749312514292,153.3510105168122,121.93345395405701
7,1985-08-19 00:44:15+00:00,,,163.7880010359393,172.62529929993303,185.62558228898266,194.20269129066946,200.273329148022,,212.28672703455092,,,204.87310283430944,209.68103859605225,212.32444129632253,224.48115172558298,229.32266683685862,218.19865861656262,198.38571140485297,201.81676691404024,,,182.84816371862985,,183.4939755663834,194.9637514169809,207.35936720277726,216.99738480571625,214.12537755270674,233.42169172125057,221.31345796591285,210.49968882453,197.63911449245967,195.8671796379693,184.3600963551209,199.25946301169404,195.11370483077312,205.46807588831413,,224.5396950058536,235.2960342207393,218.89774439939077,202.7406819434551,200.057300752869,192.53036427716415,187.86771659968502,145.59636987737562
8,1985-10-22 00:43:30+00:00,134.11746936762165,126.68340744736747,145.04121035654427,152.68221972350722,162.5263633321857,174.64659247885004,183.51632553785097,190.63513927641625,,,,,,,,,,,214.78549579045162,208.85063701932222,204.07298646778207,,,192.7424165878905,197.96529687539513,200.76358966713937,197.71598594072262,214.84400896983902,227.25513479706873,220.65572123806888,,,,176.223822246828,180.97653682167726,187.0316605279671,196.26038536259895,216.62795707156974,,,225.41898906789268,211.06455897079087,198.02209160268657,193.6230527971788,177.2266038710229,150.69650030853106
9,1986-01-10 00:42:07+00:00,112.65252833446621,121.99760446600831,130.3509539748007,133.58282454166414,129.65700255503117,163.09626468262834,178.23468014160477,180.91986296785453,184.65847257331475,193.9753537351891,188.0620701027507,187.57270593756428,,190.8334269060921,199.25543756103482,204.96979693866967,198.09015627642455,192.95154401756398,192.5397242134326,193.09065721624833,201.29609445865484,197.10330225484137,198.35593269070137,196.19707362677067,193.98911445802634,199.97155475666418,193.6999560713071,,,,,,,,,,,,220.9869423545755,210.35648332440184,,,,,,
10,1986-09-23 00:34:56+00:00,132.48652829109463,133.605943265783,144.90784287703258,152.10601531986023,156.0928552547329,173.67799300560924,180.20581381289134,,,,,,,,206.23228673425706,214.49096536676802,226.72248591034023,,215.1231562467014,211.76093698672912,201.9909749299444,206.62443799445754,,209.46561148909453,204.26349378550185,210.5863700660662,208.8419225861812,210.6236156766964,211.27007962512988,212.67501811383818,,,196.96866242966527,177.82052688586,187.52533327872075,189.464873761332,193.70561519577473,187.31518116853468,212.91653698294198,216.06903340793093,200.76561911886992,,185.26054929715366,179.5491578263854,184.20570936381654,147.18109372824765
11,1986-11-10 00:33:17+00:00,124.35634787903543,129.63436574747067,135.59259338012416,144.8133300169823,158.139212583201,170.05155919897183,187.5053915409629,182.91162262887764,183.43849931093973,194.09352028196312,193.24549446302746,178.16451698033615,186.83206121628228,,196.67812898148222,209.8535191461647,212.75760374309647,204.31196609302322,203.58904566515594,,203.57302368180677,206.24801753530525,,,195.88619002944824,203.79219575467081,202.1511429287107,200.21913587254247,199.32347267209573,199.96195298036372,203.03582703732965,185.7373454226737,,,178.922228620096,,,,207.25641750831906,210.4317736053285,,,,,175.6071767519334,138.76559504824598
