,dates,chi0250-0000,chi0250-0001,chi0250-0002,chi0250-0003,chi0250-0004,chi0250-0005,chi0250-0006,chi0250-0007,chi0250-0008,chi0250-0009,chi0250-0010,chi0250-0011,chi0250-0012,chi0250-0013,chi0250-0014,chi0250-0015,chi0250-0016,chi0250-0017,chi0250-0018,chi0250-0019,chi0250-0020,chi0250-0021,chi0250-0022,chi0250-0023,chi0250-0024,chi0250-0025,chi0250-0026,chi0250-0027,chi0250-0028,chi0250-0029,chi0250-0030,chi0250-0031,chi0250-0032,chi0250-0033,chi0250-0034,chi0250-0035,chi0250-0036,chi0250-0037,chi0250-0038,chi0250-0039,chi0250-0040,chi0250-0041,chi0250-0042,chi0250-0043,chi0250-0044,chi0250-0045,chi0250-0046,chi0250-0047,chi0250-0048,chi0250-0049,chi0250-0050,chi0250-0051
0,1985-07-27 14:08:29+00:00,146.71616009344143,174.49746349963715,186.35990569997162,183.88768805011762,185.13273212163324,190.9656550550647,206.41762556965506,197.8927291684702,203.71572422610296,199.19433842060764,200.65816125616902,209.2257089086852,205.2574407817859,193.8517672297028,189.88855784145755,180.84293009052695,179.87180433869983,182.64282983461655,178.41581386150264,179.2223173444357,186.54107874078477,177.37794612987088,188.7900239281419,184.26027944699567,187.17851467444754,191.12976805588553,196.47087759064934,197.41704897734877,206.5680089352044,,208.5788770975338,211.22587048994689,200.5960695684914,201.78562073467174,162.41745913902892,194.13411671669346,215.92969638757168,219.36057450143088,216.80871460051583,209.84919815939554,211.1393584892542,200.4136866305761,199.98986774844516,196.67919949028885,193.99301333769927,206.3779079430612,214.51563232720048,211.5145172116092,210.62455890850882,210.29024109509345,202.04533367117511,221.14727635272462
1,1986-02-04 14:05:35+00:00,150.8633388592288,162.56035787267066,183.59672336265632,181.66278557995545,186.47490191245896,196.62590171652394,208.37415709603474,211.5871836698518,207.49624314935238,211.87247096644015,217.11937268478727,224.8713376756667,217.19328586923996,212.97342102927954,204.46388667797268,201.56241929989147,196.86551954239332,205.43350114928893,206.74522629347217,202.20447293368792,201.9556240882395,200.61602852824302,200.92338035759587,199.77776231914092,206.44749577177322,202.75394933013797,215.6373691137157,225.30649114913402,,,,,,,,,,221.98773355779468,214.21981951001584,212.03280299966886,214.75173624052624,208.1194728952503,208.87777060534583,215.12748684938742,214.92996540436778,212.04807688503902,215.52348811665806,217.21107373239252,214.43128225940364,214.34420532216652,214.16984088244888,223.02040502733317
2,1986-07-30 14:00:52+00:00,153.22677423072176,178.88326905409366,187.0835978306049,178.00184759051984,179.4685537261002,185.40645969019863,187.6044875735847,179.78959910549796,180.1019672056202,180.6353301719408,192.82751605177873,197.50825498200805,197.61095063147587,188.97324742634927,192.12201208700566,171.81469854528441,170.26787726349082,190.6702055047187,172.70151973739954,178.4349721463807,178.29199575908325,172.48892599356586,184.2516835938489,181.50794734644728,179.44979729306317,186.73551262781416,185.69732637929548,178.4488913211963,181.89079652093196,170.20205380791793,197.5200393662568,188.2667029002936,189.68882931140993,192.3405916668308,183.90795599889154,189.14083023926563,196.75128187868785,189.1101126828282,191.04069379447134,190.82385479863052,195.04917798839307,196.01201020630788,181.1075686031897,193.20813754393373,188.61236752357956,186.47698783233224,205.60549447988072,209.1284543731093,198.31833668435195,193.96868356062456,195.39914711321242,195.65138943687148
3,1986-08-15 14:00:17+00:00,168.89415406166606,187.03501605719228,190.0815725816333,181.2759590216263,181.05950805104376,187.3653077965696,198.15019933854418,195.48124279479484,188.61718016367647,189.21674223412447,199.1063430607769,204.94406388603542,206.89244804026518,192.59315366687048,187.47437523542013,178.95249857780362,174.20024590421676,184.55335551682663,172.74813904276866,167.60556118353657,178.78408452654585,177.40391838168463,179.14640050223255,185.3905861987133,179.0039812213327,190.77289492003996,192.69279075248568,188.7919282720893,202.27487361408478,,203.36743425461881,200.41755664983424,196.16862672794892,202.72919334045838,193.171328227415,194.06099815570775,207.91525806319095,199.30835215411818,189.9407937942779,198.03298669936865,204.01073421277545,201.06709010872746,182.5322766629744,196.74237952930787,192.7803446262893,195.44209440320017,211.60454379350244,211.3836978916959,196.12140815459696,191.28040538661327,206.8775828779643,204.74232641073692
4,1986-08-31 13:59:41+00:00,141.4864241955859,173.00522554837602,184.74675821549985,175.28386941487094,178.67700888408498,180.6005782237134,174.8243427400025,171.6880310325777,170.28365657348425,173.0138783838891,177.58400611032502,181.50772868749775,188.6568448676204,185.29904725116037,181.667340133002,174.56481570963874,166.76849172805,172.5092830547474,171.5054730484539,178.15227366976512,170.91119490551733,174.39219621775626,175.63989245717727,173.44700722646516,175.3659481142876,173.4379601533355,183.2896362797864,182.08369440044473,183.55430765061493,,185.28777678055366,194.10176469804614,194.9730560619581,188.6307015029784,191.28863015106987,193.3984376665279,193.36241046382256,187.9162902771204,193.98816376723167,183.67231970929922,183.16333648346955,190.25633918071637,184.9855836670821,180.29395175496464,185.36241250454967,190.76483478139903,193.364850427789,205.85839339119136,200.12995051428712,193.7190814459159,187.07454547722952,196.269723458896
5,1986-09-16 13:59:10+00:00,154.27854361672829,183.71685070097152,195.91730743778942,181.226087320794,183.3612296717894,193.837614196107,193.37320523172664,185.09908172760993,187.2257379383695,191.5113771586415,197.54505486193165,211.8962534908591,210.54554020293318,204.34782359726876,200.43375407533216,191.7108805052514,183.04030307955531,180.8262725950265,178.00418866893529,189.155570309476,183.42508333872652,186.71125167299667,184.8566205894825,185.44783833901067,192.4195137242593,196.3556710865329,194.92121214764146,203.50250050402272,210.5301680388454,191.98035602814423,196.4948079647279,206.1304790647609,200.4401451311079,204.3237222398883,200.5354843856195,204.43036126295,203.94900808133102,207.47671762208682,200.79089941143795,196.89349358973416,190.57862348426562,208.44458394154924,200.2986730950374,189.282329573881,195.01104632146468,200.7440754117111,206.10049715047498,215.57202498481212,202.93189014092917,210.632707681716,204.58551425899864,219.6812368445809
6,1986-11-03 13:57:34+00:00,152.9610981842659,174.773166838156,185.96484022971944,177.88350221983654,182.42057975108733,191.49213014641703,191.36726315436448,189.05027620127086,191.92648081744798,196.208752495797,200.67312937098612,211.46508584695704,210.5954976831981,208.05718069306513,195.48208079852847,189.15107475790185,185.95400583062136,181.8901981243923,189.9229590472814,181.62876598536062,188.25094226227114,185.87737264788137,194.02492244125142,185.04263724867195,187.1573133583565,196.30213568088263,198.76911929773112,202.92986961402931,,,194.20021558650393,203.69345862825065,197.26593438861784,201.79412969215238,191.13555960258,200.44332981863099,204.4896391668329,192.0213975677908,191.11148997553332,188.55258189627705,193.87079107576903,194.54315934468545,187.9277489867491,184.57180842260448,192.09977446963524,192.8822466648762,198.99138619220403,207.53046886499388,193.5860904007767,201.86829145574356,203.17387718920344,200.97797129306528
7,1987-01-06 13:58:06+00:00,156.02078240093454,152.98223731291898,172.50046355311818,173.57108220129385,179.37551910293328,187.8225798613557,196.59379413075723,197.33911886732164,197.34910883442706,198.76441640202984,206.71366331993187,215.14359346682141,204.14171548466948,196.4756942452757,194.66437044193955,190.22023276717783,187.01902261580648,192.51736507973925,198.14608680768163,194.8868762966129,199.06471383024456,200.11301947907208,192.5917700155706,194.20743808779645,193.7031865460116,192.97275065892683,199.41261385150793,190.1631577565068,150.30426454211474,192.12143593627957,202.54589996708046,200.845774080317,198.53000166575492,194.42112002657592,199.00985611826093,196.05665069796402,209.71754737641763,211.9899361307221,206.3188904982795,199.0925059631622,201.14163522106938,198.58224739752455,193.06717291030614,190.34244525006545,189.18159632814178,181.47035864788202,187.55128217520587,198.11414777971075,197.05447594394576,191.62122421910573,186.31807414623773,201.53214815443084
8,1987-02-07 13:59:09+00:00,146.29421746135915,161.9261256267685,183.5927514559742,181.11831645285997,189.50705072419703,202.39982403859926,208.1594248831212,207.31347981230573,211.9439193655115,216.91227271802677,226.0888739691521,238.66487832120106,229.8085112083733,224.78445527417867,218.97280782205382,217.82948568758658,209.89225815492304,214.23053461820476,213.93345210018228,212.72870635808823,211.8477297085717,210.79155343607812,206.82056332647502,206.792611580107,208.63880991675336,210.09637146744893,202.8652211844898,196.68308629616268,214.59228415119844,209.75253147522224,214.10999976138498,216.88640655342505,217.6475397422959,220.34378994710173,216.97820258836126,219.99271089877115,217.5175036328433,213.68531024769243,210.7647386736301,209.848014286603,206.57283318691572,209.82444096475226,208.73031873926234,199.53383953396644,198.94764041861933,193.25763004985683,188.13233953891196,195.2431075096568,186.03648419966692,181.19525098645218,181.24817944783356,204.2265223747691
9,1987-11-06 14:06:32+00:00,162.87321564309863,176.1381358891903,182.65630154862882,178.0108402943126,179.63368604593376,186.1430410213254,189.0064082765291,190.61044739868808,198.82750853334377,202.76231953565198,205.6855826573071,213.11407576542163,208.043119053349,,194.11917379472462,,181.86197344071505,188.93450048419314,189.50549091418222,193.3904727159156,191.25813556933903,188.66010316395298,190.95338334691732,185.27216821965072,,,199.99232975943755,209.1688624948957,218.71124166593273,213.19357029649484,216.6862534942974,216.91601038638905,206.8612144940442,203.90900182378314,199.52307484547006,203.32949950762628,199.8443418626398,198.30298446002212,192.4223649348807,193.06667932714086,195.93809827631628,193.91824935281656,184.4620874002372,178.43496719581026,179.7415653922947,187.31481782903083,192.2969277913412,206.04946072477168,191.8460266422558,198.09748727439572,198.32880257115215,200.3566839005146
