,dates,jap0046-0000,jap0046-0001,jap0046-0002,jap0046-0003,jap0046-0004,jap0046-0005,jap0046-0006,jap0046-0007,jap0046-0008,jap0046-0009,jap0046-0010,jap0046-0011,jap0046-0012,jap0046-0013,jap0046-0014,jap0046-0015,jap0046-0016,jap0046-0017,jap0046-0018,jap0046-0019,jap0046-0020,jap0046-0021,jap0046-0022,jap0046-0023,jap0046-0024,jap0046-0025,jap0046-0026,jap0046-0027,jap0046-0028,jap0046-0029,jap0046-0030,jap0046-0031,jap0046-0032,jap0046-0033
0,1984-07-31 00:43:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-12-22 00:43:59+00:00,135.5149577255589,,,,,117.40538240090768,120.81375943454559,131.13967876331762,134.7141358208146,141.19712758943888,143.53598064881862,144.49040156362923,140.43425135992027,136.97120108658027,133.52399567549656,136.73681482540684,138.83952396355016,141.11220282676481,137.32979251695758,140.5228482766504,146.76890807130215,148.91002630601682,147.62899683940998,152.56289400054092,151.4448054737364,156.3507841150112,156.0911416831484,153.39587265012327,152.82894398268002,152.80724353236346,149.89433039708166,147.97946480672488,144.37608265934267,139.95871036624848
2,1985-01-07 00:44:31+00:00,99.18492225219734,,,,,81.22707371534074,107.38110432660568,,,,144.12563799590635,145.07237036877495,144.81638750889886,139.82985858226846,156.49801967179306,150.5725484779649,154.1954895734109,155.37973647111528,156.42308153944006,155.1517538060308,153.79205729141253,158.5061488874664,160.8269011030922,163.3324042510694,161.35014526564277,163.96486999308317,169.9661144794399,164.15409767118163,163.26593713487762,157.93009190553732,159.09912969429558,156.4402280724367,151.56121136823316,141.7432710899536
3,1985-05-31 00:44:21+00:00,125.41324102874859,115.40518592640689,121.00052427374902,127.12417614071327,128.2741000483482,109.99191501912571,103.99027621771421,118.83156992329205,126.14869774205377,125.78056218409328,137.82590763993065,137.15961818811954,134.18145729937464,134.85110904993587,131.9133307652654,127.64035959554494,,132.57816476541745,130.88726004713567,134.8867679337166,139.62201684070385,138.55479250546287,135.63973978582374,132.38617836624806,130.44767884554844,136.6023053614464,133.60356226007104,136.0044190482329,135.62741305767042,139.35843503211817,144.67232050114202,149.12415640945167,145.04372966310376,139.0872673912036
4,1985-08-19 00:43:51+00:00,123.28577829751327,115.74435789734301,119.93266364927838,127.96404376877865,134.32179471960885,123.29497328176657,117.50996673974441,103.84177447240958,130.82734617412626,144.23552273938068,146.70165272835095,142.75445872498523,139.7363730713067,135.34030308459862,131.65350675576332,132.93915172780046,126.92697281801371,130.93634985594719,129.79477320110982,135.9839421472994,137.5942882407906,142.6924298993908,140.38531045278802,138.78904261834697,145.531706574316,148.34710083718332,146.88830825794457,149.86522113728347,148.1719330014039,147.80879736844383,149.21530020140855,148.12177710095588,147.628654661163,146.12182100016224
5,1985-09-11 00:49:21+00:00,119.71644445573827,98.57940867239193,123.92416453594844,130.40492329265507,135.52629199620105,120.07172698150939,110.4791878982688,105.35916066991597,95.47248156644088,132.52267148678948,139.14126272912105,129.95789020260878,123.73262675254631,121.759285494512,122.98200471498109,122.59805603898796,,125.61823885831438,128.2011215305965,129.20180476638433,137.1277052314117,140.07156309471173,135.31180815822614,133.63176952468388,,,,,,,,,,
6,1985-09-27 00:49:10+00:00,134.9359614858392,123.24501822231821,137.38951072537543,140.26673363587025,137.41635625898869,131.892516059399,126.52501676507192,141.17710008522764,,146.95487215308853,148.8880792373049,146.15442325027226,143.59069990785503,140.51231440036017,142.4047836036566,146.36690961311243,143.99135377454292,145.89583975283415,142.63259970198595,143.69336514947082,149.3889978945124,154.1486429034976,156.71778010097347,157.48426529020463,149.15485639388694,153.96083437516367,154.8533205647593,153.47343507320085,152.0881792485671,149.29580449515316,155.2396429782462,159.31181577738369,158.45087524396968,158.59703617356712
7,1985-10-29 00:48:48+00:00,148.95209024453453,139.84030232945526,134.45816941498995,141.72871324356345,147.29822582526938,142.12248351594278,140.64437158571832,153.07866260332705,,157.24066509868794,154.24296864346167,146.37727393426997,146.9960076218155,150.79550644410705,148.5856617453957,147.53570983982308,151.20443942504625,151.60162046043723,152.1065756086362,155.00607479193553,155.57262340615497,157.96590106132314,158.76167705140261,158.21495672698444,160.1336789361893,161.77999256108674,165.27351698065485,164.8638006918064,165.60476716049666,164.22963862889796,161.2336633726374,156.51461633463552,153.49195720074727,150.0413806407226
8,1986-06-10 00:43:56+00:00,,,,,,,,,,,,,,130.93743159209637,120.92893951061585,139.24862927755987,145.80752753088072,151.04352892880695,144.04035356136683,142.49259804446973,144.80538920643272,145.48162102471122,147.05110703413033,149.6299803809695,158.87891112922034,176.5975281638144,152.96527080559065,153.70369505145092,153.6058748444948,153.5076472338425,149.3772346455891,144.4631073033881,132.60760644109936,129.51588471489845
9,1986-06-26 00:43:25+00:00,107.65438493020989,,,,,75.76075346809348,78.87152091453709,77.10800053626633,78.84164498529483,111.86665979511233,117.36268306052462,116.90987322192844,117.18430701454736,120.10185361770223,119.0303048622512,,,,,,133.2237830887699,140.6322052753767,136.29833877692235,130.67077873592984,124.05653708662871,131.0090656518995,135.65691229317372,138.12141059491128,136.60143884142633,134.70742339949444,135.80304453211323,135.16083148055867,126.83569668475963,124.15945117830613
