dates,nzd0352-0000,nzd0352-0001,nzd0352-0002,nzd0352-0003,nzd0352-0004,nzd0352-0005,satname
1999-09-20 22:00:08+00:00,,336.57,341.07,326.23,321.16,420.69,L7
1999-10-22 22:00:04+00:00,360.27,349.25,351.34,341.23,342.13,438.99,L7
1999-12-09 22:00:09+00:00,345.99,353.95,347.18,326.22,331.70,433.21,L7
1999-12-25 22:00:04+00:00,332.32,350.08,350.85,330.25,333.38,430.76,L7
2000-02-11 21:59:57+00:00,350.10,361.75,364.70,354.31,337.95,432.71,L7
2000-02-27 21:59:52+00:00,346.01,357.67,355.16,345.87,337.61,434.73,L7
2000-03-14 21:59:47+00:00,220.33,339.63,345.88,324.51,327.31,432.45,L7
2000-03-30 21:59:45+00:00,229.86,341.54,350.84,339.23,335.66,431.53,L7
2000-04-15 21:59:31+00:00,220.70,335.66,346.38,340.84,348.00,428.67,L7
2000-05-01 21:59:30+00:00,193.63,,349.55,344.11,351.64,434.07,L7
2000-05-17 21:59:19+00:00,194.36,,341.85,338.56,329.71,431.41,L7
2000-06-18 21:59:03+00:00,158.12,,334.00,316.39,303.45,433.31,L7
2000-08-05 21:58:20+00:00,192.88,,347.71,342.19,325.77,435.03,L7
2000-10-24 21:57:29+00:00,,351.88,350.53,339.30,333.56,429.81,L7
2000-11-25 21:57:34+00:00,,351.01,351.72,341.32,334.35,431.02,L7
2000-12-11 21:57:36+00:00,,,,,335.41,430.18,L7
2001-04-02 21:57:18+00:00,215.56,342.76,355.47,351.23,353.92,436.75,L7
2001-05-20 21:57:04+00:00,197.09,,335.35,337.81,336.43,431.30,L7
2001-06-05 21:56:52+00:00,174.12,,338.60,339.00,336.08,435.00,L7
2001-07-07 21:56:36+00:00,,364.07,347.75,347.75,340.91,438.39,L7
2001-08-24 21:56:00+00:00,233.87,,339.52,317.15,324.19,434.56,L7
2001-09-25 21:55:40+00:00,233.17,347.42,355.20,343.08,330.67,436.28,L7
2001-11-28 21:55:47+00:00,,349.15,343.64,337.65,328.57,425.70,L7
2001-12-30 21:55:49+00:00,,343.91,340.58,331.76,324.78,433.17,L7
2002-01-15 21:55:59+00:00,,340.67,341.23,319.43,328.58,431.11,L7
2002-03-04 21:56:09+00:00,241.96,342.99,344.62,325.31,335.16,434.06,L7
2002-05-07 21:56:03+00:00,194.05,,329.87,308.89,308.64,429.97,L7
2002-06-24 21:55:40+00:00,,,323.75,321.69,300.26,435.38,L7
2002-08-27 21:55:12+00:00,208.16,,338.22,313.06,321.16,,L7
2002-09-12 21:55:07+00:00,226.83,343.13,347.42,328.54,331.41,433.23,L7
2002-10-14 21:54:55+00:00,334.78,340.03,343.98,322.65,326.58,431.64,L7
2002-10-30 21:55:01+00:00,350.75,355.84,347.66,343.55,329.11,434.23,L7
2003-01-02 21:55:34+00:00,356.76,352.83,355.68,343.45,334.16,439.02,L7
2003-01-18 21:55:42+00:00,338.23,341.10,346.76,330.87,327.95,430.92,L7
2003-02-19 21:55:54+00:00,316.35,346.79,350.30,333.50,335.65,436.65,L7
2003-03-23 21:55:52+00:00,236.26,345.11,353.16,347.56,334.67,432.45,L7
2003-04-08 21:55:59+00:00,225.32,323.71,335.72,315.19,320.08,428.80,L7
2003-04-24 21:55:58+00:00,208.23,,330.13,314.57,313.79,428.44,L7
2003-07-21 21:43:45+00:00,,,317.44,321.03,308.81,423.96,L5
2003-07-29 21:55:41+00:00,,,340.58,312.40,314.27,430.97,L7
2003-08-30 21:55:34+00:00,210.71,324.21,340.07,322.73,324.75,433.42,L7
2003-10-17 21:55:27+00:00,,344.83,349.72,335.57,335.77,438.89,L7
2003-11-18 21:55:51+00:00,,360.15,351.09,338.41,327.42,430.85,L7
2003-12-28 21:45:57+00:00,,348.22,350.61,347.28,340.67,426.56,L5
