dates,satname,nzd0352-0000,nzd0352-0001,nzd0352-0002,nzd0352-0003,nzd0352-0004,nzd0352-0005
1999-07-02 21:59:57+00:00,L7,499.64,106.45,,,,
1999-09-20 22:00:08+00:00,L7,233.55,340.57,345.07,330.63,324.83,422.07
1999-10-22 22:00:04+00:00,L7,362.42,357.07,359.16,349.83,349.30,441.68
1999-12-09 22:00:09+00:00,L7,344.19,347.40,340.63,319.02,325.70,430.96
1999-12-25 22:00:04+00:00,L7,328.52,336.26,337.03,315.05,320.71,426.01
2000-02-11 21:59:57+00:00,L7,347.45,352.11,355.06,343.71,329.12,429.40
2000-02-27 21:59:52+00:00,L7,345.71,356.58,354.07,344.67,336.61,434.35
2000-03-14 21:59:47+00:00,L7,221.08,342.36,348.61,327.51,329.81,433.39
2000-03-30 21:59:45+00:00,L7,231.46,347.36,356.66,345.63,340.99,433.53
2000-04-15 21:59:31+00:00,L7,223.25,344.93,355.65,351.04,356.50,431.86
2000-05-01 21:59:30+00:00,L7,195.88,206.78,357.73,353.11,359.14,436.88
2000-05-17 21:59:19+00:00,L7,195.31,202.39,345.30,342.36,332.88,432.60
2000-06-18 21:59:03+00:00,L7,157.02,,330.00,311.99,299.78,431.93
2000-08-05 21:58:20+00:00,L7,190.28,187.64,338.26,331.79,317.10,431.78
2000-10-24 21:57:29+00:00,L7,353.03,360.79,359.44,349.10,341.73,432.87
2000-11-25 21:57:34+00:00,L7,356.17,353.01,353.72,343.52,336.18,431.71
2000-12-11 21:57:36+00:00,L7,,,,,336.24,430.49
2001-04-02 21:57:18+00:00,L7,216.26,345.31,358.02,354.03,356.25,437.62
2001-05-20 21:57:04+00:00,L7,199.19,284.62,342.99,346.21,343.43,433.92
2001-06-05 21:56:52+00:00,L7,175.17,,342.42,343.20,339.58,436.31
2001-07-07 21:56:36+00:00,L7,298.24,359.52,343.20,342.75,336.74,436.83
2001-08-24 21:56:00+00:00,L7,230.97,239.18,328.97,305.55,314.52,430.93
