dates,nzd0093-0000,nzd0093-0001,nzd0093-0002,nzd0093-0003,nzd0093-0004,nzd0093-0005,nzd0093-0006,nzd0093-0007,satname
1999-09-27 22:04:48+00:00,437.02,391.48,379.53,368.47,375.35,365.18,372.95,376.46,L7
1999-11-14 22:04:42+00:00,418.94,388.08,378.66,369.25,371.62,363.14,372.15,375.20,L7
1999-11-30 22:04:35+00:00,426.33,382.10,374.62,364.21,365.90,359.68,365.03,371.37,L7
2000-01-17 22:04:35+00:00,422.94,377.94,371.55,362.02,362.50,357.69,362.91,369.94,L7
2000-07-11 22:03:17+00:00,412.38,367.74,361.12,351.37,345.66,348.03,353.50,365.64,L7
2000-09-13 22:02:26+00:00,396.87,374.69,362.33,354.36,349.60,350.87,354.44,369.60,L7
2000-10-15 22:01:56+00:00,396.87,373.12,365.04,357.48,356.00,350.87,354.44,372.94,L7
2001-01-03 22:02:12+00:00,396.87,370.69,364.94,357.86,356.90,352.62,357.87,372.09,L7
2001-06-12 22:01:24+00:00,395.72,365.61,365.73,356.54,347.10,356.14,364.74,366.45,L7
2001-06-28 22:01:09+00:00,419.92,367.25,366.06,356.40,344.68,356.14,364.74,367.67,L7
2001-08-15 22:00:38+00:00,419.52,369.17,367.45,356.81,341.66,354.21,,366.31,L7
2001-10-18 22:00:06+00:00,419.48,372.22,368.63,359.29,346.74,356.89,,366.31,L7
2001-11-03 22:00:10+00:00,418.53,373.80,370.14,360.48,350.93,355.47,361.85,366.22,L7
2002-01-22 22:00:40+00:00,423.92,376.37,372.33,362.04,359.93,355.67,362.14,369.25,L7
2002-03-27 22:00:37+00:00,422.60,377.06,370.57,360.95,358.88,355.05,362.12,368.57,L7
2002-04-28 22:00:38+00:00,422.80,376.60,367.56,356.71,354.42,351.47,362.40,367.46,L7
2002-06-15 22:00:19+00:00,425.00,377.23,366.92,356.69,350.54,353.79,365.83,369.83,L7
2002-07-17 22:00:08+00:00,430.18,376.80,368.05,358.92,350.34,354.58,367.23,371.43,L7
2002-08-18 21:59:57+00:00,426.29,377.01,368.21,360.15,349.64,354.77,367.53,369.87,L7
2002-11-22 21:59:57+00:00,428.42,380.00,375.34,366.41,357.85,359.58,369.11,372.38,L7
2002-12-24 22:00:09+00:00,427.64,381.03,376.77,369.99,362.49,360.10,367.36,372.33,L7
2003-02-10 22:00:29+00:00,417.05,380.80,376.00,366.61,364.61,359.25,364.16,369.48,L7
2003-08-05 22:00:11+00:00,427.06,371.12,364.26,354.29,358.03,354.36,359.16,360.31,L7
2003-09-14 21:49:18+00:00,445.57,368.08,359.06,378.51,364.07,364.96,364.34,365.87,L5
2003-09-30 21:49:30+00:00,430.41,372.31,366.39,374.31,361.60,363.59,368.57,369.02,L5
2003-11-09 22:00:18+00:00,417.71,371.13,369.03,370.80,363.89,362.76,367.32,369.53,L7
2003-12-03 21:50:19+00:00,427.19,375.88,372.96,370.31,364.98,364.34,366.33,370.08,L5
2003-12-19 21:50:27+00:00,428.13,374.03,371.21,367.77,362.46,362.09,365.01,368.59,L5
2004-04-01 22:01:04+00:00,429.92,374.98,373.53,364.85,363.59,360.70,363.79,368.72,L7
2004-04-25 21:51:47+00:00,422.42,375.99,374.70,365.17,364.29,359.52,363.81,368.69,L5
2004-06-20 22:00:50+00:00,410.92,372.96,371.47,362.30,357.43,354.17,364.45,368.03,L7
2004-07-06 22:00:48+00:00,410.91,372.62,373.28,362.71,356.05,354.17,364.45,368.67,L7
2004-07-22 22:00:44+00:00,410.91,371.46,371.75,360.82,352.39,350.19,363.97,367.12,L7
2004-07-30 21:54:28+00:00,418.19,372.51,372.42,361.87,352.73,351.57,364.11,368.12,L5
2004-11-11 22:00:45+00:00,426.15,371.38,370.92,359.50,348.07,348.93,361.01,366.74,L7
2004-11-19 21:56:55+00:00,426.15,374.36,372.88,361.01,350.50,351.21,362.00,367.51,L5
2004-12-21 21:57:36+00:00,432.25,374.91,373.06,362.95,353.40,352.92,363.26,367.49,L5
2005-01-14 22:01:13+00:00,439.36,379.37,375.49,365.14,357.81,355.13,364.62,368.67,L7
2005-02-15 22:01:25+00:00,435.39,382.76,377.31,368.48,363.89,359.14,365.83,369.88,L7
2005-02-23 21:58:31+00:00,423.60,382.91,376.73,367.18,363.32,357.55,365.21,369.52,L5
2005-03-03 22:01:30+00:00,428.26,382.52,376.26,368.01,363.54,357.91,366.06,369.65,L7
2005-03-11 21:58:44+00:00,428.81,383.84,374.96,363.18,358.56,357.91,366.06,369.65,L5
2005-04-20 22:01:20+00:00,428.81,383.84,374.96,363.18,358.56,357.94,366.74,369.91,L7
2005-07-09 22:01:14+00:00,424.42,387.48,374.57,361.92,356.52,359.02,368.38,371.80,L7
2005-07-17 21:59:35+00:00,423.60,382.89,370.84,358.99,350.39,356.16,366.04,368.09,L5
2005-07-25 22:01:13+00:00,418.89,381.14,370.27,359.60,352.13,356.92,367.02,368.56,L7
2005-08-10 22:01:10+00:00,418.89,381.14,369.63,359.20,351.14,355.28,366.09,368.56,L7
2005-10-05 21:59:53+00:00,411.09,377.40,369.23,361.38,352.99,355.31,365.93,369.00,L5
2005-10-13 22:00:54+00:00,412.23,376.50,369.86,361.49,352.86,355.06,364.55,368.65,L7
2005-11-14 22:01:17+00:00,419.96,376.50,369.86,361.49,352.86,354.56,363.39,367.88,L7
2005-11-30 22:01:24+00:00,419.96,374.30,368.21,358.82,349.22,353.10,362.09,365.82,L7
2006-03-22 22:01:54+00:00,426.21,373.85,367.80,357.76,351.51,354.32,362.01,367.05,L7
2006-05-17 22:03:57+00:00,408.12,371.21,365.70,355.07,344.24,353.56,365.32,363.57,L5
2006-06-10 22:01:49+00:00,424.11,372.85,369.40,361.20,352.66,358.17,370.86,360.49,L7
2006-07-28 22:01:30+00:00,422.19,372.85,369.40,361.20,352.66,358.17,370.86,360.49,L7
2006-08-13 22:01:29+00:00,419.73,374.64,371.68,364.63,356.86,361.19,371.02,362.81,L7
2006-08-29 22:01:26+00:00,410.40,374.64,371.68,364.63,356.86,360.58,366.41,365.26,L7
2006-09-14 22:01:21+00:00,410.40,374.64,371.16,364.79,357.56,359.94,366.41,365.26,L7
2006-11-25 22:06:19+00:00,410.97,375.21,372.92,376.78,367.25,360.76,361.20,363.95,L5
2006-12-11 22:06:28+00:00,401.25,380.02,372.92,376.78,367.67,358.70,352.89,369.16,L5
2007-01-04 22:02:01+00:00,406.16,382.38,375.05,374.20,367.58,358.28,354.53,368.37,L7
2007-02-13 22:06:47+00:00,412.51,378.60,372.55,371.76,365.59,356.69,353.32,367.21,L5
2007-05-12 22:02:11+00:00,429.79,377.11,373.09,371.67,364.68,356.63,356.11,365.63,L7
2007-05-28 22:02:04+00:00,430.97,377.32,373.09,364.36,361.64,355.87,355.22,368.23,L7
2007-08-16 22:01:50+00:00,418.12,363.76,368.08,359.97,351.88,350.82,362.69,366.13,L7
2007-09-09 22:04:57+00:00,419.29,363.89,366.64,357.77,348.92,349.64,357.66,363.19,L5
2007-11-20 22:01:58+00:00,417.42,360.48,365.97,357.26,348.68,348.31,356.21,361.36,L7
2008-02-24 22:02:02+00:00,412.81,356.86,366.40,358.30,349.69,348.66,357.05,358.65,L7
2008-04-28 22:01:53+00:00,427.50,363.13,368.28,360.76,353.03,349.36,361.93,368.55,L7
2008-05-14 22:01:48+00:00,428.31,366.97,368.53,360.87,353.74,355.13,363.83,372.32,L7
2008-08-02 22:01:03+00:00,428.31,361.64,366.58,356.84,350.12,354.61,363.81,372.32,L7
2008-08-18 22:00:56+00:00,422.69,363.23,368.44,359.87,353.25,357.00,365.85,374.18,L7
2008-09-19 22:00:40+00:00,426.53,366.69,369.00,360.45,353.76,361.51,366.96,377.93,L7
2008-10-21 22:00:36+00:00,426.53,366.69,369.30,360.19,355.77,360.77,365.81,376.06,L7
2008-11-06 22:00:51+00:00,413.94,364.25,369.30,359.86,356.31,359.54,363.81,373.29,L7
2009-01-25 22:01:34+00:00,405.07,364.86,370.49,359.74,357.90,358.06,362.11,370.03,L7
2009-02-02 21:57:22+00:00,405.46,373.48,373.29,364.31,363.22,360.39,363.78,370.31,L5
2009-06-02 22:02:15+00:00,408.73,378.61,375.32,367.33,366.62,362.30,365.75,369.12,L7
2009-06-18 22:02:13+00:00,412.92,378.61,375.32,367.33,366.62,362.30,365.75,369.12,L7
2009-07-04 22:02:11+00:00,412.92,378.61,372.64,362.50,360.87,362.30,365.75,369.12,L7
2009-07-20 22:02:06+00:00,416.36,375.89,371.48,362.71,359.11,360.43,366.18,367.57,L7
