,dates,usa_CA_0219-0000,usa_CA_0219-0001,usa_CA_0219-0002,usa_CA_0219-0003,usa_CA_0219-0004,usa_CA_0219-0005,usa_CA_0219-0006
0,1984-05-02 18:13:15+00:00,192.3015115755189,194.94012863785608,195.29396044680064,181.81842215483735,186.35379945386487,189.27743637582935,194.61210933783585
1,1984-05-18 18:13:47+00:00,213.43248956179514,209.88866300962053,205.42796319809253,194.49275735987928,190.2230880045287,204.34650776583013,201.0041141716817
2,1984-06-10 18:20:29+00:00,207.18388378419675,210.57972805096307,201.54590589534132,193.52190602752245,203.81991977870126,201.14832280668602,207.33479876898787
3,1984-06-26 18:20:42+00:00,213.34535893801012,220.58793998421845,214.41895754446813,199.34257855344566,197.57351660358282,192.70732814036577,191.04955771720574
4,1984-07-28 18:21:26+00:00,212.6481476863327,223.90903780254703,224.58249959431143,209.29216893865672,212.61850130344936,205.33956569131493,206.97253499939407
5,1984-09-07 18:16:09+00:00,220.6413147653454,225.89229168530932,231.62700907232437,219.18437000182402,226.22984351534996,207.3427381681901,210.27076562191513
6,1984-09-23 18:16:11+00:00,212.97054103822833,218.17344318842927,214.95426982120347,204.5332606012431,211.03599117611958,197.61549861227087,197.18713586126557
7,1984-10-25 18:16:05+00:00,223.19069348832548,230.41540698498403,227.15187987612268,214.93443428928472,221.29300678259364,220.54879981876073,212.75826703194608
8,1984-11-17 18:22:07+00:00,198.9916856299853,197.1935090118512,193.44043139316182,185.0304996125259,172.88026062525745,,
9,1984-12-12 18:16:08+00:00,213.34212928777043,208.05473009623452,203.80020033411716,194.06265935571187,201.61401325840228,210.32188688094726,202.67262523761713
10,1985-04-19 18:16:20+00:00,205.4493728825399,207.8380998509917,212.36719784514506,191.33518916915506,181.94062878361666,,190.63899090961806
11,1985-05-12 18:22:21+00:00,207.67051712063463,215.1240890951825,206.82915431578945,195.20868331569582,192.454109509491,194.84098373986433,192.68347024942352
12,1985-09-01 18:21:42+00:00,220.39926077362452,225.81221069275009,223.4378377471037,218.64441653732902,230.81539480360797,210.62624357292952,206.87681454729793
13,1985-10-12 18:15:03+00:00,210.8819396953019,218.67791296764875,219.93095210195207,216.01292738548062,217.84427000977703,205.61696431224308,201.00551406590444
14,1985-10-28 18:14:51+00:00,215.60632162650379,221.3506557959389,225.85530180344725,212.77336818368138,225.24282051602796,205.2633318195342,202.35418120716616
15,1985-12-06 18:20:22+00:00,196.21053162896447,198.37561501798305,182.19479387680187,185.09590620210875,185.54247296304482,194.34679366772914,186.17173805797628
16,1986-01-23 18:19:27+00:00,201.6246503666459,201.4971929212957,202.4123739034033,186.73832607710062,172.6287127915041,194.60464256423464,189.03429145874213
17,1986-02-01 18:13:04+00:00,184.8695081744912,179.9042549217718,161.85164934942352,163.1661966678157,156.87226584580196,184.46696896934282,182.84933619468285
18,1986-02-08 18:19:05+00:00,210.25798806501646,215.81106489285202,199.31518368784708,172.66597508999288,,204.71291927253515,199.19726551907704
19,1986-02-24 18:18:43+00:00,209.30141448370938,214.7937880357418,199.44705044552163,175.69415042594284,176.13393018564673,205.26826540367094,203.94099982436063
20,1986-03-21 18:12:01+00:00,,,171.41340719248007,191.12719968787755,190.76549947453788,204.22573119133412,191.3209146084754
21,1986-04-13 18:17:43+00:00,221.45297326532778,211.99163613631455,197.08132369331005,193.30774845508267,197.47502666013858,204.1391005899891,193.39934662399892
22,1986-05-08 18:10:55+00:00,215.65541689918064,218.49821246301434,204.2515090551514,192.44105126270566,200.0410481172102,204.79799691802324,204.2770965406988
23,1986-05-24 18:10:28+00:00,217.65320678901165,221.99779243867266,210.6540159986078,194.98950521294879,199.86562533994658,209.16356439761077,207.487469053714
24,1986-06-09 18:10:00+00:00,211.49374364717596,210.1182081901114,192.46155402234518,181.5389633154867,191.89019374906022,201.88451748106624,189.86539983465542
25,1986-07-11 18:08:57+00:00,210.16357344751538,211.8064023820439,208.1733731045506,194.64678791069534,197.80864138878115,202.87985810106036,198.14408409160316
26,1986-09-20 18:12:38+00:00,227.58888958430384,222.68459447545013,218.70580466979794,213.4191382493363,219.48155660638332,212.14037083138595,210.88732751857697
27,1986-10-31 18:05:05+00:00,222.43772520908738,215.60763290781316,209.04165735071783,193.25006455881473,202.73635779035396,206.28290626488408,204.3107399524519
