,dates,per0107-0000,per0107-0001,per0107-0002,per0107-0003,per0107-0004,per0107-0005,per0107-0006,per0107-0007,per0107-0008,per0107-0009,per0107-0010,per0107-0011,per0107-0012,per0107-0013,per0107-0014,per0107-0015,per0107-0016,per0107-0017,per0107-0018,per0107-0019,per0107-0020,per0107-0021,per0107-0022,per0107-0023,per0107-0024,per0107-0025,per0107-0026,per0107-0027
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,278.265075456568,256.6796019867178,,,,,,,,,,,,,,,,
1,1986-04-10 14:42:16+00:00,228.3994125609537,223.65952396655783,224.70185072976247,227.45946445861549,232.59991560371836,243.49303756544313,246.8230292945246,239.16855049769958,236.11363684973557,237.3719435912365,241.09348736593026,238.05640617067246,234.9144592661891,234.49957186755333,231.507374829065,234.2513397218878,232.11408384352598,228.14164598676567,221.53291110723586,219.2189288863898,228.40144364093683,234.51261432909442,232.8681350236522,227.14140436050522,227.79859310719826,227.82890310702794,240.8885515084382,220.6245419070073
2,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-12-06 14:35:14+00:00,232.95368944319532,222.27388639515203,224.527613574798,231.52241833343368,232.86481141043538,245.94133589898883,246.1573738609554,235.1993279156986,231.9056933525214,234.81189393642867,236.1317787051426,236.95278300966712,233.23642220255883,230.66319150371243,227.80887402441775,227.9109899732591,226.59730784755465,227.3569501930934,223.79280534901474,220.82446032686786,228.68496819001948,228.6734595843004,228.70743352082417,227.0308056067841,222.0742565018651,227.58355289853864,223.35620195124383,219.1661998731124
5,1987-01-07 14:36:13+00:00,216.665561484188,204.4412883482222,211.45947448861725,220.17689536127682,229.56488376790685,240.72364635044067,230.37287666082423,224.54917552236995,223.06696706990564,226.1319698977366,230.03216138218568,221.16463466775767,234.37054967054206,225.0224941005001,224.94088031409748,223.2585269655,221.53141642888158,219.6785481644624,214.30426010968802,219.0105633317619,224.1060846658721,223.83415393333394,219.3027320474178,214.82527687045285,222.27693366493344,221.745417290767,213.19584886581816,
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-04-13 14:39:36+00:00,219.35526819072808,206.85888230896254,217.9771708123305,231.1356542772922,235.68382377964352,247.7455405189496,249.46189644226,237.72472504078007,227.4506932490166,229.85438800941955,220.17061216012922,214.79393398206187,236.8182544162177,233.4190921325201,230.2811031125171,228.8162680454314,234.93545427929925,229.4083719564986,228.18656627894302,225.10388770057807,217.34794561010344,231.21715335415013,227.38202389757208,227.9040195917902,231.23629303765327,231.08748900837423,227.40699608502757,220.13072394410932
8,1987-05-15 14:40:33+00:00,,,,,,,242.30861627396578,,,,,,,,,,,,,,,263.04307003547495,216.53614705698004,,,210.70213464174637,208.50283123478334,261.18928609675316
9,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1987-07-02 14:41:39+00:00,232.4636177676249,228.21505273240948,,,,243.43052458615898,240.16259784468141,238.35532224255374,248.1827550329905,238.64479537044508,246.59204380904742,240.8086676071107,236.83893013773576,231.3549633209874,224.27839869338266,219.14644399469717,220.04422850910126,209.83811483792388,,199.78634907580593,,,216.2333030295125,212.74516191151898,243.3968334188244,242.8348497408411,224.0885453006527,204.3258741037144
12,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-09-20 14:43:42+00:00,229.57814407157088,221.91865998407383,227.34825142253553,233.188526807063,241.03291037891066,240.9598578540644,248.66015843521922,242.4364567623598,231.05176981562266,237.0327035310296,236.62656557386006,234.19147963693604,233.97718222895017,227.6191246281387,225.61978849351675,228.4270029654044,232.8570738446558,233.05865083132363,224.88191167071213,230.68129066379427,231.01975388850101,229.08808818766457,228.77771436661791,220.10414933176216,221.4677318798111,226.23617882266356,225.20493307926498,214.35328954404204
14,1987-11-23 14:44:57+00:00,209.51688118430724,201.8216873097448,198.50046888759135,210.29053628539572,220.40425387548942,225.41522570230867,234.89486673496188,227.46727492516376,219.11631602392058,222.60300890588354,223.08923076879205,220.27085459925905,212.75209251212618,213.76743850314207,211.17070184071187,213.52852821899626,212.0403029039843,213.66674469327302,205.92350813224868,209.50784602307132,211.05350657496953,210.58361530081098,211.02388842133988,191.53982645622824,200.69437685645482,196.73918688892553,195.49035901904503,176.2704044241708
15,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1988-03-14 14:46:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1988-03-30 14:46:46+00:00,221.51324078762346,213.5553496612095,218.21268481326985,224.71028874815477,223.4743863171764,238.9050944632206,236.29397125198597,230.745314507944,217.74005698885554,231.70819487746314,234.68681955523098,232.38484741224423,229.54327948484627,225.78021638550007,222.7181577347096,220.65326477717858,226.03836677530313,225.92259207166038,213.61232826085993,210.66938855615123,223.38535337668793,231.48747888234573,220.40833798317857,210.58769328934508,217.3572610061975,220.73287156081423,219.38961450592825,206.58915511484338
18,1988-04-15 14:46:50+00:00,223.24669358719086,213.35526633391066,216.89574780223668,228.77635289258987,232.01681155318303,235.9509945377878,244.40441298765614,240.04576614933586,232.82207337408082,235.1840095580032,238.24366401393445,238.33047508291756,236.08411856970355,227.2284731525507,225.73539703110796,224.08527766577285,228.92801792151675,232.87168185631285,225.82018648401134,228.1170860771711,233.65533834639373,233.3283690268387,228.4104736808818,219.97050550311863,218.46109685702257,224.54945113024945,224.95930573547602,217.06165560684096
19,1988-05-01 14:46:57+00:00,220.53829202528902,209.89999993491938,219.62377892598596,225.15171542059423,229.34367683949927,234.68110234413518,238.93399539871214,232.57250590768507,208.13356618157565,219.54741417605635,231.9996046001381,224.85423770980805,223.45959968440826,218.0204780489849,215.12454619084852,214.14688556757636,221.67816322323077,215.16964373419017,211.21251052190175,217.35764436228052,220.61190841544504,221.44215916511905,219.2789731330554,209.18178918678484,213.20337424860585,218.34110620857828,217.47050057643145,212.97580815858655
20,1988-05-17 14:47:08+00:00,225.15441404355386,217.06333559754077,221.65305463266301,227.35131901597552,234.69496307454708,240.00498623547278,244.4830295013327,242.572900108126,231.14450880227938,237.0508352023172,241.63742332273128,240.0246094139091,240.72354383263698,229.10287214461238,224.78839633314465,233.4392017342506,234.54935033933262,233.4187405457959,225.30553795719325,228.44706446076938,235.08766924885595,230.27118324347984,233.80135187957987,224.81650362469267,223.72708335394427,226.0702172967193,221.77923837064944,219.2522556136607
21,1988-06-02 14:47:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1988-07-20 14:47:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1988-11-25 14:47:44+00:00,219.22707068905348,203.8603533646957,207.44388126041858,206.58119437192815,225.42914999528688,234.07700472211877,235.52234391054884,226.12736638765944,224.76304466370684,225.12648133762596,225.75801116847902,225.6089158909867,,,,,,,,,,,,,,,,
24,1988-12-27 14:47:03+00:00,217.8828916502786,211.97303359254818,211.807713625192,216.77533471406906,229.89472668487545,236.97487052129554,237.64333978487684,232.78872978552533,228.4463829804583,227.40664849827078,228.59891364756157,229.35518446457849,229.6861085237381,221.27826595950248,225.21684129636245,224.44158458645197,227.11947258457403,229.61842463320704,217.83657909307556,214.0375486444052,227.09719483623934,225.3081962199789,219.14546079900205,212.41921796960858,216.64636082736254,212.07355370263397,215.85434576208976,207.33514484775424
25,1989-01-28 14:46:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
