dates,nzd0149-0000,nzd0149-0001,nzd0149-0002,nzd0149-0003,nzd0149-0004,nzd0149-0005,satname
1999-08-26 22:04:44+00:00,362.70,361.27,363.98,365.82,369.42,373.69,L7
1999-09-27 22:04:48+00:00,374.15,377.43,382.18,375.50,377.26,379.17,L7
1999-11-14 22:04:42+00:00,363.32,369.52,368.75,370.78,367.96,368.80,L7
1999-12-09 21:58:57+00:00,380.01,377.53,377.69,375.51,370.78,370.54,L7
1999-12-25 21:58:28+00:00,376.44,375.00,371.73,371.48,362.16,367.34,L7
2000-02-11 21:58:45+00:00,367.81,372.12,372.35,368.43,372.32,374.80,L7
2000-05-24 22:03:46+00:00,360.73,358.32,367.59,366.95,,,L7
2000-07-11 22:03:17+00:00,376.25,380.94,374.73,371.95,368.01,370.71,L7
2000-07-20 21:56:59+00:00,359.07,357.96,360.27,362.97,355.88,369.41,L7
2000-09-06 21:56:46+00:00,366.78,354.52,361.82,370.41,,,L7
2000-10-15 22:01:56+00:00,371.29,374.96,375.10,371.07,372.41,371.23,L7
2000-12-11 21:56:24+00:00,369.45,370.96,368.39,363.68,369.48,367.04,L7
2001-01-03 22:02:12+00:00,361.66,361.75,360.64,359.56,362.66,364.85,L7
2001-01-12 21:56:30+00:00,376.71,379.50,385.54,380.43,377.88,377.67,L7
2001-01-28 21:56:08+00:00,376.90,376.92,375.84,372.69,372.95,375.56,L7
2001-02-13 21:56:03+00:00,373.17,373.62,373.56,370.01,373.38,373.74,L7
2001-03-17 21:55:52+00:00,371.40,367.89,365.01,360.39,365.97,369.61,L7
2001-03-24 22:01:59+00:00,364.93,368.40,369.30,368.68,373.72,373.52,L7
2001-06-05 21:55:40+00:00,353.16,347.31,361.15,351.05,362.46,365.87,L7
2001-06-12 22:01:24+00:00,355.96,354.74,365.81,360.85,368.78,372.13,L7
2001-06-21 21:55:05+00:00,359.40,356.93,363.04,350.21,362.95,370.19,L7
2001-06-28 22:01:09+00:00,366.81,373.10,362.23,357.99,360.11,357.65,L7
2001-08-08 21:55:01+00:00,365.90,369.06,369.13,367.47,371.29,374.22,L7
2001-08-15 22:00:38+00:00,384.20,382.43,379.56,373.48,367.74,375.53,L7
2001-09-09 21:54:12+00:00,365.64,368.48,368.65,366.26,371.26,372.05,L7
2001-10-11 21:54:09+00:00,378.46,378.82,375.25,372.15,364.79,374.35,L7
2001-10-18 22:00:06+00:00,366.82,375.50,374.84,363.46,359.82,362.12,L7
2001-12-05 22:00:18+00:00,359.06,358.65,358.68,354.78,355.87,357.75,L7
2002-01-06 22:00:31+00:00,360.97,362.70,360.57,361.72,364.37,368.41,L7
2002-01-22 22:00:40+00:00,368.78,371.61,368.20,371.25,370.23,372.81,L7
2002-02-16 21:54:54+00:00,364.54,360.76,361.92,363.32,360.68,361.05,L7
2002-04-28 22:00:38+00:00,365.33,366.01,371.86,369.44,366.56,370.90,L7
2002-05-30 22:00:25+00:00,365.60,361.79,376.73,371.69,376.41,379.46,L7
2002-07-01 22:00:15+00:00,364.21,359.13,363.43,363.70,368.21,370.57,L7
2002-07-17 22:00:08+00:00,364.39,374.18,372.58,374.80,377.25,375.61,L7
2002-08-18 21:59:57+00:00,380.68,383.37,378.17,376.94,379.47,379.04,L7
2002-08-27 21:54:00+00:00,366.02,365.15,368.82,366.00,365.62,370.94,L7
