,dates,per0141-0000,per0141-0001,per0141-0002,per0141-0003,per0141-0004,per0141-0005,per0141-0006,per0141-0007,per0141-0008,per0141-0009,per0141-0010,per0141-0011,per0141-0012,per0141-0013,per0141-0014,per0141-0015,per0141-0016,per0141-0017,per0141-0018,per0141-0019,per0141-0020,per0141-0021,per0141-0022,per0141-0023,per0141-0024,per0141-0025,per0141-0026,per0141-0027,per0141-0028,per0141-0029,per0141-0030,per0141-0031,per0141-0032,per0141-0033,per0141-0034,per0141-0035,per0141-0036,per0141-0037,per0141-0038,per0141-0039,per0141-0040,per0141-0041,per0141-0042,per0141-0043,per0141-0044,per0141-0045,per0141-0046,per0141-0047,per0141-0048,per0141-0049,per0141-0050,per0141-0051,per0141-0052,per0141-0053,per0141-0054,per0141-0055,per0141-0056,per0141-0057,per0141-0058,per0141-0059,per0141-0060,per0141-0061,per0141-0062,per0141-0063,per0141-0064,per0141-0065,per0141-0066,per0141-0067,per0141-0068,per0141-0069,per0141-0070,per0141-0071,per0141-0072,per0141-0073,per0141-0074
0,1984-12-25 14:41:08+00:00,,,,,,,59.12104028257145,69.61647045185737,39.789855997301096,47.50096042329445,62.7346537581996,62.74220415480043,81.52873178842805,,106.2879756939358,109.33759352136596,117.28201167810383,115.73653946441691,115.57679218416007,115.0766023390007,119.57347851511817,106.01700010429632,,108.65371793114787,104.00023559417946,104.64245734009229,106.21708512300272,77.87376100512097,91.2793731873756,89.13325749034985,74.21230031548059,66.3945198295807,69.42617712098586,67.94205553650325,58.429441053602375,57.457776862023834,73.82144643286809,66.40494279351704,53.610235138493344,56.60250689157408,63.009202053483236,,44.15929552083211,27.081970663074532,36.08873630956518,40.6796085129002,22.94796865783373,,,45.21925933519268,30.01618143781068,44.965388392767395,38.755063741905374,14.196914283183412,25.368442130970877,20.17427127060995,35.104130832596496,35.226809734678525,11.583929551371533,-0.6466271197310078,,,,,,,,,,,,,,24.005092418514558,
1,1986-02-14 14:37:39+00:00,,,,,,,,,,,,,,,,,,99.36653356402103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.05098246642436,,,,,,,,,,
2,1986-04-19 14:36:16+00:00,,106.23291551666695,73.96290789549607,49.85546759174458,70.82533428193737,86.21708741088366,88.470242076283,70.54103954564076,47.250728995928824,49.663552985566795,44.484418253697044,57.31948531001446,62.96482616425202,72.28846406895914,82.12727706132068,88.11433051935731,88.4613378601385,93.1048442308841,109.74834010757073,101.29683953412774,106.53424216719216,97.63215535367017,98.53096065544733,87.03539232437475,92.75048743596686,83.14322586366559,88.212558674007,82.21862953923146,81.43035807260794,89.1336971006039,73.06215406553072,64.15777677225111,50.13693171306604,39.08081589129988,36.71233253435768,20.076300889634727,38.68167516358174,29.462153355663794,50.18071701257759,52.18269264619687,41.147175163093905,33.80789158325774,22.969985900982564,19.98579198053104,26.72535975533659,5.4987706297165655,19.20160015507865,9.435617013432296,11.76478344622842,32.12448573876163,13.701038975420424,25.150333091995723,22.75966125728069,12.473099526987092,3.170203965256938,14.485989105304533,20.318892115000775,1.136948516680956,,,,,,,,,,,,,,,,,
3,1986-05-05 14:35:53+00:00,,130.47810364566516,35.11974718941096,43.42274471744018,45.46849127153477,51.649250515614725,58.859837058777124,60.55682891610132,54.731160115993205,50.87796946112965,50.93374433374217,53.19837112191847,60.35464627335023,73.68385138944592,75.11237283012413,77.11431787377921,80.77896451590154,90.30232539608843,93.13826665224047,94.04852837006199,95.25047434081502,90.83692843244523,84.4208876059793,79.25982335972994,76.68343545786297,73.73721856626426,65.39048195962417,59.74789973233962,61.83203578305899,51.701548350583266,55.98618808756537,45.957272372130774,38.90153528457612,38.86857553162632,35.32729442745031,30.7635239869081,24.285124439841855,23.708617896920682,26.829160978392984,27.751937102247958,20.267750072440684,20.848750311769294,25.464241329593218,18.46001776134168,23.058509031331216,20.193724263487447,14.73965129551446,6.57185982319535,2.4503842572334547,-0.35187133518337177,1.1825286219797686,4.31545853419608,-2.501250035339609,-4.819687228159072,,,,,,,,,,,,,,,,,,,,,
4,1986-08-09 14:32:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-08-25 14:32:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-09-10 14:31:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-09-26 14:31:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-10-12 14:30:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-12-15 14:29:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.081700013476606,22.984682734527958,15.047432946288481,29.943128913487747,36.271702544576655,34.6251858687651,44.54542865191276,28.13043359632801,7.776556815126897,-13.7902772627559,7.756094668029622,24.921231285912736,,,,,,,,,,,,,,
