dates,satname,nzd0039-0000,nzd0039-0001,nzd0039-0002,nzd0039-0003,nzd0039-0004,nzd0039-0005
1999-07-25 22:04:15+00:00,L7,467.43,377.53,390.26,380.03,384.62,384.10
1999-08-26 22:04:21+00:00,L7,461.77,370.09,375.96,383.27,377.40,379.99
1999-09-27 22:04:25+00:00,L7,370.13,366.83,367.75,373.91,375.77,374.58
1999-10-04 22:10:38+00:00,L7,467.41,365.28,373.43,378.73,380.63,380.83
1999-11-14 22:04:18+00:00,L7,365.59,361.19,364.44,373.38,371.80,375.02
1999-11-21 22:10:24+00:00,L7,467.64,365.31,377.46,382.98,380.01,377.28
2000-02-09 22:10:19+00:00,L7,440.02,365.68,373.81,379.53,381.67,385.90
2000-03-28 22:10:07+00:00,L7,396.50,361.85,365.35,371.60,377.93,380.07
2000-04-13 22:09:54+00:00,L7,465.14,378.17,397.04,390.76,390.15,387.02
2000-04-29 22:09:53+00:00,L7,463.06,372.20,374.84,383.77,381.61,389.63
2000-05-08 22:03:33+00:00,L7,,,,368.30,363.51,363.72
2000-05-24 22:03:22+00:00,L7,373.56,372.38,396.01,394.26,392.69,397.44
2000-06-09 22:03:16+00:00,L7,460.07,381.28,383.93,387.20,393.15,388.38
2000-06-16 22:09:26+00:00,L7,390.56,372.14,395.13,390.08,375.07,372.02
2000-08-03 22:08:44+00:00,L7,372.99,370.08,380.44,386.33,383.13,382.82
2001-01-03 22:01:48+00:00,L7,438.69,359.55,367.35,381.45,377.80,385.01
2001-03-24 22:01:35+00:00,L7,378.64,368.81,382.90,378.07,382.16,384.41
2001-06-03 22:07:16+00:00,L7,474.27,375.54,399.80,389.95,390.02,391.89
2001-06-19 22:07:05+00:00,L7,473.12,386.50,398.65,391.86,394.44,395.32
2001-08-15 22:00:14+00:00,L7,485.13,376.50,395.49,396.74,392.93,399.15
2001-08-31 22:00:05+00:00,L7,450.92,373.08,380.69,380.74,388.40,368.32
2001-09-07 22:06:11+00:00,L7,362.49,363.40,378.54,387.15,382.79,384.15
2001-10-02 21:59:40+00:00,L7,364.80,359.74,366.96,376.35,381.20,383.46
2001-11-03 21:59:47+00:00,L7,369.22,366.81,367.75,373.46,369.82,375.22
2001-11-19 21:59:56+00:00,L7,368.49,363.55,369.03,377.40,379.17,381.94
2001-12-28 22:06:14+00:00,L7,466.15,365.64,374.89,385.15,382.12,367.39
2002-01-22 22:00:16+00:00,L7,471.64,366.76,383.45,379.74,388.93,392.56
2002-02-14 22:06:29+00:00,L7,361.72,358.73,373.45,368.03,380.80,376.55
2002-03-27 22:00:13+00:00,L7,375.42,369.31,374.36,378.92,379.80,381.58
2002-04-12 22:00:13+00:00,L7,372.68,365.92,370.16,377.17,376.15,388.87
2002-06-15 21:59:55+00:00,L7,366.42,375.57,384.28,381.31,391.36,392.31
2002-06-22 22:06:03+00:00,L7,464.46,382.12,397.88,390.82,391.84,395.80
2002-07-24 22:05:50+00:00,L7,384.04,372.84,381.08,385.67,383.18,384.57
2002-08-18 21:59:33+00:00,L7,483.63,380.18,395.18,386.79,389.42,393.12
2002-10-21 21:59:12+00:00,L7,371.14,366.46,380.58,377.71,381.21,381.45
2002-10-28 22:05:22+00:00,L7,463.43,370.94,385.37,385.87,389.33,390.54
2002-12-31 22:05:56+00:00,L7,369.51,354.99,361.07,371.98,375.98,378.03
2003-01-09 21:59:45+00:00,L7,377.57,369.67,372.06,380.62,378.90,382.62
2003-01-16 22:06:02+00:00,L7,439.52,365.67,373.82,384.01,378.55,382.79
2003-01-25 21:59:54+00:00,L7,460.88,370.31,373.21,381.31,387.52,393.09
2003-02-26 22:00:04+00:00,L7,,,,,,
2003-04-06 22:06:21+00:00,L7,368.88,363.85,382.91,390.28,382.36,377.77
2003-04-22 22:06:19+00:00,L7,465.98,373.05,387.63,386.56,385.52,390.26
2003-05-08 22:06:20+00:00,L7,440.98,375.09,386.18,391.33,391.65,393.16
2003-05-24 22:06:17+00:00,L7,466.96,388.21,399.85,394.24,392.98,394.00
2003-07-28 21:48:04+00:00,L5,384.45,374.08,375.14,383.33,379.54,379.31
2003-08-13 21:48:21+00:00,L5,373.59,370.08,373.29,375.97,374.45,375.57
2003-08-29 21:48:38+00:00,L5,373.10,368.28,378.71,381.97,377.64,380.45
2003-09-30 21:49:06+00:00,L5,441.55,369.62,378.19,375.43,371.02,375.39
2003-10-24 21:59:46+00:00,L7,377.58,373.10,379.42,386.45,384.13,387.22
2003-10-31 22:06:00+00:00,L7,370.15,364.49,372.74,379.21,381.27,379.19
2003-11-09 21:59:54+00:00,L7,460.15,,,,,
2003-11-16 22:06:11+00:00,L7,353.07,355.55,352.88,372.14,364.40,370.92
2003-11-25 22:00:05+00:00,L7,362.65,355.03,357.07,367.00,365.58,367.52
