,dates,per0046-0000,per0046-0001,per0046-0002,per0046-0003,per0046-0004,per0046-0005,per0046-0006,per0046-0007,per0046-0008,per0046-0009,per0046-0010,per0046-0011,per0046-0012,per0046-0013,per0046-0014,per0046-0015,per0046-0016,per0046-0017,per0046-0018,per0046-0019,per0046-0020,per0046-0021,per0046-0022,per0046-0023,per0046-0024,per0046-0025,per0046-0026,per0046-0027,per0046-0028,per0046-0029,per0046-0030,per0046-0031,per0046-0032,per0046-0033,per0046-0034,per0046-0035,per0046-0036,per0046-0037,per0046-0038,per0046-0039,per0046-0040,per0046-0041,per0046-0042,per0046-0043,per0046-0044,per0046-0045,per0046-0046,per0046-0047,per0046-0048,per0046-0049,per0046-0050,per0046-0051,per0046-0052,per0046-0053,per0046-0054,per0046-0055,per0046-0056,per0046-0057,per0046-0058,per0046-0059,per0046-0060,per0046-0061,per0046-0062,per0046-0063,per0046-0064,per0046-0065,per0046-0066,per0046-0067,per0046-0068,per0046-0069,per0046-0070,per0046-0071,per0046-0072,per0046-0073,per0046-0074,per0046-0075,per0046-0076,per0046-0077,per0046-0078
0,1985-03-27 15:04:27+00:00,299.82437960661383,310.23686325987484,324.6712802255459,326.7112955707079,331.166373474082,330.4069536884417,329.466490005082,329.0469485512589,327.77920612726916,324.80332520965914,320.4016426678679,316.4540434325874,318.68705514213184,315.8537010266323,315.17711881233066,315.1888198030508,307.4160407355199,295.21594138430567,292.06602273462454,287.72830846950467,274.8869518489825,265.11623479015117,255.1336273356858,254.74006487660108,252.94009803684486,246.45140112643514,239.1993672302632,231.1864708629488,222.98480491342247,218.3502301923953,208.78337573775153,205.5591768317312,207.18233140033414,205.73359983446673,204.99919640481014,201.2487695845011,202.24936573009074,200.68317272582772,204.69557645165713,196.2959747969752,191.84237688342876,190.99490886437547,188.26252628522838,187.92672707886845,188.78213452127332,186.07950789659702,182.3749827596221,178.4000078247718,175.31522977818724,164.30465098477507,159.62283296765355,161.39671520570155,161.23613552363273,165.55256908424,155.76022941796063,153.58300188746315,148.67412571851662,147.7780280464987,146.76921017158577,155.94616176217414,164.57834561323003,166.7498459166929,169.95226507745673,170.32663376327258,178.4976995272276,175.04675669002273,185.04317777870068,187.9957049464033,195.0985617948994,192.29792743715885,187.40972779166478,187.95478347414803,185.31956914793622,184.85379178950487,176.39750716116856,178.98293326316485,178.70812768084576,182.8294753399255,197.72581186288352
1,1985-10-05 15:03:08+00:00,281.93862369672036,285.5064962674646,307.47096381545913,307.92769013053515,290.0837894161418,289.4626821473846,315.13979243963996,318.49470410490875,315.46934983709957,306.87742174829856,315.46173482212464,303.5690865565463,302.8586036778667,309.3200310642021,304.73142640280315,295.1374388294107,284.15712578506947,278.9814655682158,279.8178958156898,273.1525416108456,259.9079284228057,247.85432400686858,242.01230884706823,245.8440353837524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1985-12-08 15:02:09+00:00,,,,,,,302.5967798033835,302.17387463445215,300.0223026859007,315.4663847362143,303.310029960272,297.4304709593773,312.96785537417946,313.14115590516377,303.33988120645853,299.2209195333308,288.2731813708041,277.5568549012221,281.65708132585246,277.6119775361354,276.3894334234059,266.61430018794283,251.67458363329422,246.22756146677307,240.73619632674914,236.24573987135366,236.7311502303049,227.80512594465375,219.5243921535852,213.38332850942828,209.94939413651113,207.9157851985613,203.19562825757345,201.55860432327432,195.48342036205358,199.51257098454522,202.81934530828983,194.640106143876,190.33680582280454,186.5305778021488,179.06662019398019,180.17493756470486,182.8302220056012,177.71687643818186,170.85812006004758,164.46072486192966,158.56050859015443,154.80407181806135,148.78894405912413,141.4347683483377,142.99461534937433,151.26264290832046,151.26459160525658,143.0868155932078,141.2494877786724,138.41536629991668,136.77714917354874,137.7912868624772,134.9036848438456,148.31285158077907,155.50046095938436,160.30565042320953,165.87449273788462,166.72525598885932,171.25418769932756,175.02866886689634,180.41863658127818,177.48184142147292,177.5214577494892,177.70399736532954,173.29358700623354,177.35723894436472,177.98902933001204,173.85881010394002,174.40643166382054,175.23978483694876,175.30879257786052,183.72179731598584,193.79328952120997
3,1986-05-17 14:58:41+00:00,299.79240738871016,306.45182620857696,327.5969118936171,325.47234285223016,320.37976282125766,322.81096761815377,322.2027216053534,322.46057594991385,319.7890692183667,317.3727521692049,311.1615793150107,305.36785929058425,300.5452908691137,304.4697532540316,300.9353517106224,295.5591951837195,289.1554094932961,281.13422949753175,282.4766274878905,282.23270875118186,275.19973784374633,262.8251258273154,257.31206297168694,251.68748138934293,247.04692085935284,243.98707912725604,240.001348953003,228.74008296716445,224.9388450743773,216.33750790387393,212.83361764049468,214.02051756558157,206.00542123652644,201.60310150767924,203.16939383172917,197.74098612550065,194.05295165762269,194.77675511063114,189.53931035583912,179.7456973372953,188.7675720091177,189.70994920708355,183.48093246030334,177.60348297265372,168.77965695849102,165.82897665056223,171.19477769253209,163.00966620731674,158.5533540151396,145.65503900803643,150.9276411935191,154.10736151587443,160.58381861353504,158.86485277020657,150.40145422515445,141.05828065252783,137.87263953303048,141.24450731582033,143.35855141228845,150.23695524173206,157.8918249502851,160.36415935541447,167.86094542148467,169.061780499074,168.28626143119362,164.76472371361183,168.43670306701554,168.36715898805556,174.6758223245434,177.05246154523607,178.52889654700263,169.26417319029719,169.8248804406059,165.6850521766096,169.14315245609444,167.72031111779543,173.44631575149205,175.09303579769272,191.68474403637765
4,1986-11-09 14:52:45+00:00,276.42518255589783,290.7086871900376,310.51406710075213,304.30065742993173,308.24166529514395,308.5977973802807,303.46987059294725,,,,297.8735653919208,303.45254602944175,300.5248818506391,297.97200189350195,299.25575120502776,287.0619532212994,283.9932015095226,279.7987879060261,278.6880596840172,279.28138250281324,270.9990623913706,256.72457675637924,252.1041388965326,245.0953384355373,239.33031166008337,238.74503507395517,232.74616294693297,229.43637609708506,235.04398291848028,224.89096250957076,218.6409113813188,212.952010203347,211.82617680737332,210.8155202632193,214.94141687603624,209.54971804221563,205.51364213767278,196.63388576426826,191.94305946602842,184.0815861951274,179.27850424671666,182.27672118900745,179.59865956487002,175.47500865935032,177.64998440333918,167.35393667042325,169.2888582878085,165.3075485039255,163.01227268271592,158.59143166874546,155.2145951321157,158.55331097034963,159.99930172073945,151.71338521004114,140.87474368639266,139.1865693033025,132.34154450393348,133.5047461077337,133.339588552418,136.72363876457848,143.9103572237137,144.5529499166992,147.97688608741174,156.57689516319,154.80750872020442,159.44656292726847,162.67524940369086,167.88649582778837,171.9805635997587,166.55422224926676,167.59959391374525,166.69743934613447,165.49199845976312,168.97654237539496,171.9150254890135,175.35419985496887,170.5491679544874,179.0329593771342,190.138657096245
5,1986-12-11 14:52:44+00:00,282.7061586341043,293.167717698147,316.4328913073523,313.11819526051517,303.400334101356,307.7355598385424,314.0902088426631,313.0321454818439,303.46664349501526,310.38876716535,313.3113387455123,302.49579826220446,296.3122539273039,292.5386799852696,297.29539521923186,300.55661287242384,293.63650230140706,290.56762199649927,288.52142511679955,281.24297493741443,271.83917001137854,260.0131237336191,256.44707222027176,257.88300821753836,254.77392783670618,246.66657086164838,245.6903639658392,241.73923910027773,237.75714653981012,237.40730792797333,227.23453324446595,224.4679520032974,217.93200954984363,217.77748334452178,216.93826315516893,214.86994653784004,210.48166192898424,204.24987902926947,197.86296976532145,195.57234714617465,189.77180357909313,197.56242219281603,198.15153138445757,191.44277652572256,187.414976394914,182.76795564368197,189.27306222863444,188.57100426125717,185.09951927377372,171.66456872003687,173.30407528798904,176.37568362957467,172.46686576178047,169.78357569740444,162.50100283750243,160.96658144027506,149.08883783461715,151.42582756802287,149.65130455456858,155.45705173026315,153.6551931325541,159.16821905814322,167.2390554412734,174.6549560845506,176.62027642174755,178.22304985678758,186.2615121360212,186.21136567716923,192.25463116467608,192.16395567590982,188.39383032357418,178.80515593210183,184.74109376342213,187.22579067333794,187.54637631953833,186.18059473586771,189.27889326021287,,
6,1989-12-19 14:57:25+00:00,,278.4422406331646,290.8483383686552,286.28250024801474,286.973617387268,273.6817827138559,279.8786564233545,271.7194673151463,284.866356032463,291.1938588909088,283.3613408203704,274.9732987468811,270.1316262762275,270.49845620389107,272.3598434124405,273.0698669763036,273.36342062712197,269.0389502055117,,267.41687424848885,260.5409347996683,247.13575858319595,235.08471145836796,237.11116788833465,245.38333314734808,238.2152203604877,230.79945337367494,225.790362859018,225.01813814560896,213.06563516602367,207.1251657469505,213.0394466998888,211.96107384723737,204.22547628379797,202.42074241572055,198.90162111743888,197.85470283016565,200.72424611478826,197.8439952140785,199.52772579275526,198.38902997261775,208.58535335862672,207.49057158677653,196.75357415082027,193.2331516562654,187.17870451464017,186.98324135887626,176.10624026019204,175.7100784224918,176.76315623862519,177.92384991844332,182.0231590283672,184.21940542145646,185.05499193864205,177.46158939789788,171.88528485010477,164.84590410513113,155.3804736072532,148.11598144413296,150.8745588345594,163.51520006828991,173.91169504325214,180.21160262075935,185.113199815288,183.23458134411024,182.00377471632527,182.06717702203767,184.35336544968914,188.23810792017193,177.0543666843515,175.1764153631634,177.10737751679568,176.4930970074981,172.8914660258445,170.98207905185362,183.17438921036342,178.83130009194187,183.56718861344618,195.59309781933246
7,1990-01-20 14:56:25+00:00,267.2288842049339,,,,,,,,,,,,,,,,,,,,,250.25167422401572,241.8580483333847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.31391736719888,169.31649468845714,157.78296723478678,151.3287454106648,155.44602386696684,167.92817450502662,179.81167025643524,,,,,,,,,,,,,,,,,
8,1990-02-21 14:55:23+00:00,,,,,297.0127513749529,302.9814515038729,291.1550350246516,272.13302618095054,292.94237173730227,288.4924307614877,280.14485386306905,286.89754830751076,278.35395157839923,283.6668555261748,277.1845414864424,279.67100373160906,281.3377931107024,268.964922106626,269.5635378670462,277.20586242125216,269.7662074613281,259.13548051528187,248.76654242311668,249.11462901183305,246.30563019521048,245.85064882804258,236.921135781415,231.90314349453448,226.3859146336909,225.16863567655395,212.91016812327246,212.97354062686995,212.24939483425968,211.17857295452143,210.93556161954146,203.35849346741693,210.00365752491683,211.6728839249076,213.29108556687154,209.6252814967126,204.9685659693079,206.45088620222407,208.48673370471494,205.13558635268276,206.1486642940569,196.5796966376612,196.62375517821104,185.87527066485865,187.3884070153085,183.04751854937282,187.0353736197163,187.3257023493563,186.76412363842914,186.8867211882845,188.73209913943256,187.45772323537122,180.47001969749613,176.12802590072613,166.12778323614884,173.29085175374578,182.5135361534812,187.3442076028291,184.96419650059215,187.06846920049603,192.67558398543338,192.6014038499725,199.2639621303827,194.55455717170366,193.82152430214208,195.04232178201474,195.31910138862008,191.4937403309328,186.25540364785292,182.80392727113465,182.29923475242526,181.5124990379793,183.18043918217546,190.5576471727457,202.1767644842041
9,1991-03-12 14:55:24+00:00,263.7889200815993,264.4931547213671,273.7633423538678,270.85580951841393,280.8087801388501,278.34418171922687,274.6830003713256,280.59267194174265,281.37697634785593,278.8141030672981,274.6986584867136,265.54380446432384,272.1915917622799,276.44839777098406,273.8578132713659,268.5879715487628,258.5669825117779,253.4653367467393,264.5737418792471,270.776253349089,267.7020385530613,251.45152851624977,246.2652635436098,247.99893519266402,248.6856636546323,247.20000305289048,238.3365500843162,234.82866021752815,232.2068395057233,226.46261192709485,217.61559424875728,217.75837633318804,217.68491075654464,221.04647613066476,219.70357768002444,215.77294315109762,213.2692757596844,211.59995627911766,211.39358517467738,210.53276531986722,213.65663488899986,217.52698182635996,217.01071575229238,214.89261715794166,212.69114339006552,202.24883867865006,197.50579009484008,193.37835419108694,188.91652553909293,182.15465555072672,182.2124071524572,189.32516426438386,193.73551703996716,192.83303175058765,188.9543467542569,184.4403959522524,179.4688198341613,175.49131832463905,165.4619386807368,176.52982890887802,179.7652309136051,181.43844940328316,189.09491526203868,193.6910946049833,193.59313474432085,200.4875743516659,201.5362901233673,204.20261430243144,203.49190743755437,200.9139428324671,197.1150407287978,192.18163444335718,187.79331180596625,189.62097589032936,189.17418279357375,184.29087734474862,183.86783365720362,180.8462684806871,189.88034462191618
