,dates,chi0425-0000,chi0425-0001,chi0425-0002,chi0425-0003,chi0425-0004,chi0425-0005,chi0425-0006,chi0425-0007,chi0425-0008,chi0425-0009,chi0425-0010,chi0425-0011,chi0425-0012,chi0425-0013,chi0425-0014,chi0425-0015,chi0425-0016,chi0425-0017,chi0425-0018,chi0425-0019,chi0425-0020,chi0425-0021,chi0425-0022,chi0425-0023,chi0425-0024,chi0425-0025,chi0425-0026,chi0425-0027,chi0425-0028,chi0425-0029,chi0425-0030,chi0425-0031,chi0425-0032,chi0425-0033,chi0425-0034,chi0425-0035,chi0425-0036,chi0425-0037,chi0425-0038,chi0425-0039,chi0425-0040,chi0425-0041,chi0425-0042,chi0425-0043,chi0425-0044,chi0425-0045,chi0425-0046,chi0425-0047,chi0425-0048,chi0425-0049,chi0425-0050,chi0425-0051,chi0425-0052,chi0425-0053,chi0425-0054,chi0425-0055,chi0425-0056,chi0425-0057,chi0425-0058,chi0425-0059,chi0425-0060,chi0425-0061,chi0425-0062,chi0425-0063,chi0425-0064,chi0425-0065,chi0425-0066,chi0425-0067,chi0425-0068,chi0425-0069,chi0425-0070,chi0425-0071,chi0425-0072,chi0425-0073,chi0425-0074,chi0425-0075,chi0425-0076,chi0425-0077,chi0425-0078,chi0425-0079,chi0425-0080,chi0425-0081,chi0425-0082,chi0425-0083,chi0425-0084,chi0425-0085,chi0425-0086,chi0425-0087,chi0425-0088,chi0425-0089,chi0425-0090,chi0425-0091,chi0425-0092,chi0425-0093,chi0425-0094,chi0425-0095,chi0425-0096,chi0425-0097,chi0425-0098,chi0425-0099,chi0425-0100,chi0425-0101,chi0425-0102,chi0425-0103,chi0425-0104,chi0425-0105,chi0425-0106,chi0425-0107,chi0425-0108,chi0425-0109,chi0425-0110,chi0425-0111,chi0425-0112,chi0425-0113,chi0425-0114,chi0425-0115,chi0425-0116,chi0425-0117,chi0425-0118,chi0425-0119,chi0425-0120,chi0425-0121
0,1985-03-05 14:11:29+00:00,,136.72768560950328,150.32941414685644,160.94437248789274,141.1451407197418,112.13884112148398,104.85937061653445,108.41633315829007,106.86388502566533,120.01162903090399,130.8025801026543,133.42881517100625,137.8645418202095,136.61035899028033,139.56718373266023,144.3239735154236,147.6929298864241,157.73952026203295,159.36916784509714,159.6803405802675,166.43756226959346,168.81918796953565,174.55186272213433,180.43033941604062,185.78830014534392,199.71003289562915,206.34533024262154,200.5923526606761,197.24944844919344,197.70083538267025,192.47134011198145,191.03224653194695,195.2169502383778,194.35833432431713,182.69287963185042,189.77204073256456,192.5846137934434,198.80428459338833,200.45370612144748,193.01611163309389,201.35421659879637,196.65583549512817,200.4162221153185,202.4494405302236,200.5505811295231,193.7448175223435,191.69730970002155,190.14610628268989,185.51553180871346,182.44233006801926,172.41247765160318,169.94202717184146,185.8265437471376,195.7229267959984,212.0491903586178,212.96773491779638,224.53290740320892,216.3358543355306,217.50096495735025,213.38870916817814,204.621761562701,209.90429298462135,215.6403311030689,219.5207281575216,216.28126719961483,217.39379199832825,213.33959274280187,209.8972780932769,214.17575966477705,209.444715089485,202.48082591828137,194.06851359382588,179.55132596378067,171.9024049597145,172.9611735013136,175.2080108170842,177.27284476229886,179.62437293864235,186.53660419956586,188.14090180222883,188.42737282535143,195.0784522125227,199.79663438136677,195.3978798418035,193.15819003194466,189.77282859458802,197.90989976191167,187.030002173022,190.6939009573598,203.68628835189747,201.123728518228,199.2691999846385,200.09630405966408,202.82139510944353,207.79175798885873,208.999140013054,215.06246513749,217.31173110380593,217.38201601019216,225.55740548495828,228.54634382036483,228.9708458127879,229.26434259454274,228.1393455357396,218.90952491225073,222.83547570618455,228.51658401174353,240.49092032751298,251.972888449286,262.8818991462927,264.3379744702166,268.32131113944996,256.5085402823334,,90.26954074409562,122.2244248533905,,115.14935465340758,105.91963476933955,114.37583222128647,109.18649739799656,123.79307384300225
1,1986-02-04 14:07:59+00:00,,130.95000661687402,159.84298466038553,159.2100778776292,148.86798574657712,127.1003888678253,114.22103285183941,112.02020119572,122.7760961573376,136.988205740234,148.75221221585662,153.0158067707714,155.5137473288761,157.57136115065464,157.2089817676006,156.4394360838395,160.42179884555395,166.36831690299772,171.22425248146595,173.1785073055013,174.36516716871847,181.96425138375312,192.36480863760855,193.5956431770521,207.32333401684394,214.82845746828255,217.36775265631013,222.23414294087624,215.99392334974115,211.2400258459076,212.0454198998037,210.8472301357611,206.85034733036494,210.2490181395988,203.1567460630814,204.7665768530669,206.05716040293112,208.86413939259268,215.27437316648658,217.12364375979945,217.3876512702538,218.18946364502182,215.55845823361588,216.19793558841675,210.93612638204792,201.16999194080864,196.92879499649496,195.30505203635693,192.06029390516878,191.95911112347898,192.88119038538804,188.6142362456627,203.20658548435762,218.74347208666748,222.90430249161386,236.74226490982963,239.400814337655,236.09569435836056,236.32028894011265,230.41340465196126,230.510533714871,235.64055997789208,243.3246574941759,246.14410873921224,243.54965154976563,238.87681229915796,236.229127617993,230.22961490483704,226.56290399660807,226.57738215111496,221.54361194127205,206.81185003494187,200.73521698704553,195.79777544837697,197.84177943020674,203.92368316781346,200.77116610033875,204.4997306713505,201.48156324684123,210.5769853062199,217.61395428538395,219.76385445502908,221.0747711795218,212.3166373987151,210.13724705970947,205.8760874486593,204.80068664262473,207.32704661039023,204.29393491057186,206.24526824061675,211.88727042773104,214.81482376071367,219.14326494172727,220.2450295736968,226.50900229628274,227.80068913420018,230.26299453450432,233.20953116464597,231.48199666211724,230.85770825550398,235.53940102783906,231.77716867824284,234.0895065565871,235.00541837124416,235.53515907577642,244.88164527825074,247.77484176325922,250.42165289428874,258.5945468645833,267.0256419719355,276.5482830203776,279.1244133612011,282.2682793941271,,70.72426014260668,145.20694557417477,,115.39039119552717,115.31184129260797,115.67716262174739,121.70668560852238,124.90594694006441
2,1986-08-15 14:02:41+00:00,,144.76526050097033,163.77544926329284,162.92515017301076,153.94338600935626,110.56960654824235,103.9264057453837,99.97288466950712,115.06880240542547,122.71397350469978,135.36119571927543,135.46500060571265,,,,,151.3679296900338,152.35401306048547,151.85115351610958,157.6207626937279,159.892555425076,166.1015604270674,170.5122556197763,177.41308186799344,181.57236991969808,191.42496285599208,186.32218787916278,186.16311096306595,191.06882345886578,187.1339221678994,190.74877274395715,189.7654102358156,191.7372470847103,189.5889052315048,191.69294554382495,186.74380420846987,190.33367430791512,190.99429236748742,198.56428454972922,190.80303266251235,190.8100193542044,187.96843483611326,196.63278213576302,199.20324875822064,198.12768699168964,198.63733498513707,192.67500760584488,190.25569123843664,178.5680093170057,175.2350208817084,175.26470902796143,169.82571800818067,182.88849822572743,196.37790260418686,202.11372341696472,211.17330028278423,215.8066496223375,217.46227911080993,217.17484801502772,224.53458853154726,203.7578349711173,205.03343879622443,212.41097882998386,215.91181717741466,220.96081409194807,213.73882797767277,218.1946270681479,218.29313318138756,210.27548525527249,210.32925552680712,205.14683746052765,196.2255242948936,191.11521790172324,187.24435802116932,191.63379796222898,188.25329633825908,184.1384965939823,184.04239612928603,185.977259719892,189.25902566993403,198.79391902989235,197.01884962579277,198.63578360795628,200.37309095712217,192.15447713268227,194.86875896759074,192.94079838691056,192.5219880847923,191.13759912605855,194.2022896935109,188.50548332219367,187.61454880877068,193.99948742296613,196.68223784046484,205.72206537123571,212.20013442189426,215.5069415103864,216.92084409716858,227.04522240467483,229.43476570690046,224.4692218086809,218.50397894776216,216.39879951431072,211.77667171068535,206.71709481000497,208.75144603115757,216.0631083446142,227.57980500731063,235.32775356265196,240.65631327210804,262.74261427435033,264.2518712454935,159.90797484657372,140.5624145055512,99.59923525891676,154.62519917876213,,107.15914461000904,102.3537048051135,92.96717613371837,96.95230734152989,108.55372217608972
3,1986-09-16 14:01:33+00:00,,139.1774715506035,151.26580409137327,166.54505347731504,151.63602970818414,108.57419265529863,99.95932560749176,100.26416674540461,112.9498763294881,125.44331636067191,129.37977957100782,120.15828763137407,120.5477652668956,131.2216548918736,125.32803714956823,136.5138704511574,139.5908963956777,143.69627242000763,144.46705956334048,145.00419536140106,148.29740214641635,150.49859198112162,153.94532381075976,160.00426191433942,170.2749569730001,181.67671876930322,186.97211320743133,188.51494168872566,185.42350147375103,188.8655224452437,184.08099228194115,186.38165995400877,186.46139605338527,184.3331154212151,165.47517086756486,180.9226788438882,179.78005474370428,188.6028358636808,189.5944665254532,189.86615659197756,172.64492409330975,170.93222652059364,185.34947797808093,196.8551496172961,192.6715831534388,188.42158256146058,180.3259953092024,172.64708332804622,165.19599746384776,164.45827333724964,156.6816587066129,152.87156135747375,163.15275295809903,178.61649646821314,185.373011882788,192.96117458987925,195.6115174301922,203.94176227270324,206.4621301123066,203.8286464538128,196.5407633419185,188.25620656578243,201.37349401420346,211.1273853069892,206.28005660231588,209.25215809128636,209.16327709327643,207.0572581466903,208.47442736904864,203.1971057808889,194.23443714450232,181.88038910733346,169.2068389372964,169.1273882824361,166.6697354339689,164.843973947444,170.23774402677515,173.2156940056222,173.02802975556776,175.32831346844574,173.32703299238412,177.64737910875613,184.8464079080971,178.69821821136205,177.59861622340455,170.65913949141125,163.20057782792915,166.06849303260213,165.73179968396124,167.16509580897815,169.28757404369776,172.0375026654363,176.670682135505,180.81674228791118,188.96717492628966,192.7405427474828,190.95650371719915,190.13981549364453,192.59318238192037,197.405736559091,194.80077765858107,187.70970143825997,185.24231745316257,185.09766197234822,185.1995738030464,188.26598209778732,197.61513518329966,207.70179942956113,214.53984821533874,224.37705242426642,226.79297326954503,223.59793318063385,146.9334953485323,123.70590509742175,109.62229020040219,,,99.43921725010424,94.69644740135494,97.4027451420917,90.05608983414785,98.83231062058215
4,1986-10-18 14:00:32+00:00,,121.20812807126455,143.5854254833884,148.16851125214134,133.5721836974716,93.29855093764532,83.06581970767782,80.96335782785147,96.36195938648174,108.2030647056737,121.02604937147274,110.09231141077066,113.85094987275252,119.90266232821773,118.69691011183826,125.69512226938389,130.3594866334202,135.0528305758914,136.25617442229083,134.00111566359834,136.15865123747574,141.48901495538138,,,,171.87476349805007,173.1899280906919,175.72954813500013,170.48916456434085,173.11817057792626,166.37177838024965,,,,,161.34866372721407,168.5646253873292,166.22490114064433,176.22202421750686,,,168.39741112385653,175.55018995517486,,,178.09737255416613,,169.4880662575423,164.1757866639237,158.18162318599295,148.51470975285875,,,,,,,196.24118920960723,196.05660844394012,192.39231890874265,181.71996885759668,183.10243922600114,194.77492595471838,202.1886644805174,201.50701136552865,197.26781355670562,197.135704420344,191.2123472814132,189.1972556524027,192.33355291440958,186.83818218650993,178.754838701093,168.71247788816285,166.735602565706,161.5656533516696,160.9499839961492,162.08643266643804,167.81552110555157,163.94316242586476,162.91086783568028,165.65302149157407,173.5177228453817,180.89697144503617,172.40321358097987,174.8500747776958,167.96012155594727,164.42638980379792,165.26009422964455,163.33529812204873,166.24775025705688,167.01646033394226,169.42828401561286,173.42057650950028,179.43185610606855,185.16764334592438,189.64853444892756,194.2263466666894,199.99097704443312,198.92314595341176,197.90708908604336,198.8034810781229,195.33661853953564,190.86356384397848,179.26625351863186,178.65687328040508,187.5327287229026,193.51697307775925,201.33352679043773,219.90839145119133,223.38700044093318,227.06938739045736,224.206285056645,177.8897066804772,104.87168003361298,77.87491826593856,,,85.51134374438797,80.34197318937046,75.24550702345499,76.58307662561725,81.9142618730304
5,1986-12-21 14:00:01+00:00,155.72064526096977,151.3363299210078,157.02823817714514,159.55277713926696,136.7390677166606,96.55235446439205,91.47461979309169,98.40031876703489,118.19634687510953,121.74631164752827,131.5345312857204,135.08592473093495,135.64692803363494,140.55294383699695,145.09690033749246,144.2194666345872,149.6542534947401,154.88729600294062,156.9734811607172,153.06147461255242,153.81075770232718,161.72656578079486,172.86533857564712,180.9931429606709,185.26573724023837,196.33034010669618,194.91476341351964,186.77154824343975,185.80964093191216,184.60007457190875,178.8557100726443,185.69086287361793,188.08499399764975,181.00404294545112,176.04430556583065,177.34602735233074,179.66587749188747,189.2315618858623,193.5777465199592,194.81400574106806,193.84328729974504,194.7828645755484,198.08875653516944,206.29131342427894,195.8705214537625,193.28618834308753,186.00870015261336,179.95217584966764,181.516308881487,178.1288591672916,171.43600952460235,168.50477686775676,178.24867574229728,192.508601650867,202.5650180100027,210.64429129001368,224.6285275405511,221.0608934673259,218.6228279724377,221.00863781335556,210.96778304500717,219.77088435127092,223.5425265960667,225.98341783362315,221.4800775699682,222.68139128859696,218.32274797791774,214.70439108227507,211.8482835144577,212.06290160633674,214.15472542223807,204.70484240283326,193.1124098228768,191.2131288488475,191.30585734505905,191.60734346460086,192.73417543528703,189.13368118945056,190.58900610593702,189.99719020490994,192.41941284057236,202.0941981255981,203.08654717593006,206.62752024407177,205.70639611955366,203.13494282386873,203.04137192086475,193.05991541274875,192.8179075617779,196.13464744563538,193.80791693903564,197.6936553569408,200.6421747884194,207.68864604420574,214.97833863951428,220.43168055511455,223.0568008348798,221.25554369383465,226.01634957627275,228.5981343844344,224.60389742107697,226.42702583835487,223.00470928719182,217.75707002769943,219.9833054874984,223.21853101734382,229.68751810134393,236.04161500766935,247.35628163799214,252.80185537391256,247.65339075843886,247.7223261996915,,139.3686879333732,106.9634757097081,,,100.78771934986631,97.74004866955536,95.14858963009002,98.95937609801649,106.02239214140387
6,1987-01-06 14:00:30+00:00,150.88975452429418,157.34988943206216,161.9493825248589,156.50170964517662,137.0747426257136,97.5273009798902,91.22648119018578,103.73192761270431,117.19223758948824,121.54100763014856,129.20787297258013,127.28873284030536,130.8336226053916,139.8947414296644,144.56041182025035,144.8208579643789,147.3773717289028,146.74641625443496,155.73795562902689,161.63284790206077,163.1446222890366,167.5320236637728,,,,200.21819003433833,199.31251938665298,195.02977905144334,189.99464667303533,185.1974622761409,185.2101305873945,187.153333858929,182.67493434502416,182.73356125622539,171.98722254001746,172.44529535672885,180.56700336231071,185.58628672417035,186.65008695816599,194.32124750508243,193.23709926689983,191.14412121041133,200.81285278225207,207.09312394892143,198.4566249701528,195.73362425663416,184.4403036745046,183.7151825465957,181.08367611546572,173.68609484652384,168.83432647068662,168.13864390394212,177.23702908244374,199.54962642975877,199.99537852553902,213.23375713469304,229.46954833878812,220.48598647269887,217.74715052765754,225.5401213839993,222.07997684373237,221.82739176713505,224.58331918208054,224.2903557033016,223.69888275639755,219.4511652418342,212.81919669398812,211.93014365524994,212.13708575667945,211.48847366620637,208.62973728397697,203.51884850971783,189.5375273396089,187.32018666066853,189.06711547236605,183.75405347237407,188.39007785076905,186.05104034974107,191.26498661447943,189.1453175262905,193.4180471210683,201.16320217126682,200.63069382237018,202.62872822157667,202.71242468978227,196.73510434512178,196.06683026197095,189.46887108468155,196.90086482015,198.49328500031,200.57734277958878,209.0366777933139,203.8999974665138,207.77098203514407,212.55858401302075,217.5160430194544,221.25773884295012,221.33575312020116,226.4970675119176,228.78665131924524,222.92891729464876,221.28950586213307,224.66509042105758,224.11457684635468,226.3161992178912,227.08586689933065,234.066366938113,240.12961852141643,245.91269690593097,253.24793821415554,249.81423574641912,251.2396420536566,213.65429718544738,147.13720987947164,111.53144300981285,184.02878324997502,,109.98964673880903,93.50623227696185,92.67707872964118,99.46376957851706,107.64455490735097
7,1987-01-22 14:00:58+00:00,126.97135173625895,145.42834742805252,160.90355495312488,162.99435359859868,135.6795676315516,98.84619700656644,95.45493513843428,102.95904641308701,116.61340933450629,122.93735204171726,131.81934525230486,131.3098079370305,133.4482406004508,134.78879859580616,144.34891157701287,145.08999381308703,148.33075815813515,155.61241312654798,159.00420119378128,161.28136921859715,163.4842414572743,164.0514164681066,,,,207.85622965378258,208.31038290427477,199.62218796904352,197.09980016271334,190.57840632398,188.02874400639624,192.73993639346693,189.7685321189628,185.08261329637963,181.2692094160364,181.498442474373,181.375841745894,190.57875891005295,200.2655636203198,200.24767014405418,200.05212831240195,206.9493103970356,213.01221176385138,219.9640983727054,206.54584832188033,199.11951820636529,195.610839059441,193.08002610221087,186.71039501949102,184.9346162741098,175.83480281093438,178.8634268932755,187.72145414011501,197.50796761351145,212.01618503433605,215.18009229332972,217.6053369072014,221.21819530348742,215.54430861691338,220.82001807114534,224.4799098397665,220.1903650776536,228.33709374032662,227.85162879030105,230.45041986998993,226.79036996855876,223.12508500530333,220.4452747182224,220.53450693726845,222.60695050173848,216.69493390727365,208.537845594458,197.19023736849906,192.01946214560118,194.96680719579396,189.7923600194225,194.57925346802782,186.91682858511734,190.8863662196662,198.86919010731663,195.44791244990836,202.54332092739142,208.17375463518988,210.28862478372181,208.59807701591853,200.80647532874679,204.3645051841933,203.23019842173852,199.76441128504013,200.28161269266803,202.64304677630406,203.6662961858525,205.48700503599886,211.8461515218001,221.615420004554,223.12612859099846,227.08172473886177,232.04011134978697,232.53375766102764,230.16050300800438,224.22685621036513,222.59821024569135,224.9530108001244,227.87203677140937,230.22675440283615,232.90170113208154,240.49114100824636,248.1725310687117,252.20769969894758,260.4514624717103,257.03442748353325,247.56490694069862,,,98.88949165878515,142.40989039078846,123.60946740893323,101.92841881643913,94.74540371403893,97.61058761771457,104.26198206679653,113.00036608525382
8,1987-02-07 14:01:33+00:00,114.64977772150414,145.9484635058189,160.01207978181145,158.4549659146773,142.85696937832557,102.42952270175975,98.87602222452219,109.12260141311482,120.11360045151378,127.44722507704208,136.26955512019572,136.98621865525922,134.00334177001508,138.65448580420747,143.5194969973808,148.96193960511317,149.80259519496576,156.74527156681964,166.22622795812032,164.49741721274515,168.32724481356223,172.20687413778342,178.49027956966097,190.29044657115668,204.2799984271376,215.03052958614884,213.2086467540339,213.53638794074982,203.91765668266348,199.1098452821864,196.27767432978345,199.5577473565196,194.89999725386775,196.32452946571647,191.56758418271642,188.0291250093302,196.55056471708087,199.3513879269959,204.80137246222387,211.00859226398381,207.934141402433,210.16088717271748,216.22667356014648,214.33708322231854,207.88700527175672,201.8553371104521,197.68178521161997,196.88205506500032,187.21220821947304,182.33397159891626,176.97104170507234,177.56895654272404,189.72780008226093,211.0095621944928,215.19869088175489,222.46717451814814,233.4067469065846,226.19253802026878,225.88052463845872,227.76863593658553,232.41700451451277,234.74554532836714,240.5956723945033,234.74599467564988,235.02086155278576,231.1430978425768,226.2347363704157,222.0921999594682,223.01122633596432,216.5835348046594,215.49784765380946,213.02161150938994,202.8664915302299,201.52687572789753,194.54433336756932,202.2473527495048,200.91700146930071,197.97321900657636,199.3663768639167,205.11587533764987,205.11944275915567,209.40872440843322,211.23238049921522,212.91992517971306,211.36529479199856,207.65033166920014,209.63930293573242,202.79192184479274,205.04131588316244,206.02396209664477,209.91160241571416,217.9541202118458,219.09706947904417,215.51193668330342,217.86999678801317,220.49756256285104,226.78961229416097,227.74543260948792,226.972078471115,229.1742736012379,232.28677256087508,234.62616220175906,232.5827628546387,235.67597927365034,239.20184726201836,240.82571904813233,243.83827558499976,251.52750162507624,259.26231420444174,267.6166979582426,265.1294067045511,266.014230467845,,,100.52291726536187,125.4214560241785,,115.14117137908923,95.79568149625096,98.74055666466435,105.49524461329406,110.31394319630296
9,1987-03-27 14:03:21+00:00,,,,,106.05879701973709,62.80689593292778,48.841328091869755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0702888226215,187.19153485760177,186.57519517954165,177.36026899807706,169.1384111928417,164.00150623336137,,153.09565055731846,152.77945299467353,152.47977066610272,158.18841859285214,153.72193884950488,157.57774442180573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
