,dates,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063
0,1999-10-27 22:19:51+00:00,231.83956243392066,189.6137994929428,163.53246410172838,180.79931037711788,,178.4555013679484,,149.26191546116405,142.7620880189554,199.8660070800467,189.58588877828657,196.26803515576083,198.742048744127,202.4792585245086,193.7649542549158,191.51605533773903,187.44887439224323,187.18284134249015,190.78231040009504,174.2930030678283,147.43382733024788,166.26705885060673,203.9671462992883,193.7420534368652,197.18575598298577,204.07654856563343,209.70039050174185,208.2616617313911,,,217.54751205337874,,,,,,,,226.67153796045176,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-12-30 22:19:45+00:00,208.70516364129466,200.36253639594756,218.64354841992332,187.62441329216682,,172.82076211364787,171.832745786091,182.1957998170668,186.38755464155898,184.9348222179719,175.21919163882836,178.024900556831,183.9386038147253,182.48751793725452,181.16072614310207,184.87923265339646,175.545332073439,176.0172416797716,179.24604363110004,186.30344265283446,190.90692266034594,196.73415341380723,190.44469071594486,187.3649605107256,182.11159462733625,184.48661094128082,182.88248556973065,188.91324918428018,201.19029105311643,204.53722494544326,,,,199.29156592264965,212.68682818399247,,204.93962929986637,,,185.8527745879133,213.5448700748632,225.13956637494965,,,262.9929581589884,263.7039344084511,,260.0789185464796,261.1997938997015,261.6958430158446,267.8644852756186,252.47316540921992,246.47950813929629,,217.23696141093194,211.91469256341043,204.8952639498604,180.22610582626737,160.16342344608415,161.13890465404575,172.12973685485446,171.28820460483806,165.5717530372729,172.84217436134443
2,2000-04-20 22:19:15+00:00,193.39850801436717,184.59285178930597,209.77784094686768,163.1857574297519,164.89969777015915,156.05657211575672,152.0224698249688,174.3131059134398,176.74375326509414,182.25168688383872,166.69677825233188,172.38823350398326,175.48761219104983,176.79775277008306,171.21709425026015,167.39803834420738,165.10694301495658,168.08552008047795,165.9522851420647,172.24940930434315,182.60853450731054,185.29618267876518,177.73967393965202,179.63212464798713,172.6898807974197,,179.54354999254338,,201.28332193698012,205.1693073153602,199.5851268602218,,193.19731060672862,194.56899615093573,201.12200921436988,,198.9255609726809,,,191.2506452836934,204.2427243939153,,239.28907149996041,253.95331978201438,265.1210522748196,,259.4904094473659,253.8815428468841,261.4451138778683,274.87306415203665,274.4797503464139,271.8648088836345,272.8290621564796,261.20801902753885,,227.314872213578,225.70770174749632,192.81381191424492,174.83634382395584,167.0570375075816,182.37940003367856,179.52409838643877,177.0383543070882,177.80982820082053
3,2000-05-22 22:18:57+00:00,170.32252764116785,163.32086217746814,182.46126298644776,140.47677892676245,149.70057708087495,134.655913281223,136.26999196931325,153.69681725338617,,153.35664885850557,,159.50013856604656,159.47551379797332,158.99444239587106,151.42513330817448,155.38137970922378,151.6055023535548,151.2433236337728,141.54818612466218,159.84504071599957,160.723076315845,169.91954223732478,160.28671520009974,162.8044696003511,,163.48383558724393,165.51482306665488,163.83035881572388,,176.98155992208166,175.1003207590755,172.07303855828596,,,192.04130836070019,199.07423970039036,181.74221914473924,172.14701614002988,,184.52579342421836,168.45353872979217,223.25615843134176,224.56483452184784,235.73206180598407,256.27013405768025,,231.18917435751771,232.49461475272219,236.22708868511992,241.0319631625115,229.12264858160987,207.00872186000532,245.2680880201479,,219.92160711335885,166.17889377178344,171.67380880788056,,149.89484203416194,136.43190594766807,150.7251694227604,159.65754425947432,157.7263669140302,135.54988934564363
4,2000-06-07 22:18:48+00:00,,203.82389185885953,192.65790794580533,133.42223104979897,,169.13492231131065,130.47746667977233,166.943343313133,159.60012556470926,170.0698097262866,,147.6388655068321,,155.9668913294179,144.18049595196854,147.69467414560611,,148.14305892082135,150.14596971916046,153.89788193540943,,164.1955432333076,158.30185982711964,,161.91247719716384,164.90021358570996,172.55733584051166,166.77440851987126,175.93925041557452,,184.55179534888913,185.74795677878635,,,184.93212691701748,,181.79151102679657,,183.40254187956128,179.1238592231632,,217.33623159326262,212.7105714096809,,234.75451008646567,224.45888472444892,225.45852653436893,217.5941166666143,230.29106058354702,241.69444009473455,,,270.55407347921187,246.1583186673517,,163.16383156870214,149.2591660978635,,,123.15976432300124,,,,120.39061684631622
5,2000-09-27 22:17:24+00:00,216.02844884974274,207.5613295196492,227.83432618372223,194.79584406377205,,179.55096307152877,180.7449948202221,190.93703302724654,193.24972047848726,193.6753824496749,188.52970050908942,183.21577695717764,194.23740037390363,190.27965124613627,191.68574824745878,181.34004764705807,180.09212635544336,179.77935550299415,179.74660574420787,181.3047916355775,191.27069421319905,190.5417664664636,193.29986670737821,,192.22810645921643,,202.2831068747046,211.4611820253576,217.11039460222264,213.47704923141276,210.67431407622232,,,211.6725028354422,219.68594863765182,,210.52570411637058,,,,,225.0902279076402,246.26128321995128,251.59909943244773,266.4364948360158,,263.0829080318974,,256.7793150800454,265.0719705615897,,257.49986501740153,,220.53662435882345,206.10580866486606,211.94621126308115,199.41985145429686,195.875561019815,165.64747775431778,161.37430448542167,174.26245712669,170.4819231684209,168.1952891406848,172.12394173401486
6,2000-11-14 22:17:18+00:00,190.33694821314225,178.6175610276051,203.9075888762942,158.1590678085943,166.36967992862063,154.5658779873574,,172.00786047676075,173.16561553114434,175.8071035881383,164.8374270662511,165.6275224693425,165.38117741131688,172.45501507224802,168.37622255650646,166.12869381689094,155.29510208733228,153.82932837310545,148.7490689789731,159.34635192374714,,,,166.92385508806257,175.55057453563418,179.87966077497714,173.40540453598095,173.40197352829176,191.69142200630898,192.8161878775488,,,,,186.00785717037897,,181.06030955034817,,,165.4923703842903,,186.9925229629219,186.9170871482539,203.29214179038001,205.15676499721727,199.85278095581825,,216.61919441979467,212.7360255676721,227.94165058385155,214.62688198294722,,,,,,195.09953102530096,,163.52553009524303,,,,,
7,2001-03-22 22:17:09+00:00,201.76094654221146,193.18566213468696,204.9818093977893,176.61840534489426,180.2054609645684,162.27249133320387,165.6559057748283,172.00654012473473,,177.75326270403738,,169.13472640542773,179.37292765321675,188.44327768653855,192.88725735788395,176.50938405636023,176.10455394369842,171.85262183898888,175.0405818105061,175.61627976835143,179.9266285829004,187.4223508415583,183.23578259438293,176.29817510965475,179.50196128456147,183.0108094054345,185.488979072876,190.69292803171618,,202.4230980173062,195.3030402881863,190.4003314876987,191.70778909928907,,,,195.72409605720253,,185.3964680264209,187.3902057415206,191.0761360735584,216.52541879194786,,251.0929742709514,257.22472840624175,263.1641128596496,,244.25793222184052,,256.60013050797613,266.5949791393474,251.06655087828977,,197.56962911178854,190.27190870750402,198.81982375716785,,181.788926691414,,163.16870050982246,184.77281230845202,181.58692101670093,183.4788438711393,186.799428100243
8,2001-04-07 22:17:01+00:00,205.19071528506066,192.52647543259013,202.3207632260893,182.0108752739077,176.83810605899555,169.6885609668736,165.83627352377476,177.72946248039548,,179.2116746123134,,175.45258531970222,181.90937069647984,185.06794834066673,,168.2961938223045,165.23745025379705,167.3087786821761,168.17560973561197,174.2553914528389,177.2276845753054,185.05387187954065,,174.42655677359565,166.69215198812083,,180.5497010690962,,,194.7560772241187,189.81401012551754,,187.90318964993082,,,,188.45356203830016,,,183.6358432155092,205.62727144971964,214.85520641108116,,251.3201952560557,256.33886601316874,261.6512455015332,261.73152446776754,259.85029384716916,260.02687925805884,265.9821830205835,,261.382049445985,,216.773138352873,197.69301415395492,204.37826123900697,,180.81734477925426,,158.47751183491107,168.58149195898108,175.04469858736812,172.75538403148056,179.21835563739575
9,2001-12-19 22:15:37+00:00,,,,,,,198.74866563475948,,208.34414683529334,,200.77385769364147,206.16378801353602,206.6127439669389,217.17012000568596,211.39579243832966,,,,185.62807750670183,186.46743373634945,196.02590434175866,195.50220107391155,189.64753564354302,186.27991348827365,186.15988500122833,195.7337243258409,,209.20700763080055,,223.30306606108456,211.80878931429191,212.02862180087092,205.44676754809026,208.4494628203119,,222.25653690661724,208.77286200686396,,222.66753164210812,186.97117108937337,,,278.54845596866403,,,,,,,,,,,,,,,,,,,,,
