dates,nzd0013-0000,nzd0013-0001,satname
1999-08-17 22:10:26+00:00,,379.36,L7
1999-10-04 22:10:38+00:00,426.12,381.19,L7
2000-03-28 22:10:07+00:00,420.85,380.95,L7
2000-08-03 22:08:44+00:00,406.22,383.28,L7
2000-08-19 22:08:38+00:00,406.22,385.17,L7
2000-09-20 22:08:03+00:00,401.79,385.50,L7
2000-10-06 22:07:59+00:00,399.99,386.42,L7
2001-01-26 22:08:07+00:00,400.04,385.96,L7
2001-02-27 22:07:54+00:00,397.58,382.24,L7
2001-05-18 22:07:26+00:00,388.26,381.86,L7
2001-09-07 22:06:11+00:00,379.25,380.67,L7
2001-09-23 22:06:03+00:00,378.83,383.17,L7
2001-11-26 22:06:09+00:00,379.88,381.01,L7
2001-12-12 22:06:14+00:00,379.88,380.19,L7
2001-12-28 22:06:14+00:00,382.01,378.92,L7
2002-02-14 22:06:29+00:00,382.85,378.20,L7
2002-07-24 22:05:50+00:00,385.28,381.39,L7
2002-12-31 22:05:56+00:00,384.65,380.23,L7
2003-08-28 22:05:57+00:00,395.53,372.80,L7
2003-10-31 22:06:00+00:00,394.93,372.80,L7
2004-02-04 22:06:41+00:00,405.08,379.20,L7
2004-03-07 22:06:48+00:00,401.23,385.05,L7
2004-03-23 22:06:52+00:00,398.83,385.94,L7
2004-04-08 22:06:49+00:00,398.59,385.47,L7
2004-05-18 21:58:14+00:00,404.40,384.11,L5
2004-06-03 21:58:42+00:00,411.72,384.11,L5
2004-07-29 22:06:27+00:00,411.72,382.39,L7
2004-08-30 22:06:20+00:00,408.98,383.73,L7
2004-11-02 22:06:28+00:00,435.85,380.15,L7
2004-11-18 22:06:34+00:00,448.31,376.61,L7
2004-12-04 22:06:44+00:00,446.35,377.57,L7
2005-01-13 22:03:41+00:00,454.51,380.60,L5
2005-01-21 22:06:59+00:00,454.51,380.00,L7
2005-02-06 22:07:07+00:00,454.51,380.88,L7
2005-02-14 22:04:09+00:00,450.17,382.66,L5
2005-02-22 22:07:14+00:00,441.09,381.97,L7
2005-04-19 22:04:43+00:00,439.10,380.77,L5
2005-06-06 22:05:05+00:00,436.63,383.86,L5
2005-06-30 22:06:59+00:00,436.63,385.23,L7
2005-08-01 22:06:59+00:00,429.88,384.90,L7
2005-09-18 22:06:39+00:00,431.35,385.98,L7
2005-09-26 22:05:42+00:00,428.10,384.81,L5
2006-01-08 22:07:25+00:00,423.62,384.07,L7
2006-02-01 22:07:49+00:00,398.65,379.03,L5
2006-02-09 22:07:38+00:00,398.65,380.85,L7
2006-02-17 22:08:11+00:00,398.65,381.95,L5
2006-04-14 22:07:36+00:00,383.56,382.12,L7
2006-05-08 22:09:38+00:00,393.97,382.35,L5
2006-06-17 22:07:34+00:00,408.24,384.18,L7
2006-06-25 22:10:20+00:00,408.24,383.97,L5
2006-07-27 22:10:47+00:00,417.07,385.42,L5
2006-08-12 22:10:59+00:00,426.60,389.06,L5
2006-12-10 22:07:44+00:00,428.14,390.59,L7
2007-02-12 22:08:00+00:00,381.84,383.85,L7
2007-02-28 22:08:05+00:00,387.96,383.85,L7
2007-05-03 22:08:02+00:00,386.09,383.52,L7
2007-10-02 22:10:31+00:00,380.48,382.62,L5
2007-10-10 22:07:19+00:00,377.14,381.29,L7
2007-12-29 22:07:56+00:00,389.08,382.23,L7
2008-09-26 22:06:23+00:00,377.11,377.42,L7
2008-10-12 22:06:13+00:00,385.71,372.90,L7
2008-11-21 22:01:05+00:00,389.82,372.42,L5
2008-12-15 22:07:05+00:00,390.56,371.63,L7
2009-01-24 22:02:55+00:00,390.56,375.59,L5
2009-03-21 22:07:47+00:00,387.24,377.49,L7
2009-05-08 22:08:01+00:00,383.96,379.55,L7
2009-09-29 22:07:43+00:00,360.88,373.51,L7
2009-10-15 22:07:44+00:00,365.09,375.03,L7
2010-01-27 22:08:26+00:00,362.11,374.85,L5
2010-02-04 22:09:23+00:00,364.11,372.28,L7
2010-02-12 22:08:30+00:00,364.11,374.37,L5
2010-06-12 22:09:43+00:00,375.37,375.12,L7
2010-10-02 22:09:49+00:00,382.61,388.00,L7
2010-11-03 22:10:09+00:00,377.51,388.00,L7
2010-12-05 22:10:32+00:00,396.13,381.75,L7
2011-01-14 22:07:31+00:00,404.16,381.53,L5
2011-02-07 22:11:00+00:00,410.47,384.63,L7
2011-02-15 22:07:34+00:00,412.78,384.08,L5
2011-03-11 22:11:09+00:00,412.78,383.82,L7
2011-05-30 22:11:11+00:00,422.87,382.72,L7
2011-07-17 22:11:06+00:00,437.08,388.86,L7
2011-09-11 22:06:09+00:00,440.05,387.82,L5
2011-09-19 22:10:52+00:00,443.62,388.70,L7
2011-10-21 22:10:56+00:00,438.53,387.96,L7
2012-02-10 22:11:42+00:00,429.60,384.97,L7
2012-03-13 22:11:42+00:00,421.41,384.03,L7
2012-10-23 22:13:24+00:00,365.03,382.93,L7
2012-12-10 22:13:38+00:00,370.05,376.83,L7
2013-01-11 22:13:44+00:00,372.11,375.60,L7
2013-01-27 22:13:47+00:00,372.67,375.90,L7
2013-05-03 22:13:30+00:00,370.19,373.32,L7
2013-06-20 22:13:13+00:00,382.60,376.77,L7
2013-06-28 22:19:33+00:00,384.70,381.17,L8
2013-07-06 22:13:02+00:00,381.98,381.17,L7
2013-07-14 22:19:34+00:00,383.68,386.20,L8
2013-08-31 22:19:38+00:00,382.49,386.81,L8
2014-02-23 22:18:20+00:00,367.22,384.51,L8
2014-05-14 22:17:08+00:00,370.78,384.47,L8
2014-05-30 22:17:11+00:00,376.76,384.93,L8
2014-07-01 22:17:22+00:00,377.74,384.93,L8
2014-07-17 22:17:28+00:00,378.56,385.64,L8
2014-09-19 22:17:42+00:00,377.66,384.92,L8
2015-02-26 22:17:23+00:00,374.05,389.92,L8
2015-06-02 22:16:44+00:00,355.73,388.26,L8
2015-07-20 22:17:10+00:00,379.74,393.24,L8
2015-10-24 22:17:40+00:00,394.46,390.17,L8
2015-12-11 22:17:42+00:00,420.99,391.99,L8
2015-12-27 22:17:43+00:00,421.38,388.45,L8
2016-01-12 22:17:40+00:00,414.65,385.69,L8
2016-04-01 22:17:14+00:00,417.37,384.52,L8
2016-04-17 22:17:09+00:00,407.38,384.71,L8
2016-09-08 22:17:48+00:00,408.10,392.92,L8
2016-09-24 22:17:49+00:00,413.28,391.30,L8
2016-10-10 22:17:54+00:00,412.35,386.23,L8
2016-10-26 22:17:56+00:00,430.25,386.47,L8
