dates,nzd0013-0000,nzd0013-0001,satname
1999-08-17 22:10:26+00:00,,379.36,L7
1999-10-04 22:10:38+00:00,426.12,383.02,L7
2000-03-28 22:10:07+00:00,415.58,378.88,L7
2000-08-03 22:08:44+00:00,396.86,387.69,L7
2000-08-19 22:08:38+00:00,,388.93,L7
2000-09-20 22:08:03+00:00,392.93,386.49,L7
2000-10-06 22:07:59+00:00,410.17,382.58,L7
2001-01-26 22:08:07+00:00,400.18,384.11,L7
2001-02-27 22:07:54+00:00,387.05,375.76,L7
2001-05-18 22:07:26+00:00,377.55,385.71,L7
2001-09-07 22:06:11+00:00,380.96,375.63,L7
2001-09-23 22:06:03+00:00,377.97,388.17,L7
2001-11-26 22:06:09+00:00,380.70,379.23,L7
2001-12-12 22:06:14+00:00,,377.73,L7
2001-12-28 22:06:14+00:00,388.43,373.85,L7
2002-02-14 22:06:29+00:00,386.17,374.57,L7
2002-07-24 22:05:50+00:00,384.40,388.22,L7
2002-12-31 22:05:56+00:00,384.91,372.24,L7
2003-08-28 22:05:57+00:00,395.53,372.80,L7
2003-10-31 22:06:00+00:00,394.33,,L7
2004-02-04 22:06:41+00:00,425.39,385.60,L7
2004-03-07 22:06:48+00:00,383.96,384.49,L7
2004-03-23 22:06:52+00:00,391.66,387.72,L7
2004-04-08 22:06:49+00:00,397.59,384.08,L7
2004-05-18 21:58:14+00:00,423.40,378.65,L5
2004-06-03 21:58:42+00:00,448.31,,L5
2004-07-29 22:06:27+00:00,,373.81,L7
2004-08-30 22:06:20+00:00,,393.63,L7
2004-11-02 22:06:28+00:00,,374.51,L7
2004-11-18 22:06:34+00:00,,364.48,L7
2004-12-04 22:06:44+00:00,446.35,381.40,L7
2005-01-13 22:03:41+00:00,462.68,395.75,L5
2005-01-21 22:06:59+00:00,,376.40,L7
2005-02-06 22:07:07+00:00,,380.00,L7
2005-02-14 22:04:09+00:00,441.47,395.10,L5
2005-02-22 22:07:14+00:00,413.86,376.49,L7
2005-04-19 22:04:43+00:00,431.14,382.76,L5
2005-06-06 22:05:05+00:00,434.02,380.51,L5
2005-06-30 22:06:59+00:00,,394.82,L7
2005-08-01 22:06:59+00:00,428.89,384.62,L7
2005-09-18 22:06:39+00:00,,387.18,L7
2005-09-26 22:05:42+00:00,418.35,378.99,L5
2006-01-08 22:07:25+00:00,,385.49,L7
2006-02-01 22:07:49+00:00,378.96,364.45,L5
2006-02-09 22:07:38+00:00,,388.13,L7
2006-02-17 22:08:11+00:00,,387.48,L5
2006-04-14 22:07:36+00:00,388.16,385.03,L7
2006-05-08 22:09:38+00:00,414.79,383.53,L5
2006-06-17 22:07:34+00:00,451.03,395.15,L7
2006-06-25 22:10:20+00:00,,382.48,L5
2006-07-27 22:10:47+00:00,452.41,397.12,L5
2006-08-12 22:10:59+00:00,,392.66,L5
2006-12-10 22:07:44+00:00,380.98,385.55,L7
2007-02-12 22:08:00+00:00,382.69,382.14,L7
2007-02-28 22:08:05+00:00,400.21,,L7
2007-05-03 22:08:02+00:00,380.48,382.87,L7
2007-10-02 22:10:31+00:00,,382.37,L5
2007-10-10 22:07:19+00:00,373.80,378.63,L7
2007-12-29 22:07:56+00:00,404.36,385.69,L7
2008-09-26 22:06:23+00:00,377.11,377.42,L7
2008-10-12 22:06:13+00:00,394.30,368.38,L7
2008-11-21 22:01:05+00:00,398.05,371.47,L5
2008-12-15 22:07:05+00:00,392.78,369.24,L7
2009-01-24 22:02:55+00:00,,391.45,L5
2009-03-21 22:07:47+00:00,373.96,386.98,L7
2009-05-08 22:08:01+00:00,371.06,378.61,L7
2009-09-29 22:07:43+00:00,350.69,368.42,L7
2009-10-15 22:07:44+00:00,373.52,378.06,L7
2010-01-27 22:08:26+00:00,,378.07,L5
2010-02-04 22:09:23+00:00,368.12,364.58,L7
2010-02-12 22:08:30+00:00,,382.71,L5
2010-06-12 22:09:43+00:00,382.61,,L7
2010-10-02 22:09:49+00:00,,388.00,L7
2010-11-03 22:10:09+00:00,372.42,,L7
2010-12-05 22:10:32+00:00,433.35,375.49,L7
2011-01-14 22:07:31+00:00,406.71,381.11,L5
2011-02-07 22:11:00+00:00,429.40,393.94,L7
2011-02-15 22:07:34+00:00,422.01,381.86,L5
2011-03-11 22:11:09+00:00,,382.52,L7
2011-05-30 22:11:11+00:00,,381.43,L7
2011-07-17 22:11:06+00:00,459.83,404.55,L7
2011-09-11 22:06:09+00:00,420.27,377.47,L5
2011-09-19 22:10:52+00:00,450.76,391.35,L7
2011-10-21 22:10:56+00:00,423.28,385.00,L7
2012-02-10 22:11:42+00:00,424.09,386.07,L7
2012-03-13 22:11:42+00:00,387.50,373.71,L7
2012-10-23 22:13:24+00:00,365.03,382.93,L7
2012-12-10 22:13:38+00:00,375.08,370.72,L7
2013-01-11 22:13:44+00:00,376.23,373.15,L7
2013-01-27 22:13:47+00:00,374.35,376.79,L7
2013-05-03 22:13:30+00:00,355.12,372.63,L7
2013-06-20 22:13:13+00:00,424.68,384.51,L7
2013-06-28 22:19:33+00:00,393.12,398.76,L8
2013-07-06 22:13:02+00:00,368.38,,L7
2013-07-14 22:19:34+00:00,386.40,398.30,L8
2013-08-31 22:19:38+00:00,367.22,379.87,L8
2014-02-23 22:18:20+00:00,,389.16,L8
2014-05-14 22:17:08+00:00,370.78,379.78,L8
2014-05-30 22:17:11+00:00,382.75,385.85,L8
2014-07-01 22:17:22+00:00,379.68,,L8
2014-07-17 22:17:28+00:00,381.02,387.78,L8
2014-09-19 22:17:42+00:00,374.05,386.29,L8
2015-02-26 22:17:23+00:00,,393.55,L8
2015-06-02 22:16:44+00:00,355.73,382.97,L8
2015-07-20 22:17:10+00:00,403.74,403.20,L8
2015-10-24 22:17:40+00:00,423.90,384.33,L8
2015-12-11 22:17:42+00:00,435.33,388.44,L8
2015-12-27 22:17:43+00:00,422.53,377.82,L8
2016-01-12 22:17:40+00:00,387.74,374.64,L8
2016-04-01 22:17:14+00:00,,397.37,L8
2016-04-17 22:17:09+00:00,367.38,385.66,L8
2016-09-08 22:17:48+00:00,448.81,395.74,L8
2016-09-24 22:17:49+00:00,423.65,386.43,L8
2016-10-10 22:17:54+00:00,409.55,377.09,L8
2016-10-26 22:17:56+00:00,439.00,386.63,L8
2016-11-27 22:17:56+00:00,404.24,372.89,L8
2017-04-20 22:16:59+00:00,373.16,388.60,L8
2017-06-07 22:17:15+00:00,360.99,388.91,L8
2017-07-09 22:17:23+00:00,380.30,,L8
2017-10-29 22:17:53+00:00,372.57,383.58,L8
