dates,satname,nzd0013-0000,nzd0013-0001
2020-07-17 22:17:28+00:00,L8,,
2020-08-02 22:17:33+00:00,L8,358.73,380.57
2020-09-03 22:17:46+00:00,L8,391.88,393.03
2020-12-08 22:17:57+00:00,L8,,
2021-01-25 22:17:44+00:00,L8,449.15,394.11
2021-04-15 22:17:16+00:00,L8,,
2021-05-01 22:17:07+00:00,L8,359.60,384.59
2021-05-17 22:17:12+00:00,L8,362.18,386.54
2021-06-18 22:17:27+00:00,L8,381.47,398.19
2021-07-04 22:17:29+00:00,L8,350.72,386.98
2021-08-21 22:17:46+00:00,L8,350.94,378.02
2021-11-09 22:17:58+00:00,L8,354.80,379.31
2021-12-19 22:17:52+00:00,L9,,
2022-01-04 22:17:52+00:00,L9,349.49,358.09
2022-01-20 22:17:51+00:00,L9,350.16,359.79
2022-02-21 22:17:43+00:00,L9,,
2022-05-12 22:17:13+00:00,L9,380.20,395.06
2022-06-05 22:17:39+00:00,L8,366.39,393.83
2022-06-13 22:17:12+00:00,L9,422.99,396.50
2022-06-21 22:17:48+00:00,L8,358.19,394.12
2022-07-15 22:17:24+00:00,L9,359.09,376.92
2022-07-31 22:17:39+00:00,L9,422.60,393.48
2022-08-08 22:18:05+00:00,L8,438.04,406.44
2022-09-09 22:18:11+00:00,L8,369.18,387.93
2023-01-15 22:17:53+00:00,L8,422.33,384.56
2023-01-31 22:17:58+00:00,L8,421.48,393.91
2023-02-08 22:18:06+00:00,L9,393.81,370.20
2023-02-16 22:17:50+00:00,L8,421.87,389.68
2023-03-01 20:19:07+00:00,L7,438.06,
2023-03-04 22:17:37+00:00,L8,407.36,377.17
2023-03-20 22:17:28+00:00,L8,366.20,375.56
2023-03-28 22:17:33+00:00,L9,407.29,376.43
2023-04-13 22:17:27+00:00,L9,386.07,393.61
2023-05-15 22:17:12+00:00,L9,385.30,396.35
2023-06-16 22:16:54+00:00,L9,438.17,394.81
2023-06-24 22:17:06+00:00,L8,368.11,390.08
2023-07-02 22:17:05+00:00,L9,447.57,396.37
2023-07-10 22:17:17+00:00,L8,,
2023-07-26 22:17:23+00:00,L8,446.52,399.05
2023-09-12 22:17:38+00:00,L8,446.16,395.59
2023-09-20 22:17:40+00:00,L9,398.08,377.12
2023-10-14 22:17:45+00:00,L8,407.20,375.08
2023-10-22 22:17:50+00:00,L9,421.85,394.03
2023-11-07 22:17:46+00:00,L9,421.96,395.47
2023-11-15 22:17:47+00:00,L8,367.85,369.83
2024-01-10 22:17:52+00:00,L9,394.92,367.00
2024-02-11 22:17:53+00:00,L9,356.89,360.08
2024-02-19 22:17:39+00:00,L8,,
2024-03-30 22:17:36+00:00,L9,358.44,378.98
2024-04-07 22:17:11+00:00,L8,356.70,368.64
2024-04-15 22:17:28+00:00,L9,390.36,388.60
2024-04-23 22:17:03+00:00,L8,376.87,380.57
2024-05-01 22:17:11+00:00,L9,383.36,393.49
2024-05-09 22:16:51+00:00,L8,362.68,362.70
2024-05-17 22:17:03+00:00,L9,470.34,397.42
2024-05-25 22:16:38+00:00,L8,360.97,376.08
2024-06-26 22:16:52+00:00,L8,,
2024-07-12 22:17:00+00:00,L8,362.17,385.26
2024-08-13 22:17:14+00:00,L8,383.94,393.54
2024-08-21 22:17:19+00:00,L9,422.89,379.05
2024-08-29 22:17:21+00:00,L8,387.13,393.82
