,dates,chi0451-0000,chi0451-0001,chi0451-0002,chi0451-0003,chi0451-0004,chi0451-0005,chi0451-0006,chi0451-0007,chi0451-0008,chi0451-0009,chi0451-0010,chi0451-0011,chi0451-0012,chi0451-0013,chi0451-0014,chi0451-0015,chi0451-0016,chi0451-0017,chi0451-0018,chi0451-0019,chi0451-0020,chi0451-0021,chi0451-0022,chi0451-0023,chi0451-0024,chi0451-0025,chi0451-0026,chi0451-0027,chi0451-0028,chi0451-0029,chi0451-0030,chi0451-0031,chi0451-0032,chi0451-0033,chi0451-0034,chi0451-0035,chi0451-0036,chi0451-0037,chi0451-0038,chi0451-0039,chi0451-0040,chi0451-0041,chi0451-0042,chi0451-0043,chi0451-0044,chi0451-0045,chi0451-0046,chi0451-0047,chi0451-0048,chi0451-0049,chi0451-0050,chi0451-0051,chi0451-0052,chi0451-0053
11,1998-07-31 14:19:24+00:00,121.81045086271851,126.0539645871209,125.6895508270633,132.0632415591128,132.76530228603426,144.97207363038504,146.7068545312121,166.29228244062122,152.6468850616366,156.79074297247715,146.51407386988942,146.2681649085818,145.4874451534307,130.67584275206687,122.56224946722742,119.06499864854808,,130.21101325192322,166.07969460508076,155.9977487614906,154.0053917367627,95.74126497418158,,,,,,,,,,,165.4700282238729,142.13275189774794,139.6330414759611,,,154.79480461455094,164.39908984447146,152.8699375760564,,,,,144.68201707949754,161.15718669330502,146.89573438321742,,155.6935673275124,161.8442216471666,151.14625889265244,,,140.19450233160882
12,1998-09-17 14:19:50+00:00,145.78392306321763,149.1719961237851,158.76341083121764,160.35668578328583,169.5399654135487,168.39639930360946,165.84402396758432,182.71176501726433,172.00254975229785,176.5628710887612,179.5512949483361,169.26656715008366,169.7919372959269,162.73692075259322,156.26581888659314,152.25335153860962,167.80085000212767,158.69932228505277,168.65353299640617,,104.79096969440249,,157.27882005994758,158.2511152803448,162.1129085550569,162.5024383310953,,,158.3527785254283,,,,150.15932304148353,158.52951328562094,164.07932693034326,179.20579421339684,181.43997879228777,179.59622400161822,187.27210743326995,178.08318491043718,163.0949195066461,173.48875926187188,185.941767780696,174.41897645114074,164.81576297742947,153.47902171087202,167.40796129462512,174.80750351489056,168.5584619560532,178.66760794597835,188.09439281582848,164.56443715371665,160.98025023538705,168.7531485519567
13,1998-12-22 14:20:06+00:00,164.94948739339992,151.32643645477265,158.96875885179878,181.4073222353681,178.09509424337813,193.12889689881428,187.33780316809526,191.39002410631366,186.40253808403165,181.23099077794424,182.00463482826652,194.8346525121589,191.2543327129219,192.29324385896518,185.384918877607,178.78718372583364,181.36157667262165,172.2815808871825,,118.19382175969028,107.6135501896425,104.6346019567792,,168.13207540401146,180.15144208340638,184.91295362688288,,,,,,,159.68478380532002,164.9731685267712,135.98329525471854,176.8324927417038,183.27737591075,174.4335321459311,170.82329509270306,159.0140067773315,,,,165.79728066311725,151.166750287387,,138.0698262169588,193.50114959423425,183.44218032012193,148.8872193961034,156.63264964654826,160.80696217535268,137.79807180413647,135.29788792109176
14,1999-07-10 14:33:50+00:00,,,,,,,,,,,,,116.26312707885641,131.25221286754424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1999-09-20 14:17:38+00:00,,,,,,129.59464521320697,135.70281622562547,154.92220198094338,142.3295300385704,139.75695864555203,145.8637973883275,141.86664360823892,135.98693565922088,126.21245333992566,117.41916042161832,122.22203698634559,124.95734453826016,131.67559831902872,,,,67.62472503716015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1999-10-06 14:17:39+00:00,151.33814145323896,143.49314853423934,136.34102981438394,146.55527981985827,167.273408803905,164.96590825337648,159.77053509662258,162.86732404447628,146.36479691041586,150.91438530266134,153.34455039643495,159.70262095431846,164.8404062385322,156.09846646755045,133.67248721611486,130.01512679803608,148.0438232473931,153.31784944371213,142.951793569693,133.93154265321806,124.03795314550672,126.91145352613464,119.82843720348671,122.81023510783845,108.99107993530525,120.6791967769255,127.9138498782684,135.17699421237816,140.04725301767022,144.4719421789995,142.5581400143293,157.23484517106567,151.1736121085148,155.2870779021277,159.6619424730833,158.19147361165636,,,166.48480499650418,166.69090088898295,167.32342659698173,168.59227857272094,172.51422064250616,163.73045726006336,162.1017893763099,153.38596857736388,152.67768787516565,152.4747526428302,165.5998168539544,177.98823623978902,160.52120340186264,150.27300168866344,147.12777211123554,149.55415271348878
17,1999-10-14 14:34:02+00:00,173.0941887730174,164.66660748151276,163.92327738160793,169.4415724263134,175.81090312462828,177.76119169885092,187.80642215915006,189.31734371112907,169.4442853034365,166.24698708836718,170.8772640597278,174.88280032198855,183.79055271454655,167.87375150085975,145.80355385493783,133.9967064882907,152.72892343134126,163.7835018593335,167.64455092469936,174.25998878295394,156.62059170649218,148.18009403907985,151.4655701398495,143.0194986550735,137.5691155883373,130.9539440048806,,,149.532202792178,163.7622509694031,154.6412777944929,165.25993754274356,166.0557750933715,167.70319327160522,176.1625448276834,188.51621741673736,,,182.46058203540832,193.68589939792898,183.7498469203798,190.21066159449163,176.1469434611995,172.22700747649878,167.64111349648078,173.84869459591673,168.26373715771098,171.72032335605948,189.610241692239,196.10164607346658,206.22171833591565,183.6711539355307,171.1654860028098,159.88308210342217
18,1999-10-30 14:33:56+00:00,182.77164407066888,182.32037718253926,193.65348725623068,195.91797236229888,188.01467064898378,186.2504528738749,198.53980231109304,195.13387365156262,186.86370404153678,188.7356385608403,200.60638090456916,189.8563786434874,187.36580988295236,179.54818064781836,185.08768694041,177.99958377190023,168.31701280737977,169.49296082791602,177.05914438049095,181.74233767101757,179.93066602482241,174.61867055595604,165.34074941141563,162.4570130344349,169.93160732561006,168.40590138362396,171.0548526556424,171.9471345607435,170.27368132640916,183.80490392119492,175.253860646627,182.0177049555569,180.82727349388594,185.54328437740236,191.1364359035705,198.04826647278432,192.55253527704886,204.3181995121792,191.59599376149276,200.78798288728515,203.90085591755053,207.35474664576395,210.65732934329293,201.81494629816035,196.86289766612038,199.74909486956864,202.40346256238684,198.02079359659132,198.73359439363082,208.67214109441244,200.23731531689447,194.1996401059926,195.07664976484784,191.98223813608885
19,1999-12-25 14:16:08+00:00,180.16701211247712,195.9338537752672,199.82733895856035,192.35236336214297,189.21982226811338,200.12146633216028,202.60515679817445,206.8927447295622,196.3680998824268,198.6944126840524,202.20776336580465,193.77432641075498,200.0404255909408,200.17423750661516,187.41458255507135,170.61354061526833,169.42955283735424,184.1461188530019,174.27238849081584,166.74173477085134,170.64576685839802,182.493614004013,190.1739586161009,181.89673508414742,171.8177711469829,175.14813654915412,171.3106513254733,170.9733482938036,189.94842646826598,191.7131858317451,193.5319195348247,197.19983757088377,194.80975650020366,192.27479339741,182.30615453102865,186.82512255505176,183.69523084437142,180.3016492311774,190.66602770973293,190.83803940953027,205.77904438121425,208.00744983014005,208.6272478027046,208.36343316745155,216.011055493173,206.13111341406287,197.6271895053012,189.6514479998682,184.72713266396968,182.29547864421812,194.71004932401263,193.17439453674473,184.93226678377818,193.09476346705807
20,2000-01-18 14:33:49+00:00,189.96185011107437,191.82913622176335,190.1399162977956,194.10393390895075,190.7755040047339,203.75144807561773,218.41174013465343,221.04770109001373,212.61071221989275,194.45545015782457,191.52260454172642,196.47484334882995,189.14516956782532,191.59949048943918,192.95861013452043,179.44662174641024,176.28055217243377,184.50679659342052,172.0752589897665,175.987231317948,173.32379360529382,170.8962568473533,182.28293352564657,185.06750489728492,184.04811862089485,177.23435918551397,178.6762848726388,180.51082272400095,196.2086922572478,187.7518720456452,197.59925238568505,200.13927237841335,193.81055532388382,195.28060020079866,197.22362784272474,196.19948514723757,191.01750808439678,175.96595433345163,197.15711228522093,211.25669977557402,196.42470882151235,211.2785955633947,213.92932112897307,206.19629977417446,207.24206098719316,205.85161549458306,202.49341243722918,200.25670670701902,203.63927933054453,201.62835732702055,204.9382521009449,195.52116840266206,189.41207490264756,186.54706150464165
21,2000-02-03 14:33:49+00:00,174.85380821111872,183.6165553920306,191.91212902602317,195.0564759932974,197.59807228028828,206.2502290784961,211.44547092712068,207.09387922845372,203.36962311444532,193.76995027087662,196.84577071912094,192.27704361671366,202.65028984445277,209.36943678732106,197.35508217734377,179.26212238015512,167.35773026025856,178.27812560865993,175.21877590967415,178.05705657561487,182.00744851634636,175.96488468119145,168.52084999652064,173.91576739008448,176.36464253265873,178.79790584589261,183.2911213859872,181.7759038222921,184.60688557104683,189.09919531076375,191.65942082559422,185.8332280614502,193.57986772944935,197.74803402102472,192.9432362895012,197.2705650435691,198.66758835823916,202.7345890614641,189.55601449470453,189.9610250538534,205.93639173302057,197.66390298469446,199.52831240818696,196.91389144430912,199.2636242614574,206.28264499317254,199.14854543916402,208.11469307629616,205.93205030282238,203.8239082547123,198.70649908037507,193.67808381629982,187.21827545201415,179.67302039318793
22,2000-02-19 14:33:42+00:00,162.55646401097718,161.66381392161816,157.6642675284203,162.8996263677638,179.58451060362734,175.5915642249199,186.74900923108294,189.28019406090215,182.07549263475488,178.7130638987192,171.39477232798424,177.00054610253017,178.93001908538696,175.1660352965209,165.08962782664224,152.43191408506652,164.16516374877847,161.6518996047655,145.16904538194936,146.74404003793165,154.88556216058157,155.80512843450603,159.4404766363524,152.508145535371,153.19979874276308,156.1277369364429,150.32058780280192,166.51375256713453,160.02926515136363,155.80928628675196,158.05541197807338,163.57092618401802,163.22663800761387,165.65583112472885,173.72296319854027,171.15294204075082,177.93173685410198,178.18384747830433,178.63662758978916,,,159.35108868528118,174.21091921786459,167.7654955326461,171.3031844563688,168.99881855166979,171.52034236422034,180.25902714758044,185.9569197143627,174.90332777762055,176.240960254953,160.45558572976626,160.6087313277936,147.34065468057568
23,2000-03-06 14:33:38+00:00,168.11102013354832,166.98594603567452,168.99050056379775,169.90194144881127,174.27514427442375,178.14507472329564,184.37648777342923,196.09352742181983,186.41166241204724,190.83331525701755,189.60600847527638,178.48753253131588,173.91379974318113,170.95596917931502,167.74437820926758,167.08625772291884,169.77469539317946,164.560748280807,160.6222993542815,144.2199814677626,162.90802475523319,170.6143344030357,166.2593869788323,160.6081289060815,166.38238465560312,158.5678153753381,163.79021342309727,171.68472209186888,165.7692646374856,168.79321824665197,162.0205739899462,175.8562324118547,170.46708157573408,168.9021793275031,181.70271589938247,187.90840057924817,191.25847971001195,185.49015756524116,184.0412644828544,186.0597053539375,,149.9211653914342,179.52014656505412,171.22216501214913,177.26114007464415,177.4963933388692,191.72536591370707,200.33528497600236,201.54739100067945,189.0833648958729,188.09000531602402,182.6712059100403,169.1288059439845,155.77672988015854
24,2000-04-23 14:33:21+00:00,164.44254315795968,163.44235814338316,163.98209547400444,165.64565719898957,165.0808227103938,162.94310323490345,158.4786725250748,183.3339130239868,178.22871415435753,173.68740109264803,162.60305658010304,164.18248564881142,158.06674352881015,148.99083852395407,147.1084213530488,135.41543440140958,136.22557784887303,140.2248422829154,,168.45882661672584,160.3284502613535,157.7226697490544,164.58824024793265,166.83538694900034,167.6406675786422,156.00931470203,170.29691537335376,170.4392352122744,165.05758654096036,175.7426973974409,168.89895595309395,,177.85832522578067,176.47937191018264,196.3544607640171,199.42719359231356,205.53950625262993,190.75560048430262,191.748773115076,193.04261632152057,,,195.05714308486654,175.9850612838577,181.50239770032593,175.68110682677872,195.96842323165953,195.52982226037886,191.96982727722548,181.71571791996757,192.1918045571049,166.25844067675618,176.9347159643269,160.93058443302067
25,2000-07-12 14:32:32+00:00,,,,,,,,177.70396242603752,174.4346062349141,174.91571695273768,161.35520452822882,162.52300164596016,158.7239680887245,147.94874137020554,145.59087133754326,132.46518070759083,162.06005715293787,,,161.14461835680592,166.67304900905611,160.05286882345058,163.37933245908238,169.4013655894317,,169.61831852936743,,,163.99888134741371,164.1987052548342,169.01225979025548,174.34064478326758,175.1530747036137,,,,,,,,,,,,,,,,,,,,,
26,2000-07-28 14:32:14+00:00,,,127.68451748410219,,143.58119645448824,152.09623968421116,149.64440395033378,159.5888581975875,162.19679716778688,151.77710561247684,160.84306553986286,156.21846536520945,144.8502697071113,151.87298342130754,137.88969457202964,,124.49848356241442,130.87519308043815,,,,,,114.20269204608977,,,,,136.16807475425836,,,,137.72876403506802,139.106229180866,150.32928999386533,158.77075847746124,,,,,,,,,,,,,,,,,,
27,2000-09-30 14:31:29+00:00,172.98430382570612,168.6091276264127,186.5739991228386,185.00312180464442,182.4567866524746,177.2103609013648,174.31788454568866,191.5222824193112,187.38838003264823,175.00029163096838,171.42618326442988,172.97308815238867,179.08564627826644,191.26327407351204,164.21937554098756,152.94498685013056,166.80494042390015,168.3985873420184,164.90497875301298,164.2443409077659,156.66319861184542,150.9561009763031,155.76488468531664,151.20858027651832,127.080159285391,154.31967731048215,,,163.2582499102982,163.9942244558647,,163.2412569304474,160.93378552629835,165.14465126746228,179.328210045783,182.61165516361788,191.2307134338919,194.54296999361185,197.95187305452876,181.82943201453708,179.97648490727047,177.41586663287518,176.24081115208477,178.25819433911965,,,158.78459171353805,197.77898533539724,200.3704928270639,191.08055931709973,193.30849366796826,163.27454526156708,156.31993836915328,153.41894074765165
28,2000-10-16 14:31:11+00:00,179.7942171517138,176.9271571094142,170.50893015226254,175.87513602233705,167.15940536454693,174.9109321552402,191.66324219802652,199.88817700753657,185.80415450100259,163.76774986119798,162.12973624983627,160.95083995289735,178.1413575681555,190.05481353289647,167.02385007623027,154.3707259179178,159.05582515921213,158.685481134345,169.04490206019656,173.69129672266502,165.53659703361205,154.44282024340703,158.21627070633076,149.93543770190524,149.64518844372077,156.94794624943185,147.71766664502212,157.44458899516505,168.94683035311996,171.34037693418628,175.01257121940935,175.9567082051608,164.5360656645987,154.19591454279288,155.64111073572184,170.97191436746408,183.7316805853401,189.7424988379715,185.20998302213746,184.07000369159684,163.82448514555514,179.9984637670916,195.9415778805237,201.7651490988976,191.02611900314344,190.3250895866146,169.74638748035878,196.50818383081975,199.59484697223155,200.27842805466545,191.16888448189795,183.4380295426713,156.8003225511038,153.60921604268844
29,2000-11-01 14:31:25+00:00,185.97886702506017,200.2486568996017,187.6815978843518,182.49534545757064,184.84557253514913,189.96946291685705,194.31660040565941,205.75356625650556,204.9170666409234,205.29936324525255,187.3748523088584,168.34206134153703,180.18791107969474,196.55479832721494,200.95851351153397,166.65406338632621,172.83148567396051,181.95237616546933,173.42115841918354,175.1730437642243,182.24678226982948,187.67420796931071,183.3967402298707,170.93071660206581,153.62562018806472,164.82298713394383,158.45095545768226,167.30809407858737,173.6060040714972,193.58635298537519,183.59022958567837,175.33461595668265,183.36172892051252,180.62249176057875,194.4950734415766,200.55945527245905,180.93303967956723,197.24933395187625,197.1915942586469,201.6946852774439,172.49848490635753,190.11715535454329,201.87083919560405,202.1411651907379,205.97694090605353,211.033693317809,203.28581184496858,198.16402621004656,213.66964484791762,208.26037005712294,201.0430310107372,191.33569517024972,184.72285361377357,155.7884807631135
30,2000-12-03 14:31:23+00:00,183.13258304982492,181.37148629683375,192.97879949169163,193.14824418893699,196.64692674374055,203.1110018052047,201.16681392822724,207.39470597265222,198.17820324087717,209.67999105144543,202.1660007080451,199.01295558228318,182.1410531275625,183.8864231306048,195.02564893576505,188.74106654597387,193.4803664175028,173.87071876319024,178.7992516792957,185.87159399774555,186.50054497508484,188.6932237364968,180.37278012617963,180.10476439228842,189.44993554190566,184.91107325958336,166.7079065604548,168.5030763604092,166.69475108288867,182.19195577068095,200.8025192349732,191.55118736889446,187.7224079713831,174.49100997870437,196.9522432585498,208.25653900214985,197.13758223672116,192.8596463008434,197.32985244327685,189.49451847658193,205.27211869751375,195.4031990819073,205.31525469046082,204.19626959886395,211.71468251948937,205.78416114728552,200.5639685317152,211.30255624381414,184.15478971882231,216.46577572055958,201.9388175718268,187.06357290173662,192.32968028797632,188.26982644726968
31,2000-12-19 14:31:28+00:00,141.50892690659725,144.38326461823976,159.3898140740477,,166.6192537390486,174.80513619068967,184.86526480098576,193.91999895667587,195.1302196491797,187.6572845195667,183.7174142850984,181.1875953258884,178.83790663024965,168.83457106339606,164.83992757179527,158.86475351623943,168.47536729163767,163.85645582887685,162.3053578655119,155.24410327037745,153.27187153409386,,158.6791996922002,165.4380412974353,162.24928670591504,141.76665903295958,151.84019412732584,143.98186055165263,137.01514880823868,152.28069920453407,146.13659883264617,159.7206401165297,163.14614937018035,165.76702841037988,178.11136742012764,177.38616807005945,,183.8909216574965,164.85323315448704,183.32510515442632,176.93627243699683,184.9376819341444,179.81745824577143,,161.14815581125785,160.69370160729488,,,191.0222905138618,172.5452222264505,176.8487441570826,169.973892752888,164.55992037087776,164.23784394444536
32,2001-01-20 14:31:33+00:00,163.12038561546106,168.0136701402645,168.14655908714383,178.90206855577048,180.21183981038067,179.54410269427794,202.22502081210348,202.70391009469586,200.64466685236823,196.64219565563636,183.63119341398445,189.53590636360485,190.95059310062658,192.4510040635359,190.2291122478993,188.57881729794104,178.3620759307147,179.9362141576855,191.46173075098923,186.97574362713306,179.49404628892194,170.66812360402724,167.74217644494377,166.93690567723735,175.94030835192189,179.6457843067826,183.48146254047077,174.4267553320544,158.0632247364827,159.94280993392027,169.08991081697397,173.2205465260149,187.22045630911413,191.38971363089598,190.35687119891946,203.25355648625805,217.5106739629657,195.78313287912457,192.86593413590364,189.61816420672693,204.1524509135119,197.5717699732416,196.41566897749445,200.81257044583282,198.9889356093063,180.12962736244958,183.93028536954245,193.58066021953323,187.00345794524983,195.61806797825508,197.62633059157622,191.76259234587866,184.9973894754428,180.02587930859625
33,2001-01-28 14:20:59+00:00,167.08056483507966,173.5127029159782,183.26020968880425,179.57802409925165,168.3065310507045,178.7952526566821,207.69006300209625,198.7792450908433,199.9695950573446,199.6070676344707,201.43495136871226,189.25453728205565,191.46597166897305,196.68668897241778,190.40579225489034,192.1183962730418,190.75822096860915,182.2836421543775,180.17834232523225,188.9791243415537,188.2022691280063,181.59122032096394,184.87025513679572,177.89543773610416,167.66581673159726,179.74061965891096,186.56174379132693,181.27001365261418,170.24303770269626,171.69252758833642,167.01612883567591,169.50728605281108,189.362566081007,204.10513636497268,200.56210616805885,191.32240550097578,217.92587371246424,202.94237880892183,204.76489389026938,182.49226871754985,197.0981501880898,201.9652616689685,201.58183590598458,196.13011465005712,198.61178874401,192.00920709953436,179.90404416836617,177.3549175471705,199.22916979599046,178.4378818940408,213.393431672117,194.65547783443859,186.27332340752582,182.87232839073403
