dates,satname,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092
2004-07-07 21:48:09+00:00,L5,,,,,,,,,343.51,339.05,329.75,331.94,320.30,307.43,296.65,274.83,299.09,280.19,318.60,317.83,313.02,322.93,339.84,333.10,321.02,316.07,337.50,331.74,343.57,354.75,360.31,351.73,352.19,352.62,355.79,337.27,332.51,342.72,338.99,355.03,356.30,348.38,331.02,311.71,334.65,332.17,338.51,346.55,330.56,330.25,328.02,327.93,356.91,372.90,356.41,353.26,353.14,376.28,357.58,345.27,327.94,318.54,322.17,329.25,338.68,343.24,310.52,332.40,334.90,341.88,334.10,312.90,320.48,341.82,347.08,359.15,348.31,327.26,336.26,339.56,356.11,351.49,338.39,333.37,334.79,355.93,363.12,353.11,335.69,317.33,240.29,213.03,247.29
2004-07-15 21:55:24+00:00,L7,276.66,282.34,274.47,279.65,253.08,295.79,241.76,269.23,307.96,295.96,,,,313.51,301.43,290.32,304.87,266.33,271.00,279.77,278.22,303.69,304.66,296.72,,,,310.97,309.13,310.28,,287.52,319.18,309.64,298.59,302.10,298.40,,,,287.82,293.25,235.18,159.34,139.54,,,305.71,,322.03,322.44,328.98,,,,338.77,338.50,340.58,349.74,342.39,304.15,315.74,336.07,,326.19,321.67,,,,351.13,326.17,323.65,322.42,,,,,,,326.52,,,,314.06,335.02,345.48,355.88,349.04,339.70,331.97,298.66,327.69,336.15
2004-07-23 21:48:56+00:00,L5,,,,,,,,,,368.38,355.75,349.68,343.33,340.76,319.24,289.35,289.34,271.09,274.16,299.97,319.34,314.41,324.68,334.50,343.70,358.08,363.74,382.88,367.85,348.61,344.00,347.65,350.14,353.00,351.74,354.06,358.89,356.84,362.91,361.14,377.22,373.15,338.89,328.02,364.28,,,,,,,,,,,,,375.48,374.78,360.63,315.91,318.30,327.65,337.29,364.15,363.95,343.74,356.96,354.10,362.37,330.44,315.79,324.28,339.69,367.98,367.65,346.40,323.75,339.43,362.62,376.08,368.76,361.33,358.36,343.27,342.60,352.31,359.21,359.20,331.28,230.51,209.79,234.37
2004-07-31 21:54:51+00:00,L7,,,,,,,,,,,,,300.49,297.61,287.75,281.87,293.87,280.33,272.73,297.47,293.42,302.88,306.01,,,,323.21,324.74,334.30,319.79,315.51,313.41,319.82,322.38,321.64,319.31,,,,316.22,315.46,316.24,302.96,249.47,303.29,324.04,325.73,329.31,327.28,321.89,,,,,331.91,338.22,343.37,325.26,327.35,316.50,305.87,299.00,296.82,300.47,,,,324.62,323.78,317.44,307.33,296.22,299.57,318.37,329.20,323.77,313.16,312.26,317.07,,,325.88,327.19,320.38,318.94,315.87,323.25,329.23,324.85,307.74,236.64,216.19,
2004-08-16 21:54:50+00:00,L7,272.04,,,229.15,212.43,264.94,253.49,273.05,292.79,285.02,289.85,292.98,297.54,295.62,291.39,,,298.65,280.08,293.17,283.36,299.52,308.65,311.35,300.79,304.15,315.68,310.12,301.74,,,,321.63,321.49,325.93,309.97,310.15,305.60,,,287.45,254.12,,,189.28,,305.78,309.73,303.34,304.28,316.68,308.25,313.72,309.65,,318.20,296.56,,,285.19,287.07,307.30,292.50,,305.47,295.92,,,,293.12,296.52,,,,,,,,314.18,319.12,303.28,311.20,306.71,304.88,326.35,,,,319.79,318.22,314.64,315.84,311.17
2004-08-24 21:49:18+00:00,L5,327.68,337.85,350.95,373.14,369.57,334.96,371.76,376.60,368.58,356.02,340.48,339.96,349.29,356.43,319.95,283.65,301.14,278.21,319.45,310.48,351.64,327.96,342.78,341.40,331.64,,383.19,379.87,353.81,338.04,353.08,357.47,365.45,355.31,353.25,361.67,359.48,363.64,363.73,356.70,392.73,348.59,310.08,357.30,373.53,383.56,377.70,357.97,342.13,334.49,334.48,339.23,371.01,396.80,380.32,377.19,371.60,371.07,354.82,367.15,354.45,350.50,355.92,363.91,373.38,361.60,,332.59,364.91,351.16,326.10,333.50,355.20,348.55,354.26,344.69,348.76,367.41,382.49,367.51,348.99,345.04,358.59,359.70,362.57,376.94,359.04,331.86,340.20,364.95,362.41,339.75,334.61
2004-09-25 21:50:07+00:00,L5,297.19,300.15,297.93,296.95,253.70,291.96,295.56,300.19,307.79,304.28,300.88,301.20,304.05,303.09,301.98,290.92,307.49,292.45,292.19,302.52,306.58,309.97,311.10,308.64,311.70,319.24,322.46,317.33,323.15,318.70,317.16,320.55,324.73,340.75,352.69,350.72,346.32,337.86,336.12,330.75,334.85,334.13,306.21,327.91,336.73,343.05,348.10,340.92,331.15,312.71,312.67,322.10,334.00,360.95,359.05,335.02,320.99,317.27,320.98,336.37,342.14,341.16,328.87,323.86,325.22,333.74,332.38,331.28,327.24,332.24,324.47,324.00,322.35,323.09,326.52,332.42,332.96,327.81,332.61,335.58,325.21,323.47,323.23,332.02,336.51,341.27,343.39,341.43,328.19,326.58,316.62,317.11,309.83
2004-11-04 21:55:19+00:00,L7,,,,,,,,,,357.06,364.20,343.78,335.06,334.24,329.05,281.82,295.90,285.31,,,,370.41,380.96,373.52,355.26,342.87,351.09,373.85,374.07,362.57,357.91,349.93,,,385.19,,,,,,,,,,,,,,366.57,349.63,338.04,344.21,371.17,396.75,396.76,387.98,360.91,338.45,343.21,378.60,,,,350.07,373.48,367.10,376.93,379.93,398.09,388.43,370.92,353.16,331.49,333.10,,,,345.10,368.42,383.61,389.86,386.28,383.31,369.57,343.42,358.00,374.88,366.95,,,,355.20,348.08
2004-12-06 21:55:11+00:00,L7,341.24,339.63,348.11,323.24,334.51,363.33,361.65,347.23,,,354.66,354.19,337.11,332.19,343.41,328.85,323.53,350.49,349.91,347.95,362.12,347.34,,,350.15,343.90,338.79,348.84,368.74,379.10,353.66,338.84,339.36,356.86,374.25,387.87,,331.92,327.35,338.99,360.11,361.06,357.61,377.31,365.69,379.33,373.27,379.52,383.88,,,333.91,338.62,364.30,376.46,373.93,363.85,354.38,348.46,364.99,378.08,366.25,346.38,,,,354.05,367.81,363.21,361.97,367.46,364.73,369.63,342.96,322.07,332.72,,,,,,,,,,,,,,,,,
2005-01-31 21:52:45+00:00,L5,350.49,362.41,366.83,362.45,334.16,353.54,352.98,338.20,344.66,346.98,337.42,345.45,353.28,356.85,345.99,355.28,330.22,344.19,349.67,360.64,372.80,366.78,353.07,351.30,363.73,362.49,349.56,360.40,371.14,377.42,386.44,379.48,340.46,330.49,344.33,364.99,388.37,362.69,356.29,350.84,363.31,362.06,392.11,392.13,375.47,380.46,372.23,383.44,392.05,391.59,381.95,367.42,353.08,361.75,364.52,372.23,381.96,389.03,361.66,348.91,367.75,366.28,331.83,342.48,356.33,361.39,372.55,386.20,392.25,372.31,361.51,364.38,360.34,351.16,334.47,337.89,348.48,358.33,344.44,350.42,349.31,366.76,379.11,376.57,374.65,375.22,355.93,351.83,347.80,346.99,340.49,340.67,345.15
2005-02-08 21:55:59+00:00,L7,266.60,259.71,258.13,248.64,226.92,275.09,,,,291.76,290.98,293.40,295.01,290.06,287.22,282.21,285.67,279.42,281.01,293.35,,,,299.91,301.03,303.04,304.99,309.07,310.03,315.46,318.46,316.58,310.89,305.58,,,317.95,304.59,289.93,281.25,268.54,245.44,191.03,283.67,296.48,300.88,314.20,319.37,,,318.15,315.61,306.26,305.87,307.99,312.02,312.03,310.29,303.38,304.53,310.14,314.32,,,,285.84,284.39,293.20,300.08,311.63,305.81,307.68,306.54,306.13,304.78,301.21,,,305.13,304.18,291.39,304.93,306.11,312.32,312.13,312.17,316.54,318.57,316.75,312.29,,,
2005-02-24 21:56:05+00:00,L7,279.26,285.05,279.94,283.37,,,,297.37,304.32,299.48,302.30,299.75,296.46,294.53,298.75,289.40,294.49,285.48,,,313.27,317.68,317.86,317.68,319.14,312.21,316.98,322.42,317.87,319.90,323.98,323.48,,,318.87,322.88,327.46,327.23,319.27,307.48,301.86,301.12,285.67,316.27,324.98,,,,344.49,346.53,342.89,335.48,327.29,323.36,327.71,324.63,330.79,328.05,320.51,,,,320.54,311.00,312.42,313.46,317.18,321.21,323.40,322.15,316.45,315.53,318.68,313.95,,,316.52,324.48,326.60,320.79,308.23,312.63,319.18,324.96,328.88,324.14,326.32,330.69,,,318.04,319.21,322.08
2005-03-04 21:53:16+00:00,L5,316.57,323.18,329.62,332.11,337.21,338.50,339.99,344.42,335.18,338.29,340.59,340.51,332.02,,,,,,,,,,,,,349.42,350.04,360.11,361.64,355.27,361.91,375.53,373.55,352.26,348.50,352.03,362.31,373.31,357.27,341.05,350.32,349.41,357.90,367.96,363.15,367.66,369.21,384.24,388.60,386.78,378.45,364.18,357.99,351.01,346.73,351.93,355.69,360.56,349.60,347.34,351.26,356.20,351.81,340.06,343.30,348.28,348.14,355.70,357.32,353.75,342.80,344.86,348.25,348.96,345.31,330.77,340.77,351.77,360.09,359.86,342.59,340.85,349.81,356.67,352.34,352.41,353.37,362.78,361.60,351.77,338.15,337.14,342.73
2005-04-05 21:53:30+00:00,L5,269.79,267.54,262.10,264.57,242.14,281.14,281.02,279.82,290.52,316.04,317.21,325.45,327.83,324.43,315.47,297.98,291.48,274.78,282.67,291.88,294.17,326.59,317.22,312.54,306.91,305.31,310.86,324.43,325.00,320.82,320.33,322.97,335.28,328.61,315.45,310.43,322.04,332.86,326.20,316.47,297.63,311.44,306.67,319.20,319.99,317.82,328.21,339.07,347.43,346.46,338.26,338.20,334.55,337.04,328.79,325.74,320.38,316.99,319.58,323.93,321.86,319.25,319.09,318.07,312.48,302.41,300.15,309.52,314.76,325.53,329.03,323.04,311.11,311.31,310.03,309.50,311.37,333.88,338.35,340.25,320.41,333.49,330.50,326.57,323.98,321.37,331.19,339.31,341.68,327.29,326.05,325.24,322.89
2005-04-13 21:56:00+00:00,L7,292.23,295.33,299.27,308.67,307.56,319.37,313.04,314.05,312.38,,,318.03,327.49,320.39,312.06,297.87,303.49,295.48,323.62,317.90,328.49,336.76,327.37,,,324.67,333.67,343.32,341.31,332.63,334.47,327.63,328.70,327.88,316.84,322.84,,,,325.93,315.91,312.33,321.23,324.22,332.87,332.72,349.36,358.81,354.70,354.01,348.22,,,352.84,356.24,329.15,331.22,331.77,345.30,349.05,348.26,339.10,337.93,345.19,,,,328.82,327.37,332.52,333.73,333.35,333.07,328.50,321.11,322.91,323.03,326.93,337.59,,,344.41,339.28,328.78,324.33,335.98,345.22,355.00,353.43,345.95,345.68,345.63,333.14
2005-04-21 21:53:10+00:00,L5,,,,,,,293.62,294.97,297.70,300.85,302.56,298.06,292.56,288.30,288.48,282.21,285.71,285.84,292.21,307.07,310.93,317.48,311.98,311.24,298.50,299.40,305.80,310.88,317.72,318.75,319.92,316.71,318.61,324.98,,,,,,,,,,,,,,,,,,,,,,,,309.32,320.39,324.33,325.68,328.16,,,,,,,,,,,,,,307.71,304.69,314.96,320.16,323.14,322.12,329.18,308.70,319.42,309.00,310.87,322.87,324.42,315.02,232.36,213.86,204.15,211.90
2005-08-03 21:55:25+00:00,L7,,,,,,,,,,292.65,287.34,278.35,272.40,265.08,268.92,268.08,271.08,272.11,269.23,293.94,,,,300.07,301.13,304.25,307.09,308.06,301.86,304.77,304.94,309.33,317.19,315.02,,,,,,,262.14,172.57,215.60,298.58,331.02,319.53,323.45,315.39,,,,329.21,320.89,320.21,324.10,314.49,309.80,319.21,331.92,325.27,307.24,300.66,,,,290.01,298.08,308.89,292.89,313.39,314.72,304.05,304.67,307.83,302.75,305.42,,,,297.99,299.39,314.80,309.23,318.75,319.64,319.61,318.28,313.86,319.26,322.44,305.91,,
2005-08-19 21:55:44+00:00,L7,258.73,253.85,261.45,277.03,277.57,276.07,297.59,303.89,312.19,300.69,291.34,,,275.63,275.44,278.70,288.72,280.70,287.10,306.86,311.99,310.18,314.12,313.85,310.32,,,309.75,305.62,310.07,313.70,315.45,317.70,328.73,338.25,334.32,323.30,309.96,,,,201.54,282.13,316.67,330.51,318.24,315.52,315.36,314.41,320.18,328.67,329.69,,,,307.00,302.49,311.88,328.79,317.95,311.41,299.76,294.60,295.62,308.77,304.33,,,,326.52,320.49,313.69,304.19,304.32,310.57,322.40,322.53,309.76,302.41,302.57,305.15,,,328.39,325.24,328.69,327.26,323.79,326.34,328.58,321.46,317.00,313.60
2005-10-22 21:55:39+00:00,L7,334.45,343.08,362.15,362.59,353.67,324.81,345.56,336.10,334.38,332.74,329.33,,,,312.12,288.59,314.82,353.12,358.84,356.12,362.91,364.12,365.38,369.43,356.31,,,336.55,366.69,381.96,387.23,382.18,376.16,382.49,377.46,359.83,337.34,339.13,351.75,,,377.37,366.00,359.75,354.90,372.47,366.73,367.93,,,325.01,,,,,,382.27,371.21,359.78,344.08,341.72,361.12,383.51,371.67,362.73,364.61,357.12,,,353.16,375.39,,359.66,357.54,361.66,366.29,373.53,384.35,374.47,367.46,360.98,,,,370.11,366.23,364.86,362.87,367.76,365.25,364.91,360.73,357.81
2005-10-30 21:54:27+00:00,L5,302.07,304.47,304.92,313.78,302.85,285.20,292.19,292.62,293.60,287.41,289.82,286.41,305.41,302.56,309.67,296.63,314.98,311.92,307.10,302.29,305.05,313.56,313.52,321.82,315.67,312.56,320.37,327.60,335.95,346.84,356.14,353.35,349.31,339.37,333.19,316.31,308.57,307.64,315.41,333.09,333.37,305.96,320.66,330.01,336.69,348.11,344.41,335.66,337.05,338.81,331.23,318.50,321.87,345.56,368.35,373.71,369.16,358.06,340.74,329.57,309.32,333.66,335.53,336.19,326.15,325.64,320.50,331.07,328.32,335.18,341.08,340.76,335.85,345.17,333.15,338.25,341.54,340.86,334.67,327.04,326.81,343.81,346.51,351.08,353.04,347.01,348.84,353.05,336.25,333.54,331.42,327.52,330.48
2006-01-10 21:56:16+00:00,L7,296.69,291.06,298.28,306.08,288.84,306.25,302.05,319.47,334.97,338.69,330.42,,,,291.76,290.04,307.44,313.86,310.44,329.56,341.56,347.06,339.59,343.16,340.70,,,340.19,343.25,346.21,343.91,347.08,355.34,354.86,354.67,353.00,348.98,346.18,336.86,,,314.48,338.54,342.56,345.38,342.19,350.20,355.86,364.20,371.33,351.74,350.80,355.88,,,,356.02,361.06,358.29,353.72,343.62,343.30,343.57,352.00,350.25,340.92,322.80,,,,348.91,342.53,340.27,337.74,343.69,349.38,350.91,350.05,344.88,353.49,343.08,,,,350.21,348.85,350.79,351.51,347.53,354.36,347.96,347.75,354.84
2006-01-26 21:56:24+00:00,L7,301.32,291.64,282.90,,,286.83,304.06,304.92,300.15,308.85,322.03,315.46,311.19,296.64,282.24,283.86,,,,309.31,312.17,323.62,333.94,337.09,339.57,332.96,330.21,328.99,332.13,329.27,,,,329.75,331.56,338.63,341.25,341.41,338.19,338.05,334.63,309.86,322.41,334.21,,,,346.07,351.08,347.58,351.86,349.49,345.34,348.90,355.95,345.58,347.83,346.47,,,,331.38,328.86,332.49,339.84,331.42,325.40,335.64,337.90,344.43,342.41,340.44,,,,332.62,339.19,334.78,339.24,340.16,337.15,341.94,342.45,344.83,340.55,342.66,,,,346.11,343.12,343.66,342.89
2006-02-03 21:56:42+00:00,L5,381.96,397.52,394.44,379.22,367.50,377.41,379.41,366.33,372.18,379.98,385.46,378.05,372.62,364.52,321.13,354.76,366.65,379.99,379.48,378.95,385.64,389.80,397.23,394.76,397.63,397.46,383.35,395.38,396.73,382.27,399.17,397.96,391.73,391.07,395.18,391.96,392.89,385.34,374.84,369.83,392.32,388.20,367.86,392.08,375.84,386.31,370.78,395.75,406.29,402.60,403.61,402.22,373.51,386.57,385.99,365.46,371.88,383.27,383.04,386.94,379.05,366.98,370.93,376.82,374.24,370.23,360.51,378.38,386.84,384.97,382.68,374.78,384.73,392.94,366.99,363.78,371.26,383.38,385.88,383.68,373.04,366.61,379.78,387.68,368.95,370.32,380.83,419.50,400.43,382.10,389.52,397.94,389.50
2006-02-19 21:56:39+00:00,L5,357.84,361.21,377.42,375.20,382.64,382.14,368.37,360.23,357.97,361.39,360.88,362.93,363.52,360.16,339.58,325.49,337.34,373.39,376.21,359.65,372.08,376.48,377.86,371.68,371.88,370.55,373.31,378.56,378.01,377.99,390.24,399.52,389.54,371.83,376.88,386.92,380.00,372.10,361.02,356.61,371.60,360.10,374.81,387.80,368.02,374.91,366.70,378.40,395.80,403.16,393.18,379.54,373.66,367.51,374.89,374.61,368.19,378.09,376.33,376.81,379.78,386.55,366.83,362.18,368.10,366.88,366.38,365.83,365.20,368.25,370.42,375.67,378.94,387.49,386.33,378.42,369.67,369.35,372.73,374.73,372.37,361.86,366.98,377.24,370.56,385.65,391.12,390.67,391.01,390.50,391.26,390.99,392.82
2006-03-15 21:56:31+00:00,L7,294.36,289.96,,,,302.05,303.68,313.26,316.38,307.05,297.10,299.44,303.00,302.98,305.19,291.01,,,296.14,301.53,305.17,306.68,314.04,314.28,312.20,318.15,321.56,321.98,326.72,325.87,,,,341.18,336.23,330.23,329.96,334.74,337.09,326.99,307.62,305.54,298.92,320.24,,,324.43,330.99,336.89,336.92,337.36,334.13,335.63,334.96,333.24,326.58,324.13,324.98,,,335.39,332.11,330.06,321.22,317.91,312.00,306.57,320.34,315.54,319.56,330.47,331.94,,,,322.90,325.79,326.58,332.97,331.73,324.17,324.23,324.92,328.02,326.29,330.79,,,,344.43,342.04,342.09,342.32
2006-03-31 21:56:06+00:00,L7,299.33,,,,289.04,302.33,302.70,303.16,311.88,313.17,298.44,299.95,304.69,304.84,301.09,,,285.66,291.32,302.36,308.63,307.14,309.46,313.84,314.32,313.54,317.14,320.15,317.98,,,328.80,341.04,336.91,332.62,323.80,328.59,330.70,332.91,326.43,314.24,297.71,,,,337.80,331.20,326.62,328.64,329.72,334.56,339.52,341.69,338.53,332.88,319.74,326.82,,,340.05,334.88,330.98,328.50,319.14,312.51,313.99,313.99,316.34,306.47,317.95,328.15,,,327.96,324.33,319.73,329.45,335.24,331.79,329.28,329.65,313.67,322.17,,,,,,347.46,344.38,341.90,344.40,343.64
2006-05-18 21:56:06+00:00,L7,338.30,346.56,355.50,339.16,358.25,327.06,365.33,359.43,337.68,,,,364.70,353.47,324.34,284.12,350.98,350.66,305.30,312.82,327.34,345.17,364.49,,,,356.53,347.91,359.86,378.42,385.62,380.06,369.39,365.43,367.52,376.05,387.96,,,,396.54,367.60,358.46,394.80,366.63,374.43,363.58,358.90,356.79,363.08,363.60,,,,383.18,385.49,383.56,378.50,378.93,379.43,374.21,365.54,363.40,,357.82,,,,368.47,363.05,367.44,357.64,359.12,362.96,372.01,378.26,365.92,365.55,371.38,,,251.91,365.15,357.92,349.87,363.60,374.39,379.45,382.61,374.18,370.70,367.06,365.69
2006-06-19 21:56:24+00:00,L7,,,,,,,,,,353.34,349.04,362.78,352.44,361.30,,281.33,302.53,,336.03,335.72,,,,370.92,376.44,361.36,343.73,341.58,368.37,377.83,387.47,387.01,368.80,359.49,,,340.01,352.78,372.42,356.85,397.77,379.03,373.29,370.24,360.59,,383.67,370.82,,,,356.37,359.48,362.02,371.60,371.33,375.16,376.50,373.36,365.58,358.68,360.53,,,357.22,342.62,,323.52,350.63,364.24,358.62,357.36,363.65,353.25,353.33,357.50,,,,,344.17,346.14,351.21,,,,,,397.54,373.93,,,220.13
2006-06-27 21:59:12+00:00,L5,,,,,,,,,,,296.69,306.86,305.66,294.70,294.48,285.85,297.75,294.54,288.01,301.89,306.48,308.65,312.89,322.57,320.83,321.85,315.99,318.45,316.39,333.95,340.79,338.63,337.01,328.56,331.31,324.64,327.91,330.42,336.91,342.33,334.29,315.36,325.25,338.43,341.61,333.57,340.10,343.43,342.21,330.15,332.69,330.69,331.64,334.79,340.13,340.63,339.28,330.50,339.20,337.36,336.80,328.01,328.43,330.22,332.17,329.28,304.67,316.60,326.86,330.84,332.12,325.79,326.78,324.47,321.32,325.40,329.38,334.97,336.19,335.72,324.95,317.79,319.28,315.73,319.27,315.93,338.71,344.55,335.85,328.91,334.44,325.58,228.69
2006-07-13 21:59:02+00:00,L5,,,,,,,,,,,309.53,305.98,303.18,297.10,294.56,273.65,282.41,278.88,278.07,299.37,300.91,302.94,296.53,299.50,303.31,310.95,309.48,310.05,317.20,331.54,336.99,337.02,341.66,334.72,337.35,315.16,311.04,310.25,312.63,325.80,320.52,263.12,317.30,330.79,325.12,322.98,336.04,332.13,329.02,333.68,327.52,323.46,,,,,,,,,,,,,,318.51,296.11,312.72,327.28,319.31,326.68,328.55,323.61,319.29,,,,,,319.50,311.47,237.31,309.82,315.43,313.96,302.84,319.88,330.30,330.27,316.54,230.34,210.02,224.96
2006-07-21 21:55:45+00:00,L7,,,,,,,135.59,298.33,316.76,325.01,318.28,319.38,317.24,297.14,295.26,267.46,281.75,,,293.08,293.68,300.33,312.65,315.20,314.45,313.79,320.17,325.64,335.62,344.14,351.17,,,348.76,344.74,,,,,,,,,,,,,,346.47,347.79,348.73,339.83,326.64,337.47,320.88,333.06,346.17,346.57,344.31,,,339.99,,,323.12,337.95,314.86,332.77,335.47,336.75,337.92,346.77,346.41,,,,,,,,322.93,329.20,339.19,341.35,339.65,321.23,326.93,,,333.30,331.15,333.21,222.92
2006-10-25 21:56:05+00:00,L7,301.82,303.86,,,273.68,294.03,293.20,314.98,326.75,328.57,328.45,325.75,326.74,318.75,318.37,297.32,,,,333.32,339.94,340.92,335.20,329.52,329.86,330.44,335.29,338.61,342.66,343.21,,,345.93,349.25,352.62,350.86,354.26,347.78,339.54,334.67,329.45,303.51,321.05,322.80,,,349.60,352.07,351.64,345.70,353.05,358.79,360.73,354.79,347.41,349.51,351.06,344.30,,,342.47,344.69,337.97,339.86,334.82,332.05,325.01,335.47,351.00,360.51,358.39,356.76,,,,332.82,344.17,354.31,355.15,348.31,341.10,341.36,337.33,333.27,330.41,335.73,,,,351.83,356.31,349.00,338.88
2007-03-02 21:56:31+00:00,L7,293.31,289.89,290.56,290.63,276.79,297.81,,,,324.57,323.85,320.98,318.14,312.75,315.45,306.57,320.93,313.59,314.56,325.03,,,,335.92,328.62,326.81,332.26,337.26,327.75,319.36,330.18,334.36,340.92,335.53,,,339.00,330.94,331.06,330.31,326.00,316.42,296.59,323.91,328.98,328.60,339.66,342.96,,,337.76,342.60,339.59,344.51,345.04,344.49,346.99,344.52,346.20,346.24,342.29,332.24,,,,339.02,326.33,327.69,334.90,333.95,333.45,332.96,342.40,345.07,336.88,,,,,,,,,,,,,,326.97,337.63,,,
2007-03-18 21:56:57+00:00,L7,,,234.04,243.93,195.18,243.75,263.16,276.40,296.72,,,270.98,279.26,287.34,294.77,280.74,293.29,281.28,285.58,301.53,302.35,314.48,316.54,,,,321.28,317.93,317.51,321.88,314.94,318.75,326.50,329.25,325.85,323.50,321.03,,,296.70,271.64,,,270.38,297.36,292.15,320.73,324.15,325.54,329.08,327.39,,,,320.10,320.44,318.05,,,,,,,,,,,,,311.61,316.59,320.82,324.23,321.17,318.56,322.19,311.09,312.59,312.80,,,,317.61,314.73,324.06,322.35,330.45,316.51,311.53,319.89,323.21,326.83,324.31
2007-04-19 21:56:31+00:00,L7,290.60,287.12,289.85,,,,290.34,305.38,310.43,309.76,306.95,305.78,301.58,306.20,302.39,288.81,301.51,,,327.23,332.33,339.17,337.52,337.91,341.54,339.15,342.52,335.90,334.80,337.88,,,,340.54,342.98,346.28,345.15,335.26,330.99,315.21,310.55,307.42,313.72,319.84,,,333.20,334.71,339.78,347.58,349.70,352.72,353.55,349.16,340.12,338.54,324.49,327.32,,,340.05,342.68,340.58,334.98,326.58,324.69,322.33,309.42,322.29,326.84,327.65,329.76,,,335.31,335.15,335.57,329.45,331.44,325.83,323.60,330.16,335.89,331.76,338.91,,,,335.50,329.89,333.79,335.55,338.11
2007-05-21 21:56:45+00:00,L7,,,,,,,,,,,,350.42,342.16,345.46,,,,360.02,370.71,359.72,359.15,355.29,367.37,368.38,366.37,361.22,359.00,358.86,,,358.34,366.49,372.12,380.05,376.36,365.32,340.06,353.30,352.03,352.35,345.27,,,335.95,350.67,356.14,358.04,352.74,362.04,370.82,372.43,368.31,364.63,374.85,369.34,,,,353.52,364.26,347.25,352.41,,,362.92,347.68,331.45,319.29,343.18,,,,351.77,343.72,,,341.32,329.81,326.01,342.77,343.33,354.91,356.09,,,,359.69,363.49,361.12,365.88,370.73,347.78,342.78
2007-08-09 21:56:06+00:00,L7,,,296.45,295.17,297.62,284.24,318.59,320.32,310.14,307.59,303.25,314.57,311.85,,,278.72,308.55,,328.51,323.64,337.98,340.37,344.95,338.10,327.06,333.78,347.34,,,353.13,347.08,334.82,342.60,349.29,360.87,353.57,338.79,331.22,336.95,319.77,,140.02,345.55,341.51,337.06,332.21,348.78,344.97,349.05,343.89,344.95,348.95,349.68,358.79,,,,355.19,354.00,351.36,341.56,324.39,328.22,335.96,336.47,337.75,331.24,330.84,,,332.20,328.28,,,339.27,330.20,329.70,336.78,346.90,341.20,324.78,323.60,,,,,,349.35,341.38,335.76,330.52,322.82,303.57
2007-09-26 21:56:11+00:00,L7,279.81,,,279.75,260.22,258.49,288.31,295.74,303.04,299.62,289.13,294.32,293.72,297.80,,,,292.66,302.85,313.72,314.62,320.99,325.14,315.44,312.65,320.77,326.78,330.21,,,,343.21,339.95,344.93,348.98,339.09,325.05,316.28,310.12,305.63,260.32,,,,318.46,315.77,321.12,326.54,332.58,341.65,337.83,331.77,338.41,348.09,349.04,,,,327.66,325.33,330.17,330.36,327.05,322.83,329.02,319.94,314.87,305.01,300.04,,,,337.95,340.93,337.57,334.62,312.35,307.05,318.61,321.58,309.37,324.60,331.01,,,,332.01,334.54,334.11,337.45,333.38,331.08,330.14
2007-12-31 21:56:23+00:00,L7,379.59,392.09,386.79,396.62,387.13,392.89,,,,406.07,,365.67,368.18,373.09,384.48,399.81,414.08,427.65,432.67,430.98,,,349.32,348.98,360.46,366.44,376.41,402.24,393.06,395.32,415.72,420.58,417.81,,,,446.49,443.04,,385.07,422.10,360.25,378.57,375.33,391.47,408.32,,,,398.74,409.83,384.63,391.73,396.18,393.78,397.80,401.59,408.78,388.32,385.69,372.47,,,401.64,385.46,359.95,,403.14,403.97,392.40,370.53,376.97,396.50,415.06,399.64,,,368.96,370.69,386.40,397.46,391.76,387.62,394.44,405.74,408.75,397.80,395.77,405.77,,,414.07,389.50
