dates,nzd0276-0000,nzd0276-0001,nzd0276-0002,nzd0276-0003,nzd0276-0004,nzd0276-0005,nzd0276-0006,nzd0276-0007,nzd0276-0008,nzd0276-0009,nzd0276-0010,nzd0276-0011,nzd0276-0012,nzd0276-0013,nzd0276-0014,nzd0276-0015,nzd0276-0016,nzd0276-0017,nzd0276-0018,nzd0276-0019,nzd0276-0020,nzd0276-0021,nzd0276-0022,nzd0276-0023,nzd0276-0024,nzd0276-0025,nzd0276-0026,nzd0276-0027,nzd0276-0028,nzd0276-0029,nzd0276-0030,nzd0276-0031,nzd0276-0032,nzd0276-0033,nzd0276-0034,nzd0276-0035,nzd0276-0036,nzd0276-0037,nzd0276-0038,nzd0276-0039,nzd0276-0040,nzd0276-0041,nzd0276-0042,nzd0276-0043,nzd0276-0044,nzd0276-0045,nzd0276-0046,nzd0276-0047,nzd0276-0048,nzd0276-0049,nzd0276-0050,nzd0276-0051,nzd0276-0052,nzd0276-0053,nzd0276-0054,nzd0276-0055,nzd0276-0056,nzd0276-0057,nzd0276-0058,satname
2000-11-09 21:56:45+00:00,331.74,321.69,298.33,312.89,323.03,335.29,341.75,339.82,337.71,336.07,329.42,327.62,325.33,325.95,317.73,329.03,323.43,328.36,325.02,327.33,330.80,327.04,330.95,329.40,329.34,325.09,331.25,337.00,335.81,320.44,330.97,341.61,336.65,353.23,356.86,355.70,350.57,356.24,369.79,358.11,348.22,342.09,351.81,348.21,338.29,336.43,339.42,337.68,350.30,331.67,340.81,350.64,375.34,364.18,332.23,327.35,329.15,342.39,341.88,L7
2000-11-25 21:56:47+00:00,330.49,320.85,299.37,312.14,322.41,336.04,341.46,339.01,336.92,335.86,329.68,327.21,325.03,325.34,317.35,328.04,323.73,328.48,326.88,328.21,330.40,326.62,330.32,328.14,329.68,325.49,331.99,337.53,335.14,319.28,329.07,340.40,336.06,352.52,354.47,354.75,349.85,351.82,369.79,358.11,348.22,342.09,351.81,348.21,338.29,336.43,339.42,337.68,350.30,331.67,340.81,350.64,375.34,364.18,332.23,327.35,329.15,342.39,341.88,L7
2001-03-17 21:56:40+00:00,325.30,315.02,297.06,307.03,317.36,337.19,338.82,335.72,334.07,332.98,328.07,324.12,324.31,324.38,318.36,327.05,324.73,330.50,331.92,335.33,335.37,328.44,332.99,328.79,331.41,325.87,328.69,338.44,335.30,315.76,325.68,338.16,335.38,349.25,354.98,354.03,350.00,350.46,374.15,356.01,352.24,345.39,355.62,350.08,339.99,338.61,341.02,342.27,348.84,330.59,339.91,356.39,374.87,352.71,335.18,329.57,329.30,342.13,341.58,L7
2001-08-24 21:55:12+00:00,327.33,320.69,298.19,311.94,333.06,338.53,337.96,336.34,332.87,332.22,325.13,323.68,322.17,319.37,319.53,326.62,321.44,326.49,324.23,327.66,336.29,332.14,334.03,329.00,323.34,321.84,310.09,332.61,324.61,317.39,328.97,336.74,350.54,370.27,370.69,362.12,358.83,365.18,386.23,357.46,358.97,348.56,355.76,356.00,331.44,347.30,345.54,326.29,332.09,324.52,338.30,358.33,366.02,335.41,328.62,324.67,318.96,332.52,334.24,L7
2001-09-25 21:54:52+00:00,326.92,322.99,300.75,313.48,336.53,338.95,340.80,339.12,336.39,334.27,327.06,325.13,323.53,318.93,318.81,323.45,321.22,323.70,326.54,326.91,331.89,335.73,336.25,337.15,326.19,324.50,312.06,333.78,323.35,316.00,334.07,346.19,361.33,375.02,371.14,366.56,370.59,372.75,388.10,365.90,360.77,352.50,363.55,360.52,336.00,352.37,347.72,329.89,332.53,326.70,343.06,384.22,369.12,333.68,331.43,328.86,329.01,336.02,340.68,L7
2001-10-11 21:54:33+00:00,326.92,322.99,300.75,313.48,336.53,338.41,340.15,338.25,336.06,334.99,327.23,325.49,324.28,320.59,320.40,324.31,321.58,326.08,325.79,328.00,337.84,338.00,340.62,340.75,331.11,327.50,316.40,338.19,326.21,315.54,339.08,350.08,350.40,372.32,371.36,363.01,363.47,371.97,388.25,363.24,359.63,351.37,360.97,355.49,342.28,349.92,344.15,334.36,334.93,331.65,347.87,380.22,373.60,342.64,331.09,329.32,326.76,336.79,339.17,L7
2002-02-16 21:55:18+00:00,325.01,320.89,303.08,312.14,333.09,339.96,340.69,338.00,335.88,334.53,327.20,324.54,323.75,321.11,318.26,322.12,319.27,323.59,326.19,325.61,334.07,333.61,336.63,336.75,330.27,324.74,318.51,338.52,326.50,313.02,337.66,348.66,352.31,366.45,364.79,362.00,359.49,367.79,380.26,361.61,355.45,348.31,360.02,353.74,338.87,342.83,341.22,335.75,337.89,328.13,343.76,380.22,374.64,342.51,333.38,333.10,332.52,337.38,338.07,L7
2002-05-07 21:55:15+00:00,326.01,317.44,300.28,307.98,321.56,339.62,339.31,337.22,335.54,332.96,326.33,323.69,322.05,324.84,313.43,318.54,314.05,318.14,325.52,318.89,322.25,320.19,324.46,324.17,326.05,318.34,324.93,337.00,327.37,313.15,328.98,339.04,343.80,344.97,349.27,355.53,349.48,355.94,362.97,357.99,345.63,339.47,352.77,346.12,327.64,327.00,333.78,335.59,346.31,322.73,332.53,,375.75,339.02,334.21,333.48,322.49,338.22,334.94,L7
2002-08-27 21:54:24+00:00,329.60,319.44,291.40,308.16,318.12,336.65,336.90,338.80,338.13,335.91,328.58,326.68,323.78,328.55,313.25,320.53,316.78,324.36,326.96,323.79,320.65,318.73,318.88,318.22,324.32,320.23,325.04,331.60,327.36,320.83,324.33,332.49,332.50,320.00,338.74,342.69,334.72,338.47,349.12,346.91,344.18,336.73,347.43,338.04,326.66,325.36,332.23,331.27,345.85,327.88,333.62,,373.76,335.92,328.17,322.51,295.17,337.30,335.10,L7
2002-10-14 21:54:07+00:00,330.42,319.86,294.89,307.47,316.26,336.59,336.90,338.80,338.13,335.91,328.58,326.68,323.78,328.55,313.25,320.53,316.78,324.36,327.42,324.97,320.49,322.33,321.65,321.47,325.51,318.81,320.90,332.92,327.84,317.97,324.94,334.65,333.05,332.98,345.63,347.92,342.69,346.58,360.36,350.93,349.08,340.29,347.89,342.62,337.74,337.39,336.83,335.72,343.05,333.89,342.23,373.21,377.90,349.37,327.74,324.34,311.83,336.87,338.29,L7
2002-12-01 21:54:40+00:00,329.02,316.76,298.22,309.14,317.34,340.26,341.56,344.55,341.81,341.19,333.14,330.18,326.91,329.52,317.46,322.79,321.69,327.47,327.83,327.43,320.58,322.23,321.87,320.21,325.33,318.44,320.77,335.64,330.39,315.12,324.77,337.36,337.99,338.69,349.07,352.02,346.00,351.71,359.72,347.58,353.97,343.85,348.35,342.93,348.82,349.42,341.43,340.17,340.25,339.91,350.83,373.21,382.04,362.82,327.30,330.29,332.45,339.69,344.64,L7
2003-02-19 21:55:06+00:00,326.22,315.30,295.80,305.50,315.78,338.38,337.29,339.20,336.14,336.28,329.08,324.42,320.50,322.55,311.21,317.88,319.55,324.58,327.36,324.90,318.15,319.06,319.87,315.04,314.75,310.43,319.59,332.86,321.39,309.54,320.40,333.78,335.70,337.38,344.70,347.77,344.37,349.24,357.67,348.65,343.32,330.52,343.33,340.61,333.87,332.78,335.49,331.78,337.97,325.82,335.61,348.10,371.31,344.43,319.68,325.39,324.08,333.87,340.09,L7
2003-04-08 21:55:11+00:00,326.46,313.68,296.11,304.01,314.68,337.47,337.94,339.78,335.25,334.37,327.69,323.57,319.63,321.15,313.66,320.24,324.29,325.66,328.78,328.42,323.77,324.62,327.08,320.25,318.91,314.75,321.28,333.54,324.63,310.50,320.39,334.99,339.64,351.70,352.79,352.80,352.62,359.57,370.92,355.14,345.16,333.44,344.73,345.41,337.47,337.21,339.44,333.23,340.42,330.56,342.20,348.12,376.04,352.94,323.01,326.02,323.89,335.12,339.32,L7
2003-04-24 21:55:10+00:00,325.25,312.78,292.84,303.48,314.34,335.49,336.19,339.03,335.25,334.37,327.69,323.57,319.63,321.15,314.62,321.65,325.64,327.74,331.69,331.95,328.13,325.88,331.07,323.07,319.15,317.80,322.40,334.87,326.73,311.31,319.14,333.42,343.22,352.23,352.86,352.18,350.99,359.20,371.43,355.19,344.28,332.30,343.93,346.02,338.14,336.76,339.53,330.71,340.19,329.71,342.41,344.27,375.63,354.20,322.39,325.42,321.90,335.03,337.20,L7
2003-05-26 21:55:07+00:00,328.34,314.94,292.82,305.49,315.73,335.88,337.67,340.23,336.30,335.82,328.23,324.63,321.14,322.66,315.45,322.84,326.54,327.28,332.97,333.04,330.84,327.81,331.81,325.69,320.63,319.97,323.70,335.58,329.11,313.72,321.39,335.01,344.17,353.14,355.67,354.48,352.73,359.71,370.84,355.81,344.86,333.97,346.38,346.67,336.00,335.27,338.10,330.78,341.11,328.83,340.67,340.18,372.25,349.77,324.77,325.42,319.29,334.87,336.41,L7
2003-07-21 21:42:57+00:00,330.50,319.82,295.86,306.90,316.75,334.43,337.59,340.51,335.77,335.03,329.39,326.48,323.23,321.46,316.24,324.29,328.21,329.36,334.99,334.63,335.58,331.22,336.42,332.66,322.67,323.34,326.48,337.25,332.19,315.84,322.79,335.55,340.15,355.12,355.77,355.69,358.45,361.65,375.21,362.28,349.33,337.18,349.01,348.51,340.09,339.18,340.12,333.07,342.45,333.54,345.07,348.50,375.12,358.69,327.01,324.57,308.28,334.26,332.37,L5
2003-07-29 21:54:53+00:00,331.76,320.11,295.86,307.79,317.02,335.60,338.09,340.69,336.57,335.84,329.39,326.48,323.23,321.98,315.96,324.40,325.94,329.34,336.19,333.44,335.01,331.02,334.73,331.00,322.66,322.81,326.48,337.25,332.47,316.45,322.92,335.44,338.51,355.12,354.62,355.59,358.25,361.27,374.05,362.55,349.33,337.18,350.16,350.09,339.19,337.26,341.54,334.17,346.65,333.03,344.34,348.74,376.07,358.37,327.39,324.57,308.28,334.26,334.13,L7
2003-11-18 21:55:03+00:00,340.13,327.35,308.72,316.63,322.61,340.56,345.19,345.75,341.32,339.23,335.28,334.68,332.52,325.13,320.24,328.47,328.92,331.41,335.68,331.35,336.33,334.26,335.42,335.87,328.48,327.22,330.49,342.39,340.12,322.86,328.34,339.24,338.67,356.42,354.66,358.48,363.47,365.09,377.69,368.13,356.59,344.50,356.40,354.16,340.24,337.77,343.55,337.63,353.11,336.34,346.27,353.22,376.52,362.53,332.39,331.03,295.09,335.58,334.58,L7
2004-03-09 21:55:39+00:00,332.90,320.82,302.56,312.87,319.22,339.19,342.10,337.92,338.41,331.88,332.73,336.14,335.35,314.02,309.78,319.93,323.82,324.87,322.88,320.22,324.09,325.90,325.53,321.41,314.67,314.88,323.90,337.75,,304.13,314.85,331.47,341.80,341.22,344.60,350.42,348.82,357.25,369.27,359.54,355.95,,,351.44,331.29,325.19,339.00,333.87,348.03,320.76,330.55,340.50,370.30,348.22,336.23,333.14,,332.63,340.21,L7
2004-03-17 21:45:32+00:00,332.31,319.76,298.72,310.77,317.95,337.64,339.25,335.93,337.12,331.19,329.58,328.81,325.87,315.50,308.68,315.60,316.05,318.79,319.42,314.27,319.39,319.41,319.82,315.73,306.64,310.21,312.81,331.73,299.58,300.24,311.61,328.49,338.26,333.86,340.85,344.68,343.72,354.77,365.06,355.25,344.61,324.37,335.85,343.50,323.20,318.25,331.87,325.99,336.45,313.75,317.25,335.48,366.50,346.60,327.50,328.15,307.41,329.14,333.02,L5
2004-03-25 21:55:42+00:00,332.24,318.22,297.78,309.03,317.22,337.10,340.26,335.93,337.12,331.19,329.15,327.89,326.37,320.66,313.27,317.49,319.41,320.88,320.69,315.99,318.79,318.97,319.54,315.73,306.64,309.90,313.30,333.15,313.16,302.01,315.30,330.87,338.45,334.88,343.20,348.38,347.06,354.77,365.06,355.70,344.65,327.52,343.65,345.74,326.33,322.06,333.40,328.42,337.81,317.11,324.03,335.13,366.50,346.60,327.50,328.27,311.36,331.74,335.69,L7
2004-04-10 21:55:38+00:00,332.37,318.38,295.90,308.24,316.41,335.91,338.29,335.91,336.02,331.08,329.08,328.29,326.37,320.66,313.27,318.24,320.06,321.44,320.11,316.64,320.05,319.74,320.67,317.92,306.64,311.53,315.33,333.15,313.16,302.01,318.80,332.83,335.40,339.08,346.44,350.76,348.94,356.99,366.38,355.77,344.80,327.52,343.65,345.74,330.94,328.78,336.04,329.64,338.54,322.80,329.95,337.96,373.27,353.68,328.92,327.01,314.07,331.74,335.69,L7
2004-04-18 21:46:13+00:00,333.04,319.61,296.70,309.04,318.53,337.16,339.79,336.87,335.31,331.33,328.27,328.14,325.36,322.94,315.92,320.36,321.98,324.24,325.36,320.75,322.72,322.09,323.05,318.58,309.09,312.43,318.68,334.88,319.02,303.54,320.33,334.34,337.38,339.08,348.82,352.90,350.44,357.42,367.01,358.10,345.61,330.18,347.25,351.19,333.67,330.91,341.01,334.95,346.06,325.60,334.87,343.10,375.88,354.19,329.02,327.62,312.49,334.34,338.20,L5
2004-06-21 21:48:04+00:00,326.26,317.35,292.95,306.40,317.14,335.59,337.47,334.52,332.86,329.79,326.58,326.14,322.03,322.94,315.92,318.83,318.97,322.24,324.94,319.73,322.10,319.55,321.13,315.74,301.93,310.18,312.78,326.54,319.02,303.54,320.33,333.98,335.53,336.30,349.55,354.34,350.34,356.34,363.57,357.16,343.02,330.18,339.73,351.19,333.67,330.91,341.01,334.95,346.06,325.60,334.87,343.10,375.88,354.19,329.02,327.62,312.49,334.90,338.20,L5
2004-07-07 21:48:33+00:00,329.30,319.35,294.15,308.12,317.50,336.33,337.78,335.10,332.94,330.33,326.86,325.13,322.68,324.64,318.35,320.70,319.72,323.91,325.24,320.80,323.25,321.15,322.11,316.98,306.53,310.50,311.92,326.82,321.90,307.20,321.48,333.03,330.62,339.87,349.40,353.94,348.91,355.19,363.61,355.58,343.84,330.72,339.56,350.07,335.01,332.35,340.14,333.21,342.92,327.80,337.19,345.88,374.72,357.62,327.69,325.84,305.42,334.52,337.18,L5
2004-07-23 21:48:56+00:00,330.48,320.23,294.85,308.83,318.38,336.54,338.57,337.08,334.11,332.15,327.54,326.63,324.06,324.64,318.35,320.70,319.72,323.91,325.24,320.80,323.25,321.15,322.11,316.98,306.53,310.50,311.92,326.82,321.90,307.20,321.48,333.03,330.62,339.87,349.40,353.94,348.91,355.19,363.61,355.58,343.84,330.72,339.56,350.07,335.01,332.35,341.05,334.46,343.47,332.63,340.70,352.34,378.37,363.29,330.08,327.57,307.01,335.10,336.84,L5
2004-08-16 21:55:14+00:00,330.59,319.55,294.85,308.96,318.06,336.28,338.08,336.54,333.35,332.15,327.54,326.63,324.06,324.64,318.35,320.70,319.72,323.91,325.24,320.80,323.25,321.15,322.11,317.23,308.84,312.36,314.49,326.82,321.90,309.81,321.28,333.03,330.88,339.87,348.50,358.19,348.91,355.19,365.49,357.18,344.44,330.72,339.56,350.50,333.75,331.49,341.66,335.32,344.61,332.62,340.40,352.34,377.90,362.50,330.50,327.84,307.13,335.10,336.84,L7
2004-09-25 21:50:31+00:00,330.52,321.47,295.33,310.04,319.44,337.15,337.45,336.97,331.87,332.12,326.31,325.56,321.84,325.59,319.49,323.56,322.77,327.78,328.32,326.67,328.11,326.43,325.69,317.87,314.14,315.28,315.83,322.88,320.22,313.95,323.24,334.69,328.67,350.12,351.07,360.50,349.26,355.82,366.86,357.80,344.25,330.27,337.46,352.92,336.55,336.06,344.96,337.73,345.97,337.29,346.36,365.24,378.88,362.48,330.57,327.06,306.47,335.13,337.15,L5
2004-11-20 21:55:25+00:00,328.39,320.46,295.84,309.62,317.19,336.22,336.57,336.23,331.06,331.75,326.18,323.58,321.67,324.98,317.53,322.49,323.15,328.07,321.43,322.75,324.86,324.84,326.26,318.24,317.45,313.81,310.37,321.44,321.29,315.94,321.66,332.02,328.97,351.29,345.78,355.99,341.78,351.62,369.37,357.04,342.37,327.67,335.86,349.31,336.28,335.93,341.29,336.13,338.98,337.55,346.14,375.21,376.30,365.35,329.81,327.27,302.89,332.80,335.26,L7
2005-01-31 21:52:45+00:00,326.43,314.39,291.61,304.85,313.41,332.59,332.56,333.31,328.50,330.16,321.97,322.81,324.01,326.53,318.35,326.36,328.31,326.82,318.45,319.13,321.14,318.47,324.62,320.05,316.76,314.55,319.33,328.75,315.86,310.42,319.40,332.86,337.01,347.67,343.69,353.85,340.15,351.24,370.53,357.53,340.02,329.21,347.58,350.41,335.95,334.79,339.27,334.98,335.48,328.54,340.85,346.86,372.82,353.37,328.41,330.16,316.66,333.19,337.20,L5
2005-02-08 21:55:59+00:00,326.43,314.90,293.87,305.82,315.11,335.38,334.91,334.29,330.05,332.78,324.88,324.03,322.63,324.59,315.89,326.36,328.31,326.82,323.02,321.58,321.00,318.52,325.75,320.01,314.54,315.12,318.79,333.31,313.79,310.37,319.40,332.86,337.01,348.77,344.45,353.48,342.49,352.67,369.86,358.09,343.32,331.41,347.58,350.41,335.95,334.79,339.27,334.98,335.48,328.54,340.85,346.86,372.82,353.37,328.41,330.16,316.66,336.00,338.28,L7
2005-02-24 21:56:05+00:00,325.11,315.76,295.98,306.21,316.71,337.57,336.29,336.01,331.92,335.30,326.81,324.98,322.63,324.59,315.89,326.40,329.24,327.07,325.09,323.54,323.22,320.60,326.60,320.64,312.09,314.98,319.16,334.63,313.79,307.25,318.72,333.48,340.29,347.81,344.86,347.13,345.19,354.13,369.78,357.42,345.09,333.93,347.58,349.66,337.82,336.84,341.01,335.34,334.57,327.39,341.80,349.37,375.74,353.41,330.03,332.76,324.74,336.90,338.28,L7
2005-03-04 21:53:16+00:00,321.74,313.83,294.25,305.44,316.04,336.05,335.59,336.23,331.82,334.07,327.93,327.79,327.04,324.59,315.89,326.40,335.43,330.30,323.71,323.44,324.63,321.61,326.69,321.31,312.83,313.81,318.73,334.39,318.31,307.15,318.49,333.46,343.40,345.73,344.87,346.92,345.56,354.21,369.97,355.89,343.50,333.49,344.10,348.46,338.61,338.40,340.08,333.35,334.12,328.91,342.75,347.13,376.22,353.50,328.69,329.51,323.60,335.61,337.44,L5
2005-04-13 21:56:00+00:00,321.64,315.41,295.42,306.03,316.14,334.26,336.12,337.05,333.27,334.99,328.96,328.58,328.91,326.13,317.88,329.88,338.52,333.57,325.03,324.14,325.10,321.77,327.96,324.19,315.77,315.37,321.01,336.78,323.41,309.16,321.20,335.20,346.20,335.13,345.15,348.66,347.73,356.01,371.77,357.24,346.92,335.74,345.73,349.13,339.38,338.64,340.01,334.42,334.56,332.61,345.54,342.77,380.52,352.89,329.17,330.42,322.28,336.39,337.05,L7
2005-04-21 21:53:34+00:00,324.61,315.81,294.45,306.47,316.77,335.17,336.36,337.79,333.44,334.05,327.68,327.45,326.18,325.69,317.34,328.13,336.05,332.54,327.38,325.71,325.63,321.90,327.26,322.16,314.61,314.93,319.63,335.58,322.10,307.75,320.68,335.11,345.05,332.09,344.93,348.57,347.79,354.50,369.86,356.21,345.68,334.20,344.74,349.27,337.93,336.85,339.88,334.22,336.46,332.45,344.59,342.75,378.02,351.16,328.14,328.83,319.34,335.15,336.22,L5
2005-05-07 21:53:40+00:00,326.59,316.78,294.45,306.57,317.56,335.55,337.30,338.09,333.97,333.84,327.73,327.55,325.43,325.40,317.19,328.11,335.54,333.04,330.28,327.14,326.30,322.34,327.13,321.83,314.81,315.63,322.71,337.90,321.55,309.83,321.84,335.99,344.73,332.09,345.65,348.23,347.92,354.34,369.77,357.62,347.24,335.49,346.74,352.25,338.26,336.71,342.37,337.43,340.27,333.01,344.95,343.58,378.23,351.75,328.52,328.84,318.64,335.86,336.59,L5
2005-05-23 21:53:48+00:00,329.37,317.80,294.19,307.32,320.51,336.77,339.28,339.79,336.12,335.62,329.45,327.57,324.00,325.39,316.81,328.27,334.54,332.88,334.16,330.49,327.79,323.21,326.54,321.08,313.69,317.75,323.34,339.54,320.61,310.96,321.01,335.95,343.69,327.54,347.06,350.28,349.26,356.14,369.21,358.02,347.64,335.71,346.95,353.14,335.51,334.18,344.17,337.54,342.37,333.54,344.34,341.11,380.21,349.79,330.40,329.83,318.08,336.32,336.72,L5
2005-06-08 21:53:56+00:00,331.26,318.95,294.19,307.30,319.94,336.23,338.90,340.18,336.45,335.60,329.93,328.07,325.18,326.39,317.89,328.64,333.64,332.17,334.39,330.81,328.22,323.68,326.86,321.63,313.99,317.95,324.86,341.05,322.04,311.99,322.24,336.53,343.15,327.54,347.18,350.90,349.29,356.34,369.14,359.05,347.78,336.95,348.38,354.34,336.57,335.08,344.78,337.56,343.58,333.62,344.49,342.04,380.19,350.71,331.55,329.30,315.84,336.42,336.49,L5
2005-08-03 21:55:49+00:00,332.11,320.44,295.07,308.69,321.30,337.51,340.59,340.79,337.54,335.73,330.73,327.85,323.14,324.67,315.78,326.46,332.89,332.69,335.97,332.20,329.89,325.72,328.13,321.23,313.90,319.10,326.02,341.88,323.15,315.66,322.82,337.24,343.10,324.39,348.44,352.83,351.47,357.50,369.45,360.67,349.14,337.61,347.54,355.54,336.02,335.08,346.46,338.79,347.48,334.61,344.17,345.04,380.52,350.61,331.40,328.47,312.30,337.12,336.34,L7
2005-08-27 21:54:31+00:00,331.11,319.82,284.99,307.16,318.75,333.91,339.46,339.93,337.13,334.01,330.20,327.89,324.50,325.20,316.42,324.15,329.52,331.32,333.17,330.87,331.32,326.79,328.69,322.82,317.00,318.69,325.48,341.15,326.63,316.38,323.73,337.00,341.65,316.91,348.69,352.81,349.68,356.23,369.35,359.41,348.35,337.91,346.17,354.14,336.68,335.11,343.73,336.57,344.30,335.83,344.96,344.66,379.22,351.81,331.04,327.85,311.21,335.98,334.89,L5
