dates,satname,sar2538-0000,sar2538-0001,sar2538-0002,sar2538-0003,sar2538-0004
1984-04-13 09:26:43+00:00,L5,236.97,290.81,200.68,197.98,242.82
1984-05-06 09:33:03+00:00,L5,239.19,302.88,215.76,200.05,239.75
1984-06-07 09:33:54+00:00,L5,236.65,215.76,286.33,204.07,245.66
1984-07-18 09:28:22+00:00,L5,248.14,290.09,222.24,202.15,248.41
1984-08-26 09:35:45+00:00,L5,233.52,216.23,189.86,185.24,242.81
1984-09-04 09:29:37+00:00,L5,242.45,225.73,217.40,199.28,240.05
1984-09-11 09:35:50+00:00,L5,235.50,214.54,179.48,181.12,238.43
1984-09-20 09:29:40+00:00,L5,247.02,296.21,207.06,205.23,256.55
1984-10-13 09:35:49+00:00,L5,241.88,287.94,222.50,204.40,245.73
1984-10-22 09:29:36+00:00,L5,244.82,289.34,206.17,200.34,251.79
1984-12-09 09:29:34+00:00,L5,247.34,307.67,215.72,200.14,244.21
1985-01-10 09:29:51+00:00,L5,,79.73,,241.14,289.21
1985-01-17 09:36:05+00:00,L5,237.82,224.44,203.75,197.52,241.13
1985-03-15 09:29:58+00:00,L5,234.87,220.35,182.67,156.13,243.70
1985-04-16 09:29:51+00:00,L5,229.46,224.53,185.73,185.49,235.59
1985-05-02 09:29:43+00:00,L5,244.67,307.26,207.53,194.41,250.05
1985-05-25 09:35:51+00:00,L5,230.91,226.22,202.23,199.95,234.41
1985-06-03 09:29:40+00:00,L5,235.27,297.36,217.19,198.76,245.28
1985-06-10 09:35:50+00:00,L5,234.09,214.38,200.04,176.06,237.08
1985-06-26 09:35:47+00:00,L5,246.17,224.31,202.11,187.97,242.56
1985-07-05 09:29:33+00:00,L5,236.48,288.53,193.65,190.58,240.65
1985-07-12 09:35:41+00:00,L5,242.38,290.39,215.75,199.84,243.96
1985-08-06 09:29:18+00:00,L5,247.41,228.92,180.19,169.78,244.41
1985-08-13 09:35:25+00:00,L5,239.71,292.54,230.76,205.26,239.26
1985-08-22 09:29:08+00:00,L5,242.50,302.86,221.74,201.38,350.78
1985-10-09 09:28:35+00:00,L5,235.51,221.59,173.18,166.90,231.30
1985-12-03 09:33:55+00:00,L5,242.31,293.31,218.83,201.74,245.75
1986-01-04 09:33:20+00:00,L5,115.30,137.69,232.72,314.59,288.34
1986-01-13 09:26:58+00:00,L5,238.01,221.41,192.29,184.38,244.06
1986-02-21 09:32:17+00:00,L5,245.12,226.46,217.82,202.14,244.04
1986-03-25 09:31:37+00:00,L5,235.36,217.04,176.69,163.76,242.97
1986-04-19 09:24:53+00:00,L5,,,,,
1986-05-21 09:24:03+00:00,L5,239.26,293.33,221.37,201.79,242.76
1986-05-28 09:30:02+00:00,L5,234.47,289.19,230.79,206.94,242.04
1986-06-06 09:23:35+00:00,L5,238.25,295.49,205.10,200.50,238.26
1986-06-22 09:23:04+00:00,L5,236.66,293.05,218.76,206.65,249.71
1986-07-24 09:21:59+00:00,L5,242.40,274.38,200.73,191.45,239.23
1986-07-31 09:27:55+00:00,L5,233.57,288.10,218.31,200.13,242.87
1986-08-16 09:27:20+00:00,L5,246.26,295.88,220.12,203.96,247.87
1986-09-10 09:20:15+00:00,L5,242.61,274.04,208.31,190.68,250.90
1987-01-16 09:19:18+00:00,L5,286.27,132.30,230.72,185.81,251.81
1987-02-08 09:26:31+00:00,L5,242.48,274.78,188.51,197.27,245.50
1987-02-17 09:20:35+00:00,L5,235.56,215.34,290.48,72.68,164.25
1987-03-21 09:21:38+00:00,L5,246.59,293.20,222.07,197.16,246.60
1987-04-29 09:29:06+00:00,L5,236.92,303.44,226.92,210.04,243.15
1987-05-08 09:23:11+00:00,L5,242.40,295.85,230.71,207.19,242.26
1987-05-15 09:29:33+00:00,L5,248.63,219.62,200.76,197.59,244.25
1987-06-09 09:23:59+00:00,L5,240.06,226.29,215.75,199.00,238.76
1987-06-16 09:30:19+00:00,L5,236.21,223.40,178.18,165.56,238.97
1987-06-25 09:24:20+00:00,L5,240.18,303.81,225.80,205.02,252.35
1987-07-02 09:30:39+00:00,L5,235.69,289.11,208.69,199.17,243.55
1987-07-18 09:30:57+00:00,L5,242.40,219.17,204.04,200.26,242.90
1987-08-03 09:31:25+00:00,L5,242.39,294.19,217.40,202.08,245.75
1987-08-12 09:25:31+00:00,L5,,,,,
1987-08-19 09:31:54+00:00,L5,239.13,273.89,205.98,191.14,243.91
1987-09-04 09:32:19+00:00,L5,242.34,224.74,215.70,188.27,249.61
1987-09-13 09:26:21+00:00,L5,242.40,288.26,215.73,202.54,244.39
1987-09-20 09:32:42+00:00,L5,238.47,220.70,196.13,206.58,240.40
1987-10-06 09:33:02+00:00,L5,242.50,284.19,210.81,197.31,251.41
1987-11-07 09:33:38+00:00,L5,248.64,301.43,227.09,187.37,240.88
1987-11-16 09:27:39+00:00,L5,249.97,273.41,218.43,190.06,254.43
1987-12-02 09:27:54+00:00,L5,243.02,313.43,215.73,196.65,236.61
1987-12-18 09:28:31+00:00,L5,,,,,
