,dates,usa_HI_0027-0000,usa_HI_0027-0001,usa_HI_0027-0002,usa_HI_0027-0003,usa_HI_0027-0004
0,1991-10-09 20:18:07+00:00,180.42279850299198,190.29781177185612,195.18058237034782,197.39239048972493,188.89301459601467
1,1991-11-10 20:18:16+00:00,188.03747781368546,202.1083218425346,210.97183190394563,208.1899825944061,208.20096308804304
2,1991-12-03 20:24:42+00:00,183.55068452019887,181.29414809200452,182.93961948180782,179.42168406354992,201.22027896329817
3,1991-12-12 20:18:31+00:00,186.65030790615177,189.4032388466049,199.72369290567454,200.02966324500952,212.80062502885008
4,1999-07-03 20:46:48+00:00,191.71414104790313,193.11700809700224,202.45045255259922,199.90547326849477,200.18713149626075
5,1999-08-11 20:53:07+00:00,177.17219549375744,183.15236972489092,188.26553696497606,190.40148891165418,189.66272595070575
6,1999-08-20 20:46:55+00:00,,,,,192.18242647226307
7,1999-10-14 20:53:13+00:00,183.77076758978353,197.12468569218393,198.66519611085477,198.98689294152715,198.3586711719477
8,1999-11-15 20:53:07+00:00,188.60084629799763,199.0650301594045,212.7090623588655,,
9,1999-11-24 20:46:49+00:00,179.31898012588908,183.69254360678428,195.372542318535,187.9526110525966,198.10048667318688
10,1999-12-01 20:53:02+00:00,,172.5166254181459,176.42183597134593,,
11,1999-12-17 20:53:11+00:00,180.30692091308723,194.1899926312992,199.8602243757567,202.54877682295768,191.35211169867483
12,2000-01-02 20:53:03+00:00,197.614118083291,203.78851553253696,208.29327164343493,206.85196483200914,210.42868395647244
13,2000-01-27 20:46:52+00:00,197.56940181853705,199.8200439224227,209.13073380338685,205.384396091816,208.77584124244427
14,2000-02-12 20:46:47+00:00,180.9811856670749,190.31062995079748,192.511555050112,191.35607753807147,198.9174398989933
15,2000-02-19 20:52:54+00:00,181.84845524872026,188.76174675008193,187.73494892585774,192.4385401579431,188.916550872714
16,2000-02-28 20:46:42+00:00,178.680073853747,186.94133540143645,196.1664827431627,194.40290758020157,195.5465477593228
17,2000-03-06 20:52:49+00:00,183.38940435935382,194.17425818796806,202.23830854362473,198.09513523756954,207.4313018404499
18,2000-06-03 20:45:56+00:00,185.14401756340277,190.41956209970047,206.0236855168094,199.6209143854789,201.539446369523
19,2000-06-10 20:52:06+00:00,175.21583917073434,183.9427474658841,190.05018990821463,194.5824463893675,188.48649846115964
20,2000-06-19 20:45:53+00:00,180.74914479882722,189.36341367496283,,,
21,2000-07-28 20:51:26+00:00,176.66759771954358,196.81834311357838,194.59189776037732,198.47535791518223,194.88106350330193
22,2000-08-06 20:45:09+00:00,,194.41545981546196,206.21453508094598,206.11334688277094,198.0151590505107
23,2000-09-23 20:44:31+00:00,192.73971595540058,201.23500065980548,212.4676798478918,206.3575783673859,215.62750731409108
24,2000-09-30 20:50:41+00:00,184.10757259621215,195.8127511804255,191.75606828417418,196.7141366162793,193.9092765626984
25,2000-11-10 20:44:23+00:00,188.93536765720097,191.277654657047,197.74129872434116,185.39124554892615,203.00848139921763
26,2000-11-17 20:50:34+00:00,178.71062116946962,192.215564958791,201.99299576186036,183.64092866239105,202.7887523429783
27,2000-11-26 20:44:25+00:00,192.72639356410133,201.0589094775662,201.36267859553067,202.62245572502383,208.48966926455049
28,2000-12-03 20:50:34+00:00,176.94546955448095,189.49290721204588,197.18266784392063,197.84866800088446,199.87084811520526
29,2000-12-12 20:44:27+00:00,177.86864187943553,187.5727154557622,191.29142021541765,192.57629107583764,191.14914405113387
