,dates,aus0242-0000,aus0242-0001,aus0242-0002,aus0242-0003,aus0242-0004,aus0242-0005,aus0242-0006,aus0242-0007
0,1987-05-22 23:08:08+00:00,,199.89712642052314,196.87467948350243,206.27292430407996,212.78173546866986,216.3525015166296,212.8149235526884,192.1552742139295
1,1987-09-02 23:16:50+00:00,,,,,,,,
2,1987-09-27 23:11:15+00:00,199.77629606895556,199.20340414243,210.6377146034505,214.9167803672271,205.9768952116617,202.0283584398363,210.70359418617585,194.1777301466582
3,1987-10-04 23:17:34+00:00,,,,,184.4079682514155,180.68523276259214,192.62675752795968,177.55188991126445
4,1987-10-13 23:11:33+00:00,192.14786264204508,195.7549773051456,200.35142817118327,207.57120685858385,200.6396101309772,193.473629262604,205.13309723914776,185.19251520251674
5,1987-10-29 23:11:49+00:00,193.49112012036574,199.7525013128235,203.79691421000354,203.02846095233738,195.4737009112103,198.18575434669015,203.8743397277262,179.63380879247757
6,1987-11-14 23:12:11+00:00,205.00131465217422,199.28275450754182,203.66691679001838,203.46768989163417,206.5464680254242,206.776481424672,202.46042805215126,184.6107408972427
7,1987-11-21 23:18:29+00:00,,177.63466899325476,182.17002533057976,183.1325904230382,182.17282870804016,186.52300925923475,,
8,1987-12-16 23:12:41+00:00,203.79288318910818,204.4987821446406,211.1308380034573,212.69860973827295,202.36943577990766,211.1303219046565,212.05068157581223,191.56545231348701
9,1988-01-08 23:19:14+00:00,203.644290066448,202.0653240574924,210.55795290884495,208.02203387769603,206.58110272357382,212.35782734806725,207.15243243114392,186.51771222232838
10,1988-01-17 23:13:14+00:00,194.3967137023696,181.03152587687165,189.27346322242835,187.55812404003328,181.5773942263109,189.36105141897093,189.78104570394476,177.4452070637197
11,1988-01-24 23:19:32+00:00,,199.34446469256818,206.28343074714894,205.50290913881804,203.8415201444239,205.5768257644133,205.64332601861238,178.7865824848879
12,1988-04-13 23:20:23+00:00,,,,198.96276345028932,193.82597060782115,194.8357478411588,199.9109891433551,175.33993695073517
13,1988-04-22 23:14:16+00:00,189.19915382553697,212.48016575009666,214.49395249571742,215.43335493496488,214.4214663655709,220.19185807102633,215.77210835589327,191.47420086881016
14,1988-06-09 23:14:39+00:00,167.80054193233545,202.34986900365678,203.55345741104014,206.00046471187363,203.14884798507373,199.33601614315802,198.97387718718545,183.6064832248569
15,1988-06-25 23:14:44+00:00,,209.31990860577514,201.9979814023315,212.9177925021889,207.4751629203742,201.3663439165801,195.81937882381803,183.11728771562258
16,1988-07-27 23:14:50+00:00,166.14827869468886,186.62923273489784,189.50072124327585,195.7614807254182,191.65642927216612,194.80584138041877,193.22302015979392,179.37072396506133
17,1988-08-12 23:14:49+00:00,,184.5788156507613,201.516981457515,196.56781716732797,190.81835982518723,190.62834512072567,194.5634729003765,178.21464717952392
18,1988-08-28 23:14:54+00:00,194.1372060507502,183.92882201219652,188.7647696500206,177.76613009882269,179.64369222666323,179.00282454564726,178.7645334287106,162.9866774968207
19,1988-09-20 23:21:01+00:00,,,,,,,,
20,1988-09-29 23:14:45+00:00,,195.3015683263481,205.05462297203965,206.54316153611455,202.6741576576496,199.92463191287715,196.5068288851136,178.1546218879048
21,1988-10-06 23:20:56+00:00,201.10271331205388,202.6401799385261,211.0063474150586,210.7828975839646,205.76887837287336,209.71002991154654,197.0837305962553,170.91129185800656
22,1988-10-22 23:20:50+00:00,200.67869149451332,209.55580571729297,214.20246026193686,220.2665738186272,209.8667579361482,213.96270013240996,208.3849278305757,176.7492889109829
23,1988-12-02 23:14:39+00:00,192.51287442595856,208.018613149078,209.08577321797196,213.11810688827805,219.1477846645662,218.81903649926676,223.6859423045396,209.5630320747063
24,1988-12-09 23:20:43+00:00,,,,,,,,
25,1988-12-18 23:14:27+00:00,203.14217999931478,215.70515640597935,206.9716926489626,214.11814010432136,218.33802165309396,216.61863541944234,219.24425233537022,201.9263371630633
26,1989-01-19 23:14:06+00:00,198.89369109000398,192.91557187529375,193.55020807377042,197.78889077285532,199.70503794650148,195.75909743337968,195.7679895273426,176.68992332237383
27,1989-05-27 23:12:28+00:00,,198.15292093530655,206.6191976241073,215.60637812738267,234.95652970865467,233.4716445085329,230.90811548529197,212.13706715547858
28,1989-06-12 23:12:05+00:00,,206.61064900519676,204.56761740364144,209.05761135072885,215.5618382693999,213.56949089369823,216.83196718602153,192.22468852168097
