dates,satname,sar0002-0000,sar0002-0001,sar0002-0002,sar0002-0003,sar0002-0004
1984-06-07 09:34:42+00:00,L5,157.53,137.93,131.24,145.25,153.25
1984-08-26 09:36:33+00:00,L5,160.23,139.63,112.85,144.35,147.08
1984-09-04 09:30:25+00:00,L5,189.25,157.69,146.65,168.75,176.42
1984-09-11 09:36:38+00:00,L5,148.14,139.11,76.37,149.16,116.11
1984-09-20 09:30:28+00:00,L5,289.74,321.35,,389.82,369.83
1984-09-27 09:36:39+00:00,L5,174.29,154.74,,183.97,163.27
1984-10-29 09:36:32+00:00,L5,200.87,169.20,78.11,79.43,167.35
1985-06-26 09:36:35+00:00,L5,183.71,154.29,149.11,173.78,164.27
1985-07-28 09:36:22+00:00,L5,182.96,166.60,165.33,186.47,177.04
1985-08-29 09:36:02+00:00,L5,178.66,160.74,162.22,191.64,163.88
1985-12-03 09:34:43+00:00,L5,192.91,158.21,58.31,56.76,
1986-01-04 09:34:08+00:00,L5,182.61,133.67,62.52,58.71,
1986-03-25 09:32:25+00:00,L5,143.85,114.27,93.36,137.61,99.98
1986-04-10 09:32:04+00:00,L5,155.03,144.28,76.52,134.16,131.45
1986-05-05 09:25:17+00:00,L5,158.14,144.43,142.87,192.75,163.09
1986-05-12 09:31:17+00:00,L5,195.76,166.60,172.04,195.45,179.89
1986-06-29 09:29:50+00:00,L5,165.54,145.83,149.68,169.58,162.90
1986-07-08 09:23:21+00:00,L5,137.15,132.33,114.25,140.85,120.58
1986-07-15 09:29:17+00:00,L5,163.46,145.07,127.17,152.44,132.68
1986-09-01 09:27:32+00:00,L5,179.41,164.23,153.97,193.10,166.06
1986-09-17 09:27:01+00:00,L5,181.86,154.92,,189.33,163.65
1986-10-28 09:19:29+00:00,L5,,,,,
1986-11-04 09:25:25+00:00,L5,375.68,319.61,,320.89,368.02
1987-03-28 09:28:52+00:00,L5,177.23,151.60,83.00,182.96,162.60
1987-07-02 09:31:27+00:00,L5,179.67,164.01,164.07,184.51,177.62
1987-07-18 09:31:44+00:00,L5,176.41,162.66,168.50,186.28,178.96
1987-08-19 09:32:41+00:00,L5,157.36,143.21,95.84,141.84,139.24
1987-09-04 09:33:07+00:00,L5,191.63,166.19,149.51,206.65,178.49
1987-09-20 09:33:30+00:00,L5,184.48,166.74,,193.39,163.36
1987-10-06 09:33:50+00:00,L5,163.48,152.08,90.46,139.78,131.07
1987-11-07 09:34:26+00:00,L5,174.60,154.14,62.21,57.54,69.45
1987-12-09 09:34:58+00:00,L5,230.57,168.10,72.09,65.30,
1987-12-25 09:35:13+00:00,L5,205.49,165.52,66.40,58.07,
1988-01-10 09:35:29+00:00,L5,203.03,150.63,66.70,65.15,
1988-02-11 09:36:05+00:00,L5,189.70,139.46,77.80,78.76,
1988-04-15 09:36:38+00:00,L5,178.21,152.91,141.89,185.78,176.54
1988-05-01 09:36:45+00:00,L5,176.88,154.46,146.91,173.60,163.03
1988-05-17 09:36:55+00:00,L5,201.23,171.61,164.80,185.33,179.89
1988-07-04 09:37:12+00:00,L5,178.10,146.83,139.75,171.96,165.50
1988-08-05 09:37:16+00:00,L5,154.96,139.25,122.37,136.41,131.68
