dates,sar0002-0000,sar0002-0001,sar0002-0002,sar0002-0003,sar0002-0004,satname
1984-06-07 09:34:42+00:00,157.53,137.93,131.24,145.25,153.25,L5
1984-08-26 09:36:33+00:00,158.88,138.78,122.05,144.80,150.17,L5
1984-09-04 09:30:25+00:00,169.00,145.08,130.25,152.78,158.92,L5
1984-09-11 09:36:38+00:00,169.00,143.59,130.25,151.88,158.92,L5
1984-09-27 09:36:39+00:00,170.32,145.82,130.25,158.30,160.00,L5
1984-10-29 09:36:32+00:00,176.43,149.72,130.25,158.30,161.47,L5
1985-06-26 09:36:35+00:00,183.71,154.29,149.11,173.78,164.27,L5
1985-07-28 09:36:22+00:00,183.34,160.44,157.22,180.12,170.66,L5
1985-08-29 09:36:02+00:00,181.78,160.54,158.89,183.96,168.40,L5
1985-12-03 09:34:43+00:00,184.56,159.96,133.74,183.96,168.40,L5
1986-01-04 09:34:08+00:00,184.28,154.81,112.09,189.06,170.46,L5
1986-03-25 09:32:25+00:00,173.12,135.38,71.40,,99.98,L5
1986-04-10 09:32:04+00:00,168.60,137.61,72.68,,115.72,L5
1986-05-05 09:25:17+00:00,166.51,138.97,86.72,192.75,131.51,L5
1986-05-12 09:31:17+00:00,171.38,143.58,100.94,194.10,143.60,L5
1986-06-29 09:29:50+00:00,166.82,141.51,116.16,185.93,147.46,L5
1986-07-08 09:23:21+00:00,159.25,141.29,124.79,174.66,142.98,L5
1986-07-15 09:29:17+00:00,159.85,141.83,125.13,170.21,141.51,L5
1986-09-01 09:27:32+00:00,162.29,144.63,128.73,174.03,144.58,L5
1986-09-17 09:27:01+00:00,164.47,145.77,128.73,176.21,146.70,L5
1987-03-28 09:28:52+00:00,177.23,151.60,,182.96,162.60,L5
1987-07-02 09:31:27+00:00,178.45,157.81,164.07,183.74,170.11,L5
1987-07-18 09:31:44+00:00,177.77,159.42,166.28,184.58,173.06,L5
1987-08-19 09:32:41+00:00,172.67,155.37,166.28,184.58,164.61,L5
1987-09-04 09:33:07+00:00,176.46,157.53,160.69,190.10,167.38,L5
1987-09-20 09:33:30+00:00,177.80,159.07,160.69,190.76,166.71,L5
1987-10-06 09:33:50+00:00,175.50,159.15,143.13,182.12,161.46,L5
1987-11-07 09:34:26+00:00,175.38,158.43,126.95,161.36,161.46,L5
1987-12-09 09:34:58+00:00,182.27,159.64,117.81,147.64,161.46,L5
1987-12-25 09:35:13+00:00,184.85,160.29,110.46,136.44,161.46,L5
1988-01-10 09:35:29+00:00,187.45,158.81,96.55,121.52,158.22,L5
1988-02-11 09:36:05+00:00,188.93,156.23,83.60,108.08,153.04,L5
1988-04-15 09:36:38+00:00,196.93,155.13,81.18,85.10,176.54,L5
1988-05-01 09:36:45+00:00,194.07,155.03,90.57,97.74,169.78,L5
1988-05-17 09:36:55+00:00,197.87,157.53,105.23,116.00,173.15,L5
1988-07-04 09:37:12+00:00,187.86,152.65,122.97,143.43,171.24,L5
1988-08-05 09:37:16+00:00,179.85,150.75,132.25,155.31,163.33,L5
1988-08-21 09:37:17+00:00,179.17,153.80,144.80,170.85,164.10,L5
1988-09-06 09:37:19+00:00,178.71,154.47,136.45,167.61,162.85,L5
1988-10-08 09:37:09+00:00,176.94,153.92,127.60,165.93,162.85,L5
1988-10-24 09:37:05+00:00,179.35,156.22,119.53,149.93,160.57,L5
1988-12-11 09:36:57+00:00,174.57,150.94,101.30,127.97,155.13,L5
1988-12-27 09:36:51+00:00,174.57,152.80,97.41,120.84,155.13,L5
1989-01-12 09:36:44+00:00,173.33,152.14,87.70,104.79,151.67,L5
1989-03-01 09:36:18+00:00,170.87,150.07,71.70,87.11,155.38,L5
1989-04-02 09:35:35+00:00,170.80,149.15,69.25,92.51,167.75,L5
1989-04-18 09:35:31+00:00,169.12,148.99,69.98,82.24,167.75,L5
