dates,satname,nzd0101-0000,nzd0101-0001,nzd0101-0002,nzd0101-0003,nzd0101-0004,nzd0101-0005,nzd0101-0006,nzd0101-0007,nzd0101-0008,nzd0101-0009,nzd0101-0010,nzd0101-0011,nzd0101-0012,nzd0101-0013,nzd0101-0014,nzd0101-0015,nzd0101-0016,nzd0101-0017,nzd0101-0018,nzd0101-0019,nzd0101-0020,nzd0101-0021,nzd0101-0022,nzd0101-0023,nzd0101-0024,nzd0101-0025,nzd0101-0026,nzd0101-0027,nzd0101-0028,nzd0101-0029,nzd0101-0030,nzd0101-0031,nzd0101-0032,nzd0101-0033,nzd0101-0034,nzd0101-0035,nzd0101-0036,nzd0101-0037,nzd0101-0038,nzd0101-0039,nzd0101-0040,nzd0101-0041,nzd0101-0042,nzd0101-0043,nzd0101-0044,nzd0101-0045,nzd0101-0046,nzd0101-0047,nzd0101-0048,nzd0101-0049,nzd0101-0050,nzd0101-0051,nzd0101-0052,nzd0101-0053,nzd0101-0054,nzd0101-0055,nzd0101-0056,nzd0101-0057,nzd0101-0058,nzd0101-0059,nzd0101-0060,nzd0101-0061,nzd0101-0062,nzd0101-0063,nzd0101-0064,nzd0101-0065,nzd0101-0066,nzd0101-0067,nzd0101-0068,nzd0101-0069,nzd0101-0070,nzd0101-0071,nzd0101-0072,nzd0101-0073,nzd0101-0074,nzd0101-0075,nzd0101-0076,nzd0101-0077,nzd0101-0078,nzd0101-0079,nzd0101-0080,nzd0101-0081,nzd0101-0082,nzd0101-0083,nzd0101-0084,nzd0101-0085,nzd0101-0086,nzd0101-0087,nzd0101-0088,nzd0101-0089,nzd0101-0090,nzd0101-0091,nzd0101-0092,nzd0101-0093,nzd0101-0094,nzd0101-0095,nzd0101-0096,nzd0101-0097,nzd0101-0098,nzd0101-0099,nzd0101-0100,nzd0101-0101,nzd0101-0102,nzd0101-0103,nzd0101-0104,nzd0101-0105,nzd0101-0106,nzd0101-0107,nzd0101-0108,nzd0101-0109,nzd0101-0110,nzd0101-0111,nzd0101-0112,nzd0101-0113,nzd0101-0114,nzd0101-0115,nzd0101-0116,nzd0101-0117,nzd0101-0118,nzd0101-0119,nzd0101-0120,nzd0101-0121,nzd0101-0122,nzd0101-0123,nzd0101-0124,nzd0101-0125,nzd0101-0126,nzd0101-0127,nzd0101-0128,nzd0101-0129,nzd0101-0130,nzd0101-0131,nzd0101-0132,nzd0101-0133,nzd0101-0134,nzd0101-0135,nzd0101-0136,nzd0101-0137,nzd0101-0138,nzd0101-0139,nzd0101-0140,nzd0101-0141,nzd0101-0142,nzd0101-0143,nzd0101-0144,nzd0101-0145,nzd0101-0146,nzd0101-0147,nzd0101-0148,nzd0101-0149,nzd0101-0150,nzd0101-0151,nzd0101-0152,nzd0101-0153,nzd0101-0154,nzd0101-0155,nzd0101-0156,nzd0101-0157,nzd0101-0158,nzd0101-0159,nzd0101-0160,nzd0101-0161,nzd0101-0162,nzd0101-0163,nzd0101-0164,nzd0101-0165,nzd0101-0166,nzd0101-0167,nzd0101-0168,nzd0101-0169,nzd0101-0170,nzd0101-0171,nzd0101-0172,nzd0101-0173,nzd0101-0174,nzd0101-0175,nzd0101-0176,nzd0101-0177,nzd0101-0178,nzd0101-0179
1999-08-26 22:04:44+00:00,L7,198.21,187.65,211.67,230.90,253.60,312.94,226.96,186.12,177.72,276.29,,293.83,306.77,317.59,318.29,320.94,322.42,321.77,321.24,321.73,316.52,218.53,249.52,251.53,295.89,304.93,229.16,238.20,260.86,231.41,241.03,272.55,266.92,263.84,263.45,294.62,328.63,255.39,260.13,278.84,257.19,256.72,318.12,313.46,286.63,279.94,276.62,274.95,264.18,262.31,251.19,222.74,217.75,216.73,222.37,217.93,206.83,233.51,191.30,208.11,218.96,208.34,229.53,224.63,220.40,278.83,311.69,250.36,247.87,238.44,296.10,283.65,279.63,214.68,252.12,264.45,254.93,253.63,266.78,233.71,248.14,246.44,239.59,234.93,226.88,235.93,260.21,268.68,240.05,241.46,245.91,251.01,249.76,245.74,245.68,247.34,271.46,273.88,272.16,270.55,263.79,259.32,259.45,259.01,261.55,252.49,260.97,246.03,252.79,255.73,259.53,258.35,272.88,261.42,259.78,258.66,254.02,251.27,251.21,239.38,256.69,269.65,254.37,173.29,218.78,282.73,,279.81,189.84,198.66,177.09,154.92,213.08,229.59,218.41,215.70,180.28,227.94,241.82,234.32,234.30,296.36,204.65,243.63,310.63,310.57,321.50,310.17,190.75,198.06,177.40,184.75,193.26,210.48,217.28,224.94,208.61,202.25,215.39,220.56,228.06,215.20,275.26,161.43,,290.45,306.50,309.28,312.08,314.84,316.94,314.46,320.99,323.57,314.77,310.25,308.74,308.89,282.61,284.30
1999-09-27 22:04:48+00:00,L7,211.19,316.68,234.50,247.39,303.87,282.76,294.26,263.86,193.64,288.51,284.93,301.83,318.11,320.40,319.81,319.78,316.45,321.93,328.85,324.73,318.09,324.42,282.64,310.10,324.11,327.62,322.60,313.08,321.02,267.07,274.26,331.17,284.67,285.50,297.71,317.03,336.53,263.03,268.24,286.43,306.08,276.79,328.09,313.69,298.89,295.49,294.09,299.86,309.15,276.12,257.83,232.03,234.61,235.30,232.18,228.19,223.83,238.73,221.04,230.89,238.43,225.43,252.45,240.32,237.78,310.67,320.37,265.49,259.77,286.50,291.86,280.66,258.90,311.81,300.66,278.14,271.30,270.90,274.14,272.06,267.56,267.55,297.69,305.07,295.93,250.68,267.51,284.44,252.72,251.43,249.38,258.64,244.95,256.79,277.07,294.04,291.77,297.73,,292.56,284.80,273.00,283.50,282.13,295.85,301.19,292.83,274.84,289.86,,279.14,285.43,283.82,277.65,283.84,280.14,274.82,271.19,270.22,272.62,281.42,272.75,246.49,265.83,277.14,289.98,284.28,281.77,218.40,224.40,270.43,307.32,287.52,253.71,264.19,289.41,275.97,279.90,258.99,255.77,268.13,290.54,296.35,290.90,300.94,298.77,314.76,313.98,308.46,292.31,295.62,279.56,292.74,292.54,228.53,289.04,298.71,300.97,301.52,292.35,286.24,271.87,271.91,161.80,,290.67,303.22,305.55,312.78,312.20,320.10,319.70,323.20,319.82,314.19,310.59,315.35,315.40,298.28,
1999-10-04 22:11:02+00:00,L7,,,,,,,,,,,,,,,,378.72,387.68,397.83,413.12,420.42,591.84,621.90,529.85,515.66,401.86,399.64,400.28,406.06,397.26,391.64,394.77,406.21,411.31,406.10,402.18,403.05,411.28,401.72,406.02,412.73,407.79,422.34,411.23,404.74,399.42,395.62,386.66,378.97,383.80,393.83,402.52,397.05,393.27,389.87,401.26,390.43,381.22,405.07,421.93,425.36,413.16,397.13,398.58,397.10,407.68,404.66,400.64,396.05,386.40,382.17,394.52,400.81,381.19,383.05,376.41,364.26,519.61,383.29,383.12,391.45,380.02,375.05,376.68,379.58,375.79,368.64,352.10,358.54,383.11,390.16,391.61,389.74,389.81,389.79,390.35,383.63,385.18,386.83,388.51,391.48,383.46,377.17,372.51,378.67,384.07,392.37,400.45,391.37,378.47,376.93,371.57,363.17,362.51,367.09,368.34,366.47,351.57,352.33,344.19,352.21,365.89,382.63,392.86,375.84,507.76,352.56,362.53,366.03,371.30,379.00,378.52,379.03,375.97,374.60,374.24,372.15,369.94,370.18,364.18,372.70,379.97,380.94,371.39,377.77,387.90,387.92,385.84,381.25,386.79,386.59,386.38,386.88,386.19,382.28,382.98,378.60,517.60,525.14,481.83,449.33,365.27,361.89,368.92,362.52,360.72,372.90,377.37,377.55,376.80,385.82,383.22,388.96,395.38,401.28,395.34,391.79,391.28,385.59,388.75,393.27
2000-03-28 22:10:31+00:00,L7,364.17,366.48,369.85,366.43,358.39,346.76,346.92,344.60,337.97,354.75,344.15,347.45,352.28,356.94,361.60,368.75,371.93,377.26,371.04,372.51,377.41,381.55,392.49,394.14,386.20,379.97,379.49,387.44,382.97,,,374.01,383.21,,375.75,379.59,391.47,396.65,406.34,410.15,376.53,391.58,377.14,376.68,,,375.68,366.98,374.37,,375.97,,,,386.75,382.03,367.17,352.05,,368.42,361.15,362.57,363.71,364.88,363.70,359.31,361.84,,360.12,360.83,357.69,346.07,317.84,353.27,362.77,,361.51,364.72,356.45,350.42,349.71,,346.88,349.95,345.69,,341.87,338.27,353.91,356.00,359.67,363.63,367.78,369.61,365.62,362.76,,361.09,363.31,361.74,358.12,357.56,356.91,362.71,357.79,351.40,346.49,344.36,356.56,359.50,353.23,347.89,344.99,338.04,341.45,350.99,343.87,342.75,338.34,339.33,335.58,330.73,317.68,314.37,333.31,337.23,333.94,331.89,301.94,336.11,337.41,334.42,341.59,344.63,345.87,343.51,345.24,342.07,339.43,338.45,344.48,348.49,333.91,344.68,343.88,336.71,350.20,345.96,352.94,348.89,340.65,329.78,342.72,342.41,350.65,343.09,344.59,349.37,351.59,349.50,348.18,343.41,342.55,354.87,,355.84,351.05,358.71,354.74,361.58,367.84,377.15,378.71,383.20,380.47,379.76,379.70,385.38,378.83,358.62
2000-04-29 22:10:17+00:00,L7,,,,,,,292.28,302.44,323.29,347.80,,,352.58,349.87,350.26,358.77,361.95,372.22,370.86,369.89,373.07,372.45,374.04,382.54,375.72,378.48,377.42,380.64,380.58,,248.20,279.30,269.76,268.90,271.95,379.09,386.88,390.61,396.97,392.24,371.53,245.55,364.97,365.58,288.47,282.84,279.60,367.28,372.94,262.78,258.71,222.51,215.97,215.84,217.44,211.76,205.62,219.68,191.80,208.02,216.91,206.90,229.17,224.26,222.79,346.14,359.64,254.07,246.80,358.60,356.60,340.95,340.06,352.87,356.50,262.09,355.14,350.78,341.09,339.66,327.73,248.51,324.48,343.02,354.18,241.70,340.31,331.66,350.73,234.47,239.80,347.84,355.31,362.94,359.96,375.78,,,,,,,,,,,348.88,,,,,,,263.25,257.90,,,251.19,254.00,,325.15,320.69,313.45,313.37,319.29,329.01,328.82,319.87,187.56,327.36,325.88,328.37,329.14,337.51,346.44,335.74,343.69,326.63,323.42,330.05,331.06,336.50,,,,,,,,,,,,,,,336.17,337.42,343.09,342.96,337.32,319.71,326.33,340.18,,304.44,342.86,348.36,356.34,362.10,361.72,365.40,366.95,371.27,376.31,380.00,370.03,380.76,365.56,377.30
2000-05-15 22:10:06+00:00,L7,191.90,190.32,210.07,235.89,262.98,264.26,217.72,186.38,301.93,320.16,312.49,326.90,334.82,342.26,336.17,348.11,343.84,344.83,351.87,358.42,361.06,211.59,233.50,246.70,364.68,369.52,349.65,240.60,250.41,236.72,241.54,244.60,233.35,270.93,274.73,361.25,359.89,257.28,252.76,276.97,221.93,252.67,323.65,275.73,289.22,277.65,283.13,269.30,252.17,260.59,222.10,224.00,221.30,214.10,223.52,223.68,215.59,199.87,180.20,202.98,218.35,207.80,218.50,230.90,235.79,298.31,272.43,256.36,245.76,237.88,328.72,310.10,265.14,221.60,249.38,265.32,256.89,284.93,292.64,232.85,252.07,253.50,237.89,220.77,231.79,240.71,254.52,313.16,220.97,236.72,233.16,236.39,179.00,218.08,225.05,154.47,,,,,,255.33,248.36,256.56,,,273.65,248.82,251.87,250.32,226.73,,,264.01,257.41,260.59,262.01,254.79,262.65,251.74,319.60,310.28,291.59,293.22,304.12,303.20,305.94,295.77,191.07,188.92,167.30,177.92,182.78,238.60,254.50,631.80,152.32,316.30,555.52,590.31,610.68,614.57,542.37,539.99,330.09,327.54,322.45,167.77,193.97,201.63,205.47,198.62,194.98,218.43,219.30,224.36,204.59,319.83,323.13,327.53,223.37,310.94,312.91,313.15,,308.14,323.89,320.96,332.25,339.84,339.33,345.11,322.71,,,,,,,
2000-05-24 22:03:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.38,378.90,364.92,257.25,256.14,276.72,220.95,249.40,320.20,340.68,280.56,275.07,274.39,259.26,251.97,,191.34,214.23,210.71,211.46,218.19,215.11,206.91,193.04,176.17,196.20,214.45,198.59,212.88,221.85,,,,,,,,,,,,,,,336.07,359.65,343.59,238.94,320.60,342.17,219.62,232.61,256.38,330.73,158.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.17,354.53,360.96,355.09,353.81,,,,,,,,,,,,,,,,,376.70,368.09,373.96,,381.86
2000-05-31 22:09:54+00:00,L7,200.62,193.15,221.46,235.13,256.00,237.09,213.58,182.71,287.67,314.18,,,339.61,344.57,349.25,350.31,350.04,353.40,358.69,361.41,343.67,233.24,243.28,278.87,342.32,367.76,221.44,247.04,255.11,251.62,249.48,284.79,272.05,273.34,302.77,359.54,377.09,278.59,272.18,281.24,250.71,266.51,360.41,320.88,290.96,288.91,289.43,295.12,260.63,269.11,273.80,227.26,218.53,220.80,219.79,214.85,203.87,206.12,181.67,203.52,214.87,216.86,236.23,229.37,217.38,286.52,212.43,254.32,249.24,239.18,326.15,302.07,288.77,209.06,252.98,269.81,260.53,251.10,304.47,239.79,246.48,250.43,237.56,216.01,229.31,243.89,254.34,282.00,232.90,245.52,242.16,236.44,190.91,235.34,244.79,234.51,265.55,277.68,273.37,269.54,265.60,264.39,266.76,261.43,262.91,252.43,256.31,246.99,259.65,244.19,250.93,258.03,266.77,259.86,252.09,260.23,261.05,246.07,255.66,244.21,306.68,302.99,275.07,159.03,286.87,299.96,290.24,271.79,185.79,183.29,155.22,151.38,225.87,243.05,214.06,307.96,324.56,238.15,115.82,128.11,145.72,136.56,205.51,307.70,320.68,152.68,88.74,157.56,189.56,181.80,173.88,192.78,191.54,207.31,209.68,220.98,198.83,202.47,212.70,225.75,224.95,308.76,309.03,299.08,279.69,310.15,323.37,327.55,331.44,337.64,344.25,339.48,343.65,,,325.74,329.97,336.51,,341.11
2000-07-11 22:03:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.87,291.19,284.41,278.50,277.40,264.59,255.34,262.48,239.01,215.00,215.66,215.00,216.47,213.57,195.87,203.90,175.50,199.79,216.75,206.47,224.43,223.63,210.17,,,,,,,,,,,,,,,,,,,,,,258.59,372.93,382.64,388.55,234.54,234.90,195.18,235.47,235.47,233.21,,,,,,,,,,,,,,,,,,,,,,247.49,250.61,,344.63,,335.45,340.07,340.11,,,337.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-23 22:08:18+00:00,L7,321.22,320.59,322.99,320.21,317.58,312.71,310.86,288.98,277.72,261.90,283.90,305.27,319.73,331.32,332.31,328.61,326.92,327.42,337.33,338.17,339.21,347.65,344.55,341.04,343.89,337.34,337.13,332.64,342.26,349.99,349.65,351.78,351.44,344.08,344.30,344.29,349.74,348.32,348.95,350.47,334.78,350.57,341.49,333.87,347.14,349.50,351.83,346.50,343.89,336.13,331.78,330.16,331.63,324.37,322.98,329.67,328.35,327.88,332.95,326.08,326.88,325.85,328.29,333.28,329.13,321.29,316.79,303.61,291.30,298.30,306.05,291.56,272.42,303.04,313.96,313.47,310.40,294.36,265.24,278.63,291.86,287.62,297.36,309.68,317.68,309.55,307.44,298.79,302.75,304.13,313.47,313.72,311.06,313.46,318.39,317.34,321.52,324.37,317.26,315.64,310.64,305.90,312.92,309.61,310.42,323.21,310.47,295.74,307.63,302.00,301.74,297.61,299.16,294.30,301.90,315.32,311.97,305.92,301.40,299.62,299.41,289.75,257.69,256.67,271.71,287.07,291.96,289.50,276.77,293.44,292.86,296.02,295.00,291.87,302.69,306.98,309.48,298.66,300.57,305.41,306.03,309.70,302.72,300.36,311.88,306.27,309.44,308.05,311.49,308.83,294.11,295.89,296.62,292.77,299.96,309.69,310.90,307.86,307.03,307.22,301.59,287.08,246.92,275.08,274.16,293.41,302.64,304.31,312.79,330.21,337.45,341.33,339.04,331.24,331.28,333.55,326.49,317.52,302.04,299.72
