,dates,usa_CA_0275-0000,usa_CA_0275-0001,usa_CA_0275-0002,usa_CA_0275-0003,usa_CA_0275-0004,usa_CA_0275-0005,usa_CA_0275-0006,usa_CA_0275-0007,usa_CA_0275-0008,usa_CA_0275-0009,usa_CA_0275-0010,usa_CA_0275-0011,usa_CA_0275-0012,usa_CA_0275-0013,usa_CA_0275-0014
0,1984-04-14 18:24:49+00:00,204.94335873361703,208.01162945821528,219.50159479912574,201.63878382931603,198.80489366841346,201.54344966775318,210.38240365072764,210.9005869262361,203.63562501594805,209.97179906823902,204.03305764657483,198.3271466037578,205.39011737087108,220.86759874628638,220.95666693797446
1,1984-05-25 18:19:21+00:00,206.71857126720784,205.51222421881928,214.03133271622863,212.76999304881218,216.46157171720992,199.54198199495096,208.37232882176752,207.33384685282212,201.1056729232641,199.67455939748316,187.74276160340844,190.74687229376423,197.17512530621747,203.16241837407588,205.76991719471172
2,1984-06-10 18:19:41+00:00,208.94490282337674,219.8247395607732,221.8294047746062,220.28462526340738,212.07975976062102,210.15270652706755,212.99342092062585,212.83830579046202,199.18237751920708,192.5123673912797,189.48589994850192,186.22422745998134,197.16261434531447,201.47038464774147,211.6917531133634
3,1984-06-17 18:25:59+00:00,220.19739200997603,226.9814939144762,220.3630591831935,206.68853594894856,205.77685284587182,201.36217964892143,210.60429877693159,199.81573276481592,195.52978042390237,199.70152546086206,187.85032404428352,191.74246262185775,202.60256062740436,207.44666535607027,207.18305527500732
4,1984-06-26 18:19:55+00:00,230.96148935851028,238.08998462413822,228.3892297386466,215.24997018005544,212.3454408248926,213.63904980714,211.49602862456823,210.5191523546965,206.7961825204919,203.82187115590037,193.70016633469697,181.80013114846182,188.22959736553668,200.573450122659,208.68139170114995
5,1984-07-03 18:26:10+00:00,,,,,,,,,,,,,,,
6,1984-07-28 18:20:39+00:00,222.3006136572262,228.07855505986356,228.60525413572853,226.1762894119796,218.05317935952212,208.4794089133733,210.97755129288282,207.80741986654465,198.31288070661702,189.06023963165157,184.67961021331266,188.4151976825163,201.64597876677794,201.28806508499406,218.65532574828524
7,1984-08-04 18:27:04+00:00,235.72954395141656,247.13988696997995,244.44377004215175,233.32182295173666,228.04071315822097,222.99880491219818,218.05604298117524,208.963116263921,201.60501936931684,196.67141149947363,192.93187002172937,191.60169614466207,205.26278804125934,208.6421031160709,211.6481053117991
8,1984-09-21 18:27:45+00:00,227.56233678059783,234.62939225269585,230.9792365054493,229.65116735316357,227.04484809604313,216.64233816649437,221.72904652534595,211.41506353356897,196.21724209208446,194.30401044749425,190.82724376151938,192.63747666718515,199.85938711059129,206.28236165032803,217.45613491047928
9,1984-10-23 18:27:40+00:00,202.67180666753777,227.72690095056623,230.5094164227274,226.5028408495372,230.3288575952101,227.21133757214224,220.35447757945468,213.49278470105872,206.04035143394975,207.2286048640604,205.54385304467448,193.95029124582595,206.75345007783798,216.4397315225889,227.1831808226821
