,dates,nzd0276-0000,nzd0276-0001,nzd0276-0002,nzd0276-0003,nzd0276-0004,nzd0276-0005,nzd0276-0006,nzd0276-0007,nzd0276-0008,nzd0276-0009,nzd0276-0010,nzd0276-0011,nzd0276-0012,nzd0276-0013,nzd0276-0014,nzd0276-0015,nzd0276-0016,nzd0276-0017,nzd0276-0018,nzd0276-0019,nzd0276-0020,nzd0276-0021,nzd0276-0022,nzd0276-0023,nzd0276-0024,nzd0276-0025,nzd0276-0026,nzd0276-0027,nzd0276-0028,nzd0276-0029,nzd0276-0030,nzd0276-0031,nzd0276-0032,nzd0276-0033,nzd0276-0034,nzd0276-0035,nzd0276-0036,nzd0276-0037,nzd0276-0038,nzd0276-0039,nzd0276-0040,nzd0276-0041,nzd0276-0042,nzd0276-0043,nzd0276-0044,nzd0276-0045,nzd0276-0046,nzd0276-0047,nzd0276-0048,nzd0276-0049,nzd0276-0050,nzd0276-0051,nzd0276-0052,nzd0276-0053,nzd0276-0054,nzd0276-0055,nzd0276-0056,nzd0276-0057,nzd0276-0058
0,1999-12-09 21:59:21+00:00,112.70122972913127,104.80237575954715,83.92372241575596,102.08361480678764,108.74393758955968,129.7622715318525,126.26230070384474,124.69682394465062,122.89951904419041,114.9962790307253,114.0543835854383,107.82493928938312,110.07254975058075,108.49140880102956,102.50319933495871,101.71948924837554,98.8873042259983,106.21349248758726,104.57490735166328,99.14067774574863,114.60614741392544,108.39006944067901,105.92363742446173,106.10194336404423,110.49238925196353,97.79136667013898,95.86829568120257,116.268590323713,109.57399581658163,92.09540706820495,107.03046915869133,113.89084714220786,112.33597125974498,120.21111555906111,126.58420412840644,134.92215093249024,137.48966004973374,141.0218479587387,136.5679829742224,133.8757329385284,127.58358311815442,121.76873401950431,129.42148993199388,114.2077674976521,,,,119.97238560490393,,,104.30792974716695,110.95103826743305,133.87201060317165,113.1385261882449,107.92885321643263,112.64499857557874,110.06329287770637,126.66566945198603,132.91792726921247
1,1999-12-25 21:59:16+00:00,,,,,,,,,121.194245403395,116.28149750820714,115.74744913695025,113.42808123490215,112.19085527522358,110.78010683737156,102.12479470637479,99.98217840663656,101.72755494086205,103.96445839515964,101.12729566601162,99.44696409872316,101.36211416757394,104.47280337106051,108.12185854263535,102.35528842357368,100.71100990375592,94.91660926149687,,108.4224376919068,99.05195257118464,84.37288892424726,93.98204332639288,110.18845768212273,110.42496155553735,119.27240589434054,122.62308973047814,134.21455920395337,128.02921626729088,136.22027530744458,140.54566476304072,130.52393648434304,104.6520594039986,,,,,,,,,,,,,,,,,,
2,2000-01-10 21:59:16+00:00,119.07876790057682,111.77257975389708,104.02838537449784,111.51700172865907,124.0278040111944,140.48066372684332,142.68240090768612,140.86256769765333,135.63387125299448,133.13657383143016,129.51166206643188,127.01512414247938,129.13787997141145,132.1644063670575,120.6472789267232,129.00441720114515,124.91808679422243,119.62310211075713,116.02573161649732,115.12174215815932,118.77452333689624,117.32879911646532,121.78116067943479,121.3401634508053,123.49071606763101,119.34236565455325,114.29856479773886,130.45138600113353,123.01816134828924,97.32151180815673,112.5593795626104,130.46671678526238,140.62058195300892,137.78427311922835,139.84435936742258,148.37043117660343,154.3412986660262,160.34336335533573,161.04880195017915,158.51878786759022,144.40114865305912,142.61807837211038,157.38682482530942,135.26633677864118,118.62638968840601,117.11891665915333,124.75296898123602,136.45064192099937,150.9727080377444,,121.34837134953526,133.97970315250967,168.69488104776497,137.38423410706596,128.83957309185263,132.94126101518663,133.85455893246535,144.83356699048772,143.54254093353322
3,2000-01-26 21:59:14+00:00,116.16424460078298,114.03589038765321,101.0209205788079,114.1129958651011,123.58077683465946,138.92782610943308,146.09490565413995,145.04265674395205,130.74796000906798,130.22706746168075,126.03466800401729,121.42603226021626,124.64395033724206,131.77439850167306,113.78380352867615,133.77764399368834,140.3917099904097,144.3396836587168,137.89130601809092,143.10625744715924,139.96403023563775,136.87946823584795,140.45799261466425,144.39131703385993,138.37136345370394,125.9672402051568,130.80543184749013,145.010836394983,127.62707385594996,94.36802539383295,132.17454869287815,150.2552643540966,150.97151042285773,,137.94415551501362,163.17731672733794,164.2230013112399,166.59033521894386,186.16532497476487,159.87747809463474,152.53391480843976,139.21384254280417,156.91568648371035,151.7162445784233,142.32342058164085,148.7006096563889,150.38634550990153,151.2257605572196,,,146.85090625286725,,205.1251818203209,,125.28609650938385,127.51754753645645,125.4979004740847,133.74312183917024,131.3062066285718
4,2000-03-30 21:58:57+00:00,114.32122270822077,108.31943199401894,89.30914893649422,103.21797876345124,114.19837996954149,126.8845592744073,136.68298735907288,138.6586997166396,134.33131669060947,126.47331074400702,121.51042276926404,122.77330449034437,123.92303652940909,124.11652348469434,117.88882379560165,127.06199251982389,127.39864732286908,133.9375179827037,135.3183311841586,143.68332988498568,139.3270700589773,132.11539187924518,123.6700175999696,120.48851752350754,117.59432849931571,105.61985897128517,109.4844028888893,124.09772249999452,118.55959115024508,97.1463001902071,115.35731839774633,125.99517212004028,130.94921445554897,,135.64791837924358,145.45618112760053,148.4736148940645,155.60648778385917,159.9317046817019,148.81549466072448,137.08544204045376,133.7157688424166,144.84201897807577,134.25774655899582,121.49847930131594,118.69634722760436,123.55349203990906,128.7502536903946,,,124.56585889985578,124.55661497711559,170.38192545728333,132.38507299569676,118.77208753705284,123.66127554979029,96.33820431539071,133.32905900218114,131.51461317122477
5,2000-05-01 21:58:42+00:00,126.99064702147902,119.78890771440595,90.84401200499312,108.35866439910936,117.99492176654978,129.5722099393874,138.31255680672012,136.65155903141306,136.75020968927475,135.85189747327024,124.4751482604238,123.93653670742063,124.15653443194051,132.2406181056255,122.6476844913959,124.96142636809206,121.39660406553601,119.21657091022243,118.39509790379316,119.36419223305631,125.79847275951258,121.32042775016386,120.41168724402951,121.08093835945682,116.83144240988426,110.56784444120655,120.58789909676393,125.03582026920148,128.14449857732365,107.65054419854175,116.1688279112885,123.39108269612578,125.3755694294718,106.27826409995203,137.7044184733765,140.08294994125617,139.23606599361375,145.78808911514884,150.20381411329862,142.77418133045649,138.99559114112733,135.98271805446797,144.53547996250037,133.91935234393873,120.40842716025382,116.28079961551919,122.4234225342106,129.3379797803489,145.70131931178844,114.29211140863598,121.04065022454704,118.24013652434712,147.3081134257354,131.25569372756507,123.72081344705089,123.19084956856078,100.15091017684038,135.7744409891258,138.7577345772523
6,2000-07-04 21:58:02+00:00,145.7351337610754,124.91778236498847,93.80406907689354,115.75305412425156,127.67884995405277,136.065191368537,144.4381377898962,143.4121258980794,141.89209072190826,138.93593365227855,132.00768294309353,139.1891592472842,134.39271705397428,130.33921058999735,128.49822895718114,135.67378768690398,127.71798927778525,125.28393935652751,,,,124.22819801205914,129.7951768190223,129.50425058180272,125.13465511102429,,,134.10947891773105,139.34967455759528,122.92808875062744,132.16915024378795,134.41675254056673,127.14846492770722,,159.39712209074747,159.51912136351103,148.6781879149305,,,,147.5856163735695,149.92278348951928,153.36096040033195,144.80565402715905,121.8652656144531,123.9158495242218,129.343984290028,133.86001276046687,,,131.70693602458692,129.13047398645153,163.7739539494512,138.74758059056842,135.3902940853025,135.42656598464998,,149.97440308625067,138.5858323904916
7,2000-08-05 21:57:32+00:00,137.75557639108223,134.8532910611596,107.94823866485025,119.00351530327818,129.8000022172208,138.0029179563498,147.17064862215372,147.8193595944089,140.92644287169787,139.2295257804021,130.5921634821773,128.30260285633292,125.49538419293538,128.9657400100481,126.91488509678848,135.57544254749283,141.44039898003984,139.07316486007596,,,,143.06298310952468,144.2244511754802,143.42342377256705,144.5058399469439,141.78806659862929,,154.86003135932975,143.4490033141878,132.10566785596393,147.80485253494967,164.94662618791585,157.1942047247005,,167.34057909646336,169.0306767715746,158.79469529891207,163.10505628411556,191.20105971674187,169.3949094269979,170.0317874363334,152.8128131310032,165.84613950197425,168.95882793741237,167.20803070688547,162.31894656938553,159.83317547124108,157.87287402609238,170.4956993145479,157.9928756396975,169.87662640469108,,213.0815838168446,,146.99747772732528,139.28418881469344,,148.81791161198475,148.5311386211871
8,2000-08-21 21:57:26+00:00,108.09537916994927,,,89.07954875999715,104.63196921227976,109.44661418669878,122.35924800322961,121.31398072114291,118.25209009251361,,,,103.21320959549567,,,,70.78463124433001,,,,,,,,,,,,,75.13493694134169,105.7129942100091,114.54500223597086,67.76555305961722,,,,,,,,,,,,,,,,,,107.39819006556394,,,,,,,,
9,2000-09-22 21:56:53+00:00,120.96713385953782,107.43158795329794,88.60133846632296,104.05514360198919,115.98661949785,132.9448406223136,136.40160762843294,132.92853151708448,130.7679786411026,122.23634955277046,119.02472841874183,117.94615121385337,117.93686717451189,113.91752583322878,110.21031210434259,120.03839734502837,116.28531857592063,121.578540168623,123.44195766923924,124.07062061256542,128.14176469276237,119.47412244872427,126.86532112455863,125.25583412148632,125.44146005784975,118.67943106100776,,134.89136841737806,127.97517819073308,110.16813167538601,123.0585104570471,133.77528106115324,115.44486391508923,,145.44130217070648,142.41585626693583,141.6272357968927,150.06148622644912,167.91556573348174,152.38474878731836,147.21753396515072,141.06094964226307,150.96002255771515,148.16009021136114,134.98778532199725,134.91370928666774,144.47747271341666,133.4361965214104,151.34248244914474,132.8438273257654,149.6920689939713,134.3721325351851,187.15998683513342,144.2490272920989,129.76971824363687,121.63912596123076,,134.10787691766092,134.38379108382196
