,dates,chi0311-0000,chi0311-0001,chi0311-0002,chi0311-0003,chi0311-0004,chi0311-0005,chi0311-0006,chi0311-0007,chi0311-0008,chi0311-0009,chi0311-0010,chi0311-0011,chi0311-0012,chi0311-0013,chi0311-0014,chi0311-0015,chi0311-0016,chi0311-0017,chi0311-0018,chi0311-0019,chi0311-0020,chi0311-0021,chi0311-0022,chi0311-0023,chi0311-0024,chi0311-0025,chi0311-0026
0,1985-01-25 14:04:03+00:00,,,,,,,,,219.15381122411137,224.1952572789854,219.3612644008378,209.39961496527468,212.92753674844727,,202.73190427995385,204.39585364661127,205.93475823053745,214.21719760219483,204.83311512456007,,186.55988681898677,181.06293087426718,181.64384146157778,171.46293862509398,159.6689990192816,166.01478784404304,168.50446064058463
1,1986-01-28 14:00:46+00:00,202.760198824596,181.38406156586166,131.39224504712652,161.07963942861568,173.20773806535635,184.77545971371262,185.0485211194712,181.38641156558512,194.04837673248517,191.83119346613984,189.1826354372497,190.91161595629188,195.1022366493515,,171.80405034914475,193.58110604452762,191.32797988689322,185.55154444353775,182.4930847792838,161.57640559475692,165.54739085400533,176.5437035744375,165.5001674873936,166.8999087366348,170.10401298296685,170.42448032417192,167.17773135893506
2,1986-03-01 14:00:01+00:00,226.1049725285749,194.0601072573548,131.79968240308045,188.72041407509315,193.02256731124496,204.15239650662744,197.00178793012708,201.43056758529832,196.15212712350024,201.6214519705418,213.08336935982115,201.88845043316087,204.15428938404102,210.11741654503547,,213.4759423079835,209.8478741531255,217.79926712593561,200.99175096531096,197.42618264273688,194.8814752542587,188.64179190725596,189.89722413532056,196.42894770777778,186.67094434517094,178.6600454352802,180.71234973108045
3,1986-04-02 13:59:23+00:00,239.6304834153749,206.97898240805475,,194.50017520375366,196.82515889241944,204.65270120143373,190.3321929460667,198.78157520721163,196.6618454764092,186.97102332424564,219.21820899285166,228.148759472565,222.2535565046022,208.5474561086969,,210.2964137478413,209.6046883341514,201.36137853516541,213.8827419014256,210.67413668324542,192.77038938587424,194.0005328996952,204.0621107374605,185.98859436552993,175.73824552132322,177.0641889263582,160.95489196372688
4,1986-05-04 13:58:38+00:00,199.2451516990518,,128.68281856723092,147.22663170946117,157.60720304572172,,,,,,,,181.7348905147952,,157.0995927374745,,,162.7067190073663,149.27459356613275,157.52984495354642,,153.99849368027623,148.55648384365784,,127.21430591610013,124.43657063644957,122.96879210174791
5,1986-06-05 13:57:43+00:00,202.61572566005748,,150.6027628311961,167.49903825945032,171.4441571995146,,,,,,,,183.37991380913257,,,,,160.2384192846491,,,,152.41303245625687,149.9266982706515,,123.04841095169621,121.68611834756055,
6,1986-07-30 14:02:04+00:00,209.13958522443667,,136.72592567313933,163.7570372815162,182.29817958729663,190.25914301998208,174.82953607786368,181.83167682209398,188.45438715336556,189.91551189344702,199.06837550901218,,186.25424128602438,150.96811669408723,168.744338594252,172.4362155768386,186.98511595356115,179.7853069043953,180.24107442687313,183.2019125028707,169.08740211928287,166.70103051268381,,,,,
7,1986-08-31 14:00:53+00:00,206.43826908725777,179.0803804441927,143.4509409859624,166.69528196885028,161.3605571684894,164.67816151188444,166.05281029074985,170.95169594645526,169.41457054801074,179.0361088042778,178.19491527785243,,187.1588962040867,145.04716231135637,167.97166762006225,159.8134448442445,181.0083030356643,177.75786274724814,170.1922379475141,175.47310297759947,168.55373204671113,159.48518258943062,154.1001605974378,150.42451325547043,145.8576442287293,153.0534262489312,153.76539395295282
8,1986-09-16 14:00:22+00:00,,,,145.43318787676083,,,,,,,,,,,147.3185031858775,173.69699992389738,176.3886669068074,178.36175599956402,170.13957756885634,174.90094900976538,168.28528687494128,152.99471067026852,148.35820774609059,146.15494321789689,148.94072281136255,158.59982873991964,157.57583633595635
9,1986-11-03 13:58:46+00:00,218.16649647491695,201.9851286708169,170.57037214985084,170.4933913386242,176.7904305699845,189.78131101935293,185.80091636357201,187.08817067398164,197.03897858098517,204.31007248693402,208.78398873107125,199.35571157651398,195.04966501910906,169.45413604274904,186.82870307298722,186.59489359506867,196.28346233264165,185.8485740535125,186.30386990204633,179.7848729100068,184.3938395836511,179.38656974053086,170.41055026829812,170.7097110596827,163.617081183964,176.85257788982733,172.85984262698506
10,1986-11-28 13:51:58+00:00,197.59072153272066,184.2619037848507,109.42941781223782,,,180.28081592512143,173.75616251499457,177.3603682162723,189.9557770084467,201.40083128661598,187.19139208331876,176.9519032209221,185.7078638779664,163.5391409473776,161.1697377434972,,175.90957092234135,179.22641392488234,158.50070373083972,170.56793689795595,148.76018116127284,148.11412238858813,157.75803046542075,160.1236810149653,144.21220285324858,163.53898415444758,165.9606887145734
11,1986-12-30 13:52:55+00:00,206.766531311267,188.20348256899402,151.84614362337922,170.0642270190333,176.5037383459374,194.55910947557805,178.04953870670658,188.76074698884295,197.69631601374212,200.15710047951924,197.2219430611249,213.64991410741845,206.12293861601637,194.47160602159147,206.145891517374,200.1929043994589,184.55886176007945,188.27870725699998,181.6347423538976,190.7199516055747,188.62619705305863,,199.38498500625997,193.19111837999887,178.49723742086633,179.57218811553162,162.79035970202784
12,1987-01-31 13:53:53+00:00,211.61020153625648,191.16720076420947,143.24775806889826,157.38076739809262,149.8422872824412,180.37376375943086,184.94222380642108,176.97050650455026,181.39201849483248,181.56200173560393,185.84692662690293,177.14003040561673,194.3185935704751,201.61312096996062,190.30158905416604,,180.1677982396931,173.58441219781238,195.10685068892155,197.03037724540596,,143.0126347149528,,,137.35206065991602,152.68814696352388,156.56757343116283
13,1987-02-07 14:00:21+00:00,223.38141174183636,199.11764524811005,138.89908482712463,180.5997798067624,179.41584861110502,195.3141940432355,194.1220994769681,198.88797112589614,209.4411486646015,,,199.3362267334651,197.6277110505775,211.97055735043077,212.8423569890669,208.51654957332636,199.6226522333281,194.4307036773913,210.9049712551996,218.60629012125546,206.02192389226624,,207.66730688621843,200.61304313632766,,164.80876472969513,168.05397323540473
14,1987-03-27 14:02:09+00:00,230.7503132691531,212.79392206257396,,202.67569971571154,207.48163552781884,215.2991453411924,213.93179622298965,215.31695097495538,220.89407804296061,223.28546546867048,225.59294869734975,227.71752750839755,226.0507851178602,231.80480802486483,228.7878974704438,222.46107836165464,222.76300666999842,222.21857676933055,223.7878810292382,225.22667179551993,224.0097963412687,,219.28387873857608,210.6359823260189,,189.62726740320898,189.95717892225312
15,1987-10-21 14:07:25+00:00,203.6232167249431,185.16779588999046,138.44136924647694,174.55580655711648,175.21196356429954,186.52879812734915,169.3753249965557,171.2922124157533,180.1594174734957,179.09664064325324,187.23520078245448,160.47473464090598,181.73402783255693,131.32134450436882,162.93652622678087,142.14344634887078,160.52191473690115,157.76323884599978,147.5870749440746,155.4326492011811,155.08122359856148,146.32092786752415,148.0374514672753,137.36250715392617,125.51925237204546,148.31005520983655,141.99207160374058
16,1987-11-06 14:07:44+00:00,207.55713639751653,193.67834521276274,173.7925350175198,177.14685298788146,175.01660199038423,182.38116038734242,172.88962406238917,179.24174160509054,178.02981228560893,183.16328588139447,188.09654548400422,184.0952733921487,187.54355568777717,155.76127230372757,167.48007040254538,162.0863484026981,163.89661132539842,161.49584343259534,155.4132705038343,160.18056278189678,158.95506359619202,149.7923897915964,149.60004372694118,152.57841814258893,135.14450497895308,147.78810031636903,147.95700265479752
17,1987-12-08 14:08:17+00:00,214.56486767298486,207.1463141458975,194.7380970942009,190.98630733558,207.1118511315568,197.30396622495797,189.10456719309678,199.34482588045302,202.1097250000472,193.78592692002664,192.11957203215508,206.98852629474615,204.97672754964347,184.3087262863887,177.32371452317452,190.23290358542454,182.3841872474772,169.62381004971058,173.3361602633072,165.0983201254358,181.3657445202584,164.84950163163177,153.15903445120327,159.05674938684513,146.30820595381383,148.6658488879234,145.79545931901737
